pet_body,slot,display_name,skill,root_skill,nest_depth,skill_class,n_damage_rows,summoned_by,sim_fires_today,sim_basis,slot_field,dbr_skill_name,chance_pct,delay_s,timeout_s,range_band,range_gate_min_m,range_gate_max_m,short_range_min_m,short_range_max_m,medium_range_min_m,medium_range_max_m,long_range_min_m,long_range_max_m,character_attack_speed,body_class,skillCooldownTime,skillActiveDuration,skillChargeDuration,skillChargeLevel,skillTargetRadius,skillTargetNumber,skillTargetAngle,skillMaxLevel,anim_binding_grade,special_anm,special_anm_frames,special_anm_dur_s,fallback_anm,fallback_anm_dur_s,slot_join_ok,join_key,gate_fields_present,verdict
records/creatures/enemies/chthoniandevourer_b01_summon.dbr,special1,tagEnemyChthonianDevourerB01,records/skills/nonplayerskills/attackmelee/chthoniandevourer_megachomp.dbr,records/skills/nonplayerskills/attackmelee/chthoniandevourer_megachomp.dbr,0,Skill_AttackWeapon,3,cultist_summoner_01.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskills/attackmelee/chthoniandevourer_megachomp.dbr,100.0,7.0,3.0,ShortRange,0.0,3.0,0.0,3.0,4.0,18.0,8.0,18.0,1.350000023841858,Monster,,,,,,1,20.0,60,DIRECT-REF,devourer_attack_a01.anm,25,0.8333,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/chthoniandevourer_b02_summon.dbr,special1,tagEnemyChthonianDevourerB02,records/skills/nonplayerskills/path/chthoniandevourer_vomit.dbr,records/skills/nonplayerskills/path/chthoniandevourer_vomit.dbr,0,Skill_AttackWave,2,cultist_summoner_01.dbr,YES,skill_cooldown_s,specialAttackSkillName,records/skills/nonplayerskills/path/chthoniandevourer_vomit.dbr,100.0,9.0,3.0,ShortRange,0.0,4.0,0.0,4.0,4.0,18.0,8.0,18.0,1.350000023841858,Monster,3.0,,,,,,,60,DIRECT-REF,devourer_attackspit_a01.anm,51,1.7,,,YES,skill,chance_pct|delay_s|timeout_s|range_band|skillCooldownTime,DECODED
records/creatures/enemies/chthonianleech_a01_summon.dbr,special1,tagEnemyChthonianLeechA01,records/skills/nonplayerskills/attackmelee/chthonianleech_vampiricswipe_01.dbr,records/skills/nonplayerskills/attackmelee/chthonianleech_vampiricswipe_01.dbr,0,Skill_AttackWeapon,3,cultist_summoner_01.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskills/attackmelee/chthonianleech_vampiricswipe_01.dbr,100.0,5.0,2.0,ShortRange,0.0,4.0,0.0,4.0,4.0,8.0,8.0,18.0,1.2000000476837158,Monster,,,,,,1,20.0,60,REF-UNSATISFIED-BY-TABLE,,,,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/chthonianminion_b01_summon.dbr,special2,tagEnemyChthonianMinionB01,records/skills/nonplayerskills/aoe/chthonicminion_novalifedrain01.dbr,records/skills/nonplayerskills/aoe/chthonicminion_novalifedrain01.dbr,0,Skill_AttackRadius,4,cultist_cultleader_01.dbr,NO,SUPPRESSED,specialAttack2SkillName,records/skills/nonplayerskills/aoe/chthonicminion_novalifedrain01.dbr,50.0,8.0,2.0,ShortRange,0.0,4.0,0.0,4.0,4.0,8.0,8.0,18.0,1.100000023841858,Monster,,,,,4.0,,,60,NO-REF,,,,attack_b.anm,1.5333,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/chthonianminion_b01_summon.dbr,special3,tagEnemyChthonianMinionB01,records/skills/nonplayerskills/attackprojectile_aoe/attackradius_chaosvortex.dbr,records/skills/nonplayerskills/attackprojectile_aoe/attackradius_chaosvortex.dbr,0,Skill_AttackProjectileAreaEffect,1,cultist_cultleader_01.dbr,NO,SUPPRESSED,specialAttack3SkillName,records/skills/nonplayerskills/attackprojectile_aoe/attackradius_chaosvortex.dbr,50.0,6.0,4.0,LongRange,8.0,18.0,0.0,4.0,4.0,8.0,8.0,18.0,1.100000023841858,Monster,,4.0,,,,,,60,NO-REF,,,,attack_b.anm,1.5333,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/chthonianservitor_a01_summon.dbr,special1,tagGDX1EnemyChthonianServitor_A01,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,0,Skill_AttackWeapon,3,chthonianservitor_lunalvalgoth.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,100.0,6.0,2.0,ShortRange,0.0,4.0,0.0,4.0,4.0,15.0,8.0,18.0,1.100000023841858,Monster,,,,,,1,20.0,60,DIRECT-REF,chthonianservitor_attack_c01.anm,37,1.2333,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/ghost_b01_summon.dbr,special1,tagEnemyGhostB01,records/skills/nonplayerskills/attackprojectile/ghost_phantomblade.dbr,records/skills/nonplayerskills/attackprojectile/ghost_phantomblade.dbr,0,Skill_AttackProjectileBurst,3,skeletalgolem_stepsoftorment_01.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskills/attackprojectile/ghost_phantomblade.dbr,100.0,8.0,2.0,MediumRange,4.0,15.0,0.0,4.0,4.0,15.0,8.0,18.0,0.8500000238418579,Monster,,,,,,,,60,DIRECT-REF,heroine01_sword1h_skill_knifethrow01.anm,19,0.6333,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/ghost_b02_summon.dbr,special1,tagEnemyGhostB01,records/skills/nonplayerskills/attackmelee/ghost_shadowstrike.dbr,records/skills/nonplayerskills/attackmelee/ghost_shadowstrike.dbr,0,Skill_AttackWeaponBlink,1,skeletalgolem_stepsoftorment_01.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskills/attackmelee/ghost_shadowstrike.dbr,100.0,8.0,2.0,LongRange,7.0,22.0,0.0,4.0,4.0,8.0,7.0,22.0,0.8500000238418579,Monster,,,,,,1,20.0,60,DIRECT-REF,heroine01_sword2h_skill_jumpattack02.anm,21,0.7,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/ghost_b03_summon.dbr,special1,tagEnemyGhostB02,records/skills/nonplayerskills/attackmelee/ghost_bladearc.dbr,records/skills/nonplayerskills/attackmelee/ghost_bladearc.dbr,0,Skill_AttackWeapon,2,skeletalgolem_stepsoftorment_01.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskills/attackmelee/ghost_bladearc.dbr,100.0,9.0,3.0,ShortRange,0.0,4.0,0.0,4.0,4.0,8.0,8.0,18.0,0.8500000238418579,Monster,,,,,,5,200.0,60,DIRECT-REF,hero01_sword1h_skill_arcattack01.anm,29,0.9667,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/ghost_b04_summon.dbr,special1,tagEnemyGhostB02,records/skills/nonplayerskills/attackmelee/ghost_bladearc.dbr,records/skills/nonplayerskills/attackmelee/ghost_bladearc.dbr,0,Skill_AttackWeapon,2,skeletalgolem_stepsoftorment_01.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskills/attackmelee/ghost_bladearc.dbr,100.0,9.0,3.0,ShortRange,0.0,4.0,0.0,4.0,4.0,8.0,8.0,18.0,0.8500000238418579,Monster,,,,,,5,200.0,60,DIRECT-REF,hero01_sword1h_skill_arcattack01.anm,29,0.9667,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/hellhound_witchgod_b01_summon.dbr,special1,tagEnemyHellHoundWitchGodA02,records/skills/nonplayerskills/path/hellhound_witchgod_lightningbreath.dbr,records/skills/nonplayerskills/path/hellhound_witchgod_lightningbreath.dbr,0,Skill_AttackWave,2,witchgod_finalboss.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskills/path/hellhound_witchgod_lightningbreath.dbr,100.0,7.0,3.0,ShortRange,0.0,5.0,0.0,5.0,0.0,8.0,8.0,20.0,1.100000023841858,Monster,,,,,,,,60,DIRECT-REF,hellhound_attackspecial_breath_a01.anm,91,3.0333,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/hellhound_witchgod_b01_summon.dbr,special2,tagEnemyHellHoundWitchGodA02,records/skills/nonplayerskills/buffoffensive/hellhound_witchgod_stormcaller.dbr,records/skills/nonplayerskills/buffoffensive/hellhound_witchgod_stormcaller.dbr,0,Skill_BuffAttackRadiusLightning,1,witchgod_finalboss.dbr,YES,skill_cooldown_s,specialAttack2SkillName,records/skills/nonplayerskills/buffoffensive/hellhound_witchgod_stormcaller.dbr,100.0,12.0,5.0,MediumRange,0.0,8.0,0.0,5.0,0.0,8.0,8.0,20.0,1.100000023841858,Monster,15.0,6.0,,,5.0,2,,60,NO-REF,,,,hellhound_attack_c01.anm,0.9,YES,skill,chance_pct|delay_s|timeout_s|range_band|skillCooldownTime,DECODED
records/creatures/enemies/korvaakservant_a01_summon.dbr,special1,tagGDX2EnemyKorvaakServant_A01,records/skills/nonplayerskillsgdx2/attackmelee/korvaakservant_triplelightningflail.dbr,records/skills/nonplayerskillsgdx2/attackmelee/korvaakservant_triplelightningflail.dbr,0,Skill_AttackWeapon,2,pet_eldritchrift.dbr|pet_eldritchrift_02.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskillsgdx2/attackmelee/korvaakservant_triplelightningflail.dbr,50.0,6.0,0.0,ShortRange,0.0,4.0,0.0,4.0,4.0,7.0,8.0,18.0,1.0,Monster,,,,,,1,20.0,60,DIRECT-REF,korvaaksservant01a_attack_flaillightning_a01.anm,36,1.2,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/korvaakservant_a01_summon.dbr,special2,tagGDX2EnemyKorvaakServant_A01,records/skills/nonplayerskillsgdx2/attackprojectile/korvaakservant_lightningorbital.dbr,records/skills/nonplayerskillsgdx2/attackprojectile/korvaakservant_lightningorbital.dbr,0,Skill_AttackProjectileOrbiting,2,pet_eldritchrift.dbr|pet_eldritchrift_02.dbr,YES,skill_cooldown_s,specialAttack2SkillName,records/skills/nonplayerskillsgdx2/attackprojectile/korvaakservant_lightningorbital.dbr,50.0,6.0,2.0,ShortRange,0.0,4.0,0.0,4.0,4.0,7.0,8.0,18.0,1.0,Monster,3.0,,,,,,,60,NO-REF,,,,korvaaksservant01a_attack_throw_a01.anm,0.9,YES,skill,chance_pct|delay_s|timeout_s|range_band|skillCooldownTime,DECODED
records/creatures/enemies/korvaakservant_a02_summon.dbr,special1,tagGDX2EnemyKorvaakServant_A01,records/skills/nonplayerskillsgdx2/attackmelee/korvaakservant_triplefireflail.dbr,records/skills/nonplayerskillsgdx2/attackmelee/korvaakservant_triplefireflail.dbr,0,Skill_AttackWeapon,2,pet_eldritchrift.dbr|pet_eldritchrift_02.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskillsgdx2/attackmelee/korvaakservant_triplefireflail.dbr,50.0,6.0,0.0,ShortRange,0.0,4.0,0.0,4.0,4.0,7.0,8.0,18.0,1.0,Monster,,,,,,1,20.0,60,DIRECT-REF,korvaaksservant01a_attack_flailfire_a01.anm,36,1.2,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/korvaakservant_a02_summon.dbr,special2,tagGDX2EnemyKorvaakServant_A01,records/skills/nonplayerskillsgdx2/attackprojectile/korvaakservant_fireorbital.dbr,records/skills/nonplayerskillsgdx2/attackprojectile/korvaakservant_fireorbital.dbr,0,Skill_AttackProjectileOrbiting,2,pet_eldritchrift.dbr|pet_eldritchrift_02.dbr,YES,skill_cooldown_s,specialAttack2SkillName,records/skills/nonplayerskillsgdx2/attackprojectile/korvaakservant_fireorbital.dbr,50.0,6.0,2.0,ShortRange,0.0,4.0,0.0,4.0,4.0,7.0,8.0,18.0,1.0,Monster,3.0,,,,,,,60,NO-REF,,,,korvaaksservant01a_attack_throw_a01.anm,0.9,YES,skill,chance_pct|delay_s|timeout_s|range_band|skillCooldownTime,DECODED
records/creatures/enemies/korvaakservant_b01_korvaaksummon.dbr,special1,tagGDX2EnemyKorvaakServant_B01,records/skills/nonplayerskillsgdx2/attackprojectile/korvaakservant_lightningstream.dbr,records/skills/nonplayerskillsgdx2/attackprojectile/korvaakservant_lightningstream.dbr,0,Skill_AttackProjectileBurst,3,pet_eldritchrift_02.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskillsgdx2/attackprojectile/korvaakservant_lightningstream.dbr,100.0,8.0,0.0,MediumRange,0.0,12.0,0.0,4.0,0.0,12.0,8.0,20.0,1.0,Monster,,,,,,,,60,DIRECT-REF,korvaaksservant01a_attack_channellightning_a01.anm,81,2.7,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/korvaakservant_b02_korvaaksummon.dbr,special1,tagGDX2EnemyKorvaakServant_B01,records/skills/nonplayerskillsgdx2/attackprojectile/korvaakservant_firestream.dbr,records/skills/nonplayerskillsgdx2/attackprojectile/korvaakservant_firestream.dbr,0,Skill_AttackProjectileBurst,3,pet_eldritchrift_02.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskillsgdx2/attackprojectile/korvaakservant_firestream.dbr,100.0,8.0,0.0,MediumRange,0.0,12.0,0.0,4.0,0.0,12.0,8.0,20.0,1.0,Monster,,,,,,,,60,DIRECT-REF,korvaaksservant01a_attack_channelfire_a01.anm,81,2.7,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/livingplant_a01_summon.dbr,special1,tagGDX1EnemyLivingPlant_A01,records/skills/nonplayerskillsgdx1/attackmelee/livingplant_bite.dbr,records/skills/nonplayerskillsgdx1/attackmelee/livingplant_bite.dbr,0,Skill_AttackWeapon,6,swampgolem_bargoll.dbr|swampgolem_h01.dbr|swampgolem_h02.dbr|swampgolem_h05.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskillsgdx1/attackmelee/livingplant_bite.dbr,90.0,3.0,1.0,ShortRange,0.0,2.5,0.0,2.5,2.5,22.0,10.0,20.0,1.0,Monster,,,,,,1,20.0,60,DIRECT-REF,carnivorousplant01a_p2_attack_b01.anm,51,1.7,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/livingplant_a01_summon.dbr,special2,tagGDX1EnemyLivingPlant_A01,records/skills/nonplayerskillsgdx1/attackprojectile/livingplant_venomousseed.dbr,records/skills/nonplayerskillsgdx1/attackprojectile/livingplant_venomousseed.dbr,0,Skill_AttackProjectileDrop,5,swampgolem_bargoll.dbr|swampgolem_h01.dbr|swampgolem_h02.dbr|swampgolem_h05.dbr,NO,SUPPRESSED,specialAttack2SkillName,records/skills/nonplayerskillsgdx1/attackprojectile/livingplant_venomousseed.dbr,100.0,2.0,0.0,MediumRange,2.5,22.0,0.0,2.5,2.5,22.0,10.0,20.0,1.0,Monster,,,,,1.5,,,60,DIRECT-REF,carnivorousplant01a_p2_cast_b01.anm,44,1.4667,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01_revenantsummon.dbr,special2,tagEnemySkeletonC04,records/skills/nonplayerskills/aoe/chthonicminion_novalifedrain01.dbr,records/skills/nonplayerskills/aoe/chthonicminion_novalifedrain01.dbr,0,Skill_AttackRadius,4,nemesis_orderdeathsvigil_01.dbr,NO,SUPPRESSED,specialAttack2SkillName,records/skills/nonplayerskills/aoe/chthonicminion_novalifedrain01.dbr,75.0,10.0,4.0,ShortRange,0.0,4.0,0.0,4.0,3.0,16.0,8.0,18.0,1.0,Monster,,,,,4.0,,,60,NO-REF,,,,skeleton_01a_attack_a.anm,1.3667,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/raptor_witchgod_b01_summon.dbr,special1,tagEnemyRaptorWitchGodA02,records/skills/nonplayerskills/attacktendril/chthonianleech_drainlife.dbr,records/skills/nonplayerskills/attacktendril/chthonianleech_drainlife.dbr,0,Skill_AttackSpellChaos,3,witchgod_finalboss.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskills/attacktendril/chthonianleech_drainlife.dbr,100.0,8.0,3.0,AnyRange,0.0,18.0,0.0,8.0,0.0,8.0,8.0,18.0,1.0,Monster,,,,,,,,60,NO-REF,,,,raptorwinged_attack_spell_a01.anm,1.3667,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/raptor_witchgod_b01_summon.dbr,special2,tagEnemyRaptorWitchGodA02,records/skills/nonplayerskills/path/raptor_witchgod_chaoswind.dbr,records/skills/nonplayerskills/path/raptor_witchgod_chaoswind.dbr,0,Skill_AttackWave,9,witchgod_finalboss.dbr,NO,SUPPRESSED,specialAttack2SkillName,records/skills/nonplayerskills/path/raptor_witchgod_chaoswind.dbr,100.0,7.0,1.0,ShortRange,0.0,8.0,0.0,8.0,0.0,8.0,8.0,18.0,1.0,Monster,,,,,,,,60,DIRECT-REF,raptorwinged_attack_s01_chaos.anm,97,3.2333,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/skeleton_c01_summon.dbr,special1,tagEnemySkeletonC01,records/skills/nonplayerskills/attackprojectilering/skeleton_fireballnova.dbr,records/skills/nonplayerskills/attackprojectilering/skeleton_fireballnova.dbr,0,Skill_AttackProjectileRing,3,skeletalgolem_stepsoftorment_01.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskills/attackprojectilering/skeleton_fireballnova.dbr,100.0,7.0,4.0,MediumRange,3.0,12.0,0.0,4.0,3.0,12.0,6.0,18.0,1.0,Monster,,,,,,,,60,DIRECT-REF,skeleton_01a_special_slow.anm,61,2.0333,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
records/creatures/enemies/skeleton_c01_summon.dbr,special2,tagEnemySkeletonC01,records/skills/nonplayerskills/buffattackradius/skeleton_ringofflame1.dbr,records/skills/nonplayerskills/buffattackradius/skeleton_ringofflame1.dbr,0,Skill_BuffAttackRadiusDuration,2,skeletalgolem_stepsoftorment_01.dbr,YES,skill_cooldown_s,specialAttack2SkillName,records/skills/nonplayerskills/buffattackradius/skeleton_ringofflame1.dbr,50.0,20.0,3.0,ShortRange,0.0,4.0,0.0,4.0,3.0,12.0,6.0,18.0,1.0,Monster,20.0,8.0,,,4.0,,,60,NO-REF,,,,skeleton_01a_attack_a.anm,1.3667,YES,skill,chance_pct|delay_s|timeout_s|range_band|skillCooldownTime,DECODED
records/creatures/enemies/swampcrab_b01_summon.dbr,special1,tagGDX1EnemySwampCrab_B01,records/skills/nonplayerskillsgdx1/attackmelee/swampcrab_clawslam.dbr,records/skills/nonplayerskillsgdx1/attackmelee/swampcrab_clawslam.dbr,0,Skill_AttackWeapon,2,swampcrab_ugdenbog_01.dbr,NO,SUPPRESSED,specialAttackSkillName,records/skills/nonplayerskillsgdx1/attackmelee/swampcrab_clawslam.dbr,100.0,4.0,0.0,ShortRange,0.0,3.0,0.0,3.0,0.0,9.0,3.0,18.0,1.0,Monster,,,,,,1,20.0,60,DIRECT-REF,crabmonstrosity_attack_d01.anm,21,0.7,,,YES,skill,chance_pct|delay_s|timeout_s|range_band,DECODED
