record,population,n_actors,path_mass,path_mass_grade,path_mass_effective_locomoting,path_mass_effective_static,avoid_force,pathing_size,actor_radius,physics_mass,physics_friction,physics_restitution,monster_class,template_name,archive,basis
records/creatures/enemies/avian_c01.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Medium,0.550000011920929,5.0,10.0,0.0,Champion,database/templates/monster.tpl,sm3,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/basilisk_a01.dbr,P-ROLLED-20,3,1.0,MEASURED,1.0,2.0,0.5,Medium,0.6000000238418579,5.0,10.0,0.0,Common,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/basilisk_b01.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Medium,0.6000000238418579,5.0,10.0,0.0,Champion,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/basilisk_c01.dbr,P-ROLLED-20,3,1.0,MEASURED,1.0,2.0,0.5,Medium,0.6000000238418579,5.0,10.0,0.0,Champion,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss01.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Medium,0.3799999952316284,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Medium,0.3799999952316284,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Medium,0.75,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Medium,0.75,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm2,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,2.0,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.44999998807907104,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Medium,0.6000000238418579,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.6499999761581421,1.0,1.0,0.0,Quest,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.800000011920929,1.0,1.0,0.0,Quest,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/chthonianservitor_lunalvalgoth.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Large,1.0,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.3799999952316284,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.3799999952316284,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/dermapteran_madqueen.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Large,1.0,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/dravis.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.4000000059604645,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm2,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/eldritcharmor_dreegmindreaper_01.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.4000000059604645,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm2,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/ghost_stepsoftorment_01.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.5,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/giant_tempesttotem_02.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Medium,0.800000011920929,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm3,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/giant_tempesttotem_06.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Medium,0.800000011920929,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm3,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/human_chthonickurn_shaman_01.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.4000000059604645,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm3,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/humanascendant_terrnox.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.4000000059604645,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/humanwendigo_darkwood_01.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.4000000059604645,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/korvaak_lieutenant_03.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.4000000059604645,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm2,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Large,1.0,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm2,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/korvaakmessenger_02b.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Large,0.8999999761581421,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm2,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Medium,0.75,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Large,0.75,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm2,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Medium,0.4000000059604645,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Medium,0.75,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/theoutcast_03.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.3799999952316284,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Medium,0.699999988079071,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Medium,0.699999988079071,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/witch_janaxia.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.4000000059604645,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.699999988079071,5.0,10.0,0.0,Quest,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/bounties/cu_bounty04.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Medium,0.75,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/bounties/cu_bounty07.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Medium,0.7200000286102295,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/bounties/cu_bounty08.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Medium,0.5,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/bounties/cw_bounty04.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.800000011920929,1.0,1.0,0.0,Hero,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/bounties/cw_bounty09.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Medium,1.2999999523162842,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/bounties/odv_bounty07.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.3499999940395355,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/bounties/pm_bounty06.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Medium,0.75,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/bounties/ro_bounty11.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Medium,0.5,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/bounties/ro_bounty19.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Medium,0.75,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/chthoniandevourer_a01.dbr,P-ROLLED-20,6,1.0,MEASURED,1.0,2.0,0.5,Small,0.36000001430511475,5.0,10.0,0.0,Common,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/chthoniandevourer_b01.dbr,P-ROLLED-20,5,1.0,MEASURED,1.0,2.0,0.5,Small,0.36000001430511475,5.0,10.0,0.0,Champion,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/chthoniandevourer_b02.dbr,P-ROLLED-20,4,1.0,MEASURED,1.0,2.0,0.5,Small,0.36000001430511475,5.0,10.0,0.0,Champion,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/chthonianherald_b01.dbr,P-ROLLED-20,3,1.0,MEASURED,1.0,2.0,0.5,Small,0.800000011920929,1.0,1.0,0.0,Champion,database/templates/monster.tpl,sm3,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/chthonianherald_c01.dbr,P-ROLLED-20,4,1.0,MEASURED,1.0,2.0,0.5,Small,0.800000011920929,1.0,1.0,0.0,Champion,database/templates/monster.tpl,sm3,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/chthonianrylok_a01.dbr,P-ROLLED-20,3,1.0,MEASURED,1.0,2.0,0.5,Small,0.800000011920929,1.0,1.0,0.0,Common,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/chthonianrylok_b01.dbr,P-ROLLED-20,3,1.0,MEASURED,1.0,2.0,0.5,Small,0.800000011920929,1.0,1.0,0.0,Champion,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/chthonianrylok_c01.dbr,P-ROLLED-20,3,1.0,MEASURED,1.0,2.0,0.5,Small,0.800000011920929,1.0,1.0,0.0,Champion,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/chthonianwretch_a01.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.36000001430511475,5.0,10.0,0.0,Common,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/chthonianwretch_b01.dbr,P-ROLLED-20,4,1.0,MEASURED,1.0,2.0,0.5,Small,0.36000001430511475,5.0,10.0,0.0,Champion,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/chthonianwretch_c01.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.36000001430511475,5.0,10.0,0.0,Champion,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/aetherialcolossus_h04.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Medium,0.75,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/aetherialcorruption_h01.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.550000011920929,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/aetherialcorruption_h03.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.550000011920929,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/aetherialcorruption_h04.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.550000011920929,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/chthonianherald_h04.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.800000011920929,1.0,1.0,0.0,Hero,database/templates/monster.tpl,sm3,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/chthonianservitor_h01.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Large,1.0,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/chthonianservitor_h02.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Large,1.0,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/chthonianservitor_h03.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Large,1.0,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm1,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/dranghoul_h02.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.47999998927116394,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm3,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/fleshhulk_h03.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Medium,0.75,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/ghost_h01.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.3499999940395355,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/ghost_h02.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.3499999940395355,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/rhino_h02.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Medium,0.75,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm3,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/skeleton_h06.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.3499999940395355,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/skeleton_h08.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.3499999940395355,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/devotion/skeleton_h09.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.3499999940395355,5.0,10.0,0.0,Hero,database/templates/monster.tpl,sm_mod,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/dranghoul_a01.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.47999998927116394,5.0,10.0,0.0,Champion,database/templates/monster.tpl,sm3,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/dranghoul_b02.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.47999998927116394,5.0,10.0,0.0,Champion,database/templates/monster.tpl,sm3,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/dranghoul_c01.dbr,P-ROLLED-20,1,1.0,MEASURED,1.0,2.0,0.5,Small,0.47999998927116394,5.0,10.0,0.0,Champion,database/templates/monster.tpl,sm3,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/dranghoul_c02.dbr,P-ROLLED-20,3,1.0,MEASURED,1.0,2.0,0.5,Small,0.47999998927116394,5.0,10.0,0.0,Champion,database/templates/monster.tpl,sm3,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
records/creatures/enemies/eldritcharmor_a01.dbr,P-ROLLED-20,2,1.0,MEASURED,1.0,2.0,0.5,Small,0.3499999940395355,5.0,10.0,0.0,Common,database/templates/monster.tpl,sm2,MEASURED:arz-record-field:pathMass|effective=DERIVED:Game.dll!Character::GetPathMass@rva0x59850
