field,cell_index,difficulty,player_count,value,is_ultimate_solo,is_offense_field,record,archive,grade,note
characterLifeMultModifier,0,Normal,1,0.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeMultModifier,1,Normal,2,90.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeMultModifier,2,Normal,3,180.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeMultModifier,3,Normal,4,270.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeMultModifier,4,Elite,1,0.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeMultModifier,5,Elite,2,90.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeMultModifier,6,Elite,3,180.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeMultModifier,7,Elite,4,270.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeMultModifier,8,Ultimate,1,0.0,True,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,cell Lap D read characterLifeModifier[8]=580.0 from
characterLifeMultModifier,9,Ultimate,2,90.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeMultModifier,10,Ultimate,3,180.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeMultModifier,11,Ultimate,4,270.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeRegenModifier,0,Normal,1,0.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeRegenModifier,1,Normal,2,0.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeRegenModifier,2,Normal,3,0.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeRegenModifier,3,Normal,4,0.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeRegenModifier,4,Elite,1,150.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeRegenModifier,5,Elite,2,150.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeRegenModifier,6,Elite,3,150.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeRegenModifier,7,Elite,4,150.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeRegenModifier,8,Ultimate,1,250.0,True,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,cell Lap D read characterLifeModifier[8]=580.0 from
characterLifeRegenModifier,9,Ultimate,2,250.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeRegenModifier,10,Ultimate,3,250.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterLifeRegenModifier,11,Ultimate,4,250.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaModifier,0,Normal,1,0.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaModifier,1,Normal,2,0.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaModifier,2,Normal,3,0.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaModifier,3,Normal,4,0.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaModifier,4,Elite,1,100.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaModifier,5,Elite,2,100.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaModifier,6,Elite,3,100.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaModifier,7,Elite,4,100.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaModifier,8,Ultimate,1,200.0,True,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,cell Lap D read characterLifeModifier[8]=580.0 from
characterManaModifier,9,Ultimate,2,200.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaModifier,10,Ultimate,3,200.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaModifier,11,Ultimate,4,200.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaRegenModifier,0,Normal,1,0.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaRegenModifier,1,Normal,2,0.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaRegenModifier,2,Normal,3,0.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaRegenModifier,3,Normal,4,0.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaRegenModifier,4,Elite,1,50.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaRegenModifier,5,Elite,2,50.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaRegenModifier,6,Elite,3,50.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaRegenModifier,7,Elite,4,50.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaRegenModifier,8,Ultimate,1,150.0,True,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,cell Lap D read characterLifeModifier[8]=580.0 from
characterManaRegenModifier,9,Ultimate,2,150.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaRegenModifier,10,Ultimate,3,150.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterManaRegenModifier,11,Ultimate,4,150.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbility,0,Normal,1,0.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbility,1,Normal,2,0.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbility,2,Normal,3,0.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbility,3,Normal,4,0.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbility,4,Elite,1,40.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbility,5,Elite,2,40.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbility,6,Elite,3,40.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbility,7,Elite,4,40.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbility,8,Ultimate,1,50.0,True,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,cell Lap D read characterLifeModifier[8]=580.0 from
characterOffensiveAbility,9,Ultimate,2,50.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbility,10,Ultimate,3,50.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbility,11,Ultimate,4,50.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbilityModifier,0,Normal,1,-12.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbilityModifier,1,Normal,2,-12.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbilityModifier,2,Normal,3,-12.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbilityModifier,3,Normal,4,-12.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbilityModifier,4,Elite,1,-8.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbilityModifier,5,Elite,2,-8.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbilityModifier,6,Elite,3,-8.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbilityModifier,7,Elite,4,-8.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbilityModifier,8,Ultimate,1,-8.0,True,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,cell Lap D read characterLifeModifier[8]=580.0 from
characterOffensiveAbilityModifier,9,Ultimate,2,-8.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbilityModifier,10,Ultimate,3,-8.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterOffensiveAbilityModifier,11,Ultimate,4,-8.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterRunSpeedModifier,0,Normal,1,-18.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterRunSpeedModifier,1,Normal,2,-18.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterRunSpeedModifier,2,Normal,3,-18.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterRunSpeedModifier,3,Normal,4,-18.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterRunSpeedModifier,4,Elite,1,-18.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterRunSpeedModifier,5,Elite,2,-18.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterRunSpeedModifier,6,Elite,3,-18.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterRunSpeedModifier,7,Elite,4,-18.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterRunSpeedModifier,8,Ultimate,1,-18.0,True,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,cell Lap D read characterLifeModifier[8]=580.0 from
characterRunSpeedModifier,9,Ultimate,2,-18.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterRunSpeedModifier,10,Ultimate,3,-18.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterRunSpeedModifier,11,Ultimate,4,-18.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterSpellCastSpeedModifier,0,Normal,1,-8.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterSpellCastSpeedModifier,1,Normal,2,-8.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterSpellCastSpeedModifier,2,Normal,3,-8.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterSpellCastSpeedModifier,3,Normal,4,-8.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterSpellCastSpeedModifier,4,Elite,1,0.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterSpellCastSpeedModifier,5,Elite,2,0.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterSpellCastSpeedModifier,6,Elite,3,0.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterSpellCastSpeedModifier,7,Elite,4,0.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterSpellCastSpeedModifier,8,Ultimate,1,5.0,True,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,cell Lap D read characterLifeModifier[8]=580.0 from
characterSpellCastSpeedModifier,9,Ultimate,2,5.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterSpellCastSpeedModifier,10,Ultimate,3,5.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterSpellCastSpeedModifier,11,Ultimate,4,5.0,False,True,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterStrengthModifier,0,Normal,1,-5.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterStrengthModifier,1,Normal,2,-4.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterStrengthModifier,2,Normal,3,-4.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterStrengthModifier,3,Normal,4,-3.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterStrengthModifier,4,Elite,1,4.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterStrengthModifier,5,Elite,2,4.5,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterStrengthModifier,6,Elite,3,5.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterStrengthModifier,7,Elite,4,5.5,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterStrengthModifier,8,Ultimate,1,5.0,True,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,cell Lap D read characterLifeModifier[8]=580.0 from
characterStrengthModifier,9,Ultimate,2,6.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterStrengthModifier,10,Ultimate,3,6.5,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
characterStrengthModifier,11,Ultimate,4,7.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
defensiveAbsorptionModifier,0,Normal,1,-20.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
defensiveAbsorptionModifier,1,Normal,2,-20.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
defensiveAbsorptionModifier,2,Normal,3,-20.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
defensiveAbsorptionModifier,3,Normal,4,-20.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
defensiveAbsorptionModifier,4,Elite,1,-20.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
defensiveAbsorptionModifier,5,Elite,2,-20.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
defensiveAbsorptionModifier,6,Elite,3,-20.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
defensiveAbsorptionModifier,7,Elite,4,-20.0,False,False,records/game/balancingadjustment_mp+difficulty_enemies01.dbr,base,MEASURED,
