record,wave,content_tier,G_pct,D_total_damage_modifier_pct,level_lo,level_hi,ehp_lo,ehp_hi,total_damage_modifier_pct_lo,total_damage_modifier_pct_hi,life_grade,damage_grade
records/creatures/anomalies/aetheranomaly_01_summon.dbr,171,18,420.0,56.0,107,108,67976,68763,96.0,96.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/anomalies/eldritchground.dbr,176,18,470.0,71.0,107,108,71066,71889,127.0,127.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/anomalies/eldritchground.dbr,177,18,480.0,72.0,107,108,71684,72514,128.0,128.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/anomalies/eldritchground.dbr,178,18,490.0,73.0,107,108,72302,73139,129.0,129.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/anomalies/eldritchground.dbr,179,18,500.0,74.0,107,108,72920,73764,130.0,130.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/anomalies/eldritchground.dbr,180,18,510.0,75.0,107,108,73538,74390,131.0,131.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/anomalies/sandstorm.dbr,171,18,420.0,56.0,106,108,67191,68763,112.0,112.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/anomalies/sandstorm.dbr,172,18,430.0,57.0,106,108,67801,69389,113.0,113.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/anomalies/sandstorm.dbr,173,18,440.0,58.0,106,108,68412,70014,114.0,114.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/anomalies/sandstorm.dbr,174,18,450.0,59.0,106,108,69023,70639,115.0,115.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/anomalies/sandstorm.dbr,175,18,460.0,60.0,106,108,69634,71264,116.0,116.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/anomalies/sandstorm.dbr,176,18,470.0,71.0,106,108,70245,71889,127.0,127.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/anomalies/sandstorm.dbr,177,18,480.0,72.0,106,108,70856,72514,128.0,128.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/anomalies/sandstorm.dbr,178,18,490.0,73.0,106,108,71466,73139,129.0,129.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/anomalies/sandstorm.dbr,179,18,500.0,74.0,106,108,72077,73764,130.0,130.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/anomalies/sandstorm.dbr,180,18,510.0,75.0,106,108,72688,74390,131.0,131.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_b01_summon.dbr,171,18,420.0,56.0,106,108,477836,497148,145.0,145.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_b01_summon.dbr,172,18,430.0,57.0,106,108,481808,501219,146.0,146.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_b01_summon.dbr,173,18,440.0,58.0,106,108,485780,505291,147.0,147.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_b01_summon.dbr,174,18,450.0,59.0,106,108,489752,509363,148.0,148.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_b01_summon.dbr,175,18,460.0,60.0,106,108,493724,513434,149.0,149.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_b01_summon.dbr,176,18,470.0,71.0,106,108,497696,517506,160.0,160.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_b01_summon.dbr,177,18,480.0,72.0,106,108,501668,521578,161.0,161.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_b01_summon.dbr,178,18,490.0,73.0,106,108,505640,525649,162.0,162.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_b01_summon.dbr,179,18,500.0,74.0,106,108,509612,529721,163.0,163.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_b01_summon.dbr,180,18,510.0,75.0,106,108,513584,533793,164.0,164.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_c01_summon.dbr,171,18,420.0,56.0,106,108,573853,597055,145.0,145.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_c01_summon.dbr,172,18,430.0,57.0,106,108,578624,601945,146.0,146.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_c01_summon.dbr,173,18,440.0,58.0,106,108,583394,606835,147.0,147.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_c01_summon.dbr,174,18,450.0,59.0,106,108,588164,611724,148.0,148.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_c01_summon.dbr,175,18,460.0,60.0,106,108,592934,616614,149.0,149.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_c01_summon.dbr,176,18,470.0,71.0,106,108,597704,621504,160.0,160.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_c01_summon.dbr,177,18,480.0,72.0,106,108,602474,626394,161.0,161.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_c01_summon.dbr,178,18,490.0,73.0,106,108,607245,631284,162.0,162.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_c01_summon.dbr,179,18,500.0,74.0,106,108,612015,636174,163.0,163.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialbloater_c01_summon.dbr,180,18,510.0,75.0,106,108,616785,641064,164.0,164.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_a01.dbr,171,18,420.0,56.0,102,103,182810,186466,142.0,142.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_a01.dbr,172,18,430.0,57.0,102,103,184385,188062,143.0,143.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_a01.dbr,173,18,440.0,58.0,102,103,185960,189657,144.0,144.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_a01.dbr,174,18,450.0,59.0,102,103,187534,191252,145.0,145.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_a01.dbr,175,18,460.0,60.0,102,103,189109,192847,146.0,146.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_a01.dbr,176,18,470.0,71.0,102,103,190683,194442,157.0,157.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_a01.dbr,177,18,480.0,72.0,102,103,192258,196037,158.0,158.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_a01.dbr,178,18,490.0,73.0,102,103,193833,197632,159.0,159.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_a01.dbr,179,18,500.0,74.0,102,103,195407,199227,160.0,160.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_a01.dbr,180,18,510.0,75.0,102,103,196982,200822,161.0,161.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b01.dbr,171,18,420.0,56.0,103,104,301604,307572,141.0,141.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b01.dbr,172,18,430.0,57.0,103,104,304164,310165,142.0,142.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b01.dbr,173,18,440.0,58.0,103,104,306725,312758,143.0,143.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b01.dbr,174,18,450.0,59.0,103,104,309285,315352,144.0,144.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b01.dbr,175,18,460.0,60.0,103,104,311845,317945,145.0,145.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b01.dbr,176,18,470.0,71.0,103,104,314405,320538,156.0,156.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b01.dbr,177,18,480.0,72.0,103,104,316966,323132,157.0,157.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b01.dbr,178,18,490.0,73.0,103,104,319526,325725,158.0,158.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b01.dbr,179,18,500.0,74.0,103,104,322086,328319,159.0,159.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b01.dbr,180,18,510.0,75.0,103,104,324647,330912,160.0,160.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b02.dbr,171,18,420.0,56.0,103,104,301604,307572,141.0,141.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b02.dbr,172,18,430.0,57.0,103,104,304164,310165,142.0,142.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b02.dbr,173,18,440.0,58.0,103,104,306725,312758,143.0,143.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b02.dbr,174,18,450.0,59.0,103,104,309285,315352,144.0,144.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b02.dbr,175,18,460.0,60.0,103,104,311845,317945,145.0,145.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b02.dbr,176,18,470.0,71.0,103,104,314405,320538,156.0,156.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b02.dbr,177,18,480.0,72.0,103,104,316966,323132,157.0,157.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b02.dbr,178,18,490.0,73.0,103,104,319526,325725,158.0,158.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b02.dbr,179,18,500.0,74.0,103,104,322086,328319,159.0,159.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b02.dbr,180,18,510.0,75.0,103,104,324647,330912,160.0,160.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b03.dbr,171,18,420.0,56.0,103,104,301604,307572,141.0,141.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b03.dbr,172,18,430.0,57.0,103,104,304164,310165,142.0,142.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b03.dbr,173,18,440.0,58.0,103,104,306725,312758,143.0,143.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b03.dbr,174,18,450.0,59.0,103,104,309285,315352,144.0,144.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b03.dbr,175,18,460.0,60.0,103,104,311845,317945,145.0,145.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b03.dbr,176,18,470.0,71.0,103,104,314405,320538,156.0,156.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b03.dbr,177,18,480.0,72.0,103,104,316966,323132,157.0,157.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b03.dbr,178,18,490.0,73.0,103,104,319526,325725,158.0,158.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b03.dbr,179,18,500.0,74.0,103,104,322086,328319,159.0,159.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_b03.dbr,180,18,510.0,75.0,103,104,324647,330912,160.0,160.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_c01.dbr,171,18,420.0,56.0,104,106,480833,500224,141.0,141.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_c01.dbr,172,18,430.0,57.0,104,106,484888,504382,142.0,142.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_c01.dbr,173,18,440.0,58.0,104,106,488942,508541,143.0,143.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_c01.dbr,174,18,450.0,59.0,104,106,492996,512699,144.0,144.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_c01.dbr,175,18,460.0,60.0,104,106,497050,516857,145.0,145.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_c01.dbr,176,18,470.0,71.0,104,106,501105,521015,156.0,156.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_c01.dbr,177,18,480.0,72.0,104,106,505159,525173,157.0,157.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_c01.dbr,178,18,490.0,73.0,104,106,509213,529331,158.0,158.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_c01.dbr,179,18,500.0,74.0,104,106,513267,533489,159.0,159.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/aetherialcorruption_c01.dbr,180,18,510.0,75.0,104,106,517322,537648,160.0,160.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_a01.dbr,171,18,420.0,56.0,103,104,43855,44588,134.0,134.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_a01.dbr,172,18,430.0,57.0,103,104,44230,44968,135.0,135.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_a01.dbr,173,18,440.0,58.0,103,104,44605,45348,136.0,136.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_a01.dbr,174,18,450.0,59.0,103,104,44980,45727,137.0,137.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_a01.dbr,175,18,460.0,60.0,103,104,45355,46107,138.0,138.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_a01.dbr,176,18,470.0,71.0,103,104,45730,46487,149.0,149.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_a01.dbr,177,18,480.0,72.0,103,104,46105,46867,150.0,150.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_a01.dbr,178,18,490.0,73.0,103,104,46481,47247,151.0,151.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_a01.dbr,179,18,500.0,74.0,103,104,46856,47626,152.0,152.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_a01.dbr,180,18,510.0,75.0,103,104,47231,48006,153.0,153.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_b01.dbr,171,18,420.0,56.0,104,106,108202,112186,134.0,134.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_b01.dbr,172,18,430.0,57.0,104,106,109124,113131,135.0,135.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_b01.dbr,173,18,440.0,58.0,104,106,110046,114075,136.0,136.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_b01.dbr,174,18,450.0,59.0,104,106,110967,115019,137.0,137.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_b01.dbr,175,18,460.0,60.0,104,106,111889,115964,138.0,138.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_b01.dbr,176,18,470.0,71.0,104,106,112811,116908,149.0,149.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_b01.dbr,177,18,480.0,72.0,104,106,113732,117852,150.0,150.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_b01.dbr,178,18,490.0,73.0,104,106,114654,118797,151.0,151.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_b01.dbr,179,18,500.0,74.0,104,106,115576,119741,152.0,152.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beaverriver_b01.dbr,180,18,510.0,75.0,104,106,116497,120685,153.0,153.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a00_summon.dbr,171,18,420.0,56.0,103,104,43971,44705,209.0,209.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a00_summon.dbr,172,18,430.0,57.0,103,104,44348,45086,210.0,210.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a00_summon.dbr,173,18,440.0,58.0,103,104,44724,45467,211.0,211.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a00_summon.dbr,174,18,450.0,59.0,103,104,45100,45848,212.0,212.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a00_summon.dbr,175,18,460.0,60.0,103,104,45476,46229,213.0,213.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a00_summon.dbr,176,18,470.0,71.0,103,104,45852,46609,224.0,224.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a00_summon.dbr,177,18,480.0,72.0,103,104,46228,46990,225.0,225.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a00_summon.dbr,178,18,490.0,73.0,103,104,46605,47371,226.0,226.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a00_summon.dbr,179,18,500.0,74.0,103,104,46981,47752,227.0,227.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a00_summon.dbr,180,18,510.0,75.0,103,104,47357,48133,228.0,228.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a01.dbr,171,18,420.0,56.0,103,104,103575,105360,209.0,209.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a01.dbr,172,18,430.0,57.0,103,104,104461,106257,210.0,210.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a01.dbr,173,18,440.0,58.0,103,104,105347,107155,211.0,211.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a01.dbr,174,18,450.0,59.0,103,104,106233,108052,212.0,212.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a01.dbr,175,18,460.0,60.0,103,104,107119,108949,213.0,213.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a01.dbr,176,18,470.0,71.0,103,104,108005,109847,224.0,224.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a01.dbr,177,18,480.0,72.0,103,104,108891,110744,225.0,225.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a01.dbr,178,18,490.0,73.0,103,104,109777,111642,226.0,226.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a01.dbr,179,18,500.0,74.0,103,104,110663,112539,227.0,227.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/beetle_a01.dbr,180,18,510.0,75.0,103,104,111549,113437,228.0,228.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
