body_record,body_display_name,body_waves,in_frozen_baton_roll,skill_record,skill_archive,skill_class,skill_depth,rank,rank_grade,mechanism_class,weapon_damage_pct,damage_families,raw_total_hi,applied_single_lo,applied_single_hi,applied_single_hi_crit,applied_single_hi_crit_ATTROFF,applied_volley_hi_crit_ATTROFF,type_modifier_clamped_to_zero,crit_mult,crit_tier,projectile_launch_number,projectile_fragments_min,projectile_fragments_max,projectile_launch_rotation,projectile_piercing_chance,n_coincident_max,applied_volley_hi,applied_volley_hi_crit,applied_volley_hi_crit_r1scaled,applied_single_hi_crit_r1,applied_single_hi_crit_r3,n_projectiles_needed_r2,n_projectiles_needed_r1,n_projectiles_needed_r3,n_projectiles_needed_ATTROFF_r2,n_projectiles_needed_ATTROFF_r3,range1_scale_pct,range1_max_m,range3_scale_pct,skill_target_radius,skill_target_number,skill_cooldown_s,percent_current_life_pct,percent_current_life_at_full,reaches_20005_single,reaches_20005_volley,fraction_of_20005_single,fraction_of_20005_volley,arithmetic_chain
records/creatures/enemies/nemesis/nemesis_outlaw_01.dbr,"Fabius ""the Unseen"" Gonzar",160,NO,records/skills/nonplayerskills/bossskills/nemesis/fabius_bladenova_proc.dbr,base,Skill_AttackProjectileRing,0,28,MEASURED-RANK,volley-overlap,3.0,Cold|Physical|Pierce,13480.97,2696.19,2696.19,2965.81,512.93,8206.88,Physical(-0.38),1.100000023841858,2,16,0,0,360.0,100.0,16,43139.09,47453.0,23726.5,1482.91,4448.72,7,14,5,40,27,50.0,2.0,150.0,0.0,0,1.0,0.0,0.0,NO,YES,0.14825,2.37206,Cold: flat 7-7 x attr 6.4419 x total 3.3700 x type 1.0000 = raw 148 -> applied 30 | Physical: flat 17-22 x attr 5.7755 x total 3.3700 x type 0.0000 [CLAMPED from -0.3800] = raw 0 -> applied 0 | Pierce: flat 685-685 x attr 5.7755 x total 3.3700 x type 1.0000 = raw 13332 -> applied 2666
records/creatures/enemies/boss&quest/humanwendigo_darkwood_01.dbr,Avris Marrowill,159,159,records/skills/nonplayerskillsgdx1/bossskills/avris_bloodorbnova.dbr,gdx1,Skill_AttackProjectileRing,0,28,MEASURED-RANK,volley-overlap,0.0,Life|Physical,16974.91,3394.98,3394.98,3734.48,782.57,9390.8,Physical(-0.44),1.100000023841858,2,12,0,0,360.0,100.0,12,40739.78,44813.76,17925.5,1493.79,5041.55,6,14,4,26,19,40.0,3.0,135.0,0.0,0,0.0,0.0,0.0,NO,YES,0.18668,2.24013,Life: flat 1588-1588 x attr 4.7721 x total 2.2400 x type 1.0000 = raw 16975 -> applied 3395 | Physical: flat 857-857 x attr 4.7510 x total 2.2400 x type 0.0000 [CLAMPED from -0.4400] = raw 0 -> applied 0
records/creatures/enemies/boss&quest/statue_templeguardian_02.dbr,"Risen Stone, Temple Guardian",159,NO,records/skills/nonplayerskillsgdx2/bossskills/statueminiboss_eldritchstomp.dbr,gdx2,Skill_AttackProjectileRing,0,28,MEASURED-RANK,volley-overlap,0.0,Elemental|Physical|Poison,18097.3,3619.46,3619.46,3981.41,834.31,8343.1,Physical(-0.44),1.100000023841858,2,10,0,0,360.0,0.0,10,36194.61,39814.07,19907.03,1990.7,5972.11,6,11,4,24,16,50.0,2.0,150.0,0.0,0,0.0,0.0,0.0,NO,YES,0.19902,1.99021,Elemental: flat 846-846 x attr 4.7721 x total 2.2400 x type 1.0000 = raw 9043 -> applied 1809 | Physical: flat 598-598 x attr 4.7510 x total 2.2400 x type 0.0000 [CLAMPED from -0.4400] = raw 0 -> applied 0 | Poison: flat 847-847 x attr 4.7721 x total 2.2400 x type 1.0000 = raw 9054 -> applied 1811
records/creatures/enemies/boss&quest/statue_templeguardian_03.dbr,"Risen Stone, Temple Guardian",159,NO,records/skills/nonplayerskillsgdx2/bossskills/statueminiboss_eldritchstomp.dbr,gdx2,Skill_AttackProjectileRing,0,28,MEASURED-RANK,volley-overlap,0.0,Elemental|Physical|Poison,18097.3,3619.46,3619.46,3981.41,834.31,8343.1,Physical(-0.44),1.100000023841858,2,10,0,0,360.0,0.0,10,36194.61,39814.07,19907.03,1990.7,5972.11,6,11,4,24,16,50.0,2.0,150.0,0.0,0,0.0,0.0,0.0,NO,YES,0.19902,1.99021,Elemental: flat 846-846 x attr 4.7721 x total 2.2400 x type 1.0000 = raw 9043 -> applied 1809 | Physical: flat 598-598 x attr 4.7510 x total 2.2400 x type 0.0000 [CLAMPED from -0.4400] = raw 0 -> applied 0 | Poison: flat 847-847 x attr 4.7721 x total 2.2400 x type 1.0000 = raw 9054 -> applied 1811
records/creatures/enemies/hero/wendigocannibal_h02.dbr,Haldra the Bloodlust,160,NO,records/skills/nonplayerskills/heroskills/aldanar_vitalitynova.dbr,base,Skill_AttackProjectileRing,0,28,MEASURED-RANK,volley-overlap,0.0,Life,10353.11,2070.62,2070.62,2277.68,428.74,6859.78,NO,1.100000023841858,2,16,0,0,360.0,0.0,16,33129.96,36442.96,18221.48,1138.84,3416.53,9,18,6,47,32,50.0,2.0,150.0,0.0,0,0.0,0.0,0.0,NO,YES,0.11386,1.82169,Life: flat 870-870 x attr 5.3126 x total 2.2400 x type 1.0000 = raw 10353 -> applied 2071
records/creatures/enemies/boss&quest/yeti_rimehorn_01.dbr,Rimehorn,159,NO,records/skills/nonplayerskillsgdx3/bossskills/rimehorn_groundpound.dbr,gdx3,Skill_AttackProjectileRing,0,28,MEASURED-RANK,volley-overlap,0.0,Cold|Physical,20581.46,4116.29,4116.29,4527.92,948.83,7590.67,Physical(-0.38),1.100000023841858,2,8,0,0,360.0,0.0,8,32930.34,36223.38,14489.35,1811.17,6112.7,5,12,4,22,16,40.0,3.0,135.0,0.0,0,0.0,0.0,0.0,NO,YES,0.22634,1.81072,Cold: flat 1859-1859 x attr 4.7721 x total 2.3200 x type 1.0000 = raw 20581 -> applied 4116 | Physical: flat 1028-1028 x attr 4.7510 x total 2.3200 x type 0.0000 [CLAMPED from -0.3800] = raw 0 -> applied 0
records/creatures/enemies/nemesis/nemesis_wendigo_02.dbr,Reaper of Rot,160,NO,records/skills/nonplayerskillsgdx3/bossskills/nemesis/wendigo2_channelsundernova.dbr,gdx3,Skill_AttackProjectileRing,0,28,MEASURED-RANK,volley-overlap,0.0,Life|Physical,13571.2,2714.24,2714.24,2985.66,463.48,5561.74,Physical(-0.23),1.100000023841858,2,12,0,0,350.0,0.0,12,32570.87,35827.96,25079.57,2089.96,4478.49,7,10,5,44,29,70.0,2.0,150.0,0.0,0,0.0,0.0,0.0,NO,YES,0.14925,1.79095,Life: flat 836-836 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 13571 -> applied 2714 | Physical: flat 669-669 x attr 5.7755 x total 2.5200 x type 0.0000 [CLAMPED from -0.2300] = raw 0 -> applied 0
records/creatures/enemies/hero/wendigocannibal_h01.dbr,Ulda Emberclaw,160,NO,records/skills/nonplayerskills/heroskills/charrus_flamebarrage.dbr,base,Skill_AttackProjectileRing,0,28,MEASURED-RANK,volley-overlap,0.0,Fire,9972.31,1994.46,1994.46,2193.91,412.97,6607.46,NO,1.100000023841858,2,16,0,0,360.0,0.0,16,31911.39,35102.53,17551.26,1096.95,3290.86,10,19,7,49,33,50.0,2.0,150.0,0.0,0,0.0,0.0,0.0,NO,YES,0.10967,1.75469,Fire: flat 838-838 x attr 5.3126 x total 2.2400 x type 1.0000 = raw 9972 -> applied 1994
records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,159,159,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_eldritchrain.dbr,base,Skill_BuffAttackRadiusDrop,0,28,MEASURED-RANK,ground-burst,0.0,Fire|Physical|Poison,28893.84,4939.35,5778.77,6356.65,1210.52,6052.61,Physical(-0.38),1.100000023841858,2,5,0,0,0.0,0.0,5,28893.84,31783.23,31783.23,6356.65,6356.65,4,4,4,17,17,0.0,0.0,0.0,15.0,0,0.0,0.0,0.0,NO,YES,0.31775,1.58876,Fire: flat 706-867 x attr 5.2512 x total 2.5700 x type 1.0000 = raw 11701 -> applied 2340 | Physical: flat 890-890 x attr 4.9714 x total 2.5700 x type 0.0000 [CLAMPED from -0.3800] = raw 0 -> applied 0 | Poison: flat 1124-1274 x attr 5.2512 x total 2.5700 x type 1.0000 = raw 17193 -> applied 3439
records/creatures/enemies/boss&quest/beetle_maggot01.dbr,Margul the Rotting,159,NO,records/skills/nonplayerskillsgdx2/bossskills/scarabmaggot_poisonfumeshake.dbr,gdx2,Skill_AttackProjectileRing,0,28,MEASURED-RANK,volley-overlap,0.0,Physical|Poison,14601.84,2920.37,2920.37,3212.41,673.16,5385.32,Physical(-0.44),1.100000023841858,2,8,0,0,350.0,0.0,8,23362.95,25699.24,14134.58,1766.82,3212.41,7,12,7,30,30,55.0,2.5,0.0,0.0,0,0.0,0.0,0.0,NO,YES,0.16058,1.28464,Physical: flat 744-744 x attr 4.7510 x total 2.2400 x type 0.0000 [CLAMPED from -0.4400] = raw 0 -> applied 0 | Poison: flat 1366-1366 x attr 4.7721 x total 2.2400 x type 1.0000 = raw 14602 -> applied 2920
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01.dbr,"Zantarin, the Immortal",160,NO,records/skills/nonplayerskills/bossskills/nemesis/zantarin_undeathmissiles.dbr,base,Skill_AttackProjectileBurst,0,28,MEASURED-RANK,volley-overlap,0.0,Life|Poison,24285.81,7257.76,7257.76,7983.54,3470.06,10410.18,NO,1.100000023841858,2,3,0,0,25.0,0.0,3,21773.29,23950.62,11975.31,3991.77,11975.31,3,6,2,6,4,50.0,2.0,150.0,0.0,0,0.0,12.0,2400.6,NO,YES,0.39908,1.19723,Life: flat 1053-1053 x attr 6.4419 x total 2.3200 x type 1.0000 = raw 15737 -> applied 3147 | Poison: flat 572-572 x attr 6.4419 x total 2.3200 x type 1.0000 = raw 8549 -> applied 1710 | PercentCurrentLife: 12% x 20005 (at full) = 2401  [no resistance field known -- DECLARED]
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_02.dbr,Shriek,160,NO,records/skills/nonplayerskillsgdx3/bossskills/nemesis/necro2_frozenorb.dbr,gdx3,Skill_AttackProjectile,0,28,MEASURED-RANK,volley-overlap,0.0,Cold|Physical,22012.61,4402.52,4402.52,4842.77,751.77,3007.07,Physical(-0.23),1.100000023841858,2,0,3,4,0.0,100.0,4,17610.09,19371.1,19371.1,4842.77,4842.77,5,5,5,27,27,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,NO,NO,0.24208,0.96831,Cold: flat 1356-1356 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 22013 -> applied 4403 | Physical: flat 994-994 x attr 5.7755 x total 2.5200 x type 0.0000 [CLAMPED from -0.2300] = raw 0 -> applied 0
records/creatures/enemies/hero/wendigocannibal_h02.dbr,Haldra the Bloodlust,160,NO,records/skills/nonplayerskills/heroskills/baldim_chaoswave.dbr,base,Skill_AttackProjectileRing,0,28,MEASURED-RANK,volley-overlap,0.0,Chaos,10829.12,1561.3,2165.82,2382.41,448.45,3587.58,NO,1.100000023841858,2,8,0,0,90.0,100.0,8,17326.59,19059.25,9529.62,1191.2,3573.61,9,17,6,45,30,50.0,2.0,150.0,0.0,0,0.0,0.0,0.0,NO,NO,0.11909,0.95272,Chaos: flat 656-910 x attr 5.3126 x total 2.2400 x type 1.0000 = raw 10829 -> applied 2166
records/creatures/enemies/nemesis/nemesis_outlaw_02.dbr,"Vinn ""the Giant"" Ozmald",160,NO,records/skills/nonplayerskillsgdx3/bossskills/nemesis/outlaw2_aetherspineslam.dbr,gdx3,Skill_AttackProjectileFan,0,28,MEASURED-RANK,volley-overlap,12.0,Aether|Physical,17668.53,5334.16,5334.16,5867.57,2583.9,7751.71,Physical(-0.23),1.100000023841858,2,3,0,0,33.0,100.0,3,16002.47,17602.71,9681.49,3227.16,8214.6,4,7,3,8,6,55.0,2.5,140.0,0.0,0,0.0,9.0,1800.45,NO,NO,0.29331,0.87992,Aether: flat 1088-1088 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 17669 -> applied 3534 | Physical: flat 851-872 x attr 5.7755 x total 2.5200 x type 0.0000 [CLAMPED from -0.2300] = raw 0 -> applied 0 | PercentCurrentLife: 9% x 20005 (at full) = 1800  [no resistance field known -- DECLARED]
records/creatures/enemies/nemesis/nemesis_chthonianvoidborn_01.dbr,"Grava'Thul, the Voiddrinker",160,NO,records/skills/nonplayerskillsgdx1/bossskills/nemesis/chthonian02_homingchaos.dbr,gdx1,Skill_AttackProjectileBurst,0,28,MEASURED-RANK,single-hit,0.0,Chaos|Fire|Physical,72872.13,14574.43,14574.43,16031.87,2488.7,2488.7,Physical(-0.23),1.100000023841858,2,1,0,0,0.0,0.0,1,14574.43,16031.87,5611.15,5611.15,16031.87,2,4,2,9,9,35.0,3.0,0.0,0.0,0,0.0,0.0,0.0,NO,NO,0.80139,0.80139,Chaos: flat 2905-2905 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 47158 -> applied 9432 | Fire: flat 1584-1584 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 25714 -> applied 5143 | Physical: flat 2179-2179 x attr 5.7755 x total 2.5200 x type 0.0000 [CLAMPED from -0.2300] = raw 0 -> applied 0
records/creatures/enemies/boss&quest/humanwendigo_darkwood_01.dbr,Avris Marrowill,159,159,records/skills/nonplayerskillsgdx1/bossskills/avris_bloodorbburst.dbr,gdx1,Skill_AttackProjectileFan,0,28,MEASURED-RANK,volley-overlap,0.0,Life|Physical,14334.6,2866.92,2866.92,3153.61,660.84,3304.22,Physical(-0.44),1.100000023841858,2,5,0,0,45.0,0.0,5,14334.6,15768.06,6307.23,1261.45,4257.38,7,16,5,31,23,40.0,3.0,135.0,0.0,0,0.0,0.0,0.0,NO,NO,0.15764,0.78821,Life: flat 1341-1341 x attr 4.7721 x total 2.2400 x type 1.0000 = raw 14335 -> applied 2867 | Physical: flat 723-723 x attr 4.7510 x total 2.2400 x type 0.0000 [CLAMPED from -0.4400] = raw 0 -> applied 0
records/creatures/enemies/boss&quest/beetle_maggot01.dbr,Margul the Rotting,159,NO,records/skills/nonplayerskillsgdx2/bossskills/scarabmaggot_groundslam.dbr,gdx2,Skill_AttackProjectileFan,0,28,MEASURED-RANK,volley-overlap,0.0,Physical|Pierce|Poison,22691.91,3732.39,4538.38,4992.22,1048.68,3146.04,Physical(-0.44),1.100000023841858,2,3,0,0,35.0,100.0,3,13615.15,14976.66,5990.66,1996.89,6739.5,5,11,3,20,15,40.0,3.0,135.0,0.0,0,0.0,0.0,0.0,NO,NO,0.24955,0.74865,Physical: flat 823-823 x attr 4.7510 x total 2.2400 x type 0.0000 [CLAMPED from -0.4400] = raw 0 -> applied 0 | Pierce: flat 1172-1172 x attr 4.7510 x total 2.2400 x type 1.0000 = raw 12473 -> applied 2495 | Poison: flat 579-956 x attr 4.7721 x total 2.2400 x type 1.0000 = raw 10219 -> applied 2044
records/creatures/enemies/nemesis/nemesis_undead_01.dbr,"Raddoth, Lord Hierophant",160,NO,records/skills/nonplayerskillsgdx3/bossskills/nemesis/undead1_avalanchesunder.dbr,gdx3,Skill_AttackProjectileFan,0,28,MEASURED-RANK,volley-overlap,0.0,Physical|Pierce,20899.95,4179.99,4179.99,4597.99,796.12,2388.36,Physical(-0.23),1.100000023841858,2,3,0,0,60.0,0.0,3,12539.97,13793.97,6896.99,2299.0,5747.49,5,9,4,26,21,50.0,2.0,125.0,0.0,0,0.0,0.0,0.0,NO,NO,0.22984,0.68953,Physical: flat 1149-1149 x attr 5.7755 x total 2.5200 x type 0.0000 [CLAMPED from -0.2300] = raw 0 -> applied 0 | Pierce: flat 1436-1436 x attr 5.7755 x total 2.5200 x type 1.0000 = raw 20900 -> applied 4180
records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,159,159,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_eldritchblast.dbr,base,Skill_AttackRadius,0,28,MEASURED-RANK,ground-burst,0.0,Physical|Poison,27652.26,12532.2,12532.2,13785.42,8860.43,8860.43,Physical(-0.38),1.100000023841858,2,0,0,0,0.0,0.0,1,12532.2,13785.42,13785.42,13785.42,13785.42,2,2,2,3,3,0.0,0.0,0.0,10.0,0,0.0,35.0,7001.75,NO,NO,0.6891,0.6891,Physical: flat 1141-1141 x attr 4.9714 x total 2.5700 x type 0.0000 [CLAMPED from -0.3800] = raw 0 -> applied 0 | Poison: flat 2049-2049 x attr 5.2512 x total 2.5700 x type 1.0000 = raw 27652 -> applied 5530 | PercentCurrentLife: 35% x 20005 (at full) = 7002  [no resistance field known -- DECLARED]
records/creatures/enemies/nemesis/nemesis_undead_02b.dbr,"Moosilauke, the Chillwind",160,NO,records/skills/nonplayerskills/bossskills/nemesis/moosilauke_skyshardbarrage.dbr,base,Skill_BuffAttackRadiusDrop,0,28,MEASURED-RANK,ground-burst,0.0,Cold|Lightning|Physical,19415.25,3883.05,3883.05,4271.36,663.06,1989.19,Physical(-0.23),1.100000023841858,2,3,0,0,0.0,0.0,3,11649.15,12814.07,12814.07,4271.36,4271.36,5,5,5,31,31,0.0,0.0,0.0,14.0,0,0.0,0.0,0.0,NO,NO,0.21351,0.64054,Cold: flat 598-598 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 9708 -> applied 1942 | Lightning: flat 598-598 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 9708 -> applied 1942 | Physical: flat 833-833 x attr 5.7755 x total 2.5200 x type 0.0000 [CLAMPED from -0.2300] = raw 0 -> applied 0
records/creatures/enemies/boss&quest/chthonianrylok_ekketzul.dbr,"Ekket'Zul, Progenitor of Darkness",159,NO,records/skills/nonplayerskillsgdx1/bossskills/ekketzul_volcano.dbr,gdx1,Skill_AttackProjectileAreaEffect,0,28,MEASURED-RANK,volley-overlap,0.0,Fire|Physical,10913.97,2182.79,2182.79,2401.07,503.15,2515.74,Physical(-0.44),1.100000023841858,2,0,3,5,0.0,0.0,5,10913.97,12005.36,12005.36,2401.07,2401.07,9,9,9,40,40,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,NO,NO,0.12002,0.60012,Fire: flat 1021-1021 x attr 4.7721 x total 2.2400 x type 1.0000 = raw 10914 -> applied 2183 | Physical: flat 468-468 x attr 4.7510 x total 2.2400 x type 0.0000 [CLAMPED from -0.4400] = raw 0 -> applied 0
