body_record,level_grade,level_lo,level_hi,in_pool_waves,pool_kind,in_frozen_baton_roll,monster_classification,description_tag,display_name,bio_record,dexterity,intelligence,oa,player_DA,pth_raw,pth_effective,hit_chance,crit_tier,crit_mult,own_total_damage_modifier_pct,own_total_damage_modifier_sources,total_damage_modifier_pct,base_weapon_damage,attack_period_s
records/creatures/enemies/boss&quest/humanwendigo_darkwood_01.dbr,MEASURED-SET,106,108,159,BOSS,159,Quest,tagGDX1MiniBoss_Bog09,Avris Marrowill,records/creatures/enemies/bios/bio_boss_humanwendigo_darkwood.dbr,919.0,811.0,2642.483,2591.0,91.4756,91.4756,1.0,2,1.100000023841858,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE); armorbase05.dbr[107]=25.0(IN-RANGE),124.0,damagebonus_physical03.dbr:Physical[107]=566-723,0.75
records/creatures/enemies/boss&quest/korvaakmessenger_02.dbr,MEASURED-SET,106,108,159,BOSS,NO,Quest,tagGDX2Boss_Messenger,"Okaloth ~ ""The Messenger""",records/creatures/enemies/bios/bio_boss_themessenger.dbr,919.0,811.0,2803.336,2591.0,96.029,96.029,1.0,2,1.100000023841858,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE); armorbase05.dbr[107]=25.0(IN-RANGE),124.0,damagebase_physical05.dbr:Physical[107]=1001-1309; themessenger_passiveproperties_01.dbr:Fire[27]=200-200; themessenger_passiveproperties_01.dbr:Lightning[27]=192-316,1.0
records/creatures/enemies/boss&quest/korvaakmessenger_02b.dbr,MEASURED-SET,106,108,159,BOSS,159,Quest,tagGDX2Boss_Messenger,"Okaloth ~ ""The Messenger""",records/creatures/enemies/bios/bio_boss_themessenger.dbr,919.0,811.0,2803.336,2591.0,96.029,96.029,1.0,2,1.100000023841858,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE); armorbase05.dbr[107]=25.0(IN-RANGE),124.0,damagebase_physical05.dbr:Physical[107]=1001-1309; themessenger_passiveproperties_01.dbr:Fire[27]=200-200; themessenger_passiveproperties_01.dbr:Lightning[27]=192-316,1.0
records/creatures/enemies/boss&quest/manticore_jaggedwaste_01.dbr,MEASURED-SET,106,108,159,BOSS,NO,Quest,tagManticoreBoss01,"Mogara, the Prime Matriarch",records/creatures/enemies/bios/bio_boss_jaggedwaste_manticore_01.dbr,919.0,914.0,2642.483,2591.0,91.4756,91.4756,1.0,2,1.100000023841858,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE); armorbase05.dbr[107]=25.0(IN-RANGE),132.0,damagebase_physical03.dbr:Physical[107]=629-827; mogara_passive.dbr:Physical[27]=144-240; mogara_passive.dbr:Pierce[27]=188-188,1.0
records/creatures/enemies/boss&quest/rokwind_01.dbr,MEASURED-SET,106,108,159,BOSS,NO,Quest,tagGDX3Miniboss_Beast_01,Avinnia of the Western Winds,records/creatures/enemies/bios/bio_boss_rok_wind_01.dbr,919.0,811.0,2642.483,2591.0,91.4756,91.4756,1.0,2,1.100000023841858,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE); armorbase05.dbr[107]=25.0(IN-RANGE),132.0,damagebase_physical04.dbr:Physical[107]=863-1120; rok_wind_passiveproperties_01.dbr:Cold[27]=536-536; rok_wind_passiveproperties_01.dbr:Lightning[27]=284-284,1.0
records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,MEASURED-SET,106,108,159,BOSS,159,Quest,tagSkeletalGolemBossB01,"Ilgorr, the Eternal",records/creatures/enemies/bios/bio_boss_stepsoftorment_golem_phase01.dbr,914.0,914.0,2640.095,2591.0,91.4074,91.4074,1.0,2,1.100000023841858,81.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE); armorbase05.dbr[107]=25.0(IN-RANGE); ilgorr_rally.dbr=40.0,164.0,damagebase_physical05.dbr:Physical[107]=1001-1309; ilgorr_passiveproperties01.dbr:Physical[27]=275-275; ilgorr_passiveproperties01.dbr:Life[27]=118-166,1.2999999523162842
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,MEASURED-SET,106,108,160,BOSS,160,Quest,tagGDX2Boss_TombGuardian_01,The Steward,records/creatures/enemies/bios/bio_boss_tombguardian.dbr,919.0,811.0,2696.713,2591.0,93.0201,93.0201,1.0,2,1.100000023841858,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE); armorbase05.dbr[107]=25.0(IN-RANGE),132.0,damagebonus_physical04.dbr:Physical[107]=695-860; tombguardian_passiveproperties_01.dbr:Physical[27]=247-247; tombguardian_passiveproperties_01.dbr:Cold[27]=108-108; tombguardian_passiveproperties_01.dbr:Lightning[27]=108-108,1.2000000476837158
records/creatures/enemies/boss&quest/statue_templeguardian_02.dbr,MEASURED-SET,106,108,159,BOSS,NO,Quest,tagGDX2Quest_Statue_TempleGuard_01,"Risen Stone, Temple Guardian",records/creatures/enemies/bios/bio_boss_statue_templeguardian_02.dbr,919.0,811.0,2642.483,2591.0,91.4756,91.4756,1.0,2,1.100000023841858,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE); armorbase05.dbr[107]=25.0(IN-RANGE),124.0,damagebonus_physical04.dbr:Physical[107]=695-860; statueminiboss_passiveproperties_01.dbr:Physical[27]=247-247,1.0
records/creatures/enemies/boss&quest/statue_templeguardian_03.dbr,MEASURED-SET,106,108,159,BOSS,NO,Quest,tagGDX2Quest_Statue_TempleGuard_01,"Risen Stone, Temple Guardian",records/creatures/enemies/bios/bio_boss_statue_templeguardian_02.dbr,919.0,811.0,2642.483,2591.0,91.4756,91.4756,1.0,2,1.100000023841858,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE); armorbase05.dbr[107]=25.0(IN-RANGE),124.0,damagebonus_physical04.dbr:Physical[107]=695-860; statueminiboss_passiveproperties_01.dbr:Physical[27]=247-247,1.0
records/creatures/enemies/boss&quest/stonegryphon_templeguardian_01.dbr,MEASURED-SET,106,108,159,BOSS,NO,Quest,tagGDX2Quest_StoneGryphon_TempleGuard_02,"Inashkor, Temple Guardian",records/creatures/enemies/bios/bio_boss_gryphonstone_01.dbr,919.0,811.0,2642.483,2591.0,91.4756,91.4756,1.0,2,1.100000023841858,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE); armorbase05.dbr[107]=25.0(IN-RANGE),124.0,damagebase_physical04.dbr:Physical[107]=863-1120; inashkor_passiveproperties_01.dbr:Life[27]=150-150; inashkor_passiveproperties_01.dbr:Aether[27]=150-150,1.149999976158142
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,MEASURED-SET,106,108,159,BOSS,NO,Quest,tagGDX1Boss_Wendigo04,"Namadea, the Screecher",records/creatures/enemies/bios/bio_boss_wendigo_ancient.dbr,919.0,811.0,2642.483,2591.0,91.4756,91.4756,1.0,2,1.100000023841858,81.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE); armorbase05.dbr[107]=25.0(IN-RANGE); wendigoancient_enrage.dbr=40.0,164.0,damagebase_physical04.dbr:Physical[107]=863-1120; wendigo_namadea_passiveproperties_01.dbr:Life[27]=178-178,1.2000000476837158
records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,MEASURED-SET,106,108,159,BOSS,159,Quest,tagQuestWitchGod04,The Sentinel,records/creatures/enemies/bios/bio_boss_witchgodguardian_temple.dbr,973.0,914.0,2668.267,2591.0,92.2112,92.2112,1.0,2,1.100000023841858,74.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE); armorbase05.dbr[107]=25.0(IN-RANGE); witchgodguardian_sentinel_passive.dbr=25.0,157.0,damagebonus_physical04.dbr:Physical[107]=695-860; witchgodguardian_sentinel_passive.dbr:Elemental[27]=207-207,1.0
records/creatures/enemies/boss&quest/yeti_rimehorn_01.dbr,MEASURED-SET,106,108,159,BOSS,NO,Quest,tagGDX3Miniboss_Beast_05,Rimehorn,records/creatures/enemies/bios/bio_boss_yeti_rimehorn_01.dbr,919.0,811.0,2642.483,2591.0,91.4756,91.4756,1.0,2,1.100000023841858,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE); armorbase05.dbr[107]=25.0(IN-RANGE),132.0,damagebase_physical05.dbr:Physical[107]=1001-1309; yeti_rimehorn_passiveproperties_01.dbr:Physical[27]=430-430; yeti_rimehorn_passiveproperties_01.dbr:Cold[27]=269-269,1.0
records/creatures/enemies/chthonianservitor_a01_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/eldritcharmor_a01_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/eldritcharmor_a02_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/eldritcharmor_a03_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/eldritcharmor_b01_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/skeleton_a01_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/skeleton_a02_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/skeleton_b02_knight_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/ghost_a01_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/ghost_b01_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/ghost_b02_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/ghost_b03_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/ghost_b04_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/hellhound_witchgod_a01_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/hellhound_witchgod_b01_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/hero/wendigocannibal_h01.dbr,MEASURED-SET,107,108,160,HERO,NO,Hero,tagGDX1HeroWendigoCannibal_H01,Ulda Emberclaw,records/creatures/enemies/bios/bio_hero_standard_01.dbr,922.2,927.2,2636.37,2591.0,91.3009,91.3009,1.0,2,1.100000023841858,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE); armorbase04.dbr[107]=25.0(IN-RANGE),124.0,damagebase_physical03.dbr:Physical[107]=629-827; passiveproperties_wendigocannibalchampion.dbr:Life[27]=115-115,1.0
records/creatures/enemies/hero/wendigocannibal_h02.dbr,MEASURED-SET,107,108,160,HERO,NO,Hero,tagGDX1HeroWendigoCannibal_H02,Haldra the Bloodlust,records/creatures/enemies/bios/bio_hero_standard_01.dbr,922.2,927.2,2636.37,2591.0,91.3009,91.3009,1.0,2,1.100000023841858,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE); armorbase04.dbr[107]=25.0(IN-RANGE),124.0,damagebase_physical03.dbr:Physical[107]=629-827; passiveproperties_wendigocannibalchampion.dbr:Life[27]=115-115,1.0
records/creatures/enemies/hero/wendigocannibal_h03.dbr,MEASURED-SET,107,108,160,HERO,NO,Hero,tagGDX1HeroWendigoCannibal_H03,"Palros, Protector of the Pack ~ Defender",records/creatures/enemies/bios/bio_hero_standard_01.dbr,922.2,927.2,2636.37,2591.0,91.3009,91.3009,1.0,2,1.100000023841858,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE); armorbase04.dbr[107]=25.0(IN-RANGE),124.0,damagebase_physical03.dbr:Physical[107]=629-827; passiveproperties_wendigocannibalchampion.dbr:Life[27]=115-115; defender_passivestatmodifier.dbr:Physical[27]=230-230,1.0
records/creatures/enemies/hero/wendigocannibal_h04.dbr,MEASURED-SET,107,108,160,HERO,NO,Hero,tagGDX1HeroWendigoCannibal_H04,Allcadius the Unburied ~ Reflective,records/creatures/enemies/bios/bio_hero_standard_01.dbr,922.2,927.2,2636.37,2591.0,91.3009,91.3009,1.0,2,1.100000023841858,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE); armorbase04.dbr[107]=25.0(IN-RANGE),124.0,damagebase_physical03.dbr:Physical[107]=629-827; passiveproperties_wendigocannibalchampion.dbr:Life[27]=115-115,1.0
records/creatures/enemies/hero/wendigocannibal_h05.dbr,MEASURED-SET,107,108,160,HERO,NO,Hero,tagGDX3HeroWendigoCannibal_H01,Gaddo Evergrown ~ Bramble,records/creatures/enemies/bios/bio_hero_standard_01.dbr,922.2,927.2,2636.37,2591.0,91.3009,91.3009,1.0,2,1.100000023841858,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE); armorbase04.dbr[107]=25.0(IN-RANGE),124.0,damagebase_physical03.dbr:Physical[107]=629-827; passiveproperties_wendigocannibalchampion.dbr:Life[27]=115-115,1.0
records/creatures/enemies/insectswarm_a01_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_aetherial_01.dbr,MEASURED-SET,109,109,160,BOSS,NO,Boss,tagNemesis_Aetherial01,"Valdaran, the Storm Scourge",records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,1170.0,1170.0,2772.521,2591.0,95.1631,95.1631,1.0,2,1.100000023841858,69.0,damage_totaladjuster.dbr[10]=44.0(IN-RANGE); armorbase05.dbr[108]=25.0(IN-RANGE),152.0,damagebase_physical06.dbr:Physical[108]=1072-1433; valdaran_passiveproperties.dbr:Lightning[27]=335-335,1.149999976158142
records/creatures/enemies/nemesis/nemesis_aetherialvanguard_01.dbr,MEASURED-SET,109,109,160,BOSS,160,Boss,tagGDX1Nemesis_Aetherial01,Archmage Aleksander,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,1170.0,1170.0,2772.521,2591.0,95.1631,95.1631,1.0,2,1.100000023841858,69.0,damage_totaladjuster.dbr[10]=44.0(IN-RANGE); armorbase05.dbr[108]=25.0(IN-RANGE),152.0,damagebase_physical06.dbr:Physical[108]=1072-1433; aetherialvanguard_passiveproperties.dbr:Aether[27]=256-256,1.0
records/creatures/enemies/nemesis/nemesis_beast_01_p1.dbr,MEASURED-SET,109,109,160,BOSS,NO,Boss,tagGDX1Nemesis_Beast01,"Kubacabra, the Endless Menace",records/creatures/enemies/bios/bio_boss_nemesis3phase_01.dbr,1170.0,1170.0,2923.721,2591.0,99.3856,99.3856,1.0,2,1.100000023841858,109.0,damage_totaladjuster.dbr[10]=44.0(IN-RANGE); armorbase05.dbr[108]=25.0(IN-RANGE); beast_enrage.dbr=40.0,192.0,damagebase_physical05.dbr:Physical[108]=1007-1318; beast_passiveproperties_01.dbr:Physical[27]=250-250,1.2000000476837158
records/creatures/enemies/nemesis/nemesis_beast_02.dbr,MEASURED-SET,109,109,160,BOSS,NO,Boss,tagGDX3Nemesis_Beast02,The Underking,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,1170.0,1170.0,2772.521,2591.0,95.1631,95.1631,1.0,2,1.100000023841858,69.0,damage_totaladjuster.dbr[10]=44.0(IN-RANGE); armorbase05.dbr[108]=25.0(IN-RANGE),152.0,damagebonus_physical05.dbr:Physical[108]=846-1029; beast2_passiveproperties_01.dbr:Physical[27]=500-500,1.0
records/creatures/enemies/nemesis/nemesis_chthonian_02.dbr,MEASURED-SET,109,109,160,BOSS,NO,Boss,tagNemesis_Chthonian02,"Benn'Jahr, the Colossal",records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,1170.0,1170.0,2772.521,2591.0,95.1631,95.1631,1.0,2,1.100000023841858,69.0,damage_totaladjuster.dbr[10]=44.0(IN-RANGE); armorbase05.dbr[108]=25.0(IN-RANGE),152.0,damagebase_physical06.dbr:Physical[108]=1072-1433; bennjahr_passiveproperties.dbr:Life[27]=490-490; bennjahr_passiveproperties.dbr:Chaos[27]=320-320,1.149999976158142
records/creatures/enemies/nemesis/nemesis_chthonian_02_clustersummon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_chthonianvoidborn_01.dbr,MEASURED-SET,109,109,160,BOSS,NO,Boss,tagGDX1Nemesis_Chthonian01,"Grava'Thul, the Voiddrinker",records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,1170.0,1170.0,2772.521,2591.0,95.1631,95.1631,1.0,2,1.100000023841858,69.0,damage_totaladjuster.dbr[10]=44.0(IN-RANGE); armorbase05.dbr[108]=25.0(IN-RANGE),152.0,damagebase_physical05.dbr:Physical[108]=1007-1318; chthonian02_passiveproperties.dbr:Chaos[27]=118-118,1.0
records/creatures/enemies/nemesis/nemesis_kymon_01.dbr,MEASURED-SET,109,109,160,BOSS,160,Boss,tagGDX3Nemesis_Zealot02,Curate Ignus,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,1170.0,1170.0,2772.521,2591.0,95.1631,95.1631,1.0,2,1.100000023841858,69.0,damage_totaladjuster.dbr[10]=44.0(IN-RANGE); armorbase05.dbr[108]=25.0(IN-RANGE),152.0,damagebonus_physical05.dbr:Physical[108]=846-1029,1.0
records/creatures/enemies/nemesis/nemesis_kymon_02.dbr,MEASURED-SET,109,109,160,BOSS,NO,Boss,tagNemesis_Kymon02,The Iron Maiden,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,1170.0,1170.0,3117.857,2591.0,104.7171,104.7171,1.0,2,1.100000023841858,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE); armorbase06.dbr[108]=25.0(IN-RANGE),132.0,damagebonus_physical03.dbr:Physical[108]=571-729,1.100000023841858
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01.dbr,MEASURED-SET,109,109,160,BOSS,NO,Boss,tagNemesis_OrderDeathsVigil01,"Zantarin, the Immortal",records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,1170.0,1170.0,2772.521,2591.0,95.1631,95.1631,1.0,2,1.100000023841858,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE); armorbase05.dbr[108]=25.0(IN-RANGE),132.0,damagebonus_physical05.dbr:Physical[108]=846-1029,1.0
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01_revenantsummon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_02.dbr,MEASURED-SET,109,109,160,BOSS,NO,Boss,tagGDX3Nemesis_Necro02,Shriek,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,1170.0,1170.0,2772.521,2591.0,95.1631,95.1631,1.0,2,1.100000023841858,69.0,damage_totaladjuster.dbr[10]=44.0(IN-RANGE); armorbase05.dbr[108]=25.0(IN-RANGE),152.0,damagebonus_physical05.dbr:Physical[108]=846-1029,1.0
records/creatures/enemies/nemesis/nemesis_outlaw_01.dbr,MEASURED-SET,109,109,160,BOSS,NO,Boss,tagNemesis_Outlaw01,"Fabius ""the Unseen"" Gonzar",records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,1170.0,1170.0,2772.521,2591.0,95.1631,95.1631,1.0,2,1.100000023841858,154.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE); armorbase05.dbr[108]=25.0(IN-RANGE); fabius_pneumabreath.dbr[27]=105.0(IN-RANGE),237.0,damagebonus_physical03.dbr:Physical[108]=571-729; fabius_passiveproperties.dbr:Cold[27]=228-228,1.1299999952316284
records/creatures/enemies/nemesis/nemesis_outlaw_02.dbr,MEASURED-SET,109,109,160,BOSS,NO,Boss,tagGDX3Nemesis_Outlaw02,"Vinn ""the Giant"" Ozmald",records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,1170.0,1170.0,2772.521,2591.0,95.1631,95.1631,1.0,2,1.100000023841858,69.0,damage_totaladjuster.dbr[10]=44.0(IN-RANGE); armorbase05.dbr[108]=25.0(IN-RANGE),152.0,damagebonus_physical05.dbr:Physical[108]=846-1029; outlaw2_passiveproperties.dbr:Aether[27]=320-320,1.0
records/creatures/enemies/nemesis/nemesis_undead_01.dbr,MEASURED-SET,109,109,160,BOSS,NO,Boss,tagGDX3Nemesis_Undead02,"Raddoth, Lord Hierophant",records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,1170.0,1170.0,2772.521,2591.0,95.1631,95.1631,1.0,2,1.100000023841858,69.0,damage_totaladjuster.dbr[10]=44.0(IN-RANGE); armorbase05.dbr[108]=25.0(IN-RANGE),152.0,damagebonus_physical05.dbr:Physical[108]=846-1029; undead1_passiveproperties.dbr:Physical[27]=350-350,1.0
records/creatures/enemies/nemesis/nemesis_undead_02b.dbr,MEASURED-SET,109,109,160,BOSS,NO,Boss,tagNemesis_Undead02,"Moosilauke, the Chillwind",records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,1170.0,1170.0,2772.521,2591.0,95.1631,95.1631,1.0,2,1.100000023841858,69.0,damage_totaladjuster.dbr[10]=44.0(IN-RANGE); armorbase05.dbr[108]=25.0(IN-RANGE),152.0,damagebase_physical05.dbr:Physical[108]=1007-1318; moosilauke_passiveproperties.dbr:Cold[27]=469-469,1.149999976158142
records/creatures/enemies/nemesis/nemesis_undead_02b_icecrystalsummon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_wendigo_01.dbr,MEASURED-SET,109,109,160,BOSS,160,Boss,tagGDX1Nemesis_Wendigo01,Reaper of the Lost,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,1170.0,1170.0,2945.189,2591.0,99.9799,99.9799,1.0,2,1.100000023841858,109.0,damage_totaladjuster.dbr[10]=44.0(IN-RANGE); armorbase05.dbr[108]=25.0(IN-RANGE); wendigo_enrage.dbr=40.0,192.0,damagebase_physical06.dbr:Physical[108]=1072-1433; wendigo_passiveproperties.dbr:Life[27]=256-256,1.0
records/creatures/enemies/nemesis/nemesis_wendigo_02.dbr,MEASURED-SET,109,109,160,BOSS,NO,Boss,tagGDX3Nemesis_Wendigo02,Reaper of Rot,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,1170.0,1170.0,2772.521,2591.0,95.1631,95.1631,1.0,2,1.100000023841858,69.0,damage_totaladjuster.dbr[10]=44.0(IN-RANGE); armorbase05.dbr[108]=25.0(IN-RANGE),152.0,damagebase_physical06.dbr:Physical[108]=1072-1433,1.0
records/creatures/enemies/raptor_witchgod_a01_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/raptor_witchgod_b01_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/skeleton_b01_archer_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/skeleton_c01_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/skeletonfrost_b04_evoker_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/skeletonfrost_c02_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/trap_brambletrap_a01.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
