archive,map,complete,spawn_x,spawn_z,to_patrol_centroid_m,to_nearest_patrol_m,to_nearest_beacon_m,inside_beacon_aura
survivalmode2/resources/Maps.arc,survivalworld_h.map,True,107.7529296875,42.33930206298828,43.8053,22.9025,6.8071,True
survivalmode2/resources/Maps.arc,survivalworld_h.map,True,104.52954864501953,72.970458984375,38.1712,19.1062,9.4073,False
survivalmode2/resources/Maps.arc,survivalworld_h.map,True,71.16569519042969,91.3615951538086,30.3021,16.8141,6.8755,True
survivalmode2/resources/Maps.arc,survivalworld_i.map,True,51.904502868652344,44.0298957824707,1.7029,1.9535,28.5752,False
survivalmode2/resources/Maps.arc,survivalworld_i.map,True,61.941505432128906,4.221224308013916,41.4025,25.8681,12.0966,False
survivalmode2/resources/Maps.arc,survivalworld_i.map,True,85.95034790039062,26.932514190673828,39.579,21.3791,22.1904,False
survivalmode2/resources/Maps.arc,survivalworld_i.map,True,83.4366226196289,58.086551666259766,36.1232,17.5167,11.2378,False
survivalmode2/resources/Maps.arc,survivalworld_i.map,True,30.765331268310547,73.60820770263672,35.4819,17.9394,0.9476,True
survivalmode2/resources/Maps.arc,survivalworld_i.map,True,67.68994903564453,76.69107818603516,37.1392,16.6036,9.0767,False
survivalmode3/resources/Maps.arc,survivalworld_a.map,True,93.46947479248047,63.596954345703125,12.053,9.3494,14.1461,False
survivalmode3/resources/Maps.arc,survivalworld_a.map,True,90.60265350341797,32.898380279541016,32.8293,12.6718,9.9158,False
survivalmode3/resources/Maps.arc,survivalworld_a.map,True,47.19363784790039,73.97593688964844,35.5581,15.3995,0.5063,True
survivalmode3/resources/Maps.arc,survivalworld_a.map,True,70.76139831542969,94.07467651367188,31.5161,11.0575,18.8732,False
survivalmode3/resources/Maps.arc,survivalworld_a.map,True,112.16465759277344,71.50782775878906,31.5258,14.4716,6.6033,True
survivalmode3/resources/Maps.arc,survivalworld_a.map,True,108.74622344970703,88.093017578125,36.1325,19.4804,8.5667,False
survivalmode3/resources/Maps.arc,survivalworld_b.map,True,69.53899383544922,28.755434036254883,35.983,19.0178,0.9863,True
survivalmode3/resources/Maps.arc,survivalworld_b.map,True,98.59077453613281,56.13180923461914,28.8103,14.3927,32.981,False
survivalmode3/resources/Maps.arc,survivalworld_b.map,True,35.29955291748047,64.65039825439453,35.7862,17.9596,0.5095,True
survivalmode3/resources/Maps.arc,survivalworld_b.map,True,69.37606811523438,74.55909729003906,10.0011,5.4395,28.9673,False
survivalmode3/resources/Maps.arc,survivalworld_b.map,True,107.46644592285156,80.37194061279297,39.6107,26.3315,15.3884,False
survivalmode3/resources/Maps.arc,survivalworld_b.map,True,70.74921417236328,99.41815948486328,34.7146,19.6387,7.7115,True
survivalmode3/resources/Maps.arc,survivalworld_c.map,True,53.194095611572266,55.371341705322266,15.2027,4.5396,23.9011,False
survivalmode3/resources/Maps.arc,survivalworld_c.map,True,88.34402465820312,38.70520782470703,29.2676,6.392,14.8879,False
survivalmode3/resources/Maps.arc,survivalworld_c.map,True,91.27720642089844,43.8866081237793,28.2207,7.3186,8.952,False
survivalmode3/resources/Maps.arc,survivalworld_c.map,True,36.16792297363281,65.5467758178711,32.2022,12.9812,30.1516,False
survivalmode3/resources/Maps.arc,survivalworld_c.map,True,60.291351318359375,89.16743469238281,30.5476,6.8354,7.8506,True
survivalmode3/resources/Maps.arc,survivalworld_c.map,True,91.5756607055664,85.19710540771484,34.9596,16.6195,7.4861,True
survivalmode3/resources/Maps.arc,survivalworld_d.map,False,36.919776916503906,44.25359344482422,40.2792,19.6361,1.2222,True
survivalmode3/resources/Maps.arc,survivalworld_e.map,True,82.39974212646484,28.946197509765625,35.9491,19.0203,17.9392,False
survivalmode3/resources/Maps.arc,survivalworld_e.map,True,64.60511016845703,59.13611602783203,6.9379,0.0,34.2348,False
survivalmode3/resources/Maps.arc,survivalworld_e.map,True,106.88018798828125,64.4494857788086,36.4532,16.2871,10.405,False
survivalmode3/resources/Maps.arc,survivalworld_e.map,True,34.697166442871094,77.19910430908203,38.5339,20.8633,0.2394,True
survivalmode3/resources/Maps.arc,survivalworld_e.map,True,91.87830352783203,85.49903106689453,31.1673,14.9569,10.2633,False
survivalmode3/resources/Maps.arc,survivalworld_e.map,True,63.92470169067383,103.00883483886719,40.6822,21.0829,8.1677,False
survivalmode3/resources/Maps.arc,survivalworld_f.map,True,74.66255187988281,20.96099090576172,41.8374,13.4619,6.6822,True
survivalmode3/resources/Maps.arc,survivalworld_f.map,True,49.77649688720703,56.14440155029297,13.8189,6.0232,33.2676,False
survivalmode3/resources/Maps.arc,survivalworld_f.map,True,102.90599060058594,50.823638916015625,41.4908,17.6387,12.5543,False
survivalmode3/resources/Maps.arc,survivalworld_f.map,True,19.692333221435547,69.88389587402344,43.9008,16.2257,0.2363,True
survivalmode3/resources/Maps.arc,survivalworld_f.map,True,45.72721481323242,88.17450714111328,31.9944,6.7843,11.7802,False
survivalmode3/resources/Maps.arc,survivalworld_f.map,True,80.10169982910156,80.34231567382812,25.984,0.0,11.8354,False
survivalmode3/resources/Maps.arc,survivalworld_g.map,True,66.89702606201172,31.594512939453125,32.5275,14.7544,3.228,True
survivalmode3/resources/Maps.arc,survivalworld_g.map,True,40.323219299316406,95.19657135009766,38.6421,22.8158,0.4435,True
survivalmode3/resources/Maps.arc,survivalworld_g.map,True,61.70215606689453,78.35608673095703,14.5276,4.4073,18.2363,False
survivalmode3/resources/Maps.arc,survivalworld_g.map,True,93.52870178222656,70.57542419433594,31.2865,15.428,11.2692,False
survivalmode3/resources/Maps.arc,survivalworld_g.map,True,61.59954833984375,103.5041732788086,39.6442,22.4641,9.0534,False
survivalmode3/resources/Maps.arc,survivalworld_g.map,True,98.41156768798828,102.85769653320312,52.6816,35.3538,15.6664,False
survivalmode3/resources/Maps.arc,survivalworld_h.map,True,71.29478454589844,13.968154907226562,47.3352,32.9965,16.9376,False
survivalmode3/resources/Maps.arc,survivalworld_h.map,True,72.07087707519531,77.91899871826172,17.1542,11.6066,13.0287,False
survivalmode3/resources/Maps.arc,survivalworld_h.map,True,107.7529296875,42.33930206298828,43.8053,22.9025,6.8071,True
survivalmode3/resources/Maps.arc,survivalworld_h.map,True,104.52954864501953,72.970458984375,38.1712,19.1062,12.4168,False
survivalmode3/resources/Maps.arc,survivalworld_h.map,True,71.16569519042969,91.3615951538086,30.3021,16.8141,0.4911,True
survivalmode3/resources/Maps.arc,survivalworld_h.map,True,107.58792114257812,82.17616271972656,44.6083,22.4417,8.6549,False
survivalmode3/resources/Maps.arc,survivalworld_i.map,True,51.904502868652344,44.0298957824707,1.7029,1.9535,36.0428,False
survivalmode3/resources/Maps.arc,survivalworld_i.map,True,73.12963104248047,8.820524215698242,41.9273,22.7023,11.5503,False
survivalmode3/resources/Maps.arc,survivalworld_i.map,True,85.95034790039062,26.932514190673828,39.579,21.3791,12.5576,False
survivalmode3/resources/Maps.arc,survivalworld_i.map,True,82.81916046142578,58.40573501586914,35.6844,17.2934,11.9323,False
survivalmode3/resources/Maps.arc,survivalworld_i.map,True,30.848987579345703,74.33716583251953,36.0489,18.4224,0.4291,True
survivalmode3/resources/Maps.arc,survivalworld_i.map,True,68.0295181274414,67.6207504272461,29.6511,8.3777,8.6128,False
survivalmode3/resources/Maps.arc,survivalworld_j.map,True,91.02937316894531,33.9228630065918,42.4343,17.6052,13.1077,False
survivalmode3/resources/Maps.arc,survivalworld_j.map,True,109.59186553955078,56.93435287475586,46.3362,20.2916,9.0936,False
survivalmode3/resources/Maps.arc,survivalworld_j.map,True,42.91658401489258,103.82144927978516,42.6748,21.5502,0.7631,True
survivalmode3/resources/Maps.arc,survivalworld_j.map,True,71.59237670898438,78.98114013671875,14.0754,10.5183,28.3509,False
survivalmode3/resources/Maps.arc,survivalworld_j.map,True,99.78325653076172,86.17414093017578,40.3343,19.5218,6.7167,True
survivalmode3/resources/Maps.arc,survivalworld_j.map,True,84.8093032836914,96.2993392944336,35.8083,12.2809,19.416,False
