record,archive,override_layers,class,depth,reached_via,field,value
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,FleeTime,0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,ForgiveRate,0.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,InnerSightAngerRate,12.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,InnerViewDistance,16.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,LeadChance,0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,MaxPatrolIdleTime,0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,MaxPursuitDistance,25.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,MaxTimeBeforeRoam,0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,MaxYViewDistance,16.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,MinDodgeDistance,0.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,MinPatrolIdleTime,0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,MinRoamDistance,0.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,MinTimeBeforeRoam,0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,MinWanderDistance,0.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,ProjectileAnger,4.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,PursuitTime,30000
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,RandomAngerChance,0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,RandomAngerEvaluationTime,0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,RepositionChance,0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,ResetOriginAfterFleeing,False
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,RoamBehavior,NeverRoam
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,RoamDistance,0.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,SightAngerRate,4.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,TeleportToLeaderDistance,99999.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,ViewDistance,24.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,WanderDistance,0.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,enemyTooClose,0.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,fleeDistance,0.0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,healAllyHealthPercentage,0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,healLeaderHealthPercentage,0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,ignorePetsChance,0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,ignorePetsInterval,5000
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,ignoreSleepingEnemies,True
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,maxFleeCount,0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,maxSwingPause,0.9399999976158142
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,minSwingPause,0.9399999976158142
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,petAngerTransference,30
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,petTargetGreatestHealth,False
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,petTargetLeastAttacked,False
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,petTargetLevelRange,1000
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,randomEmoteChance,100
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,randomEmoteMaxTime,10000
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,randomEmoteMinTime,5000
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,randomRepositionChance,0
records/controllers/pets/controller_trapmortar.dbr,database.arz,database.arz,ControllerStationaryMonster,1,records/creatures/traps/spawnbeacon.dbr::controller,templateName,database/templates/controllerstationarymonster.tpl
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,Class,Monster
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,LowerHealthDisplayPercentage,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,MonsterMusicRadius,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,UpperHealthDisplayPercentage,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,actorHeight,2.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,actorRadius,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,alertAnimChance,100
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,alertSoundChance,35.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,allowTransparency,False
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ambientPeriodMax,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ambientPeriodMin,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ambushDissolveTexture,fx/textures/dissolve32_01.tex
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ambushDissolveTime,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,angerMultiplier,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,avoidForce,0.5
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,baseTexture,system/textures/invisible.tex
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,bodyFallSoundChance,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,castsShadows,False
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,causesAnger,False
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipFinger1,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipFinger1Item1,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipFinger1Item2,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipFinger1Item3,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipFinger1Item4,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipFinger1Item5,4
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipFinger1Item6,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipFinger2,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipFinger2Item1,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipFinger2Item2,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipFinger2Item3,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipFinger2Item4,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipFinger2Item5,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipFinger2Item6,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipHead,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipHeadItem1,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipHeadItem2,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipHeadItem3,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipHeadItem4,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipHeadItem5,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipHeadItem6,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipLeftHand,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipLeftHandItem1,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipLeftHandItem2,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipLeftHandItem3,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipLeftHandItem4,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipLeftHandItem5,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipLeftHandItem6,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipLegs,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipLegsItem1,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipLegsItem2,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipLegsItem3,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipLegsItem4,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipLegsItem5,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipLegsItem6,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc1,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc1Item1,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc1Item2,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc1Item3,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc1Item4,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc1Item5,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc1Item6,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc2,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc2Item1,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc2Item2,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc2Item3,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc2Item4,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc2Item5,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc2Item6,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc3,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc3Item1,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc3Item2,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc3Item3,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc3Item4,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc3Item5,4
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipMisc3Item6,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipRightHand,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipRightHandItem1,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipRightHandItem2,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipRightHandItem3,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipRightHandItem4,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipRightHandItem5,4
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipRightHandItem6,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipShoulders,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipShouldersItem1,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipShouldersItem2,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipShouldersItem3,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipShouldersItem4,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipShouldersItem5,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,chanceToEquipShouldersItem6,0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,charAnimationTableName,records/creatures/enemies/anm/anm_groble.dbr
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,charLevel,1
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterAttackSpeed,0.4000000059604645
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterAttackSpeedModifier,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterBaseAttackSpeedTag,CharacterAttackSpeedAverage
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterDefensiveAbility,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterDefensiveAbilityModifier,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterDexterity,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterDexterityModifier,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterGenderProfile,Male
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterIntelligence,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterIntelligenceModifier,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterLife,150.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterLifeModifier,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterLifeRegen,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterLifeRegenModifier,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterLightRadius,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterMana,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterManaLimitReserve,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterManaLimitReserveModifier,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterManaLimitReserveReduction,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterManaLimitReserveReductionModifier,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterManaModifier,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterManaRegen,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterManaRegenModifier,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterOffensiveAbility,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterOffensiveAbilityModifier,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterRacialProfile,Magical
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterRunSpeed,0.800000011920929
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterRunSpeedJitter,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterRunSpeedModifier,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterSpellCastSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterSpellCastSpeedModifier,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterStrength,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,characterStrengthModifier,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,controller,records/controllers/pets/controller_trapmortar.dbr
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,dHandedAlertAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,dHandedAlertAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,dHandedAlertAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,dHandedAlertAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,dHandedAlertAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,dHandedAlertAnimWeight3,100.0
