record,archive,class,monster_classification,display_name,level,characterRunSpeed,characterRunSpeedModifier,characterRunSpeedMaxModifier,characterRunSpeedJitter,walkSpeed,pathMass,pathingSize,maxRotationSpeed,minRotationSpeed,avoidForce,chain_perm_speed_terms,chain_transient_speed_terms,chain_size
records/creatures/enemies/aetherialcorruption_b02.dbr,SurvivalMode1.arz,Monster,Champion,Lightning,103,1.149999976158142,0.0,,15.0,0.800000011920929,1.0,Small,9.0,4.0,0.5,0,0,9
records/creatures/enemies/aetherialcorruption_b02_summon.dbr,SurvivalMode1.arz,Monster,Champion,Lightning,104,1.149999976158142,0.0,,15.0,0.800000011920929,1.0,Small,9.0,4.0,0.5,0,0,9
records/creatures/enemies/aetherialcorruption_b03.dbr,SurvivalMode1.arz,Monster,Champion,Fire,103,1.149999976158142,0.0,,15.0,0.800000011920929,1.0,Small,9.0,4.0,0.5,0,0,8
records/creatures/enemies/aetherialcorruption_b03_summon.dbr,SurvivalMode1.arz,Monster,Champion,Fire,104,1.149999976158142,0.0,,15.0,0.800000011920929,1.0,Small,9.0,4.0,0.5,0,0,8
records/creatures/enemies/aetherialcorruption_c01.dbr,SurvivalMode1.arz,Monster,Champion,Fleshwarped Aberration,103,1.149999976158142,0.0,,15.0,0.800000011920929,1.0,Small,9.0,4.0,0.5,0,0,9
records/creatures/enemies/aetherialcorruption_c01_summon.dbr,SurvivalMode1.arz,Monster,Champion,Fleshwarped Aberration,106,1.149999976158142,0.0,,15.0,0.800000011920929,1.0,Small,9.0,4.0,0.5,0,0,9
records/creatures/enemies/aetherialfleshshaper_a01.dbr,SurvivalMode1.arz,Monster,Champion,Fleshshaper,103,1.0,0.0,,,1.0,1.0,Medium,10.0,6.0,0.5,0,0,9
records/creatures/enemies/aetherialfleshshaper_b01.dbr,SurvivalMode1.arz,Monster,Champion,Fleshweaver,104,1.0,0.0,,,1.0,1.0,Medium,10.0,6.0,0.5,0,0,14
records/creatures/enemies/aetherialfleshshaper_c01.dbr,SurvivalMode1.arz,Monster,Champion,Architect of Flesh,104,1.0,0.0,,,1.0,1.0,Medium,10.0,6.0,0.5,0,0,13
records/creatures/enemies/aetherialimp_a00_summon.dbr,SurvivalMode1.arz,Monster,Common,Aetherial Crawler,104,1.2000000476837158,0.0,,15.0,1.0,1.0,Small,8.0,4.0,0.5,0,0,6
records/creatures/enemies/aetherialimp_a01.dbr,SurvivalMode1.arz,Monster,Common,Aetherial Scamp,102,1.0,0.0,,15.0,1.0,1.0,Small,8.0,4.0,0.5,0,0,6
records/creatures/enemies/aetherialimp_b01.dbr,SurvivalMode1.arz,Monster,Champion,Aetherial Imp,103,1.0,0.0,,15.0,1.0,1.0,Small,8.0,4.0,0.5,0,0,8
records/creatures/enemies/aetherialworm_b01_summon.dbr,SurvivalMode1.arz,Monster,Champion,Poison,106,1.0,0.0,,0.0,,1.0,Small,9.0,4.0,0.5,0,0,9
records/creatures/enemies/aetherialworm_b02_summon.dbr,SurvivalMode1.arz,Monster,Champion,Fire,106,1.0,0.0,,0.0,,1.0,Small,9.0,4.0,0.5,0,0,9
records/creatures/enemies/aetherialworm_b03_summon.dbr,SurvivalMode1.arz,Monster,Champion,Cold,106,1.0,0.0,,0.0,,1.0,Small,9.0,4.0,0.5,0,0,9
records/creatures/enemies/aetherialworm_b04_summon.dbr,SurvivalMode1.arz,Monster,Champion,Lightning,106,1.0,0.0,,0.0,,1.0,Small,9.0,4.0,0.5,0,0,9
records/creatures/enemies/avian_a01.dbr,SurvivalMode3.arz,Monster,Champion,Kaw'Hranaak Ruiner,103,1.149999976158142,0.0,,10.0,1.0,1.0,Medium,7.0,4.0,0.5,0,0,9
records/creatures/enemies/avian_b01.dbr,SurvivalMode3.arz,Monster,Champion,Kaw'Hranaak Iconoclast,104,1.149999976158142,0.0,,10.0,1.0,1.0,Medium,7.0,4.0,0.5,0,0,11
records/creatures/enemies/avian_c01.dbr,SurvivalMode3.arz,Monster,Champion,Kaw'Hranaak Despoiler,105,1.149999976158142,0.0,,10.0,1.0,1.0,Medium,7.0,4.0,0.5,1,0,12
records/creatures/enemies/basilisk_a01.dbr,SurvivalMode1.arz,Monster,Common,Juvenile Basilisk,102,1.0,0.0,,15.0,0.44999998807907104,1.0,Medium,8.0,4.0,0.5,0,1,7
records/creatures/enemies/basilisk_b01.dbr,SurvivalMode1.arz,Monster,Champion,Venomgaze Basilisk,103,1.0,0.0,,15.0,0.44999998807907104,1.0,Medium,8.0,4.0,0.5,0,0,7
records/creatures/enemies/basilisk_c01.dbr,SurvivalMode1.arz,Monster,Champion,Stonegaze Basilisk,104,1.0,0.0,,15.0,0.44999998807907104,1.0,Medium,8.0,4.0,0.5,0,0,10
records/creatures/enemies/beaverriver_a01.dbr,SurvivalMode3.arz,Monster,Common,Kastorran,103,1.0,0.0,,20.0,1.149999976158142,1.0,Small,8.0,4.0,0.5,0,0,6
records/creatures/enemies/beaverriver_b01.dbr,SurvivalMode3.arz,Monster,Champion,Kastorran Rager,104,1.0,0.0,,20.0,1.149999976158142,1.0,Small,8.0,4.0,0.5,0,0,7
records/creatures/enemies/beetle_a01_summon.dbr,SurvivalMode2.arz,Monster,Common,Korvan Scarab ~ Scavenger,104,1.0,0.0,,15.0,0.699999988079071,1.0,Medium,8.0,4.0,0.5,0,1,8
records/creatures/enemies/bonerat_witchgod_a01_summon.dbr,SurvivalMode.arz,Monster,Common,Frenzied Plaguebeast,106,1.25,0.0,,15.0,1.0,1.0,Medium,8.0,4.0,0.5,0,1,7
records/creatures/enemies/bonerat_witchgod_b01_summon.dbr,SurvivalMode.arz,Monster,Champion,Rotting Plaguebeast,106,1.100000023841858,0.0,,15.0,1.0,1.0,Medium,8.0,4.0,0.5,0,0,10
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss01.dbr,SurvivalMode1.arz,Monster,Quest,Enclave Member - Dreven Cole,106,1.0,0.0,,,1.0,1.0,Medium,10.0,6.0,0.5,0,0,15
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,SurvivalMode1.arz,Monster,Quest,Enclave Member - Cyrian Marcell,106,1.0,0.0,,,1.0,1.0,Medium,10.0,6.0,0.5,0,2,15
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss03.dbr,SurvivalMode1.arz,Monster,Quest,Enclave Member - Albert Rein,106,1.0,0.0,,,1.0,1.0,Medium,10.0,6.0,0.5,0,0,15
records/creatures/enemies/boss&quest/aetherial_final02.dbr,SurvivalMode1.arz,Monster,Quest,The Master of Flesh ~ Theodin Marcell,106,1.0,0.0,,,1.0,1.0,Large,6.0,4.0,0.5,0,0,14
records/creatures/enemies/boss&quest/aetherial_fleshhulk_mine.dbr,SurvivalMode.arz,Monster,Quest,Venarius the Backbreaker,106,0.8999999761581421,0.0,,25.0,1.0,1.0,Medium,8.0,4.0,0.5,0,1,14
records/creatures/enemies/boss&quest/aetherial_fleshweaverkrieg.dbr,SurvivalMode1.arz,Monster,Quest,Normal/Elite,106,1.2000000476837158,0.0,,,0.8500000238418579,1.0,Medium,18.0,12.0,0.5,0,0,16
records/creatures/enemies/boss&quest/aetherial_fleshweaverkriegb.dbr,SurvivalMode1.arz,Monster,Quest,Ultimate,106,1.2000000476837158,0.0,,,0.8500000238418579,1.0,Medium,18.0,12.0,0.5,0,0,16
records/creatures/enemies/boss&quest/aetherial_guardian01.dbr,SurvivalMode1.arz,Monster,Quest,Guardian - Bone Monger,106,1.100000023841858,0.0,,0.0,1.0,1.0,Medium,18.0,12.0,0.5,0,1,14
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,SurvivalMode1.arz,Monster,Quest,Guardian - Flesh Collector,106,1.100000023841858,0.0,,0.0,1.0,1.0,Medium,18.0,12.0,0.5,0,1,16
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,SurvivalMode2.arz,Monster,Quest,Blugrug the Living Plague,106,1.0,0.0,,0.0,1.0,1.0,Medium,18.0,12.0,0.5,0,0,17
records/creatures/enemies/boss&quest/aetherialcolossus_galakros.dbr,SurvivalMode1.arz,Monster,Quest,"Galakros, the Mountain",106,1.100000023841858,0.0,,0.0,1.0,1.0,Medium,18.0,12.0,0.5,1,1,15
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,SurvivalMode.arz,Monster,Quest,Commander Lucius,106,1.0,0.0,,,1.0,1.0,Small,8.0,4.0,0.5,0,0,14
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,SurvivalMode1.arz,Monster,Quest,Dralgar Keeper of Burrwitch,106,1.25,0.0,,,0.800000011920929,1.0,Small,9.0,4.0,0.5,0,0,13
records/creatures/enemies/boss&quest/aetherialfleshshaper_haraxis.dbr,SurvivalMode1.arz,Monster,Quest,Fleshweaver Haraxis,106,1.0,0.0,,,1.0,1.0,Medium,10.0,6.0,0.5,0,0,17
records/creatures/enemies/boss&quest/aetherialfleshshaper_hinissius.dbr,SurvivalMode1.arz,Monster,Quest,Fleshshaper Hinissius,106,1.0,0.0,,,1.0,1.0,Medium,10.0,6.0,0.5,0,0,14
records/creatures/enemies/boss&quest/avian_worldtear_01.dbr,SurvivalMode3.arz,Monster,Quest,Naddo the Anointed Normal/Elite,106,1.149999976158142,0.0,,10.0,1.0,1.0,Medium,7.0,4.0,0.5,0,0,15
records/creatures/enemies/boss&quest/avian_worldtear_01b.dbr,SurvivalMode3.arz,Monster,Quest,Naddo the Anointed Ult,106,1.149999976158142,0.0,,10.0,1.0,1.0,Medium,7.0,4.0,0.5,0,0,15
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,SurvivalMode1.arz,Monster,Quest,Stone Basilisk,106,1.0,0.0,,,0.44999998807907104,1.0,Medium,8.0,4.0,0.5,0,0,14
records/creatures/enemies/boss&quest/beetle_desert01.dbr,SurvivalMode2.arz,Monster,Quest,Durg the Stormborn,106,1.100000023841858,0.0,,,1.0,1.0,Medium,8.0,4.0,0.5,0,2,15
records/creatures/enemies/boss&quest/beetle_maggot01.dbr,SurvivalMode2.arz,Monster,Quest,Margul the Rotting,106,1.100000023841858,0.0,,,1.0,1.0,Medium,8.0,4.0,0.5,0,1,15
records/creatures/enemies/boss&quest/beetle_maggot01_maggotsummon.dbr,SurvivalMode2.arz,Monster,Common,Korvan Maggot,106,1.0,0.0,,15.0,0.6000000238418579,1.0,Small,8.0,4.0,0.5,0,0,6
records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,SurvivalMode.arz,Monster,Quest,Shar'Zul,106,1.2000000476837158,0.0,,,1.0,1.0,Small,18.0,12.0,0.5,0,0,13
records/creatures/enemies/boss&quest/chthonianherald_prodromus_01.dbr,SurvivalMode3.arz,Monster,Quest,Normal/Elite,106,1.100000023841858,0.0,,0.0,1.149999976158142,1.0,Small,8.0,4.0,0.5,0,0,19
records/creatures/enemies/boss&quest/chthonianherald_prodromus_01b.dbr,SurvivalMode3.arz,Monster,Quest,Normal/Elite,106,1.100000023841858,0.0,,0.0,1.149999976158142,1.0,Small,8.0,4.0,0.5,0,0,19
records/creatures/enemies/boss&quest/chthonianrylok_ekketzul.dbr,SurvivalMode1.arz,Monster,Quest,"Ekket'Zul, Progenitor of Darkness",106,1.100000023841858,0.0,,0.0,1.0,1.0,Small,8.0,4.0,0.5,0,2,15
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,SurvivalMode1.arz,Monster,Quest,"Gabal'Thunn, the Visage of Madness",106,1.100000023841858,0.0,,0.0,1.0,1.0,Small,8.0,4.0,0.5,0,0,16
records/creatures/enemies/boss&quest/chthonianservitor_lunalvalgoth.dbr,SurvivalMode1.arz,Monster,Quest,"Lunal'Valgoth, Steward of Darkness",106,1.2000000476837158,0.0,,0.0,1.100000023841858,1.0,Large,6.0,3.0,0.5,0,0,15
records/creatures/enemies/boss&quest/chthoniantyrant_grulthunn.dbr,SurvivalMode3.arz,Monster,Quest,Grul'Thunn of the Crimson Tides,106,1.2000000476837158,0.0,,,1.0,1.0,Small,18.0,12.0,0.5,0,1,13
records/creatures/enemies/boss&quest/cultist_burrwitchcathedral_01.dbr,SurvivalMode2.arz,Monster,Quest,Father Abaddoth,106,0.699999988079071,0.0,,0.0,,1.0,Small,18.0,12.0,0.5,0,0,13
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,SurvivalMode.arz,Monster,Quest,Bloodlord Thalonis,106,0.699999988079071,0.0,,0.0,,1.0,Small,18.0,12.0,0.5,0,1,16
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,SurvivalMode.arz,Monster,Quest,Karroz,106,0.699999988079071,0.0,,0.0,,1.0,Small,18.0,12.0,0.5,0,1,19
records/creatures/enemies/boss&quest/dermapteran_madqueen.dbr,SurvivalMode.arz,Monster,Quest,"Rashalga, the Mad Queen",106,1.399999976158142,0.0,,,1.0,1.0,Large,6.0,4.0,0.5,0,2,14
records/creatures/enemies/boss&quest/direwolf_frozenwastes_01.dbr,SurvivalMode3.arz,Monster,Quest,Siff Icehowl,106,1.100000023841858,0.0,,,1.0,1.0,Medium,8.0,4.0,0.5,0,0,12
records/creatures/enemies/boss&quest/dravis.dbr,SurvivalMode2.arz,Monster,Quest,"Dravis, Son of Uroboruuk",106,1.0,0.0,,,1.0,1.0,Small,8.0,4.0,0.5,0,2,16
records/creatures/enemies/boss&quest/eldritcharmor_dreegmindreaper_01.dbr,SurvivalMode2.arz,Monster,Quest,2 Phase - Dreeg 03,106,1.0,0.0,,,1.0,1.0,Small,8.0,4.0,0.5,0,0,14
records/creatures/enemies/boss&quest/fatherkymon.dbr,SurvivalMode2.arz,Monster,Quest,"Father Kymon, Avatar of Korvaak",106,1.100000023841858,0.0,,0.0,1.0,1.0,Large,18.0,12.0,0.5,1,1,17
records/creatures/enemies/boss&quest/ghost_stepsoftorment_01.dbr,SurvivalMode.arz,Monster,Quest,Alkamos (Normal),106,0.800000011920929,0.0,,,1.0,1.0,Small,8.0,4.0,0.5,0,3,11
records/creatures/enemies/boss&quest/ghost_stepsoftorment_02.dbr,SurvivalMode.arz,Monster,Quest,Alkamos (Elite/Ultimate),106,0.8999999761581421,0.0,,,1.0,1.0,Small,8.0,4.0,0.5,0,3,11
records/creatures/enemies/boss&quest/ghostcrab_mineboss_01.dbr,SurvivalMode1.arz,Monster,Quest,Naxen,106,1.0,0.0,,,0.699999988079071,1.0,Medium,8.0,4.0,0.5,0,0,14
records/creatures/enemies/boss&quest/ghoul_necropolis_01.dbr,SurvivalMode.arz,Monster,Quest,Plagius,106,1.100000023841858,0.0,,,0.75,1.0,Small,8.0,4.0,0.5,0,0,14
records/creatures/enemies/boss&quest/giant_tempesttotem_01.dbr,SurvivalMode3.arz,Monster,Quest,Son of the Storm - lightning,106,1.100000023841858,0.0,,15.0,1.0,1.0,Medium,8.0,4.0,0.5,0,0,11
records/creatures/enemies/boss&quest/giant_tempesttotem_02.dbr,SurvivalMode3.arz,Monster,Quest,Son of the Storm - fire,106,1.100000023841858,0.0,,15.0,1.0,1.0,Medium,8.0,4.0,0.5,0,0,12
records/creatures/enemies/boss&quest/giant_tempesttotem_03.dbr,SurvivalMode3.arz,Monster,Quest,Son of the Storm - acid,106,1.100000023841858,0.0,,15.0,1.0,1.0,Medium,8.0,4.0,0.5,0,0,10
records/creatures/enemies/boss&quest/giant_tempesttotem_04.dbr,SurvivalMode3.arz,Monster,Quest,Son of the Storm - aether,106,1.100000023841858,0.0,,15.0,1.0,1.0,Medium,8.0,4.0,0.5,0,0,13
records/creatures/enemies/boss&quest/giant_tempesttotem_05.dbr,SurvivalMode3.arz,Monster,Quest,Son of the Storm - blood,106,1.100000023841858,0.0,,15.0,1.0,1.0,Medium,8.0,4.0,0.5,0,0,10
records/creatures/enemies/boss&quest/giant_tempesttotem_06.dbr,SurvivalMode3.arz,Monster,Quest,Son of the Storm - cold,106,1.100000023841858,0.0,,15.0,1.0,1.0,Medium,8.0,4.0,0.5,0,0,12
records/creatures/enemies/boss&quest/giant_tempesttotem_07.dbr,SurvivalMode3.arz,Monster,Quest,Son of the Storm - elemental,106,1.100000023841858,0.0,,15.0,1.0,1.0,Medium,8.0,4.0,0.5,0,0,11
records/creatures/enemies/boss&quest/human_chthonickurn_chieftain_01.dbr,SurvivalMode3.arz,Monster,Quest,Chieftain Gruldir,106,0.6600000262260437,0.0,,15.0,0.699999988079071,1.0,Small,8.0,4.0,0.5,0,1,15
records/creatures/enemies/boss&quest/human_chthonickurn_shaman_01.dbr,SurvivalMode3.arz,Monster,Quest,Yurra Voideye,106,0.800000011920929,0.0,,15.0,0.699999988079071,1.0,Small,8.0,4.0,0.5,0,1,16
records/creatures/enemies/boss&quest/human_chthonickurn_stronghold_chieftain_01.dbr,SurvivalMode3.arz,Monster,Quest,Chieftain Gradda,106,0.8999999761581421,0.0,,15.0,1.0,1.0,Small,8.0,4.0,0.5,0,1,16
records/creatures/enemies/boss&quest/humanascendant_mindthief_01.dbr,SurvivalMode1.arz,Monster,Quest,"Allostria, the Mindthief",106,1.0,0.0,,15.0,0.699999988079071,1.0,Small,8.0,4.0,0.5,0,0,12
records/creatures/enemies/boss&quest/humanascendant_terrnox.dbr,SurvivalMode1.arz,Monster,Quest,Normal/Elite,106,1.0,0.0,,15.0,0.699999988079071,1.0,Small,8.0,4.0,0.5,0,1,13
records/creatures/enemies/boss&quest/humanascendant_terrnoxb.dbr,SurvivalMode1.arz,Monster,Quest,Ultimate,106,1.0,0.0,,15.0,0.699999988079071,1.0,Small,8.0,4.0,0.5,0,1,13
records/creatures/enemies/boss&quest/humanascendant_valaxteria.dbr,SurvivalMode1.arz,Monster,Quest,Normal/Elite,106,0.6600000262260437,0.0,,15.0,0.699999988079071,1.0,Small,8.0,4.0,0.5,0,0,14
records/creatures/enemies/boss&quest/humanascendant_valaxteriab.dbr,SurvivalMode1.arz,Monster,Quest,Ultimate,106,0.6600000262260437,0.0,,15.0,0.699999988079071,1.0,Small,8.0,4.0,0.5,0,0,14
records/creatures/enemies/boss&quest/humanwendigo_darkwood_01.dbr,SurvivalMode1.arz,Monster,Quest,Avris Marrowill,106,0.6600000262260437,0.0,,15.0,0.699999988079071,1.0,Small,8.0,4.0,0.5,0,0,16
records/creatures/enemies/boss&quest/korvaak_lieutenant_01.dbr,SurvivalMode2.arz,Monster,Quest,Brother Segarious,106,1.0,0.0,,,1.0,1.0,Small,8.0,4.0,0.5,0,0,13
records/creatures/enemies/boss&quest/korvaak_lieutenant_02.dbr,SurvivalMode2.arz,Monster,Quest,Sister Crimson,106,1.0,0.0,,,1.0,1.0,Small,8.0,4.0,0.5,0,0,13
records/creatures/enemies/boss&quest/korvaak_lieutenant_03.dbr,SurvivalMode2.arz,Monster,Quest,Astros the Sunherald,106,1.0,0.0,,,1.0,1.0,Small,8.0,4.0,0.5,0,0,14
records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,SurvivalMode2.arz,Monster,Quest,"Manifestation of Korvaak, the Eldritch Sun",106,1.0,0.0,,,1.0,1.0,Large,6.0,4.0,0.5,0,0,13
records/creatures/enemies/boss&quest/korvaakmessenger_02.dbr,SurvivalMode2.arz,Monster,Quest,Normal/Elite,106,1.100000023841858,0.0,,,1.0,1.0,Large,8.0,4.0,0.5,0,2,14
records/creatures/enemies/boss&quest/korvaakmessenger_02b.dbr,SurvivalMode2.arz,Monster,Quest,Ultimate,106,1.100000023841858,0.0,,,1.0,1.0,Large,8.0,4.0,0.5,0,2,14
records/creatures/enemies/boss&quest/lizard_desertboss.dbr,SurvivalMode2.arz,Monster,Quest,Bounty - Korvan Titanovore,106,1.100000023841858,0.0,,,1.0,1.0,Medium,18.0,12.0,0.5,0,0,12
records/creatures/enemies/boss&quest/manticore_jaggedwaste_01.dbr,SurvivalMode.arz,Monster,Quest,Mogara - Quest Pride of Jagged Waste,106,1.0,0.0,,10.0,0.75,1.0,Medium,8.0,4.0,0.5,0,1,13
records/creatures/enemies/boss&quest/rokwind_01.dbr,SurvivalMode3.arz,Monster,Quest,Avinnia,106,1.0,0.0,,10.0,1.399999976158142,1.0,Medium,8.0,4.0,0.5,0,0,14
records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,SurvivalMode.arz,Monster,Quest,Ilgorr the Eternal,106,1.4500000476837158,0.0,,,1.0,1.0,Medium,8.0,4.0,0.5,2,3,15
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,SurvivalMode2.arz,Monster,Quest,Korvaak's Tomb Guardian,106,1.100000023841858,0.0,,,1.0,1.0,Large,8.0,4.0,0.5,0,0,14
records/creatures/enemies/boss&quest/statue_templeguardian_02.dbr,SurvivalMode2.arz,Monster,Quest,Guardian Minion - Bysmiel 03,106,1.100000023841858,0.0,,0.0,1.0,1.0,Medium,18.0,12.0,0.5,0,0,11
records/creatures/enemies/boss&quest/statue_templeguardian_03.dbr,SurvivalMode2.arz,Monster,Quest,Guardian Minion - Bysmiel 03,106,1.100000023841858,0.0,,0.0,1.0,1.0,Medium,18.0,12.0,0.5,0,0,11
records/creatures/enemies/boss&quest/stonegryphon_templeguardian_01.dbr,SurvivalMode2.arz,Monster,Quest,Normal/Elite Inashkor - Bysmiel 03,106,1.100000023841858,0.0,,0.0,1.0,1.0,Medium,18.0,12.0,0.5,0,0,13
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,SurvivalMode1.arz,Monster,Quest,Carraxus Foul,106,1.0,0.0,,,0.699999988079071,1.0,Medium,8.0,4.0,0.5,0,0,15
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,SurvivalMode1.arz,Monster,Quest,"Bargoll, the Mouldering Mound",106,1.399999976158142,0.0,,,1.0,1.0,Medium,8.0,4.0,0.5,2,0,15
records/creatures/enemies/boss&quest/theoutcast_03.dbr,SurvivalMode.arz,Monster,Quest,"Anasteria, Wrath of the Aether",106,0.800000011920929,0.0,,0.0,,1.0,Small,18.0,12.0,0.5,0,0,17
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,SurvivalMode1.arz,Monster,Quest,"Namadea, the Screecher",106,1.0,0.0,,,1.0,1.0,Medium,8.0,4.0,0.5,1,2,14
records/creatures/enemies/boss&quest/wendigo_turned_handar.dbr,SurvivalMode1.arz,Monster,Quest,Handarroth,106,1.0,0.0,,,1.0,1.0,Medium,8.0,4.0,0.5,0,1,13
records/creatures/enemies/boss&quest/wendigo_turned_olliva.dbr,SurvivalMode1.arz,Monster,Quest,Ollivioth,106,1.0,0.0,,,1.0,1.0,Medium,8.0,4.0,0.5,0,1,13
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,SurvivalMode1.arz,Monster,Quest,Yuvolloth,106,1.0,0.0,,,1.0,1.0,Medium,8.0,4.0,0.5,0,1,13
records/creatures/enemies/boss&quest/wendigocannibal_packla.dbr,SurvivalMode1.arz,Monster,Quest,"Packla, the Turning",106,1.0,0.0,,15.0,0.75,1.0,Small,8.0,4.0,0.5,0,0,15
records/creatures/enemies/boss&quest/wight_iceboundpassage_01.dbr,SurvivalMode3.arz,Monster,Quest,Hrohn Everkeep,106,1.0,0.0,,0.0,1.0,1.0,Medium,8.0,4.0,0.5,0,2,16
records/creatures/enemies/boss&quest/wight_scarfell_02_normal.dbr,SurvivalMode3.arz,Monster,Quest,Tulrika Hollowblaze,106,1.0,0.0,,0.0,1.0,1.0,Medium,8.0,4.0,0.5,0,0,13
records/creatures/enemies/boss&quest/witch_janaxia.dbr,SurvivalMode1.arz,Monster,Quest,"Janaxia, the Betrayer",106,0.800000011920929,0.0,,15.0,0.699999988079071,1.0,Small,8.0,4.0,0.5,0,0,14
