archive,map,dbr,x,y,z,guid,record_size
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,33.03314971923828,19.165321350097656,21.44426155090332,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large04.dbr,15.932546615600586,4.650215148925781,31.44281005859375,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_blockermedium01.dbr,23.314245223999023,11.874773025512695,31.58309555053711,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large03.dbr,23.394506454467773,13.868566513061523,31.794174194335938,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/fx/lights/light_ugambientlowbluea01.dbr,28.227741241455078,15.134530067443848,41.2703971862793,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/fx/ambient/fx_waterrapids_lrg01.dbr,54.40870666503906,15.288593292236328,39.03622817993164,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/flora/groundcover/mossplantcluster_glow01d.dbr,12.108938217163086,8.619361877441406,10.89631462097168,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_long03.dbr,19.4378719329834,11.980001449584961,19.130111694335938,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,22.5847225189209,12.556458473205566,27.493072509765625,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large03.dbr,17.958837509155273,12.486387252807617,10.909305572509766,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,12.460744857788086,6.885143280029297,25.560897827148438,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,21.154760360717773,11.309538841247559,5.47374153137207,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large05.dbr,27.611446380615234,12.622164726257324,1.4281949996948242,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large05.dbr,1.23931884765625,14.416067123413086,3.2111358642578125,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,19.849538803100586,13.600567817687988,4.041383743286133,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large05.dbr,0.8354949951171875,10.932472229003906,19.334793090820312,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large05.dbr,1.1729812622070312,14.362591743469238,23.739395141601562,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,15.759832382202148,15.895397186279297,23.434036254882812,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large04_nofade.dbr,14.469961166381836,9.384917259216309,13.210742950439453,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large05_nofade.dbr,16.4621639251709,10.855753898620605,14.816226959228516,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large04.dbr,15.983465194702148,10.951112747192383,24.894180297851562,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large02_nofade.dbr,11.944494247436523,14.526603698730469,11.434860229492188,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_single01.dbr,24.74359703063965,14.991253852844238,7.431581497192383,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/soundgenerators/sndgen_waterfalllarge.dbr,24.438146591186523,15.57524585723877,6.038148880004883,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/scriptentities/rewardchest04.dbr,21.565343856811523,11.979499816894531,11.033134460449219,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/chestmarker_02.dbr,30.0,12.16102123260498,13.5,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/flora/groundcover/mossplantcluster_glow02a.dbr,30.0,12.111766815185547,13.5,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/chestmarker_03.dbr,27.212078094482422,11.979865074157715,10.301654815673828,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/scriptentities/rewardchest03.dbr,26.40428352355957,12.0,15.606191635131836,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/chestmarker_01.dbr,26.40428352355957,12.070772171020508,15.606191635131836,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/scriptentities/bonuschest02.dbr,32.0,12.0,17.5,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/fx/ambient/fx_waterrapids_lrg01.dbr,32.0,12.055004119873047,17.5,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_single02.dbr,7.820743560791016,8.61935806274414,24.406719207763672,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large05.dbr,7.039717674255371,8.86515998840332,26.959747314453125,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,2.4122390747070312,14.054835319519043,30.046615600585938,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,1.4348220825195312,10.154290199279785,27.519119262695312,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/fx/ambient/fx_waterfall_sewer_lrg01.dbr,6.257591247558594,6.9670562744140625,28.099105834960938,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_single01.dbr,8.8722505569458,7.929788589477539,26.74753189086914,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/soundgenerators/sndgen_waterfalllarge.dbr,10.638964653015137,9.893631935119629,25.952417373657227,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/chestmarker_02.dbr,21.622352600097656,12.076080322265625,24.17689323425293,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/scriptentities/rewardchest01.dbr,24.5,12.0,22.5,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/chestmarker_02.dbr,24.5,12.028499603271484,22.5,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/scriptentities/rewardchest02.dbr,24.5,12.0,19.0,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/scriptentities/bonuschest01.dbr,24.5,12.058189392089844,19.0,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/chestmarker_01.dbr,28.636638641357422,12.18368911743164,20.83954620361328,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/fx/ambient/fx_waterfallbase_lrg01.dbr,28.636638641357422,12.157872200012207,20.83954620361328,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/flora/groundcover/mossplantcluster_glow01e.dbr,46.5350341796875,4.28463888168335,4.006019115447998,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large05.dbr,36.34519958496094,11.971813201904297,14.91501235961914,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/flora/groundcover/mossplantcluster_glow01e.dbr,51.42878341674805,5.53370475769043,2.560882568359375,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large04_nofade.dbr,50.98325729370117,9.532175064086914,32.77800750732422,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large05.dbr,51.57008361816406,8.93099594116211,27.95372772216797,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large03_nofade.dbr,41.993141174316406,14.740747451782227,19.683807373046875,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large05_nofade.dbr,46.78142547607422,11.033292770385742,23.486900329589844,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large03.dbr,42.05115509033203,10.491336822509766,17.893539428710938,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,50.49081802368164,13.615142822265625,27.126476287841797,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,49.94662857055664,10.015396118164062,24.82470703125,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large01_nofade.dbr,62.62278366088867,7.711422920227051,32.283477783203125,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_single02.dbr,55.17412567138672,8.217596054077148,32.5111083984375,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large05.dbr,48.70281982421875,6.228296279907227,20.72832489013672,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,45.122135162353516,5.53370475769043,15.169456481933594,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/fx/ambient/fx_waterrapids_lrg01.dbr,51.20940399169922,3.947956085205078,15.964454650878906,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/fx/ambient/fx_waterrapids_lrg01.dbr,43.268089294433594,8.61935806274414,0.6646513938903809,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/fx/ambient/fx_waterfall_sewer_lrg01.dbr,35.88389587402344,8.619363784790039,2.8554515838623047,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large04.dbr,44.134185791015625,7.380282878875732,3.4326930046081543,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,39.98086166381836,10.007617950439453,10.87778091430664,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large02.dbr,39.48945999145508,6.953911304473877,7.113924503326416,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/fx/ambient/fx_waterfall_sewer_lrg01.dbr,39.57430648803711,11.999418258666992,8.535358428955078,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large03.dbr,45.241737365722656,7.380296230316162,0.8502650260925293,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/soundgenerators/sndgen_waterfalllarge.dbr,45.033416748046875,6.457021236419678,2.9501185417175293,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/chestmarker_02.dbr,33.310890197753906,11.964508056640625,9.561441421508789,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/scriptentities/rewardchest05.dbr,33.5,12.083796501159668,13.5,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large04.dbr,33.5,12.117238998413086,13.5,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large02.dbr,58.38136291503906,9.459054946899414,3.0973358154296875,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large05.dbr,60.692176818847656,13.23957633972168,3.4510498046875,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_single02.dbr,60.39641571044922,5.928318023681641,8.099075317382812,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large01_nofade.dbr,41.898441314697266,11.952688217163086,22.581710815429688,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large01_nofade.dbr,47.573368072509766,11.018890380859375,26.625019073486328,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large01.dbr,59.670265197753906,8.166211128234863,31.04205894470215,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_single01.dbr,53.415809631347656,4.905998229980469,19.731910705566406,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large03.dbr,55.290184020996094,10.899200439453125,32.65157699584961,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,27.06641387939453,6.829244613647461,47.59726333618164,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large04.dbr,17.385854721069336,10.869483947753906,43.23644256591797,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,13.991308212280273,7.77336311340332,46.96148681640625,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_long02.dbr,4.766204833984375,4.362275123596191,55.03506088256836,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_large01.dbr,18.694557189941406,4.09637975692749,59.59869384765625,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,19.19322967529297,4.649866580963135,56.501861572265625,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_single02.dbr,3.737030029296875,3.740126609802246,45.35366439819336,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,3.41741943359375,7.599051475524902,50.165645599365234,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_single01.dbr,0.219573974609375,9.131770133972168,42.04745101928711,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,0.5113067626953125,12.576241493225098,43.35660934448242,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large04.dbr,16.976055145263672,8.868345260620117,50.484798431396484,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large02.dbr,20.247854232788086,10.515789985656738,46.858123779296875,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/flora/groundcover/mossplantcluster_glow01a.dbr,21.4122371673584,14.296311378479004,44.83098602294922,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_short03.dbr,27.556621551513672,12.22264289855957,39.74629211425781,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large04_nofade.dbr,4.1860504150390625,4.362269401550293,64.52728271484375,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,50.617408752441406,6.370640754699707,63.302738189697266,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,50.88523864746094,8.754007339477539,44.00432586669922,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large03_nofade.dbr,46.09016418457031,8.66353988647461,41.26807403564453,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large01.dbr,48.41559600830078,6.292228698730469,45.13188171386719,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large04.dbr,34.16985321044922,9.624419212341309,40.49553298950195,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,64.36457061767578,11.597975730895996,36.588035583496094,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large01.dbr,50.601322174072266,6.980189323425293,66.83905029296875,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_curved01.dbr,58.56846237182617,8.573572158813477,53.14143753051758,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large05.dbr,51.80033874511719,9.961431503295898,57.096439361572266,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large03_nofade.dbr,49.69818115234375,11.391576766967773,55.40281295776367,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large03.dbr,46.87931823730469,8.097574234008789,52.00741958618164,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_long03.dbr,45.319129943847656,5.025800704956055,52.970115661621094,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,52.5374755859375,9.624401092529297,51.993656158447266,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large05_nofade.dbr,51.697906494140625,7.815324783325195,49.87935256958008,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large03.dbr,49.78256607055664,7.481027603149414,57.805328369140625,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_single01.dbr,42.804832458496094,12.919149398803711,40.7942008972168,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,36.3950080871582,13.638374328613281,38.509674072265625,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/doorsinterior/door_stepsoftorment_epicdoor_frame.dbr,39.66004943847656,7.623437881469727,41.45840835571289,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_single02.dbr,62.70878219604492,7.800670623779297,48.99329376220703,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/triggervolumes/treasureroom_teleport.dbr,58.2069091796875,10.311753273010254,52.58439254760742,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/doorsinterior/door_rewardroom.dbr,58.75336456298828,8.04440689086914,44.969444274902344,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/scriptentities/eventnpc_01.dbr,62.70878219604492,7.800670623779297,48.99329376220703,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large04_nofade.dbr,64.2413330078125,7.532112121582031,50.546966552734375,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large04_nofade.dbr,42.05274200439453,6.4698486328125,63.679901123046875,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large02.dbr,45.16140365600586,8.009008407592773,62.74565505981445,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large03.dbr,43.0193977355957,9.208393096923828,64.18963623046875,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large02_nofade.dbr,40.92770767211914,5.944271087646484,58.77231979370117,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large04.dbr,38.63401794433594,5.884278297424316,62.60683822631836,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/flora/groundcover/mossplantcluster_glow02c.dbr,49.52996063232422,12.451425552368164,63.105743408203125,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/creatures/npcs/merchants/powerups_s01.dbr,53.44391632080078,8.422687530517578,63.37211227416992,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/creatures/npcs/merchants/reallocators01.dbr,56.67217254638672,8.128864288330078,59.180763244628906,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/scriptentities/merchantnpc_01.dbr,56.59956741333008,7.816677093505859,62.59678649902344,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/scriptentities/trappoint_01.dbr,57.580352783203125,8.141002655029297,56.29639434814453,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/controllers/controlobjects/patrolpoint_01.dbr,62.8222541809082,7.479755401611328,60.2164306640625,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/fx/ambient/fx_eldritchrift_medium01.dbr,59.44019317626953,7.250720977783203,67.5068588256836,24d07f95de497b28e26ed184fb1b6a2d,72
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_pillar01_base.dbr,90.6417007446289,7.678081512451172,32.58417510986328,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_long03.dbr,68.8268814086914,3.896638870239258,20.707204818725586,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large05.dbr,70.78672790527344,10.053781509399414,3.486968994140625,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_sloped01.dbr,66.62887573242188,9.220627784729004,44.39366149902344,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,71.63671112060547,10.10055160522461,38.87035369873047,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large05_nofade.dbr,72.0736083984375,7.819070816040039,33.258689880371094,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large05_nofade.dbr,77.51409912109375,7.38346004486084,36.6781005859375,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_single01.dbr,81.3634033203125,8.65199089050293,33.80755615234375,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitetop_large03_nofade.dbr,98.67449188232422,7.370021820068359,32.194190979003906,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/flora/groundcover/mossplantcluster_glow01c.dbr,98.87619018554688,6.685279846191406,31.892263412475586,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmite_large03.dbr,99.90168762207031,7.359443664550781,21.868389129638672,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/fx/lights/light_firelanternflame_green01_noshadow.dbr,98.40547180175781,9.462837219238281,38.821372985839844,,56
survivalmode1/resources/Maps.arc,survivalworld_a.map,records/level art/undergrounds/natural/stalagmitecluster_long01.dbr,91.72271728515625,9.918941497802734,24.829132080078125,,56
