record,archive,display_name,monster_classification,wave,level,own_leech_resist_pct,difficulty_leech_resist_pct,survival_wave_leech_resist_pct,total_leech_resist_pct,max_resist_field,adcth_mult_COUPLED,adcth_mult_DECOUPLED,weapon_portion_raw_LO,weapon_portion_raw_HI,weapon_portion_applied_LO,weapon_portion_applied_HI,heal_per_hit_COUPLED_LO,heal_per_hit_COUPLED_HI,heal_per_hit_DECOUPLED_LO,heal_per_hit_DECOUPLED_HI,mitigation_grade,ehp_lo,ehp_hi,n_sources,sources,grade,basis
records/creatures/anomalies/chthonicvoid_groble.dbr,gdx3,Entropic Void,Common,151,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,58824,60227,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/chthonicvoid_groble.dbr,gdx3,Entropic Void,Common,152,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,58943,60349,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/chthonicvoid_groble.dbr,gdx3,Entropic Void,Common,153,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59063,60472,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/chthonicvoid_groble.dbr,gdx3,Entropic Void,Common,154,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59182,60594,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/chthonicvoid_groble.dbr,gdx3,Entropic Void,Common,155,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59301,60716,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/chthonicvoid_groble.dbr,gdx3,Entropic Void,Common,156,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59421,60838,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/chthonicvoid_groble.dbr,gdx3,Entropic Void,Common,157,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59540,60960,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/chthonicvoid_groble.dbr,gdx3,Entropic Void,Common,158,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59659,61082,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/chthonicvoid_groble.dbr,gdx3,Entropic Void,Common,159,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59779,61205,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/chthonicvoid_groble.dbr,gdx3,Entropic Void,Common,160,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59898,61327,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/eldritchground.dbr,gdx2,Entropic Void,Common,151,105,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59525,61637,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/eldritchground.dbr,gdx2,Entropic Void,Common,152,105,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59646,61762,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/eldritchground.dbr,gdx2,Entropic Void,Common,153,105,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59766,61887,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/eldritchground.dbr,gdx2,Entropic Void,Common,154,105,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59887,62012,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/eldritchground.dbr,gdx2,Entropic Void,Common,155,105,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,60008,62137,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/eldritchground.dbr,gdx2,Entropic Void,Common,156,105,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,60128,62262,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/eldritchground.dbr,gdx2,Entropic Void,Common,157,105,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,60249,62387,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/eldritchground.dbr,gdx2,Entropic Void,Common,158,105,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,60370,62512,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/eldritchground.dbr,gdx2,Entropic Void,Common,159,105,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,60491,62637,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/eldritchground.dbr,gdx2,Entropic Void,Common,160,105,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,60611,62762,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/sandstorm.dbr,gdx2,Entropic Void,Common,151,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,58824,60227,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/sandstorm.dbr,gdx2,Entropic Void,Common,152,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,58943,60349,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/sandstorm.dbr,gdx2,Entropic Void,Common,153,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59063,60472,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/sandstorm.dbr,gdx2,Entropic Void,Common,154,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59182,60594,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/sandstorm.dbr,gdx2,Entropic Void,Common,155,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59301,60716,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/sandstorm.dbr,gdx2,Entropic Void,Common,156,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59421,60838,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/sandstorm.dbr,gdx2,Entropic Void,Common,157,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59540,60960,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/sandstorm.dbr,gdx2,Entropic Void,Common,158,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59659,61082,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/sandstorm.dbr,gdx2,Entropic Void,Common,159,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59779,61205,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/anomalies/sandstorm.dbr,gdx2,Entropic Void,Common,160,104,500.0,65.0,0.0,565.0,0.0,0.0,1.0,9674.04,23330.1,0.0,0.0,0.0,0.0,0.0,0.0,MEASURED,59898,61327,1,passiveproperties_trap.dbr.defensiveSlowLifeLeach=500.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_a01.dbr,sm1,Aetherial Bloater,Common,151,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9033.54,22689.6,810.038,2034.576,2314.393,5813.076,MEASURED,237398,242263,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_a01.dbr,sm1,Aetherial Bloater,Common,152,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9033.54,22689.6,810.038,2034.576,2314.393,5813.076,MEASURED,237844,242715,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_a01.dbr,sm1,Aetherial Bloater,Common,153,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9033.54,22689.6,810.038,2034.576,2314.393,5813.076,MEASURED,238291,243167,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_a01.dbr,sm1,Aetherial Bloater,Common,154,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9033.54,22689.6,810.038,2034.576,2314.393,5813.076,MEASURED,238737,243619,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_a01.dbr,sm1,Aetherial Bloater,Common,155,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9033.54,22689.6,810.038,2034.576,2314.393,5813.076,MEASURED,239183,244071,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_a01.dbr,sm1,Aetherial Bloater,Common,156,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9033.54,22689.6,810.038,2034.576,2314.393,5813.076,MEASURED,239629,244523,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_a01.dbr,sm1,Aetherial Bloater,Common,157,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9033.54,22689.6,810.038,2034.576,2314.393,5813.076,MEASURED,240076,244975,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_a01.dbr,sm1,Aetherial Bloater,Common,158,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9033.54,22689.6,810.038,2034.576,2314.393,5813.076,MEASURED,240522,245427,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_a01.dbr,sm1,Aetherial Bloater,Common,159,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9033.54,22689.6,810.038,2034.576,2314.393,5813.076,MEASURED,240968,245879,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_a01.dbr,sm1,Aetherial Bloater,Common,160,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9033.54,22689.6,810.038,2034.576,2314.393,5813.076,MEASURED,241414,246331,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_b01.dbr,sm1,Aetherial Bileeater,Champion,151,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,8801.84,22457.9,789.261,2013.8,2255.031,5753.714,MEASURED,415191,432555,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_b01.dbr,sm1,Aetherial Bileeater,Champion,152,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,8801.84,22457.9,789.261,2013.8,2255.031,5753.714,MEASURED,415965,433349,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_b01.dbr,sm1,Aetherial Bileeater,Champion,153,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,8801.84,22457.9,789.261,2013.8,2255.031,5753.714,MEASURED,416740,434144,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_b01.dbr,sm1,Aetherial Bileeater,Champion,154,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,8801.84,22457.9,789.261,2013.8,2255.031,5753.714,MEASURED,417515,434938,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_b01.dbr,sm1,Aetherial Bileeater,Champion,155,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,8801.84,22457.9,789.261,2013.8,2255.031,5753.714,MEASURED,418289,435732,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_b01.dbr,sm1,Aetherial Bileeater,Champion,156,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,8801.84,22457.9,789.261,2013.8,2255.031,5753.714,MEASURED,419064,436527,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_b01.dbr,sm1,Aetherial Bileeater,Champion,157,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,8801.84,22457.9,789.261,2013.8,2255.031,5753.714,MEASURED,419838,437321,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_b01.dbr,sm1,Aetherial Bileeater,Champion,158,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,8801.84,22457.9,789.261,2013.8,2255.031,5753.714,MEASURED,420613,438116,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_b01.dbr,sm1,Aetherial Bileeater,Champion,159,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,8801.84,22457.9,789.261,2013.8,2255.031,5753.714,MEASURED,421388,438910,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_b01.dbr,sm1,Aetherial Bileeater,Champion,160,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,8801.84,22457.9,789.261,2013.8,2255.031,5753.714,MEASURED,422162,439704,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialbloater_b01_summon.dbr,sm1,Aetherial Bileeater,Champion,151,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,8801.84,22457.9,789.261,2013.8,2255.031,5753.714,MEASURED,415191,450731,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
