archive,map,row_index,dbr,v2_dbr,x,y,z,guid,record_size,string_index,file_offset,label_source,parse_gate
survivalmode1/resources/Maps.arc,survivalworld_a.map,31,records/level art/undergrounds/natural/stalagmitecluster_blockermedium01.dbr,records/level art/undergrounds/natural/stalagmite_large03.dbr,23.394506454467773,13.868566513061523,31.794174194335938,,56,17,1848242,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,32,records/level art/undergrounds/natural/stalagmite_large03.dbr,records/fx/lights/light_ugambientlowbluea01.dbr,28.227741241455078,15.134530067443848,41.2703971862793,,56,6,1848298,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,33,records/fx/lights/light_ugambientlowbluea01.dbr,records/fx/ambient/fx_waterrapids_lrg01.dbr,54.40870666503906,15.288593292236328,39.03622817993164,,56,4,1848354,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,34,records/fx/ambient/fx_waterrapids_lrg01.dbr,records/level art/flora/groundcover/mossplantcluster_glow01d.dbr,12.108938217163086,8.619361877441406,10.89631462097168,,56,18,1848410,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,35,records/level art/flora/groundcover/mossplantcluster_glow01d.dbr,records/level art/undergrounds/natural/stalagmitecluster_long03.dbr,19.4378719329834,11.980001449584961,19.130111694335938,,56,19,1848466,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,36,records/level art/undergrounds/natural/stalagmitecluster_long03.dbr,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,22.5847225189209,12.556458473205566,27.493072509765625,,56,2,1848522,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,37,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,records/level art/undergrounds/natural/stalagmitetop_large03.dbr,17.958837509155273,12.486387252807617,10.909305572509766,,56,14,1848578,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,38,records/level art/undergrounds/natural/stalagmitetop_large03.dbr,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,12.460744857788086,6.885143280029297,25.560897827148438,,56,20,1848634,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,39,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,21.154760360717773,11.309538841247559,5.47374153137207,,56,5,1848690,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,40,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,records/level art/undergrounds/natural/stalagmite_large05.dbr,27.611446380615234,12.622164726257324,1.4281949996948242,,56,21,1848746,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,41,records/level art/undergrounds/natural/stalagmite_large05.dbr,records/level art/undergrounds/natural/stalagmite_large05.dbr,1.23931884765625,14.416067123413086,3.2111358642578125,,56,15,1848802,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,42,records/level art/undergrounds/natural/stalagmite_large05.dbr,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,19.849538803100586,13.600567817687988,4.041383743286133,,56,15,1848858,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,43,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,records/level art/undergrounds/natural/stalagmite_large05.dbr,0.8354949951171875,10.932472229003906,19.334793090820312,,56,21,1848914,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,44,records/level art/undergrounds/natural/stalagmite_large05.dbr,records/level art/undergrounds/natural/stalagmite_large05.dbr,1.1729812622070312,14.362591743469238,23.739395141601562,,56,15,1848970,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,45,records/level art/undergrounds/natural/stalagmite_large05.dbr,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,15.759832382202148,15.895397186279297,23.434036254882812,,56,15,1849026,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,46,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,records/level art/undergrounds/natural/stalagmitetop_large04_nofade.dbr,14.469961166381836,9.384917259216309,13.210742950439453,,56,5,1849082,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,47,records/level art/undergrounds/natural/stalagmitetop_large04_nofade.dbr,records/level art/undergrounds/natural/stalagmitetop_large05_nofade.dbr,16.4621639251709,10.855753898620605,14.816226959228516,,56,8,1849138,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,48,records/level art/undergrounds/natural/stalagmitetop_large05_nofade.dbr,records/level art/undergrounds/natural/stalagmite_large04.dbr,15.983465194702148,10.951112747192383,24.894180297851562,,56,3,1849194,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,49,records/level art/undergrounds/natural/stalagmite_large04.dbr,records/level art/undergrounds/natural/stalagmitetop_large02_nofade.dbr,11.944494247436523,14.526603698730469,11.434860229492188,,56,11,1849250,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,50,records/level art/undergrounds/natural/stalagmitetop_large02_nofade.dbr,records/level art/undergrounds/natural/stalagmite_single01.dbr,24.74359703063965,14.991253852844238,7.431581497192383,,56,22,1849306,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,51,records/level art/undergrounds/natural/stalagmite_single01.dbr,records/soundgenerators/sndgen_waterfalllarge.dbr,24.438146591186523,15.57524585723877,6.038148880004883,,56,23,1849362,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,52,records/soundgenerators/sndgen_waterfalllarge.dbr,records/scriptentities/rewardchest04.dbr,21.565343856811523,11.979499816894531,11.033134460449219,,56,24,1849418,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,53,records/scriptentities/rewardchest04.dbr,records/level art/chestmarker_02.dbr,30.0,12.16102123260498,13.5,,56,25,1849474,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,54,records/level art/chestmarker_02.dbr,records/level art/flora/groundcover/mossplantcluster_glow02a.dbr,30.0,12.111766815185547,13.5,,56,26,1849530,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,55,records/level art/flora/groundcover/mossplantcluster_glow02a.dbr,records/level art/chestmarker_03.dbr,27.212078094482422,11.979865074157715,10.301654815673828,,56,27,1849586,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,56,records/level art/chestmarker_03.dbr,records/scriptentities/rewardchest03.dbr,26.40428352355957,12.0,15.606191635131836,,56,28,1849642,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,57,records/scriptentities/rewardchest03.dbr,records/level art/chestmarker_01.dbr,26.40428352355957,12.070772171020508,15.606191635131836,,56,29,1849698,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,58,records/level art/chestmarker_01.dbr,records/scriptentities/bonuschest02.dbr,32.0,12.0,17.5,,56,30,1849754,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,59,records/scriptentities/bonuschest02.dbr,records/fx/ambient/fx_waterrapids_lrg01.dbr,32.0,12.055004119873047,17.5,,56,31,1849810,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,60,records/fx/ambient/fx_waterrapids_lrg01.dbr,records/level art/undergrounds/natural/stalagmite_single02.dbr,7.820743560791016,8.61935806274414,24.406719207763672,,56,18,1849866,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,61,records/level art/undergrounds/natural/stalagmite_single02.dbr,records/level art/undergrounds/natural/stalagmite_large05.dbr,7.039717674255371,8.86515998840332,26.959747314453125,,56,32,1849922,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,62,records/level art/undergrounds/natural/stalagmite_large05.dbr,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,2.4122390747070312,14.054835319519043,30.046615600585938,,56,15,1849978,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,63,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,1.4348220825195312,10.154290199279785,27.519119262695312,,56,5,1850034,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,64,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,records/fx/ambient/fx_waterfall_sewer_lrg01.dbr,6.257591247558594,6.9670562744140625,28.099105834960938,,56,21,1850090,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,65,records/fx/ambient/fx_waterfall_sewer_lrg01.dbr,records/level art/undergrounds/natural/stalagmite_single01.dbr,8.8722505569458,7.929788589477539,26.74753189086914,,56,33,1850146,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,66,records/level art/undergrounds/natural/stalagmite_single01.dbr,records/soundgenerators/sndgen_waterfalllarge.dbr,10.638964653015137,9.893631935119629,25.952417373657227,,56,23,1850202,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,67,records/soundgenerators/sndgen_waterfalllarge.dbr,records/level art/chestmarker_02.dbr,21.622352600097656,12.076080322265625,24.17689323425293,,56,24,1850258,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,68,records/level art/chestmarker_02.dbr,records/scriptentities/rewardchest01.dbr,24.5,12.0,22.5,,56,26,1850314,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,69,records/scriptentities/rewardchest01.dbr,records/level art/chestmarker_02.dbr,24.5,12.028499603271484,22.5,,56,34,1850370,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,70,records/level art/chestmarker_02.dbr,records/scriptentities/rewardchest02.dbr,24.5,12.0,19.0,,56,26,1850426,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,71,records/scriptentities/rewardchest02.dbr,records/scriptentities/bonuschest01.dbr,24.5,12.058189392089844,19.0,,56,35,1850482,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,72,records/scriptentities/bonuschest01.dbr,records/level art/chestmarker_01.dbr,28.636638641357422,12.18368911743164,20.83954620361328,,56,36,1850538,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,73,records/level art/chestmarker_01.dbr,records/fx/ambient/fx_waterfallbase_lrg01.dbr,28.636638641357422,12.157872200012207,20.83954620361328,,56,30,1850594,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,74,records/fx/ambient/fx_waterfallbase_lrg01.dbr,records/level art/flora/groundcover/mossplantcluster_glow01e.dbr,46.5350341796875,4.28463888168335,4.006019115447998,,56,9,1850650,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,75,records/level art/flora/groundcover/mossplantcluster_glow01e.dbr,records/level art/undergrounds/natural/stalagmite_large05.dbr,36.34519958496094,11.971813201904297,14.91501235961914,,56,37,1850706,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,76,records/level art/undergrounds/natural/stalagmite_large05.dbr,records/level art/flora/groundcover/mossplantcluster_glow01e.dbr,51.42878341674805,5.53370475769043,2.560882568359375,,56,15,1850762,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,77,records/level art/flora/groundcover/mossplantcluster_glow01e.dbr,records/level art/undergrounds/natural/stalagmitetop_large04_nofade.dbr,50.98325729370117,9.532175064086914,32.77800750732422,,56,37,1850818,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,78,records/level art/undergrounds/natural/stalagmitetop_large04_nofade.dbr,records/level art/undergrounds/natural/stalagmite_large05.dbr,51.57008361816406,8.93099594116211,27.95372772216797,,56,8,1850874,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,79,records/level art/undergrounds/natural/stalagmite_large05.dbr,records/level art/undergrounds/natural/stalagmitetop_large03_nofade.dbr,41.993141174316406,14.740747451782227,19.683807373046875,,56,15,1850930,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,80,records/level art/undergrounds/natural/stalagmitetop_large03_nofade.dbr,records/level art/undergrounds/natural/stalagmitetop_large05_nofade.dbr,46.78142547607422,11.033292770385742,23.486900329589844,,56,38,1850986,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,81,records/level art/undergrounds/natural/stalagmitetop_large05_nofade.dbr,records/level art/undergrounds/natural/stalagmite_large03.dbr,42.05115509033203,10.491336822509766,17.893539428710938,,56,3,1851042,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,82,records/level art/undergrounds/natural/stalagmite_large03.dbr,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,50.49081802368164,13.615142822265625,27.126476287841797,,56,6,1851098,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,83,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,49.94662857055664,10.015396118164062,24.82470703125,,56,21,1851154,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,84,records/level art/undergrounds/natural/stalagmitetop_large02.dbr,records/level art/undergrounds/natural/stalagmitetop_large01_nofade.dbr,62.62278366088867,7.711422920227051,32.283477783203125,,56,21,1851210,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
