entry_id,wave,t_abs_s,t_since_wave_s,r_gpx,r_m_lo119,r_m_hi125,bearing_deg,n_frames,lifetime_s,r_min_gpx,basis
E00016,151,684.6167,1.6167,795.597,6.6857,6.3648,345.427,10,0.1666,790.521,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00017,151,684.95,1.95,1055.279,8.8679,8.4422,106.799,185,3.2167,1044.578,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00018,151,685.7667,2.7667,575.254,4.8341,4.602,281.227,21,0.3333,574.868,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00019,151,685.7667,2.7667,563.535,4.7356,4.5083,273.663,73,1.3,548.803,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00020,151,685.7667,2.7667,203.43,1.7095,1.6274,281.627,132,2.5,87.179,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00021,151,685.8,2.8,571.458,4.8022,4.5717,275.422,22,0.4,563.535,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00022,151,685.9667,2.9667,300.069,2.5216,2.4006,42.566,7,0.25,270.534,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00023,151,686.0167,3.0167,172.11,1.4463,1.3769,34.991,7,0.1666,172.11,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00024,151,686.0167,3.0167,197.922,1.6632,1.5834,336.135,25,0.5,156.839,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00025,151,686.0167,3.0167,1124.385,9.4486,8.9951,46.918,76,1.25,1112.933,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00026,151,686.0167,3.0167,675.023,5.6725,5.4002,359.526,87,1.5333,591.355,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00027,151,686.05,3.05,245.05,2.0592,1.9604,30.103,29,1.0167,245.05,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00028,151,686.1667,3.1667,152.927,1.2851,1.2234,53.483,12,0.5833,152.927,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00029,151,686.2833,3.2833,240.709,2.0228,1.9257,340.57,26,0.5834,190.77,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00030,151,686.3833,3.3833,121.836,1.0238,0.9747,58.863,7,0.1667,91.962,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00031,151,686.3833,3.3833,150.046,1.2609,1.2004,358.578,8,0.2,118.327,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00032,151,686.4,3.4,67.101,0.5639,0.5368,169.608,9,0.3333,66.321,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00033,151,686.4667,3.4667,97.844,0.8222,0.7828,36.157,8,0.2166,72.054,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00034,151,686.4667,3.4667,252.632,2.123,2.0211,19.596,9,0.4833,252.632,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00035,151,686.5,3.5,390.897,3.2848,3.1272,66.159,9,0.2667,390.897,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00036,151,686.5333,3.5333,403.137,3.3877,3.2251,66.151,9,0.2834,340.656,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00037,151,686.55,3.55,73.275,0.6158,0.5862,41.358,8,0.1333,73.222,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00038,151,686.5833,3.5833,152.594,1.2823,1.2208,338.524,14,0.2167,151.339,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00039,151,686.5833,3.5833,701.679,5.8965,5.6134,333.692,126,2.2667,41.738,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00040,151,686.6,3.6,22.972,0.193,0.1838,336.088,18,0.4833,17.655,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00041,151,686.65,3.65,107.146,0.9004,0.8572,182.989,6,0.15,104.15,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00042,151,686.6833,3.6833,81.737,0.6869,0.6539,11.832,18,0.45,33.407,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00043,151,686.7333,3.7333,568.933,4.7809,4.5515,269.396,21,0.3334,554.935,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00044,151,686.9333,3.9333,244.624,2.0557,1.957,83.427,7,0.1667,238.303,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00045,151,687.1833,4.1833,451.677,3.7956,3.6134,52.334,13,0.3834,451.677,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00046,151,687.2667,4.2667,467.732,3.9305,3.7419,63.869,6,0.1833,467.732,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00047,151,687.35,4.35,396.796,3.3344,3.1744,63.991,6,0.1667,396.796,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00048,151,687.5167,4.5167,460.12,3.8666,3.681,60.009,10,0.2833,380.75,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00049,151,687.5167,4.5167,518.344,4.3558,4.1467,64.151,10,0.3666,424.472,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00050,151,687.6167,4.6167,571.898,4.8059,4.5752,266.391,24,0.4166,555.375,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00051,151,687.6333,4.6333,582.432,4.8944,4.6595,281.488,11,0.1667,582.037,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00052,151,687.6333,4.6333,573.694,4.821,4.5896,262.589,25,0.4,561.174,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00053,151,687.7167,4.7167,374.728,3.149,2.9978,14.976,6,0.2333,211.074,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00054,151,687.75,4.75,282.892,2.3772,2.2631,66.677,9,0.3167,259.64,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00055,151,687.8667,4.8667,317.245,2.6659,2.538,29.543,8,0.15,236.12,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00056,151,687.8667,4.8667,1282.572,10.7779,10.2606,52.036,26,0.4166,1160.09,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00057,151,688.1,5.1,151.567,1.2737,1.2125,330.564,6,0.0833,140.531,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00058,151,688.1,5.1,285.854,2.4021,2.2868,90.401,7,0.2,245.865,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00059,151,688.4,5.4,579.895,4.8731,4.6392,95.442,8,0.2667,564.102,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00060,151,688.5167,5.5167,221.176,1.8586,1.7694,64.275,10,0.2833,189.137,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00061,151,688.5167,5.5167,100.209,0.8421,0.8017,58.74,18,0.5833,89.509,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00062,151,688.55,5.55,65.177,0.5477,0.5214,90.0,10,0.2167,65.177,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00063,151,688.55,5.55,392.83,3.3011,3.1426,75.252,11,0.35,302.805,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00064,151,688.5833,5.5833,180.702,1.5185,1.4456,88.414,34,0.7167,180.702,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00065,151,688.6333,5.6333,520.183,4.3713,4.1615,109.075,6,0.2167,498.4,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00066,151,688.65,5.65,115.326,0.9691,0.9226,129.915,10,0.3167,115.326,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00067,151,688.65,5.65,564.39,4.7428,4.5151,106.893,9,0.4333,520.075,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00068,151,688.7333,5.7333,633.31,5.3219,5.0665,105.947,10,0.3667,509.122,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00069,151,688.8167,5.8167,293.348,2.4651,2.3468,94.693,6,0.1333,214.386,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00070,151,688.85,5.85,470.323,3.9523,3.7626,97.329,6,0.15,435.53,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00071,151,688.8667,5.8667,447.378,3.7595,3.579,114.849,8,0.2833,427.727,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00072,151,688.9,5.9,297.318,2.4985,2.3785,95.21,30,1.1,220.067,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00073,151,688.95,5.95,416.269,3.4981,3.3302,108.488,8,0.2333,395.625,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00074,151,688.9667,5.9667,189.572,1.593,1.5166,166.074,9,0.2166,188.105,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00075,151,688.9667,5.9667,371.673,3.1233,2.9734,112.795,9,0.3666,289.904,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00076,151,688.9833,5.9833,227.654,1.9131,1.8212,73.147,19,0.7834,100.302,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00077,151,688.9833,5.9833,1059.134,8.9003,8.4731,106.793,42,0.7834,1045.468,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00078,151,689.0167,6.0167,211.156,1.7744,1.6892,156.066,7,0.2166,208.165,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00079,151,689.05,6.05,306.016,2.5716,2.4481,118.071,11,0.3,300.941,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00080,151,689.1667,6.1667,1382.032,11.6137,11.0563,47.595,15,0.2333,1305.996,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00081,151,689.1667,6.1667,233.402,1.9614,1.8672,81.624,10,0.3,233.402,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00082,151,689.1833,6.1833,205.831,1.7297,1.6466,155.976,9,0.1667,145.641,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00083,151,689.2,6.2,205.798,1.7294,1.6464,153.39,7,0.1333,159.921,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00084,151,689.2,6.2,558.764,4.6955,4.4701,273.489,45,0.7333,558.087,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00085,151,689.2333,6.2333,109.082,0.9167,0.8727,107.059,6,0.1,88.353,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00086,151,689.25,6.25,171.121,1.438,1.369,186.561,25,0.4333,70.035,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00087,151,689.3167,6.3167,173.291,1.4562,1.3863,54.756,16,0.4666,51.953,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00088,151,689.3333,6.3333,372.526,3.1305,2.9802,105.252,8,0.3,326.969,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00089,151,689.3833,6.3833,1031.241,8.6659,8.2499,72.622,45,0.7667,945.421,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00090,151,689.4,6.4,239.199,2.0101,1.9136,85.204,6,0.1167,238.151,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00091,151,689.4,6.4,256.709,2.1572,2.0537,75.563,6,0.2167,233.005,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00092,151,689.4833,6.4833,515.198,4.3294,4.1216,286.694,11,0.25,515.198,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00093,151,689.55,6.55,446.771,3.7544,3.5742,275.008,24,0.3833,430.782,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00094,151,689.5667,6.5667,1161.242,9.7583,9.2899,60.83,30,0.5,977.058,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00095,151,689.5667,6.5667,1198.299,10.0697,9.5864,57.548,101,1.8,474.469,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00096,151,689.5833,6.5833,169.348,1.4231,1.3548,56.69,9,0.2167,160.642,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00097,151,689.6167,6.6167,383.278,3.2208,3.0662,106.834,11,0.3833,365.119,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00098,151,689.6833,6.6833,395.582,3.3242,3.1647,111.971,7,0.2,365.094,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00099,151,689.7,6.7,188.812,1.5867,1.5105,127.906,6,0.1167,187.865,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00100,151,689.7333,6.7333,1191.347,10.0113,9.5308,34.57,16,0.25,1118.961,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00101,151,689.8,6.8,180.425,1.5162,1.4434,56.722,9,0.3,149.511,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00102,151,690.0833,7.0833,1076.001,9.042,8.608,56.173,44,0.7834,652.493,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
