actor_id,record_path,record_archive,display_name,wave,spawn_level,threat_tier,is_champion,monster_classification,charlevel_equation,halt_class,halt_attr,halt_own,attr_mult_physical_pierce,attr_mult_magical,bio_record,bio_archive,dex_equation,dex_bio_value,dex_skill_add,dex_total,dex_source,dex_skill_sources,int_equation,int_bio_value,int_skill_add,int_total,int_source,int_skill_sources,str_equation,str_bio_value,str_skill_add,str_total,str_source,oa_equation,oa_bio_value,oa_skill_add,oa_total,oa_source,da_equation,da_bio_value,da_skill_add,da_total,da_source,own_total_damage_modifier_pct,own_tdm_state,own_tdm_lapI_crosscheck,own_tdm_n_sources,own_tdm_sources,own_tdm_slots_checked,pool_proxy_levels,level_basis,dex_total_at_proxy_lo,dex_total_at_proxy_hi,int_total_at_proxy_lo,int_total_at_proxy_hi,own_tdm_at_proxy_lo,own_tdm_at_proxy_hi
w155_a014,records/creatures/enemies/aetherialcorruption_c01.dbr,sm1,Fleshwarped Aberration,155,103,trash,False,Champion,charLevel*1+1,attr_only,True,False,4.38,4.013953,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr,gdx1,(charLevel*7.7)+35,828.1,0.0,828.1,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterDexterity,ABSENT on all 7 own skill slots,(charLevel*6)+30,648.0,0.0,648.0,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterIntelligence,ABSENT on all 7 own skill slots,(charLevel*6.4)+30,689.2,0.0,689.2,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterStrength,(charLevel*6.5)+60,729.5,-4.0,725.5,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterOffensiveAbility,(charLevel*4.5)+35,498.5,0.0,498.5,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterDefensiveAbility,45.0,MEASURED,AGREE,2,"records/skills/nonplayerskills/passive/damage_totaladjuster.dbr::offensiveTotalDamageModifier[4]=20.0(IN-RANGE,rank=5) | records/skills/nonplayerskills/passive/armorbase03.dbr::offensiveTotalDamageModifier[102]=25.0(IN-RANGE,rank=103)",records/skills/nonplayerskills/passive/damage_totaladjuster.dbr | records/skills/nonplayerskills/passive/damagebase_physical02.dbr | records/skills/nonplayerskills/passive/armorbase03.dbr | records/skills/nonplayerskillsgdx1/passive/passiveproperties_aetherialcorruptionchampion.dbr | records/skills/nonplayerskillsgdx1/attackmelee/aetherialcorruption_poisonpincer.dbr | records/skills/nonplayerskillsgdx1/buffattackradius/aetherialcorruption_rotskin.dbr | records/skills/nonplayerskillsgdx1/attackprojectilering/aetherialcorruption_poisonprojectilenova.dbr,103|104,AGREE,828.1,835.8,648.0,654.0,45.0,45.0
w155_a015,records/creatures/enemies/aetherialcorruption_c01.dbr,sm1,Fleshwarped Aberration,155,103,trash,False,Champion,charLevel*1+1,attr_only,True,False,4.38,4.013953,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr,gdx1,(charLevel*7.7)+35,828.1,0.0,828.1,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterDexterity,ABSENT on all 7 own skill slots,(charLevel*6)+30,648.0,0.0,648.0,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterIntelligence,ABSENT on all 7 own skill slots,(charLevel*6.4)+30,689.2,0.0,689.2,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterStrength,(charLevel*6.5)+60,729.5,-4.0,725.5,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterOffensiveAbility,(charLevel*4.5)+35,498.5,0.0,498.5,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterDefensiveAbility,45.0,MEASURED,AGREE,2,"records/skills/nonplayerskills/passive/damage_totaladjuster.dbr::offensiveTotalDamageModifier[4]=20.0(IN-RANGE,rank=5) | records/skills/nonplayerskills/passive/armorbase03.dbr::offensiveTotalDamageModifier[102]=25.0(IN-RANGE,rank=103)",records/skills/nonplayerskills/passive/damage_totaladjuster.dbr | records/skills/nonplayerskills/passive/damagebase_physical02.dbr | records/skills/nonplayerskills/passive/armorbase03.dbr | records/skills/nonplayerskillsgdx1/passive/passiveproperties_aetherialcorruptionchampion.dbr | records/skills/nonplayerskillsgdx1/attackmelee/aetherialcorruption_poisonpincer.dbr | records/skills/nonplayerskillsgdx1/buffattackradius/aetherialcorruption_rotskin.dbr | records/skills/nonplayerskillsgdx1/attackprojectilering/aetherialcorruption_poisonprojectilenova.dbr,103|104,AGREE,828.1,835.8,648.0,654.0,45.0,45.0
w155_a016,records/creatures/enemies/aetherialcorruption_c01.dbr,sm1,Fleshwarped Aberration,155,103,trash,False,Champion,charLevel*1+1,attr_only,True,False,4.38,4.013953,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr,gdx1,(charLevel*7.7)+35,828.1,0.0,828.1,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterDexterity,ABSENT on all 7 own skill slots,(charLevel*6)+30,648.0,0.0,648.0,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterIntelligence,ABSENT on all 7 own skill slots,(charLevel*6.4)+30,689.2,0.0,689.2,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterStrength,(charLevel*6.5)+60,729.5,-4.0,725.5,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterOffensiveAbility,(charLevel*4.5)+35,498.5,0.0,498.5,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterDefensiveAbility,45.0,MEASURED,AGREE,2,"records/skills/nonplayerskills/passive/damage_totaladjuster.dbr::offensiveTotalDamageModifier[4]=20.0(IN-RANGE,rank=5) | records/skills/nonplayerskills/passive/armorbase03.dbr::offensiveTotalDamageModifier[102]=25.0(IN-RANGE,rank=103)",records/skills/nonplayerskills/passive/damage_totaladjuster.dbr | records/skills/nonplayerskills/passive/damagebase_physical02.dbr | records/skills/nonplayerskills/passive/armorbase03.dbr | records/skills/nonplayerskillsgdx1/passive/passiveproperties_aetherialcorruptionchampion.dbr | records/skills/nonplayerskillsgdx1/attackmelee/aetherialcorruption_poisonpincer.dbr | records/skills/nonplayerskillsgdx1/buffattackradius/aetherialcorruption_rotskin.dbr | records/skills/nonplayerskillsgdx1/attackprojectilering/aetherialcorruption_poisonprojectilenova.dbr,103|104,AGREE,828.1,835.8,648.0,654.0,45.0,45.0
w155_a017,records/creatures/enemies/aetherialcorruption_c01.dbr,sm1,Fleshwarped Aberration,155,103,trash,False,Champion,charLevel*1+1,attr_only,True,False,4.38,4.013953,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr,gdx1,(charLevel*7.7)+35,828.1,0.0,828.1,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterDexterity,ABSENT on all 7 own skill slots,(charLevel*6)+30,648.0,0.0,648.0,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterIntelligence,ABSENT on all 7 own skill slots,(charLevel*6.4)+30,689.2,0.0,689.2,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterStrength,(charLevel*6.5)+60,729.5,-4.0,725.5,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterOffensiveAbility,(charLevel*4.5)+35,498.5,0.0,498.5,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr::characterDefensiveAbility,45.0,MEASURED,AGREE,2,"records/skills/nonplayerskills/passive/damage_totaladjuster.dbr::offensiveTotalDamageModifier[4]=20.0(IN-RANGE,rank=5) | records/skills/nonplayerskills/passive/armorbase03.dbr::offensiveTotalDamageModifier[102]=25.0(IN-RANGE,rank=103)",records/skills/nonplayerskills/passive/damage_totaladjuster.dbr | records/skills/nonplayerskills/passive/damagebase_physical02.dbr | records/skills/nonplayerskills/passive/armorbase03.dbr | records/skills/nonplayerskillsgdx1/passive/passiveproperties_aetherialcorruptionchampion.dbr | records/skills/nonplayerskillsgdx1/attackmelee/aetherialcorruption_poisonpincer.dbr | records/skills/nonplayerskillsgdx1/buffattackradius/aetherialcorruption_rotskin.dbr | records/skills/nonplayerskillsgdx1/attackprojectilering/aetherialcorruption_poisonprojectilenova.dbr,103|104,AGREE,828.1,835.8,648.0,654.0,45.0,45.0
w156_a000,records/creatures/enemies/boss&quest/witch_janaxia.dbr,sm1,"Janaxia, the Betrayer",156,109,boss,False,Quest,charLevel*1,both,True,True,4.783673,4.804651,records/creatures/enemies/bios/bio_boss_witch_jaanxia.dbr,sm1,(charLevel*8)+55,927.0,0.0,927.0,records/creatures/enemies/bios/bio_boss_witch_jaanxia.dbr::characterDexterity,ABSENT on all 12 own skill slots,(charLevel*7)+55,818.0,0.0,818.0,records/creatures/enemies/bios/bio_boss_witch_jaanxia.dbr::characterIntelligence,ABSENT on all 12 own skill slots,(charLevel*6.5)+50,758.5,0.0,758.5,records/creatures/enemies/bios/bio_boss_witch_jaanxia.dbr::characterStrength,(charLevel*7)+100,863.0,0.0,863.0,records/creatures/enemies/bios/bio_boss_witch_jaanxia.dbr::characterOffensiveAbility,(charLevel*6.3)+50,736.7,0.0,736.7,records/creatures/enemies/bios/bio_boss_witch_jaanxia.dbr::characterDefensiveAbility,41.0,MEASURED,AGREE,2,"records/skills/nonplayerskills/passive/damage_totaladjuster.dbr::offensiveTotalDamageModifier[3]=16.0(IN-RANGE,rank=4) | records/skills/nonplayerskills/passive/armorbase05.dbr::offensiveTotalDamageModifier[108]=25.0(IN-RANGE,rank=109)",records/skills/nonplayerskills/passive/damage_totaladjuster.dbr | records/skills/nonplayerskills/passive/damagebonus_physical03.dbr | records/skills/nonplayerskills/passive/armorbase05.dbr | records/skills/nonplayerskills/passive/resists_heroboss.dbr | records/skills/nonplayerskillsgdx1/bossskills/passive/witch_janaxia_passiveproperties_01.dbr | records/skills/nonplayerskills/bossskills/boss_chest_02.dbr | records/skills/nonplayerskillsgdx1/bossskills/witch_necroticmissiles.dbr | records/skills/nonplayerskillsgdx1/bossskills/witch_commandoozenovaturret.dbr | records/skills/nonplayerskillsgdx1/bossskills/witch_necroticprojectilenova.dbr | records/skills/nonplayerskillsgdx1/bossskills/witch_goregeyser.dbr | records/skills/nonplayerskillsgdx1/bossskills/witch_summonwraiths.dbr | records/skills/nonplayerskillsgdx1/bossskills/witch_vitalityzap.dbr,106|107|108,DIVERGENT,903.0,919.0,797.0,811.0,41.0,41.0
w156_a001,records/creatures/enemies/boss&quest/witch_janaxia.dbr,sm1,"Janaxia, the Betrayer",156,109,boss,False,Quest,charLevel*1,both,True,True,4.783673,4.804651,records/creatures/enemies/bios/bio_boss_witch_jaanxia.dbr,sm1,(charLevel*8)+55,927.0,0.0,927.0,records/creatures/enemies/bios/bio_boss_witch_jaanxia.dbr::characterDexterity,ABSENT on all 12 own skill slots,(charLevel*7)+55,818.0,0.0,818.0,records/creatures/enemies/bios/bio_boss_witch_jaanxia.dbr::characterIntelligence,ABSENT on all 12 own skill slots,(charLevel*6.5)+50,758.5,0.0,758.5,records/creatures/enemies/bios/bio_boss_witch_jaanxia.dbr::characterStrength,(charLevel*7)+100,863.0,0.0,863.0,records/creatures/enemies/bios/bio_boss_witch_jaanxia.dbr::characterOffensiveAbility,(charLevel*6.3)+50,736.7,0.0,736.7,records/creatures/enemies/bios/bio_boss_witch_jaanxia.dbr::characterDefensiveAbility,41.0,MEASURED,AGREE,2,"records/skills/nonplayerskills/passive/damage_totaladjuster.dbr::offensiveTotalDamageModifier[3]=16.0(IN-RANGE,rank=4) | records/skills/nonplayerskills/passive/armorbase05.dbr::offensiveTotalDamageModifier[108]=25.0(IN-RANGE,rank=109)",records/skills/nonplayerskills/passive/damage_totaladjuster.dbr | records/skills/nonplayerskills/passive/damagebonus_physical03.dbr | records/skills/nonplayerskills/passive/armorbase05.dbr | records/skills/nonplayerskills/passive/resists_heroboss.dbr | records/skills/nonplayerskillsgdx1/bossskills/passive/witch_janaxia_passiveproperties_01.dbr | records/skills/nonplayerskills/bossskills/boss_chest_02.dbr | records/skills/nonplayerskillsgdx1/bossskills/witch_necroticmissiles.dbr | records/skills/nonplayerskillsgdx1/bossskills/witch_commandoozenovaturret.dbr | records/skills/nonplayerskillsgdx1/bossskills/witch_necroticprojectilenova.dbr | records/skills/nonplayerskillsgdx1/bossskills/witch_goregeyser.dbr | records/skills/nonplayerskillsgdx1/bossskills/witch_summonwraiths.dbr | records/skills/nonplayerskillsgdx1/bossskills/witch_vitalityzap.dbr,106|107|108,DIVERGENT,903.0,919.0,797.0,811.0,41.0,41.0
w156_a002,records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,sm1,Stone Basilisk,156,109,boss,False,Quest,charLevel*1+2,both,True,True,4.783673,4.804651,records/creatures/enemies/bios/bio_boss_basilisk_witchritual01.dbr,sm1,(charLevel*8)+55,927.0,0.0,927.0,records/creatures/enemies/bios/bio_boss_basilisk_witchritual01.dbr::characterDexterity,ABSENT on all 12 own skill slots,(charLevel*7)+55,818.0,0.0,818.0,records/creatures/enemies/bios/bio_boss_basilisk_witchritual01.dbr::characterIntelligence,ABSENT on all 12 own skill slots,(charLevel*6.5)+50,758.5,0.0,758.5,records/creatures/enemies/bios/bio_boss_basilisk_witchritual01.dbr::characterStrength,(charLevel*7)+100,863.0,0.0,863.0,records/creatures/enemies/bios/bio_boss_basilisk_witchritual01.dbr::characterOffensiveAbility,(charLevel*6.3)+50,736.7,0.0,736.7,records/creatures/enemies/bios/bio_boss_basilisk_witchritual01.dbr::characterDefensiveAbility,41.0,MEASURED,AGREE,2,"records/skills/nonplayerskills/passive/damage_totaladjuster.dbr::offensiveTotalDamageModifier[3]=16.0(IN-RANGE,rank=4) | records/skills/nonplayerskills/passive/armorbase05.dbr::offensiveTotalDamageModifier[108]=25.0(IN-RANGE,rank=109)",records/skills/nonplayerskills/passive/damage_totaladjuster.dbr | records/skills/nonplayerskills/passive/damagebase_physical05.dbr | records/skills/nonplayerskills/passive/armorbase05.dbr | records/skills/nonplayerskills/passive/resists_heroboss.dbr | records/skills/nonplayerskillsgdx1/bossskills/passive/stonebasilisk_passiveproperties_01.dbr | records/skills/nonplayerskills/bossskills/boss_chest_02.dbr | records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_acidbarf.dbr | records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_homingspit.dbr | records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_petrifyingglare.dbr | records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_tailswipe.dbr | records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_acidprojectilenova.dbr | records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_poisoncloudsecondary.dbr,106|107|108,DIVERGENT,903.0,919.0,797.0,811.0,41.0,41.0
w156_a003,records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,sm1,Stone Basilisk,156,109,boss,False,Quest,charLevel*1+2,both,True,True,4.783673,4.804651,records/creatures/enemies/bios/bio_boss_basilisk_witchritual01.dbr,sm1,(charLevel*8)+55,927.0,0.0,927.0,records/creatures/enemies/bios/bio_boss_basilisk_witchritual01.dbr::characterDexterity,ABSENT on all 12 own skill slots,(charLevel*7)+55,818.0,0.0,818.0,records/creatures/enemies/bios/bio_boss_basilisk_witchritual01.dbr::characterIntelligence,ABSENT on all 12 own skill slots,(charLevel*6.5)+50,758.5,0.0,758.5,records/creatures/enemies/bios/bio_boss_basilisk_witchritual01.dbr::characterStrength,(charLevel*7)+100,863.0,0.0,863.0,records/creatures/enemies/bios/bio_boss_basilisk_witchritual01.dbr::characterOffensiveAbility,(charLevel*6.3)+50,736.7,0.0,736.7,records/creatures/enemies/bios/bio_boss_basilisk_witchritual01.dbr::characterDefensiveAbility,41.0,MEASURED,AGREE,2,"records/skills/nonplayerskills/passive/damage_totaladjuster.dbr::offensiveTotalDamageModifier[3]=16.0(IN-RANGE,rank=4) | records/skills/nonplayerskills/passive/armorbase05.dbr::offensiveTotalDamageModifier[108]=25.0(IN-RANGE,rank=109)",records/skills/nonplayerskills/passive/damage_totaladjuster.dbr | records/skills/nonplayerskills/passive/damagebase_physical05.dbr | records/skills/nonplayerskills/passive/armorbase05.dbr | records/skills/nonplayerskills/passive/resists_heroboss.dbr | records/skills/nonplayerskillsgdx1/bossskills/passive/stonebasilisk_passiveproperties_01.dbr | records/skills/nonplayerskills/bossskills/boss_chest_02.dbr | records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_acidbarf.dbr | records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_homingspit.dbr | records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_petrifyingglare.dbr | records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_tailswipe.dbr | records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_acidprojectilenova.dbr | records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_poisoncloudsecondary.dbr,106|107|108,DIVERGENT,903.0,919.0,797.0,811.0,41.0,41.0
w156_a004,records/creatures/enemies/boss&quest/human_chthonickurn_shaman_01.dbr,sm3,Yurra Voideye,156,109,boss,False,Quest,charLevel*1,both,True,True,4.783673,4.804651,records/creatures/enemies/bios/bio_boss_chthonicoracle_01.dbr,sm3,(charLevel*8)+55,927.0,0.0,927.0,records/creatures/enemies/bios/bio_boss_chthonicoracle_01.dbr::characterDexterity,ABSENT on all 13 own skill slots,(charLevel*7)+55,818.0,0.0,818.0,records/creatures/enemies/bios/bio_boss_chthonicoracle_01.dbr::characterIntelligence,ABSENT on all 13 own skill slots,(charLevel*6.5)+50,758.5,0.0,758.5,records/creatures/enemies/bios/bio_boss_chthonicoracle_01.dbr::characterStrength,(charLevel*7)+100,863.0,0.0,863.0,records/creatures/enemies/bios/bio_boss_chthonicoracle_01.dbr::characterOffensiveAbility,(charLevel*6.3)+50,736.7,0.0,736.7,records/creatures/enemies/bios/bio_boss_chthonicoracle_01.dbr::characterDefensiveAbility,49.0,MEASURED,AGREE,2,"records/skills/nonplayerskills/passive/damage_totaladjuster.dbr::offensiveTotalDamageModifier[5]=24.0(IN-RANGE,rank=6) | records/skills/nonplayerskills/passive/armorbase05.dbr::offensiveTotalDamageModifier[108]=25.0(IN-RANGE,rank=109)",records/skills/nonplayerskills/passive/damage_totaladjuster.dbr | records/skills/nonplayerskills/passive/damagebonus_physical03.dbr | records/skills/nonplayerskills/passive/armorbase05.dbr | records/skills/nonplayerskills/passive/resists_heroboss.dbr | records/skills/nonplayerskillsgdx3/bossskills/passives/kurnoracle_passiveproperties_01.dbr | records/skills/nonplayerskills/bossskills/boss_chest_02.dbr | records/skills/nonplayerskillsgdx3/bossskills/yurra_chaosorb.dbr | records/skills/nonplayerskillsgdx3/bossskills/yurra_chaoseruptionpattern.dbr | records/skills/nonplayerskillsgdx3/bossskills/yurra_chaoseruptionpattern_explosion.dbr | records/skills/nonplayerskillsgdx3/bossskills/yurra_werewolfform.dbr | records/skills/nonplayerskillsgdx3/bossskills/yurra_werewolf_claws.dbr | records/skills/nonplayerskillsgdx3/bossskills/yurra_werewolf_howl.dbr | records/skills/nonplayerskillsgdx3/bossskills/yurra_werewolf_leap.dbr,106|107|108,DIVERGENT,903.0,919.0,797.0,811.0,49.0,49.0
w156_a005,records/creatures/enemies/chthonianwretch_b01.dbr,sm1,Voidlurker Blightbearer,156,109,trash,False,Champion,charLevel*1,attr_only,True,False,4.257143,3.767442,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr,base,(charLevel*7)+35,798.0,0.0,798.0,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr::characterDexterity,ABSENT on all 7 own skill slots,(charLevel*5)+50,595.0,0.0,595.0,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr::characterIntelligence,ABSENT on all 7 own skill slots,(charLevel*6.5)+25,733.5,0.0,733.5,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr::characterStrength,(charLevel*6)+40,694.0,-4.0,690.0,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr::characterOffensiveAbility,(charLevel*4)+30,466.0,0.0,466.0,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr::characterDefensiveAbility,42.0,MEASURED,AGREE,2,"records/skills/nonplayerskills/passive/damage_totaladjuster.dbr::offensiveTotalDamageModifier[2]=12.0(IN-RANGE,rank=3) | records/skills/nonplayerskills/passive/armorbase02.dbr::offensiveTotalDamageModifier[108]=30.0(IN-RANGE,rank=109)",records/skills/nonplayerskills/passive/damage_totaladjuster.dbr | records/skills/nonplayerskills/passive/damagebase_physical02.dbr | records/skills/nonplayerskills/passive/armorbase02.dbr | records/skills/nonplayerskills/passive/passiveproperties_chthonianfiend_melee.dbr | records/skills/nonplayerskillsgdx1/attackradius/chthonianwretch_causticeruption.dbr | records/skills/nonplayerskillsgdx1/path/chthonianwretch_acidbreath.dbr | records/skills/nonplayerskillsgdx1/attackprojectile/chthonianwretch_poisonorb.dbr,103|104,DIVERGENT,756.0,763.0,565.0,570.0,38.0,38.0
w156_a006,records/creatures/enemies/chthonianherald_b01.dbr,sm3,Chthonian Portent,156,109,trash,False,Champion,charLevel*1,attr_only,True,False,4.540816,4.781395,records/creatures/enemies/bios/bio_chthonianherald_b01.dbr,gdx3,(charLevel*7.5)+50,867.5,0.0,867.5,records/creatures/enemies/bios/bio_chthonianherald_b01.dbr::characterDexterity,ABSENT on all 9 own skill slots,(charLevel*7)+50,813.0,0.0,813.0,records/creatures/enemies/bios/bio_chthonianherald_b01.dbr::characterIntelligence,ABSENT on all 9 own skill slots,(charLevel*7)+50,813.0,0.0,813.0,records/creatures/enemies/bios/bio_chthonianherald_b01.dbr::characterStrength,(charLevel*6.8)+75,816.2,0.0,816.2,records/creatures/enemies/bios/bio_chthonianherald_b01.dbr::characterOffensiveAbility,(charLevel*5)+30,575.0,0.0,575.0,records/creatures/enemies/bios/bio_chthonianherald_b01.dbr::characterDefensiveAbility,45.0,MEASURED,AGREE,2,"records/skills/nonplayerskills/passive/damage_totaladjuster.dbr::offensiveTotalDamageModifier[4]=20.0(IN-RANGE,rank=5) | records/skills/nonplayerskills/passive/armorbase04.dbr::offensiveTotalDamageModifier[108]=25.0(IN-RANGE,rank=109)",records/skills/nonplayerskills/passive/damage_totaladjuster.dbr | records/skills/nonplayerskills/passive/damagebase_physical03.dbr | records/skills/nonplayerskills/passive/armorbase04.dbr | records/skills/nonplayerskillsgdx3/passive/passiveproperties_chthonianherald.dbr | records/skills/nonplayerskills/passive/resists_convertconfusefear-30-50-75-500.dbr | records/skills/nonplayerskillsgdx3/attackprojectile/chthonianherald_chaosblast.dbr | records/skills/nonplayerskillsgdx3/attackprojectile/chthonianherald_triplechaosblast.dbr | records/skills/nonplayerskillsgdx3/path/chthonianherald_chaosbreath.dbr | records/skills/nonplayerskillsgdx3/attackcharge/chthonianherald_disengage.dbr,104|105|106,DIVERGENT,830.0,845.0,778.0,792.0,45.0,45.0
w156_a007,records/creatures/enemies/chthonianwretch_c01.dbr,sm1,Voidlurker Pestilence,156,109,trash,False,Champion,charLevel*1+2,attr_only,True,False,4.520408,4.274419,records/creatures/enemies/bios/bio_chthonicvoidfiend_c01.dbr,base,(charLevel*7.5)+45,862.5,0.0,862.5,records/creatures/enemies/bios/bio_chthonicvoidfiend_c01.dbr::characterDexterity,ABSENT on all 8 own skill slots,(charLevel*6)+50,704.0,0.0,704.0,records/creatures/enemies/bios/bio_chthonicvoidfiend_c01.dbr::characterIntelligence,ABSENT on all 8 own skill slots,(charLevel*7)+40,803.0,0.0,803.0,records/creatures/enemies/bios/bio_chthonicvoidfiend_c01.dbr::characterStrength,(charLevel*6)+70,724.0,0.0,724.0,records/creatures/enemies/bios/bio_chthonicvoidfiend_c01.dbr::characterOffensiveAbility,(charLevel*5)+50,595.0,0.0,595.0,records/creatures/enemies/bios/bio_chthonicvoidfiend_c01.dbr::characterDefensiveAbility,46.0,MEASURED,AGREE,2,"records/skills/nonplayerskills/passive/damage_totaladjuster.dbr::offensiveTotalDamageModifier[3]=16.0(IN-RANGE,rank=4) | records/skills/nonplayerskills/passive/armorbase02.dbr::offensiveTotalDamageModifier[108]=30.0(IN-RANGE,rank=109)",records/skills/nonplayerskills/passive/damage_totaladjuster.dbr | records/skills/nonplayerskills/passive/damagebase_physical03.dbr | records/skills/nonplayerskills/passive/armorbase02.dbr | records/skills/nonplayerskills/passive/passiveproperties_chthonianfiend_melee.dbr | records/skills/nonplayerskillsgdx1/attackradius/chthonianwretch_causticeruption.dbr | records/skills/nonplayerskillsgdx1/buffattackradius/chthonianwretch_causticpresence.dbr | records/skills/nonplayerskills/buffoffensive/voidfiend_markofpain.dbr | records/skills/nonplayerskillsgdx1/path/chthonianwretch_acidbreath.dbr,103|104|105|106,DIVERGENT,817.5,840.0,668.0,686.0,46.0,46.0
w156_a008,records/creatures/enemies/chthonianwretch_b01.dbr,sm1,Voidlurker Blightbearer,156,109,trash,False,Champion,charLevel*1,attr_only,True,False,4.257143,3.767442,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr,base,(charLevel*7)+35,798.0,0.0,798.0,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr::characterDexterity,ABSENT on all 7 own skill slots,(charLevel*5)+50,595.0,0.0,595.0,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr::characterIntelligence,ABSENT on all 7 own skill slots,(charLevel*6.5)+25,733.5,0.0,733.5,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr::characterStrength,(charLevel*6)+40,694.0,-4.0,690.0,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr::characterOffensiveAbility,(charLevel*4)+30,466.0,0.0,466.0,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr::characterDefensiveAbility,42.0,MEASURED,AGREE,2,"records/skills/nonplayerskills/passive/damage_totaladjuster.dbr::offensiveTotalDamageModifier[2]=12.0(IN-RANGE,rank=3) | records/skills/nonplayerskills/passive/armorbase02.dbr::offensiveTotalDamageModifier[108]=30.0(IN-RANGE,rank=109)",records/skills/nonplayerskills/passive/damage_totaladjuster.dbr | records/skills/nonplayerskills/passive/damagebase_physical02.dbr | records/skills/nonplayerskills/passive/armorbase02.dbr | records/skills/nonplayerskills/passive/passiveproperties_chthonianfiend_melee.dbr | records/skills/nonplayerskillsgdx1/attackradius/chthonianwretch_causticeruption.dbr | records/skills/nonplayerskillsgdx1/path/chthonianwretch_acidbreath.dbr | records/skills/nonplayerskillsgdx1/attackprojectile/chthonianwretch_poisonorb.dbr,103|104,DIVERGENT,756.0,763.0,565.0,570.0,38.0,38.0
