record,wave,level_lo,level_hi,ehp_lo,ehp_hi,ult_pct,g_pct,passive_pct_lo,passive_pct_hi,lapb_life,hardening_ratio_lo,is_lapb_70,life_grade,level_grade
records/creatures/anomalies/sandstorm.dbr,160,104,106,59898,61327,580.0,324.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,161,104,106,60017,61449,580.0,326.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,162,104,106,60137,61571,580.0,328.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,163,104,106,60256,61693,580.0,330.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,164,104,106,60375,61815,580.0,332.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,165,104,106,60494,61938,580.0,334.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,166,104,106,60614,62060,580.0,336.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,167,104,106,60733,62182,580.0,338.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,168,104,106,60852,62304,580.0,340.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,169,104,106,60972,62426,580.0,342.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,170,104,106,61091,62548,580.0,344.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,151,104,108,415191,450731,580.0,306.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,152,104,108,415965,451545,580.0,308.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,153,104,108,416740,452360,580.0,310.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,154,104,108,417515,453174,580.0,312.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,155,104,108,418289,453988,580.0,314.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,156,104,108,419064,454803,580.0,316.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,157,104,108,419838,455617,580.0,318.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,158,104,108,420613,456431,580.0,320.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,159,104,108,421388,457246,580.0,322.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,160,104,108,422162,458060,580.0,324.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,161,104,108,422937,458874,580.0,326.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,162,104,108,423711,459689,580.0,328.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,163,104,108,424486,460503,580.0,330.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,164,104,108,425261,461317,580.0,332.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,165,104,108,426035,462132,580.0,334.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,166,104,108,426810,462946,580.0,336.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,167,104,108,427585,463760,580.0,338.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,168,104,108,428359,464575,580.0,340.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,169,104,108,429134,465389,580.0,342.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_b01_summon.dbr,170,104,108,429908,466203,580.0,344.0,86.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,151,106,108,519473,541310,580.0,306.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,152,106,108,520427,542288,580.0,308.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,153,106,108,521381,543266,580.0,310.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,154,106,108,522335,544244,580.0,312.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,155,106,108,523289,545222,580.0,314.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,156,106,108,524243,546200,580.0,316.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,157,106,108,525197,547178,580.0,318.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,158,106,108,526151,548156,580.0,320.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,159,106,108,527105,549134,580.0,322.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,160,106,108,528060,550112,580.0,324.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,161,106,108,529014,551090,580.0,326.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,162,106,108,529968,552068,580.0,328.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,163,106,108,530922,553046,580.0,330.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,164,106,108,531876,554024,580.0,332.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,165,106,108,532830,555002,580.0,334.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,166,106,108,533784,555980,580.0,336.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,167,106,108,534738,556958,580.0,338.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,168,106,108,535692,557936,580.0,340.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,169,106,108,536646,558914,580.0,342.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialbloater_c01_summon.dbr,170,106,108,537600,559892,580.0,344.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,151,106,108,1065174,1113506,580.0,306.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,152,106,108,1067130,1115517,580.0,308.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,153,106,108,1069086,1117529,580.0,310.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,154,106,108,1071042,1119541,580.0,312.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,155,106,108,1072999,1121553,580.0,314.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,156,106,108,1074955,1123564,580.0,316.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,157,106,108,1076911,1125576,580.0,318.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,158,106,108,1078867,1127588,580.0,320.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,159,106,108,1080824,1129600,580.0,322.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,160,106,108,1082780,1131611,580.0,324.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,161,106,108,1084736,1133623,580.0,326.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,162,106,108,1086692,1135635,580.0,328.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,163,106,108,1088649,1137647,580.0,330.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,164,106,108,1090605,1139658,580.0,332.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,165,106,108,1092561,1141670,580.0,334.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,166,106,108,1094517,1143682,580.0,336.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,167,106,108,1096473,1145694,580.0,338.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,168,106,108,1098430,1147705,580.0,340.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,169,106,108,1100386,1149717,580.0,342.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,170,106,108,1102342,1151729,580.0,344.0,103.0,121.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcorruption_a01_summon.dbr,151,103,106,168282,177960,580.0,306.0,69.0,88.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcorruption_a01_summon.dbr,152,103,106,168601,178291,580.0,308.0,69.0,88.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcorruption_a01_summon.dbr,153,103,106,168920,178623,580.0,310.0,69.0,88.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcorruption_a01_summon.dbr,154,103,106,169239,178954,580.0,312.0,69.0,88.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcorruption_a01_summon.dbr,155,103,106,169558,179286,580.0,314.0,69.0,88.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcorruption_a01_summon.dbr,156,103,106,169877,179617,580.0,316.0,69.0,88.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcorruption_a01_summon.dbr,157,103,106,170196,179948,580.0,318.0,69.0,88.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcorruption_a01_summon.dbr,158,103,106,170515,180280,580.0,320.0,69.0,88.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcorruption_a01_summon.dbr,159,103,106,170834,180611,580.0,322.0,69.0,88.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcorruption_a01_summon.dbr,160,103,106,171153,180943,580.0,324.0,69.0,88.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcorruption_a01_summon.dbr,161,103,106,171472,181274,580.0,326.0,69.0,88.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcorruption_a01_summon.dbr,162,103,106,171792,181605,580.0,328.0,69.0,88.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcorruption_a01_summon.dbr,163,103,106,172111,181937,580.0,330.0,69.0,88.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/aetherialcorruption_a01_summon.dbr,164,103,106,172430,182268,580.0,332.0,69.0,88.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
