record,archive,characterRunSpeedJitter,jitter_grade,characterRunSpeed,consumed_by_shipped_binary,basis
records/creatures/enemies/aetherialbloater_b01.dbr,sm1,25.0,MEASURED,0.8999999761581421,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/bounties/ro_bounty19.dbr,sm_mod,15.0,MEASURED,1.350000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/chthoniandevourer_a01.dbr,sm_mod,30.0,MEASURED,1.2000000476837158,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/chthoniandevourer_b01.dbr,sm_mod,30.0,MEASURED,1.149999976158142,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/chthoniandevourer_b02.dbr,sm_mod,30.0,MEASURED,1.149999976158142,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/chthonianherald_b01.dbr,sm3,0.0,MEASURED,1.100000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/chthonianherald_c01.dbr,sm3,0.0,MEASURED,1.100000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/chthonianrylok_a01.dbr,sm1,0.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/chthonianrylok_b01.dbr,sm1,0.0,MEASURED,1.100000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/chthonianrylok_c01.dbr,sm1,0.0,MEASURED,1.100000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/chthonianwretch_a01.dbr,sm1,20.0,MEASURED,0.800000011920929,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/chthonianwretch_b01.dbr,sm1,20.0,MEASURED,0.800000011920929,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/chthonianwretch_c01.dbr,sm1,20.0,MEASURED,0.800000011920929,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/aetherialcolossus_h04.dbr,sm1,0.0,MEASURED,1.100000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/aetherialcorruption_h01.dbr,sm1,10.0,MEASURED,1.2000000476837158,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/aetherialcorruption_h03.dbr,sm1,10.0,MEASURED,1.2000000476837158,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/aetherialcorruption_h04.dbr,sm1,10.0,MEASURED,1.2000000476837158,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/chthonianherald_h04.dbr,sm3,0.0,MEASURED,1.100000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/chthonianservitor_h01.dbr,sm1,0.0,MEASURED,1.2000000476837158,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/chthonianservitor_h02.dbr,sm1,0.0,MEASURED,1.2000000476837158,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/chthonianservitor_h03.dbr,sm1,0.0,MEASURED,1.2000000476837158,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/dranghoul_h02.dbr,sm3,10.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/fleshhulk_h03.dbr,sm_mod,0.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/ghost_h01.dbr,sm_mod,15.0,MEASURED,0.6000000238418579,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/ghost_h02.dbr,sm_mod,15.0,MEASURED,0.6000000238418579,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/rhino_h02.dbr,sm3,10.0,MEASURED,0.800000011920929,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/skeleton_h06.dbr,sm_mod,10.0,MEASURED,1.100000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/skeleton_h08.dbr,sm_mod,10.0,MEASURED,1.100000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/devotion/skeleton_h09.dbr,sm_mod,10.0,MEASURED,1.100000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/dranghoul_a01.dbr,sm3,10.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/dranghoul_b02.dbr,sm3,10.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/dranghoul_c01.dbr,sm3,10.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/dranghoul_c02.dbr,sm3,10.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/eldritcharmor_a01.dbr,sm2,15.0,MEASURED,0.75,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/eldritcharmor_a02.dbr,sm2,15.0,MEASURED,0.75,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/eldritcharmor_b01.dbr,sm2,15.0,MEASURED,0.75,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/eldritcharmor_c01.dbr,sm2,15.0,MEASURED,0.75,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/fleshhulk_c01.dbr,sm_mod,25.0,MEASURED,0.8999999761581421,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/ghost_a01.dbr,sm_mod,15.0,MEASURED,0.6000000238418579,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/ghost_a02.dbr,sm_mod,15.0,MEASURED,0.6000000238418579,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/ghost_b01.dbr,sm_mod,15.0,MEASURED,0.6000000238418579,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/ghost_b02.dbr,sm_mod,15.0,MEASURED,0.6000000238418579,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/ghost_b03.dbr,sm_mod,15.0,MEASURED,0.6000000238418579,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/ghost_b04.dbr,sm_mod,15.0,MEASURED,0.6000000238418579,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/giant_b01.dbr,sm3,15.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/giant_c01.dbr,sm3,15.0,MEASURED,1.100000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/groblefrost_a01.dbr,sm3,15.0,MEASURED,1.149999976158142,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/groblefrost_b01.dbr,sm3,15.0,MEASURED,1.0499999523162842,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/aetherialcorruption_h01.dbr,sm1,10.0,MEASURED,1.2000000476837158,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/aetherialimp_h02.dbr,sm1,15.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/aetherialimp_h03.dbr,sm1,15.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/aetherialimp_h04.dbr,sm1,15.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/basilisk_h01.dbr,sm1,30.0,MEASURED,0.8500000238418579,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/basilisk_h02.dbr,sm1,30.0,MEASURED,0.8500000238418579,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/basilisk_h03.dbr,sm1,30.0,MEASURED,0.8500000238418579,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/gargoyle_h01.dbr,sm2,15.0,MEASURED,0.8999999761581421,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/gargoyle_h04.dbr,sm2,15.0,MEASURED,0.8999999761581421,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/gargoyle_h05.dbr,sm3,15.0,MEASURED,0.8999999761581421,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/human_ascended_h02.dbr,sm1,15.0,MEASURED,0.6600000262260437,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/human_ascended_h05.dbr,sm3,15.0,MEASURED,0.6600000262260437,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/hypporaven_h01.dbr,sm3,10.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/hypporaven_h03.dbr,sm3,10.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/rhino_h01.dbr,sm3,10.0,MEASURED,0.800000011920929,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/rhino_h02.dbr,sm3,10.0,MEASURED,0.800000011920929,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/rhino_h03.dbr,sm3,10.0,MEASURED,0.800000011920929,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/springscrab_h01.dbr,sm3,15.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/springscrab_h02.dbr,sm3,15.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/springscrab_h04.dbr,sm3,15.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/swampgolem_h01.dbr,sm3,15.0,MEASURED,1.350000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/swampgolem_h02.dbr,sm3,15.0,MEASURED,1.350000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/swampgolem_h05.dbr,sm3,15.0,MEASURED,1.350000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/viper_h02.dbr,sm2,15.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/viper_h04.dbr,sm2,15.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/wendigo_h01.dbr,sm1,10.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/hero/wendigo_h04.dbr,sm1,10.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/human_wendigo_a01.dbr,sm1,15.0,MEASURED,0.6600000262260437,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/human_wendigo_a02.dbr,sm1,15.0,MEASURED,0.6600000262260437,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/human_wendigo_b01.dbr,sm1,15.0,MEASURED,0.6600000262260437,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/human_wendigo_c01.dbr,sm1,15.0,MEASURED,0.6600000262260437,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/livingplant_a01.dbr,sm1,0.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/nemesis/nemesis_aetherial_01.dbr,sm_mod,,ABSENT-FROM-RECORD,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/nemesis/nemesis_aetherialvanguard_01.dbr,sm1,,ABSENT-FROM-RECORD,1.2000000476837158,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/nemesis/nemesis_beast_01_p1.dbr,sm1,,ABSENT-FROM-RECORD,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/nemesis/nemesis_chthonianvoidborn_01.dbr,sm1,0.0,MEASURED,1.0499999523162842,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/nemesis/nemesis_chthonickurn_01.dbr,sm3,0.0,MEASURED,1.100000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/nemesis/nemesis_kymon_01.dbr,sm3,0.0,MEASURED,1.100000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01.dbr,sm_mod,,ABSENT-FROM-RECORD,1.2999999523162842,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/nemesis/nemesis_outlaw_01.dbr,sm_mod,,ABSENT-FROM-RECORD,1.100000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/nemesis/nemesis_wendigo_01.dbr,sm1,,ABSENT-FROM-RECORD,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/sandlizard_volcanic_a01.dbr,sm2,10.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/sandlizard_volcanic_b01.dbr,sm2,10.0,MEASURED,0.8999999761581421,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/sandlizard_volcanic_b02.dbr,sm2,10.0,MEASURED,0.8999999761581421,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/sandlizard_volcanic_c01.dbr,sm2,10.0,MEASURED,0.8999999761581421,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/swampcrab_a01.dbr,sm1,15.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/swampcrab_b01.dbr,sm1,15.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/swampcrab_c01.dbr,sm1,15.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
