archive,map,dbr,x,y,z
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier02spawnpoint01.dbr,36.8451,7.03,63.8836
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier03spawnpoint01.dbr,43.3998,6.886,57.5622
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/controllers/player/spawnplayer.dbr,51.1696,8.1067,52.8298
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/controllers/controlobjects/patrolpoint_01.dbr,57.0483,7.95,51.0693
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/trappoint_08.dbr,45.7205,7.95,60.4655
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/controllers/controlobjects/patrolpoint_01.dbr,55.9446,7.9506,56.8668
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/spawnpoint02.dbr,66.7867,0.0,22.2756
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/spawnbeacon_02.dbr,70.006,7.02,29.2159
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/playerspawnpoint.dbr,82.3175,7.4247,26.2446
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/controllers/controlobjects/patrolpoint_01.dbr,76.1352,8.1066,38.1607
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/defensepoint_npc_02.dbr,70.9654,8.513,57.798
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/trappoint_05.dbr,72.9311,7.95,55.996
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/defensepoint_02.dbr,62.8412,7.95,49.8564
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/controllers/controlobjects/patrolpoint_01.dbr,67.7088,9.3618,63.6214
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/trappoint_03.dbr,88.4663,9.1627,55.149
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/controllers/controlobjects/patrolpoint_01.dbr,79.8452,7.9501,54.1145
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/defensepoint_npc_04.dbr,91.9882,9.21,50.3367
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/controllers/controlobjects/patrolpoint_01.dbr,88.207,7.952,57.4513
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/spawnpoint04.dbr,98.5908,7.2168,56.1318
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/spawnbeacon_03.dbr,105.0357,7.02,63.3728
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier10spawnpoint01.dbr,45.2834,0.0,76.0163
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier01spawnpoint01.dbr,44.1036,6.886,72.8988
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier13spawnpoint01.dbr,34.7494,7.1606,64.5161
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier05spawnpoint01.dbr,36.0651,7.03,64.4865
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier07spawnpoint01.dbr,35.9778,7.0317,64.6136
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier09spawnpoint01.dbr,35.835,7.0523,64.3633
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier12spawnpoint01.dbr,35.7474,7.0649,64.491
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier14spawnpoint01.dbr,35.8718,7.0469,64.4078
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/spawnbeacon_01.dbr,35.9128,7.041,64.3803
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier11spawnpoint01.dbr,35.9799,7.03,65.2242
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier15spawnpoint01.dbr,35.8536,7.0496,64.6962
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier08spawnpoint01.dbr,35.5881,7.073,64.7155
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier04spawnpoint01.dbr,35.2996,7.0823,64.6504
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier17spawnpoint01.dbr,34.9777,7.0302,65.0731
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/tier16spawnpoint01.dbr,36.1718,7.03,64.9483
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/trappoint_06.dbr,54.0948,9.5747,77.191
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/defensepoint_01.dbr,57.5,7.9266,65.0
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/controllers/controlobjects/patrolpoint_01.dbr,54.3482,8.1299,75.1637
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/spawnpoint05.dbr,69.9296,8.5131,73.6071
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/defensepoint_npc_03.dbr,69.0411,9.2001,66.0613
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/defensepoint_npc_01.dbr,69.3761,8.1867,74.5591
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/controllers/controlobjects/patrolpoint_01.dbr,61.9536,8.1734,66.8466
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/controllers/controlobjects/patrolpoint_01.dbr,72.2161,9.2,66.147
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/trappoint_04.dbr,72.506,9.3023,69.5106
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/defensepoint_03.dbr,71.0,7.9285,78.5
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/controllers/controlobjects/patrolpoint_01.dbr,71.0,8.0,78.5
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/trappoint_02.dbr,80.3049,7.95,64.5824
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/defensepoint_04.dbr,84.5,7.9131,65.0
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/controllers/controlobjects/patrolpoint_01.dbr,84.5,8.0,65.0
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/spawnpoint06.dbr,110.3692,8.0,72.9409
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/spawnpoint06_fx.dbr,101.1737,8.0028,90.7135
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/spawnbeacon_04.dbr,98.2359,7.9488,91.9835
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/spawnbeacon_05.dbr,63.9247,7.2258,103.0088
survivalmode1/resources/Maps.arc,survivalworld_b.map,records/scriptentities/spawnpoint03.dbr,70.7492,7.0284,99.4182
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/defensepoint_04.dbr,44.1446,18.1791,66.5966
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier17spawnpoint01.dbr,54.0694,18.2098,66.7683
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier16spawnpoint01.dbr,36.1679,16.4279,65.5468
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier15spawnpoint01.dbr,36.1703,16.4998,65.1743
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier07spawnpoint01.dbr,35.6118,16.4543,65.2327
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier06spawnpoint01.dbr,35.7481,16.4659,65.18
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier02spawnpoint01.dbr,35.641,16.4992,64.9986
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier01spawnpoint01.dbr,35.6423,16.496,64.9424
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier14spawnpoint01.dbr,35.5903,16.4607,65.1984
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier05spawnpoint01.dbr,35.5117,16.4838,64.7592
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier03spawnpoint01.dbr,35.6466,16.4848,64.7515
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier09spawnpoint01.dbr,35.6575,16.4856,64.763
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier08spawnpoint01.dbr,35.9347,16.4975,64.9047
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier10spawnpoint01.dbr,35.8184,16.4878,65.0698
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier13spawnpoint01.dbr,35.9832,16.4927,64.7488
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier12spawnpoint01.dbr,35.605,16.4758,64.6042
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier04spawnpoint01.dbr,35.789,16.4738,64.4179
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/tier11spawnpoint01.dbr,35.6603,16.4788,64.6395
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/spawnbeacon_05.dbr,36.0651,16.4834,64.6048
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/controllers/controlobjects/patrolpoint_01.dbr,52.9445,18.2101,61.74
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/controllers/player/spawnplayer.dbr,43.3141,18.21,38.6933
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/controllers/controlobjects/patrolpoint_01.dbr,60.1459,16.7165,34.1391
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/defensepoint_npc_01.dbr,63.0986,18.209,38.9838
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/trappoint_04.dbr,58.5655,18.5548,49.8443
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/playerspawnpoint.dbr,50.2084,18.21,50.7531
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/defensepoint_01.dbr,61.3232,18.2101,48.1876
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/controllers/controlobjects/patrolpoint_01.dbr,53.1941,18.259,55.3713
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/controllers/controlobjects/patrolpoint_01.dbr,59.5607,17.0,54.7114
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/defensepoint_03.dbr,72.7061,18.2107,67.0072
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/defensepoint_npc_03.dbr,72.7061,18.2107,67.0072
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/trappoint_01.dbr,80.9479,17.3323,59.7708
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/trappoint_03.dbr,87.1176,16.6794,62.555
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/spawnbeacon_01.dbr,67.0395,19.1603,38.0295
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/controllers/controlobjects/patrolpoint_01.dbr,86.3487,16.6493,25.2264
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/spawnpoint04.dbr,94.2505,16.65,31.0529
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/trappoint_05.dbr,73.3887,18.2377,57.4516
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/defensepoint_npc_02.dbr,68.699,18.21,44.6977
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/controllers/controlobjects/patrolpoint_01.dbr,74.8443,18.1921,46.3146
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/trappoint_07.dbr,78.5785,17.8031,45.9843
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/defensepoint_02.dbr,70.0647,18.2739,51.5118
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/controllers/controlobjects/patrolpoint_01.dbr,95.3661,17.1728,58.2808
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/spawnpoint06_fx.dbr,97.7385,16.65,40.4812
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/spawnpoint06.dbr,97.1211,16.65,40.8003
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/trappoint_08.dbr,43.2902,16.6892,96.6429
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/controllers/controlobjects/patrolpoint_01.dbr,36.147,15.3464,75.8288
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/trappoint_02.dbr,51.3874,18.0926,72.316
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/defensepoint_npc_04.dbr,62.567,18.2149,68.9214
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/trappoint_06.dbr,58.0363,18.2099,69.1844
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/controllers/controlobjects/patrolpoint_01.dbr,54.2632,16.6869,88.4688
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/spawnpoint02.dbr,53.4479,16.65,95.9515
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/controllers/controlobjects/patrolpoint_01.dbr,73.1179,18.2094,73.4394
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/spawnpoint03.dbr,99.5659,16.65,91.5207
survivalmode1/resources/Maps.arc,survivalworld_c.map,records/scriptentities/spawnbeacon_03.dbr,91.6033,16.6511,84.6148
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/controllers/controlobjects/patrolpoint_01.dbr,10.2064,11.3168,59.3211
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier10spawnpoint01.dbr,37.0301,13.5382,36.6279
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier09spawnpoint01.dbr,36.624,13.452,43.381
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier07spawnpoint01.dbr,36.2879,13.4512,43.211
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier05spawnpoint01.dbr,36.8495,13.4606,43.2771
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier04spawnpoint01.dbr,36.6894,13.5387,43.1691
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier03spawnpoint01.dbr,36.5579,13.4533,43.3071
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier01spawnpoint01.dbr,36.6723,13.4567,43.2815
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier02spawnpoint01.dbr,36.6691,13.4562,43.2933
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier15spawnpoint01.dbr,36.6202,13.466,43.0027
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/spawnbeacon_05.dbr,36.508,13.4599,43.1029
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier12spawnpoint01.dbr,35.0842,13.3765,52.9804
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier06spawnpoint01.dbr,36.3498,13.5388,43.5251
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier13spawnpoint01.dbr,36.4185,13.5385,43.6722
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier14spawnpoint01.dbr,36.5189,13.5386,43.6806
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier08spawnpoint01.dbr,36.6444,13.5384,43.7921
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier11spawnpoint01.dbr,36.6968,13.5389,43.6482
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier17spawnpoint01.dbr,35.9832,13.5374,43.6362
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/tier16spawnpoint01.dbr,36.9198,13.4246,44.2536
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/trappoint_06.dbr,36.6994,13.4168,44.2726
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/controllers/controlobjects/patrolpoint_01.dbr,39.3245,13.7153,61.3592
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/controllers/player/spawnplayer.dbr,15.4828,13.9042,87.7911
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/trappoint_04.dbr,5.6766,12.6453,68.0182
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/trappoint_08.dbr,19.1901,15.6353,73.6764
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/playerspawnpoint.dbr,0.3487,12.7383,77.8712
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/controllers/controlobjects/patrolpoint_01.dbr,10.593,12.5574,77.5413
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/spawnbeacon_04.dbr,8.7476,11.979,101.9853
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/trappoint_05.dbr,10.1907,12.4391,111.129
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/defensepoint_npc_01.dbr,1.4814,13.1764,91.17
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/controllers/controlobjects/patrolpoint_01.dbr,18.2204,15.6103,91.8341
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/defensepoint_npc_02.dbr,44.4251,15.0078,91.3957
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/defensepoint_02.dbr,20.5203,15.7154,73.7949
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/trappoint_02.dbr,27.5461,14.1118,66.8367
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/trappoint_01.dbr,37.445,15.6172,73.0342
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/controllers/controlobjects/patrolpoint_01.dbr,24.8235,15.504,77.8124
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/controllers/controlobjects/patrolpoint_01.dbr,31.5402,16.3122,77.632
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/controllers/controlobjects/patrolpoint_01.dbr,45.3001,14.2796,70.9885
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/defensepoint_npc_03.dbr,58.4044,14.0725,74.9188
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/defensepoint_03.dbr,46.1609,15.9025,79.6714
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/defensepoint_01.dbr,32.637,15.8848,94.4656
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/trappoint_03.dbr,23.5504,13.7114,99.4605
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/controllers/controlobjects/patrolpoint_01.dbr,36.5033,16.0983,91.6962
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/controllers/controlobjects/patrolpoint_01.dbr,24.7254,13.7643,100.1166
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/controllers/controlobjects/patrolpoint_01.dbr,35.9563,13.8619,106.7526
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/controllers/controlobjects/patrolpoint_01.dbr,50.0001,13.8703,89.0735
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/spawnbeacon_03.dbr,47.7274,12.9878,126.5743
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/spawnpoint04.dbr,46.8699,13.54,113.3305
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/spawnbeacon_01.dbr,71.774,13.5359,93.9932
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/spawnpoint03.dbr,65.2709,13.5436,64.9397
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/spawnpoint06.dbr,73.4907,13.233,88.0915
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/spawnpoint06_fx.dbr,71.6841,13.555,89.4931
survivalmode1/resources/Maps.arc,survivalworld_d.map,records/scriptentities/spawnbeacon_02.dbr,64.6952,13.2211,89.7919
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/controllers/controlobjects/patrolpoint_01.dbr,39.7925,10.5304,62.1993
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/controllers/player/spawnplayer.dbr,60.0008,7.9501,53.8795
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/trappoint_01.dbr,48.9521,7.903,65.4214
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/defensepoint_04.dbr,50.5922,8.7235,56.5982
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/spawnbeacon_02.dbr,94.7556,6.2835,15.9405
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/spawnpoint02.dbr,82.3997,7.0199,28.9462
