record,display_name,stratum,level_min,level_max,bio_record,bio_archives,life_equation,base_life_at_level_min,base_life_at_level_max,own_life_modifier_pct,own_life_flat,tree_life_modifier_pct,total_declared_life_mod_pct,life_at_level_min,life_at_level_max,baton_life_modifier_pct_min,baton_life_modifier_pct_max,life_run_scaled_at_level_min,defensive_ability_at_level_min,offensive_ability_at_level_min,armor_passives,resist_passives,life_grade,ehp_wave_scaled
records/creatures/enemies/boss&quest/dermapteran_madqueen.dbr,"Rashalga, the Mad Queen",boss&quest,109,109,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,base|sm_mod,((charLevel*42)^1.5)+20000,329752,329752,0.0,0.0,169.0,169.0,887032,887032,328.0,328.0,3796497,747,885,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/dravis.dbr,"Dravis, Son of Uroboruuk",boss&quest,109,109,records/creatures/enemies/bios/bio_boss_dravis.dbr,gdx2|sm2,((charLevel*30)^1.5)+500,187491,187491,0.0,0.0,169.0,169.0,504352,504352,342.0,342.0,2229235,737,863,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/eldritcharmor_dreegmindreaper_01.dbr,"Ishtal, the Mind Reaper",boss&quest,109,109,records/creatures/enemies/bios/bio_boss_mindreaper_01.dbr,gdx2|sm2,((charLevel*30)^1.5)+500,187491,187491,0.0,0.0,169.0,169.0,504352,504352,314.0,314.0,2088017,737,863,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/ghost_stepsoftorment_01.dbr,"Alkamos, Lord Executioner",boss&quest,106,106,records/creatures/enemies/bios/bio_boss_stepsoftorment_ghost_01.dbr,base|sm_mod,((charLevel*33)^1.5)+300,207185,207185,0.0,0.0,169.0,169.0,557329,557329,336.0,336.0,2429952,771,842,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/giant_tempesttotem_02.dbr,Tempest Spawn,boss&quest,109,109,records/creatures/enemies/bios/bio_boss_gianttotem_01.dbr,gdx3|sm3,((charLevel*30)^1.5)+500,187491,187491,0.0,0.0,169.0,169.0,504352,504352,342.0,342.0,2229235,737,863,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/giant_tempesttotem_06.dbr,Tempest Spawn,boss&quest,109,109,records/creatures/enemies/bios/bio_boss_gianttotem_01.dbr,gdx3|sm3,((charLevel*30)^1.5)+500,187491,187491,0.0,0.0,169.0,169.0,504352,504352,342.0,342.0,2229235,737,863,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/human_chthonickurn_shaman_01.dbr,Yurra Voideye,boss&quest,109,109,records/creatures/enemies/bios/bio_boss_chthonicoracle_01.dbr,gdx3|sm3,((charLevel*33)^1.5)+500,216230,216230,0.0,0.0,169.0,169.0,581659,581659,316.0,316.0,2419701,737,863,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/humanascendant_terrnox.dbr,Terrnox,boss&quest,106,106,records/creatures/enemies/bios/bio_boss_humanascendant_terrnox.dbr,gdx1|sm1,((charLevel*25)^1.5)+500,136917,136917,0.0,0.0,169.0,169.0,368307,368307,332.0,332.0,1591086,718,842,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/humanwendigo_darkwood_01.dbr,Avris Marrowill,boss&quest,109,109,records/creatures/enemies/bios/bio_boss_humanwendigo_darkwood.dbr,gdx1|sm1,((charLevel*25)^1.5)+500,142749,142749,0.0,0.0,169.0,169.0,383995,383995,322.0,322.0,1620460,737,863,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/korvaak_lieutenant_03.dbr,Astros the Sunherald,boss&quest,109,109,records/creatures/enemies/bios/bio_boss_korvaakchosen_sunspire_01.dbr,gdx2|sm2,((charLevel*30)^1.5)+500,187491,187491,0.0,0.0,169.0,169.0,504352,504352,332.0,332.0,2178800,737,863,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,"Manifestation of Korvaak, the Eldritch Sun",boss&quest,109,109,records/creatures/enemies/bios/bio_boss_korvaakfinal_02.dbr,gdx2|sm2,((charLevel*33)^1.5)+500,216230,216230,0.0,0.0,169.0,169.0,581659,581659,342.0,342.0,2570932,704,863,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/korvaakmessenger_02b.dbr,"Okaloth ~ ""The Messenger""",boss&quest,109,109,records/creatures/enemies/bios/bio_boss_themessenger.dbr,gdx2|sm2,((charLevel*33)^1.5)+500,216230,216230,0.0,0.0,169.0,169.0,581659,581659,322.0,322.0,2454600,813,950,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,"Ilgorr, the Eternal",boss&quest,106,106,records/creatures/enemies/bios/bio_boss_stepsoftorment_golem_phase01.dbr,base|sm_mod,((charLevel*21)^1.5)+80,105104,105104,0.0,0.0,169.0,169.0,282729,282729,322.0,322.0,1193117,739,842,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,boss&quest,108,108,records/creatures/enemies/bios/bio_boss_tombguardian.dbr,gdx2|sm2,((charLevel*33)^1.5)+500,213268,213268,0.0,0.0,169.0,169.0,573691,573691,324.0,324.0,2432451,730,856,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,106,106,records/creatures/enemies/bios/bio_boss_swampcrab_darkwood01.dbr,gdx1|sm1,((charLevel*33)^1.5)+500,207385,207385,0.0,0.0,169.0,169.0,557867,557867,308.0,308.0,2276096,718,842,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,106,106,records/creatures/enemies/bios/bio_boss_swampgolem_bargoll.dbr,gdx1|sm1,((charLevel*33)^1.5)+500,207385,207385,0.0,0.0,169.0,169.0,557867,557867,334.0,334.0,2421141,718,842,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,109,109,records/creatures/enemies/bios/bio_boss_theoutcast_03.dbr,base|sm_mod,((charLevel*38)^1.5)+2000,268572,268572,0.0,0.0,169.0,169.0,722460,722460,342.0,342.0,3193272,758,863,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,106,106,records/creatures/enemies/bios/bio_boss_wendigo_ancient.dbr,gdx1|sm1,((charLevel*30)^1.5)+500,179825,179825,0.0,0.0,169.0,169.0,483729,483729,334.0,334.0,2099384,718,842,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,109,109,records/creatures/enemies/bios/bio_boss_wendigo_turned.dbr,gdx1|sm1,((charLevel*42)^1.5)+500,310252,310252,0.0,0.0,169.0,169.0,834577,834577,328.0,328.0,3571990,737,863,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,109,109,records/creatures/enemies/bios/bio_boss_witch_jaanxia.dbr,gdx1|sm1,((charLevel*30)^1.5)+500,187491,187491,0.0,0.0,169.0,169.0,504352,504352,316.0,316.0,2098104,737,863,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,109,109,records/creatures/enemies/bios/bio_boss_witchgodguardian_temple.dbr,base|sm_mod,((charLevel*30)^1.5)+100,187091,187091,0.0,0.0,169.0,169.0,503276,503276,322.0,322.0,2123824,791,863,armorbase05,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/bounties/cu_bounty04.dbr,Vanoxxis Bile,bounties,107,107,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,base|sm_mod,((charLevel*13)^1.50)+20,51899,51899,0.0,0.0,169.0,169.0,139608,139608,310.0,310.0,572393,743,841,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/bounties/cu_bounty07.dbr,Sllancar the Tainted,bounties,107,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,40360,40360,0.0,0.0,169.0,169.0,108568,108568,310.0,310.0,445129,743,841,armorbase03,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/bounties/cu_bounty08.dbr,Chillpincer,bounties,107,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,40360,40360,0.0,0.0,169.0,169.0,108568,108568,310.0,310.0,445129,743,841,armorbase03,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/bounties/cw_bounty04.dbr,Dar'Vagol the Mageclaw ~ Arcane,bounties,107,107,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,base|sm_mod,((charLevel*13)^1.50)+20,51899,51899,0.0,0.0,169.0,169.0,139608,139608,338.0,338.0,611483,743,841,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,107,107,records/creatures/enemies/bios/bio_hero_regenerator_01.dbr,base|sm_mod,((charLevel*9)^1.50)-20,29864,29864,0.0,0.0,169.0,169.0,80334,80334,338.0,338.0,351864,743,841,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,40360,40360,0.0,0.0,169.0,169.0,108568,108568,310.0,310.0,445129,743,841,armorbase03,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/bounties/pm_bounty06.dbr,Stormtitan ~ Electrified,bounties,107,107,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,base|sm_mod,((charLevel*13)^1.50)+20,51899,51899,0.0,0.0,169.0,169.0,139608,139608,338.0,338.0,611483,743,841,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/bounties/ro_bounty11.dbr,Rixna Plaguefeather,bounties,107,107,records/creatures/enemies/bios/bio_hero_support_01.dbr,base|sm_mod,((charLevel*8)^1.50)-20,25024,25024,0.0,0.0,154.0,154.0,63562,63562,310.0,310.0,260604,743,841,armorbase02,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/bounties/ro_bounty19.dbr,Grum ~ Diseased,bounties,107,107,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,base|sm_mod,((charLevel*13)^1.50)+20,51899,51899,0.0,0.0,169.0,169.0,139608,139608,310.0,310.0,572393,743,841,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/aetherialcolossus_h04.dbr,Speldrakus ~ Arcane,devotion,109,109,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,base|sm_mod,((charLevel*13)^1.50)+20,53360,53360,0.0,0.0,169.0,169.0,143539,143539,328.0,328.0,614347,756,855,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/aetherialcorruption_h01.dbr,Chillian,devotion,109,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,41497,41497,0.0,0.0,169.0,169.0,111628,111628,338.0,338.0,488929,756,855,armorbase03,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/aetherialcorruption_h03.dbr,Peuglis ~ Diseased,devotion,109,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,41497,41497,0.0,0.0,169.0,169.0,111628,111628,338.0,338.0,488929,756,855,armorbase03,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/aetherialcorruption_h04.dbr,Tirendal ~ Timewarped,devotion,109,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,41497,41497,0.0,0.0,169.0,169.0,111628,111628,338.0,338.0,488929,756,855,armorbase03,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/chthonianherald_h04.dbr,Barl'Zoth ~ Thundering,devotion,109,109,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,base|sm_mod,((charLevel*13)^1.50)+20,53360,53360,0.0,0.0,169.0,169.0,143539,143539,318.0,318.0,599993,756,855,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/chthonianservitor_h01.dbr,Ishthu'Gal the Dreadblood,devotion,109,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,41497,41497,0.0,0.0,169.0,169.0,111628,111628,328.0,328.0,477766,756,855,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/chthonianservitor_h02.dbr,Lank'Zuul the Torturer,devotion,109,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,41497,41497,0.0,0.0,169.0,169.0,111628,111628,340.0,340.0,491162,756,855,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,41497,41497,0.0,0.0,169.0,169.0,111628,111628,340.0,340.0,491162,756,855,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/dranghoul_h02.dbr,Fariim ~ Bramble,devotion,109,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,41497,41497,100.0,0.0,169.0,269.0,153125,153125,318.0,318.0,640062,756,855,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/fleshhulk_h03.dbr,Kollus ~ Burning,devotion,107,107,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,base|sm_mod,((charLevel*13)^1.50)+20,51899,51899,0.0,0.0,169.0,169.0,139608,139608,328.0,328.0,597522,743,841,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/ghost_h01.dbr,Odellia Lanos,devotion,107,107,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,40360,40360,0.0,0.0,169.0,169.0,108568,108568,328.0,328.0,464671,743,841,armorbase03,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/ghost_h02.dbr,Marden Thal ~ Burning,devotion,107,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,40360,40360,0.0,0.0,169.0,169.0,108568,108568,328.0,328.0,464671,743,841,armorbase03,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/rhino_h02.dbr,Starhorn ~ Celestial,devotion,109,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,41497,41497,0.0,0.0,169.0,169.0,111628,111628,318.0,318.0,466604,756,855,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/skeleton_h06.dbr,Rimelord ~ Frozen,devotion,107,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,40360,40360,0.0,0.0,169.0,169.0,108568,108568,320.0,320.0,455986,743,841,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/skeleton_h08.dbr,Alladon the Flamewatcher,devotion,107,107,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,base|sm_mod,((charLevel*13)^1.50)+20,51899,51899,0.0,0.0,169.0,169.0,139608,139608,320.0,320.0,586354,743,841,armorbase03,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/devotion/skeleton_h09.dbr,Elagorian Darkmarrow,devotion,107,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,40360,40360,0.0,0.0,169.0,169.0,108568,108568,320.0,320.0,455986,743,841,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/hero/aetherialcorruption_h01.dbr,Challdrus the Coldheart,hero,109,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,41497,41497,0.0,0.0,169.0,169.0,111628,111628,308.0,308.0,455441,756,855,armorbase03,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/hero/aetherialimp_h02.dbr,Phanolg the Iceborn,hero,109,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,41497,41497,0.0,0.0,169.0,169.0,111628,111628,318.0,318.0,466604,756,855,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/hero/aetherialimp_h03.dbr,Wourble ~ Reflective,hero,109,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,41497,41497,0.0,0.0,169.0,169.0,111628,111628,318.0,318.0,466604,756,855,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/hero/aetherialimp_h04.dbr,Ghalbar ~ Regenerator,hero,109,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,41497,41497,0.0,0.0,169.0,169.0,111628,111628,318.0,318.0,466604,756,855,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/hero/basilisk_h01.dbr,Stormslither,hero,107,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,40360,40360,0.0,0.0,169.0,169.0,108568,108568,308.0,330.0,442957,743,841,armorbase03,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/hero/basilisk_h02.dbr,Rotmouth,hero,107,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,40360,40360,0.0,0.0,169.0,169.0,108568,108568,308.0,330.0,442957,743,841,armorbase03,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/hero/basilisk_h03.dbr,Aregos ~ Corrupted,hero,107,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,base|sm_mod,((charLevel*11)^1.50)-20,40360,40360,0.0,0.0,169.0,169.0,108568,108568,308.0,308.0,442957,743,841,armorbase03,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
records/creatures/enemies/hero/gargoyle_h01.dbr,Hudsar ~ Frozen,hero,109,109,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,base|sm_mod,((charLevel*13)^1.50)+20,53360,53360,0.0,0.0,169.0,169.0,143539,143539,340.0,340.0,631572,756,855,armorbase04,resists_heroboss,MEASURED,NOT-DERIVED (A6 scope: Crucible wave ladder + mitigation)
