record,display_name,archetype_tag,stratum,status,arz_owners,threat_tier,level_min,level_max,wave_first,wave_last,n_actors,n_champion_actors,life_modifier_pct_min,life_modifier_pct_max,mesh,mesh_body,mesh_file,mesh_scale,base_texture,anim_table,controller,controller_class,monster_classification,character_attack_speed,character_attack_speed_tag,character_spellcast_speed,character_run_speed,walk_speed,run_speed_jitter,disable_movement,min_rotation_speed,max_rotation_speed,num_attack_slots,n_slots_decoded,waiting_anim_delay_ms,death_anim_blend_time,basic_attack_anims,basic_attack_anim_weights,basic_attack_anim_speeds,basic_attack_anim_durs_s,basic_attack_dur_s,basic_swing_period_s,anim_classes_alt,skill_classes,n_skill_classes,damage_types,damage_types_nonphysical,damage_types_dot,control_effects,n_control_effects,range_band_modal,range_band_chanceweighted,range_band_profile,life_equation,character_life,character_life_modifier,bio_record,pools,pool_kinds,ctrl_MaxPursuitDistance,ctrl_PursuitTime,ctrl_ViewDistance,ctrl_InnerViewDistance,ctrl_MaxYViewDistance,ctrl_RoamBehavior,ctrl_RoamDistance,ctrl_MinRoamDistance,ctrl_MinTimeBeforeRoam,ctrl_MaxTimeBeforeRoam,ctrl_ChanceToIdleOnPatrol,ctrl_MinPatrolIdleTime,ctrl_MaxPatrolIdleTime,ctrl_WanderDistance,ctrl_MinWanderDistance,ctrl_TeleportToLeaderDistance,ctrl_fleeDistance,ctrl_FleeBehavior,ctrl_FleeChance,ctrl_DodgeChance,ctrl_DodgeDistance,ctrl_MinDodgeDistance,ctrl_DodgeDelay,ctrl_enemyTooClose,ctrl_EmoteBeforePursuingChance,ctrl_ChanceToRespondToDistressCall,ctrl_minSwingPause,ctrl_maxSwingPause,ctrl_RepositionChance,tree_n_skills,tree_unresolved,tree_skill_classes,tree_roles,tree_damage_types,tree_control_effects,tree_summons,n_summons,damage_types_union,damage_types_union_nonphysical,damage_types_dot_union,control_effects_union,n_control_effects_union,n_skills_total,mesh_key
records/creatures/enemies/bounties/cu_bounty08.dbr,Chillpincer,cu_bounty08,bounties,OK,gdx1|sm1,hero,107,107,153,153,1,1,310.0,310.0,creatures/enemies/crabmonstrosity/crabmonstrosity01d.msh,crabmonstrosity,crabmonstrosity01d.msh,1.4500000476837158,creatures/enemies/crabmonstrosity/crabmonstrosity01d_dif.tex,records/creatures/enemies/anm/anm_swampcrab.dbr,records/controllers/enemy/controller_swampcrab_melee.dbr,ControllerMonster,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.699999988079071,,,4.0,8.0,8,6,5000,250.0,crabmonstrosity_attack_a01.anm|crabmonstrosity_attack_c01.anm,100.0|100.0,1.0|1.0,0.9667|0.9000,0.9333,0.9333,,Skill_AttackRadius|Skill_AttackWave|Skill_AttackWeapon|Skill_BuffAttackRadiusDrop|Skill_BuffRadiusToggled,5,Physical|Pierce|Cold,Pierce|Cold,SlowCold,Freeze|SlowTotalSpeed,2,ShortRange,ShortRange,ShortRange:4|AnyRange:1,charLevel*1,0.0,0.0,,bounty_heroes01,BOUNTY,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,0,2.0,2.0,6000,0.0,0,50,0.30000001192092896,0.699999988079071,0,15,0,Skill_AttackProjectileAreaEffect|Skill_AttackRadius|Skill_AttackWave|Skill_AttackWeapon|Skill_BuffAttackRadiusDrop|Skill_BuffRadiusToggled|Skill_MonsterGenerator|Skill_OnDeathSpawnActor|Skill_Passive|Skill_PassiveOnLifeBuffSelf,attack:5|buff:2|other:1|passive:6|summon:1,Physical|Pierce|Cold,Freeze|SlowTotalSpeed,d01_chesthero_all_01.dbr|swampcrab_a00_summon.dbr,2,Physical|Pierce|Cold,Pierce|Cold,SlowCold,Freeze|SlowTotalSpeed,2,21,crabmonstrosity01d
records/creatures/enemies/bounties/cw_bounty04.dbr,Dar'Vagol the Mageclaw ~ Arcane,cw_bounty04,bounties,OK,gdx1|sm1,hero,107,107,167,167,1,1,338.0,338.0,creatures/enemies/chthonianrylok/chthonianrylok01b_arcane.msh,chthonianrylok,chthonianrylok01b_arcane.msh,1.399999976158142,creatures/enemies/chthonianrylok/chthonianrylok01g_dif.tex,records/creatures/enemies/anm/anm_chthonian_rylok.dbr,records/controllers/enemy/controller_chthonicrylok.dbr,ControllerMonster,Hero,1.100000023841858,CharacterAttackSpeedAverage,1.0,1.100000023841858,1.0,,,4.0,8.0,8,8,5000,250.0,chthonianrylok_attack_a01.anm|chthonianrylok_attack_a02.anm,100.0|100.0,1.25|1.25,0.8800|1.0400,0.96,0.8727,,Skill_AttackProjectile|Skill_AttackProjectileRing|Skill_AttackRadius|Skill_AttackWave|Skill_AttackWeapon|Skill_BuffRadiusToggled|Skill_WeaponPool_ChargedFinale,7,Physical|Pierce|Fire|Chaos|Elemental,Pierce|Fire|Chaos|Elemental,SlowBleeding|SlowFire|SlowLife,Petrify,1,ShortRange,ShortRange,ShortRange:3|MediumRange:1|AnyRange:1,charLevel*1+3,0.0,0.0,,bounty_heroes02,BOUNTY,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,50,2.0,2.0,1500,0.0,0,75,0.4000000059604645,0.6000000238418579,0,17,0,Skill_AttackBuff|Skill_AttackProjectile|Skill_AttackProjectileRing|Skill_AttackRadius|Skill_AttackWave|Skill_AttackWeapon|Skill_BuffRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive|Skill_WeaponPool_ChargedFinale,attack:8|buff:2|other:1|passive:6,Physical|Pierce|Fire|Chaos|Elemental,Petrify,d01_chesthero_all_01.dbr,1,Physical|Pierce|Fire|Chaos|Elemental,Pierce|Fire|Chaos|Elemental,SlowBleeding|SlowFire|SlowLife,Petrify,1,25,chthonianrylok01b_arcane
records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,cw_bounty09,bounties,OK,gdx1|sm1,hero,107,107,167,167,1,1,338.0,338.0,creatures/enemies/yeti/yetiswamp01a_vitality.msh,yeti,yetiswamp01a_vitality.msh,1.1200000047683716,,records/creatures/enemies/anm/anm_yeti.dbr,records/controllers/enemy/controller_yeti.dbr,ControllerMonster,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.149999976158142,0.800000011920929,,,4.0,8.0,8,6,5000,250.0,yeti_attack_a01.anm|yeti_attack_c01.anm|yeti_attack_d01.anm,100.0|100.0|100.0,1.25|1.25|1.25,0.8267|0.6933|0.9333,0.8178,0.8178,,Skill_AttackBuff|Skill_AttackProjectile|Skill_AttackRadius|Skill_AttackWeapon|Skill_AttackWeaponCharge|Skill_BuffRadiusToggled,6,Physical|Poison,Poison,SlowPoison,SlowTotalSpeed,1,ShortRange,ShortRange,ShortRange:2|LongRange:2|MediumRange:1,(charLevel*1.1)+2,0.0,0.0,,bounty_heroes02,BOUNTY,125.0,10000,80.0,12.0,20.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,0,0.0,0.0,0,0.0,0,15,0.30000001192092896,0.800000011920929,0,16,0,SkillSecondary_Tether|Skill_AttackBuff|Skill_AttackProjectile|Skill_AttackRadius|Skill_AttackWave|Skill_AttackWeapon|Skill_AttackWeaponCharge|Skill_BuffAttackRadiusDuration|Skill_BuffRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive,attack:5|buff:3|other:2|passive:6,Physical|Poison|Life,SlowTotalSpeed,d01_chesthero_all_01.dbr,1,Physical|Poison|Life,Poison|Life,SlowBleeding|SlowPoison|SlowLife,SlowTotalSpeed,1,22,yetiswamp01a_vitality
records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,odv_bounty07,bounties,OK,base|sm_mod,hero,107,107,153,153,1,1,310.0,310.0,creatures/npcs/humanmale03b.msh,npcs,humanmale03b.msh,1.0,,records/creatures/pc/anm_malepc.dbr,records/controllers/enemy/controller_zealot_meleebasic.dbr,ControllerMonster,Hero,0.8500000238418579,CharacterAttackSpeedAverage,0.8999999761581421,0.6600000262260437,0.699999988079071,15.0,,4.0,8.0,8,3,5000,250.0,hero01_sword1h_attack_a01.anm|hero01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.5961,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,Skill_AttackProjectile|Skill_AttackRadius|Skill_BuffAttackRadiusDuration,3,Lightning,Lightning,SlowLightning,SlowRunSpeed,1,LongRange,LongRange,LongRange:1|ShortRange:1|AnyRange:1,charLevel*1,0.0,0.0,,bounty_heroes03,BOUNTY,125.0,10000,80.0,12.0,20.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,10.0,NeverFlee,0,0,0.0,0.0,0,0.0,0,15,0.6499999761581421,1.2000000476837158,0,9,0,Skill_AttackProjectile|Skill_AttackRadius|Skill_BuffAttackRadiusDuration|Skill_OnDeathSpawnActor|Skill_Passive,attack:2|buff:1|other:1|passive:5,Physical|Lightning,SlowRunSpeed,d01_chesthero_all_01.dbr,1,Physical|Lightning,Lightning,SlowLightning,SlowRunSpeed,1,12,humanmale03b
records/creatures/enemies/bounties/pm_bounty06.dbr,Stormtitan ~ Electrified,pm_bounty06,bounties,OK,gdx1|sm1,hero,107,107,167,167,1,1,338.0,338.0,creatures/enemies/aetherialcolossus/aetherialcolossus03b.msh,aetherialcolossus,aetherialcolossus03b.msh,1.600000023841858,creatures/enemies/aetherialcolossus/aetherialcolossus02b_dif.tex,records/creatures/enemies/anm/anm_aetherialcolossus.dbr,records/controllers/enemy/controller_aetherialcolossus.dbr,ControllerMonster,Hero,1.350000023841858,CharacterAttackSpeedAverage,1.350000023841858,1.100000023841858,1.0,,,12.0,18.0,8,7,5000,250.0,aetherialcolossus_attack_a01.anm|aetherialcolossus_attack_b01.anm,100.0|100.0,1.25|1.25,1.7333|1.6267,1.68,1.2444,,Skill_AttackProjectileAreaEffect|Skill_AttackProjectileBurst|Skill_AttackProjectileRing|Skill_AttackRadiusLightning|Skill_AttackWeaponCharge|Skill_BuffRadiusToggled,6,Physical|Fire|Lightning|Aether,Fire|Lightning|Aether,SlowFire,Stun|SlowDefensiveAbility,2,LongRange,LongRange,LongRange:2|ShortRange:2|MediumRange:1,charLevel*1+5,0.0,0.0,,bounty_heroes02,BOUNTY,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,0,0.0,0.0,0,0.0,0,50,0.0,0.30000001192092896,0,15,0,Skill_AttackProjectileAreaEffect|Skill_AttackProjectileBurst|Skill_AttackProjectileRing|Skill_AttackRadiusLightning|Skill_AttackWeaponCharge|Skill_BuffRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive,attack:7|buff:1|other:1|passive:6,Physical|Fire|Lightning|Aether,Stun|SlowDefensiveAbility,d01_chesthero_all_01.dbr,1,Physical|Fire|Lightning|Aether,Fire|Lightning|Aether,SlowFire,Stun|SlowDefensiveAbility,2,22,aetherialcolossus03b
records/creatures/enemies/bounties/ro_bounty11.dbr,Rixna Plaguefeather,ro_bounty11,bounties,OK,base|sm_mod,hero,107,107,153,153,1,1,310.0,310.0,creatures/enemies/harpy/harpya01.msh,harpy,harpya01.msh,1.25,creatures/enemies/harpy/harpyc01_dif.tex,records/creatures/enemies/anm/anm_harpy.dbr,records/controllers/enemy/controller_harpymelee01.dbr,ControllerMonster,Hero,1.100000023841858,CharacterAttackSpeedAverage,1.0,0.8999999761581421,1.2000000476837158,15.0,,4.0,8.0,8,4,5000,250.0,harpy_attack_a01.anm|harpy_attack_a02.anm,100.0|100.0,1.0|1.0,1.4333|1.4333,1.4333,1.303,sHanded|staff,Skill_AttackProjectileAreaEffect|Skill_AttackProjectileRing|Skill_BuffAttackRadiusToggled|Skill_BuffRadiusToggled,4,,,SlowPoison,SlowDefensiveAbility|SlowOffensiveAbility,2,AnyRange,AnyRange,AnyRange:2|MediumRange:1,charLevel*1,0.0,0.0,,bounty_heroes03,BOUNTY,125.0,10000,80.0,12.0,20.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,10.0,NeverFlee,0,0,0.0,0.0,0,0.0,0,15,0.4000000059604645,0.8999999761581421,0,11,0,Skill_AttackProjectileAreaEffect|Skill_AttackProjectileRing|Skill_BuffAttackRadiusToggled|Skill_BuffRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive,attack:2|buff:2|other:1|passive:6,Physical,SlowDefensiveAbility|SlowOffensiveAbility,d01_chesthero_all_01.dbr,1,Physical,,SlowBleeding|SlowPoison,SlowDefensiveAbility|SlowOffensiveAbility,2,15,harpya01
records/creatures/enemies/bounties/ro_bounty19.dbr,Grum ~ Diseased,ro_bounty19,bounties,OK,base|gdx3|sm_mod,hero,107,107,153,153,1,1,310.0,310.0,creatures/enemies/golem/golembonea01_diseased.msh,golem,golembonea01_diseased.msh,1.5,creatures/enemies/golem/golemboned01_dif.tex,records/creatures/enemies/anm/anm_golembone_phase01.dbr,records/controllers/enemy/controller_meleetank.dbr,ControllerMonster,Hero,1.149999976158142,CharacterAttackSpeedAverage,1.0,1.350000023841858,1.0,15.0,,4.0,8.0,8,7,5000,250.0,golembone_phase01_meleeattack_a01.anm|golembone_phase01_meleeattack_b01.anm,100.0|100.0,1.25|1.25,1.3600|1.3600,1.36,1.1826,,Skill_AttackBuff|Skill_AttackBuffRadius|Skill_AttackProjectileAreaEffect|Skill_AttackProjectileBurst|Skill_AttackWave|Skill_BuffAttackRadiusToggled|Skill_SpawnPetMonster,7,Physical|Poison|Life,Poison|Life,SlowPoison,SlowOffensiveAbility,1,LongRange,LongRange,LongRange:2|AnyRange:2|ShortRange:1,(charLevel*1.1)+2,0.0,,,bounty_heroes03,BOUNTY,125.0,10000,80.0,12.0,20.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,0,0.0,0.0,0,0.0,0,15,0.5,1.0,0,14,0,Skill_AttackBuff|Skill_AttackBuffRadius|Skill_AttackProjectileAreaEffect|Skill_AttackProjectileBurst|Skill_AttackWave|Skill_BuffAttackRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive|Skill_PassiveOnLifeBuffSelf|Skill_SpawnPetMonster,attack:3|buff:3|other:1|passive:6|summon:1,Physical|Poison|Life,SlowOffensiveAbility,d01_chesthero_all_01.dbr|ghost_a01_summon.dbr,2,Physical|Poison|Life,Poison|Life,SlowPoison,SlowOffensiveAbility,1,21,golembonea01_diseased
records/creatures/enemies/devotion/aetherialcolossus_h04.dbr,Speldrakus ~ Arcane,aetherialcolossus_h04,devotion,OK,gdx1|sm1,hero,109,109,162,162,2,2,328.0,328.0,creatures/enemies/aetherialcolossus/aetherialcolossus03d.msh,aetherialcolossus,aetherialcolossus03d.msh,1.600000023841858,creatures/enemies/aetherialcolossus/aetherialcolossus02d_dif.tex,records/creatures/enemies/anm/anm_aetherialcolossus.dbr,records/controllers/enemy/controller_aetherialcolossus.dbr,ControllerMonster,Hero,1.350000023841858,CharacterAttackSpeedAverage,1.350000023841858,1.100000023841858,1.0,0.0,,12.0,18.0,8,7,5000,250.0,aetherialcolossus_attack_a01.anm|aetherialcolossus_attack_b01.anm,100.0|100.0,1.25|1.25,1.7333|1.6267,1.68,1.2444,,Skill_AttackProjectileAreaEffect|Skill_AttackProjectileBurst|Skill_AttackProjectileRing|Skill_AttackRadius|Skill_AttackWeaponCharge|Skill_BuffAttackRadiusDrop|Skill_BuffRadiusToggled,7,Physical|Fire|Aether|Elemental,Fire|Aether|Elemental,SlowFire,Petrify|SlowDefensiveAbility,2,ShortRange,ShortRange,ShortRange:2|LongRange:1|MediumRange:1|AnyRange:1,charLevel*1+5,0.0,0.0,,devotion_heroes01,DEVOTION,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,0,0.0,0.0,0,0.0,0,50,0.0,0.30000001192092896,0,17,0,Skill_AttackBuff|Skill_AttackProjectile|Skill_AttackProjectileAreaEffect|Skill_AttackProjectileBurst|Skill_AttackProjectileRing|Skill_AttackRadius|Skill_AttackWeaponCharge|Skill_BuffAttackRadiusDrop|Skill_BuffRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive,attack:7|buff:3|other:1|passive:6,Physical|Fire|Aether|Elemental,Petrify|SlowDefensiveAbility,d01_chesthero_all_01.dbr,1,Physical|Fire|Aether|Elemental,Fire|Aether|Elemental,SlowFire,Petrify|SlowDefensiveAbility,2,24,aetherialcolossus03d
records/creatures/enemies/devotion/aetherialcorruption_h01.dbr,Chillian,aetherialcorruption_h01,devotion,OK,gdx1|sm1,hero,109,109,167,167,1,1,338.0,338.0,creatures/enemies/aetherialcorruption/aetherialcorruption01c.msh,aetherialcorruption,aetherialcorruption01c.msh,1.649999976158142,creatures/enemies/aetherialcorruption/aetherialcorruption01c_dif.tex,records/creatures/enemies/anm/anm_aetherialcorruption.dbr,records/controllers/enemy/controller_aetherialcorruption.dbr,ControllerMonster,Hero,1.100000023841858,CharacterAttackSpeedAverage,1.0,1.2000000476837158,0.800000011920929,10.0,,6.0,10.0,8,6,5000,250.0,aetherialcorruption_attack_b01.anm|aetherialcorruption_attack_d01.anm|aetherialcorruption_attack_e01.anm,100.0|100.0|100.0,1.25|1.25|1.25,1.2267|1.3067|1.2533,1.2622,1.1475,sHanded|dHanded,Skill_AttackBuffRadius|Skill_AttackProjectile|Skill_AttackWave|Skill_BuffAttackRadiusDrop|Skill_BuffAttackRadiusToggled|Skill_WeaponPool_ChargedFinale,6,Physical|Cold|Aether,Cold|Aether,SlowCold|SlowPoison,Freeze|SlowTotalSpeed|TotalDamageReductionPercent,3,ShortRange,ShortRange,ShortRange:2|LongRange:1|AnyRange:1,charLevel*1+5,0.0,0.0,,devotion_heroes02,DEVOTION,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,0,0.0,0.0,0,0.0,0,50,0.5,1.100000023841858,0,12,0,Skill_AttackBuffRadius|Skill_AttackProjectile|Skill_AttackWave|Skill_BuffAttackRadiusDrop|Skill_BuffAttackRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive|Skill_WeaponPool_ChargedFinale,attack:3|buff:3|other:1|passive:5,Physical|Cold|Aether|Life,Freeze|SlowTotalSpeed|TotalDamageReductionPercent,d01_chesthero_all_01.dbr,1,Physical|Cold|Aether|Life,Cold|Aether|Life,SlowCold|SlowPoison,Freeze|SlowTotalSpeed|TotalDamageReductionPercent,3,18,aetherialcorruption01c
records/creatures/enemies/devotion/aetherialcorruption_h03.dbr,Peuglis ~ Diseased,aetherialcorruption_h03,devotion,OK,gdx1|sm1,hero,109,109,167,167,1,1,338.0,338.0,creatures/enemies/aetherialcorruption/aetherialcorruption01e.msh,aetherialcorruption,aetherialcorruption01e.msh,1.649999976158142,creatures/enemies/aetherialcorruption/aetherialcorruption01e_dif.tex,records/creatures/enemies/anm/anm_aetherialcorruption.dbr,records/controllers/enemy/controller_aetherialcorruption.dbr,ControllerMonster,Hero,1.100000023841858,CharacterAttackSpeedAverage,1.0,1.2000000476837158,0.800000011920929,10.0,,6.0,10.0,8,5,5000,250.0,aetherialcorruption_attack_b01.anm|aetherialcorruption_attack_d01.anm|aetherialcorruption_attack_e01.anm,100.0|100.0|100.0,1.25|1.25|1.25,1.2267|1.3067|1.2533,1.2622,1.1475,sHanded|dHanded,Skill_AttackProjectileAreaEffect|Skill_AttackProjectileRing|Skill_BuffAttackRadiusToggled|Skill_WeaponPool_ChargedFinale,4,Physical|Poison|Aether,Poison|Aether,SlowPoison,SlowDefensiveAbility|SlowOffensiveAbility,2,MediumRange,MediumRange,MediumRange:1|AnyRange:1|ShortRange:1,charLevel*1+5,0.0,0.0,,devotion_heroes02,DEVOTION,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,0,0.0,0.0,0,0.0,0,50,0.5,1.100000023841858,0,11,0,Skill_AttackProjectileAreaEffect|Skill_AttackProjectileRing|Skill_BuffAttackRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive|Skill_WeaponPool_ChargedFinale,attack:4|buff:1|other:1|passive:5,Physical|Poison|Aether|Life,SlowDefensiveAbility|SlowOffensiveAbility,d01_chesthero_all_01.dbr,1,Physical|Poison|Aether|Life,Poison|Aether|Life,SlowPoison,SlowDefensiveAbility|SlowOffensiveAbility,2,16,aetherialcorruption01e
records/creatures/enemies/devotion/aetherialcorruption_h04.dbr,Tirendal ~ Timewarped,aetherialcorruption_h04,devotion,OK,gdx1|sm1,hero,109,109,167,167,1,1,338.0,338.0,creatures/enemies/aetherialcorruption/aetherialcorruption01f.msh,aetherialcorruption,aetherialcorruption01f.msh,1.649999976158142,,records/creatures/enemies/anm/anm_aetherialcorruption.dbr,records/controllers/enemy/controller_aetherialcorruption.dbr,ControllerMonster,Hero,1.100000023841858,CharacterAttackSpeedAverage,1.0,1.2000000476837158,0.800000011920929,10.0,,6.0,10.0,8,6,5000,250.0,aetherialcorruption_attack_b01.anm|aetherialcorruption_attack_d01.anm|aetherialcorruption_attack_e01.anm,100.0|100.0|100.0,1.25|1.25|1.25,1.2267|1.3067|1.2533,1.2622,1.1475,sHanded|dHanded,Skill_AttackProjectileBurst|Skill_AttackProjectileRing|Skill_AttackWeaponBlink|Skill_BuffRadiusToggled|Skill_WeaponPool_ChargedFinale,5,Physical|Pierce|Poison|Aether,Pierce|Poison|Aether,SlowPoison,Petrify|SlowTotalSpeed,2,MediumRange,MediumRange,MediumRange:2|AnyRange:1|LongRange:1,charLevel*1+5,0.0,0.0,,devotion_heroes02,DEVOTION,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,0,0.0,0.0,0,0.0,0,50,0.5,1.100000023841858,0,14,0,Skill_AttackProjectileAreaEffect|Skill_AttackProjectileBurst|Skill_AttackProjectileRing|Skill_AttackWeaponBlink|Skill_BuffRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive|Skill_WeaponPool_ChargedFinale,attack:5|buff:2|other:1|passive:6,Physical|Pierce|Poison|Aether|Life|Elemental,Petrify|SlowTotalSpeed,d01_chesthero_all_01.dbr,1,Physical|Pierce|Poison|Aether|Life|Elemental,Pierce|Poison|Aether|Life|Elemental,SlowPoison,Petrify|SlowTotalSpeed,2,20,aetherialcorruption01f
records/creatures/enemies/devotion/chthonianherald_h04.dbr,Barl'Zoth ~ Thundering,chthonianherald_h04,devotion,OK,gdx3|sm3,hero,109,109,157,157,1,1,318.0,318.0,creatures/enemies/chthonianherald/chthonianherald02a.msh,chthonianherald,chthonianherald02a.msh,1.3200000524520874,creatures/enemies/chthonianherald/chthonianherald02e_dif.tex,records/creatures/enemies/anm/anm_chthonian_herald.dbr,records/controllers/enemy/controller_chthonicherald.dbr,ControllerMonster,Hero,1.100000023841858,CharacterAttackSpeedAverage,1.0,1.100000023841858,1.149999976158142,0.0,,4.0,8.0,4,6,5000,250.0,chthonianherald_simplecast_a01.anm|chthonianherald_simplecast_b01.anm,100.0|100.0,1.25|1.25,0.8267|0.8267,0.8267,0.7515,,Skill_AttackProjectile|Skill_AttackProjectileBurst|Skill_AttackProjectileFan|Skill_AttackRadiusTeleport|Skill_BuffRadiusToggled|Skill_TargetedSpawnPet,6,Physical|Lightning|Chaos,Lightning|Chaos,,SlowDefensiveAbility|SlowOffensiveAbility,2,LongRange,LongRange,LongRange:2|AnyRange:1|MediumRange:1,charLevel*1,0.0,0.0,,devotion_heroes01,DEVOTION,125.0,10000,80.0,4.0,10.0,Roam,4.0,2.0,6000,12000,20,1000,5000,0.0,2.0,40.0,5.0,NeverFlee,50,50,2.0,2.0,1500,3.0,0,75,0.800000011920929,1.2000000476837158,0,14,0,Skill_AttackBuff|Skill_AttackProjectile|Skill_AttackProjectileBurst|Skill_AttackProjectileFan|Skill_AttackRadiusTeleport|Skill_BuffRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive|Skill_TargetedSpawnPet,attack:4|buff:2|other:1|passive:6|summon:1,Physical|Lightning|Chaos,SlowDefensiveAbility|SlowOffensiveAbility,d01_chesthero_all_01.dbr|trap_lightningspike_hero_a01.dbr,2,Physical|Lightning|Chaos,Lightning|Chaos,,SlowDefensiveAbility|SlowOffensiveAbility,2,20,chthonianherald02a
records/creatures/enemies/devotion/chthonianservitor_h01.dbr,Ishthu'Gal the Dreadblood,chthonianservitor_h01,devotion,OK,gdx1|sm1,hero,109,109,162,162,1,1,328.0,328.0,creatures/enemies/chthonianservitor/chthonianservitor01a_golden.msh,chthonianservitor,chthonianservitor01a_golden.msh,0.949999988079071,creatures/enemies/chthonianservitor/chthonianservitor01d_dif.tex,records/creatures/enemies/anm/anm_chthonian_servitor.dbr,records/controllers/enemy/controller_chthonianservitor.dbr,ControllerMonster,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.2000000476837158,1.100000023841858,0.0,,3.0,6.0,8,6,5000,250.0,chthonianservitor_attack_a01.anm|chthonianservitor_attack_b01.anm,100.0|100.0,1.0|1.0,1.2333|1.2333,1.2333,1.2333,,Skill_AttackProjectileDrop|Skill_AttackProjectileOrbiting|Skill_AttackRadius|Skill_AttackWeapon|Skill_BuffAttackRadiusDuration|Skill_BuffRadiusToggled,6,Physical|Pierce|Fire|Cold|Lightning|Life,Pierce|Fire|Cold|Lightning|Life,SlowBleeding|SlowFire,SlowTotalSpeed,1,ShortRange,ShortRange,ShortRange:4|AnyRange:1,charLevel*1+5,0.0,0.0,,devotion_heroes01,DEVOTION,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,,,,,0.0,0,75,0.5,1.2000000476837158,0,14,0,Skill_AttackProjectileDrop|Skill_AttackProjectileOrbiting|Skill_AttackRadius|Skill_AttackWeapon|Skill_BuffAttackRadiusDuration|Skill_BuffOther|Skill_BuffRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive,attack:5|buff:3|other:1|passive:5,Physical|Pierce|Fire|Cold|Lightning|Life,SlowTotalSpeed,d01_chesthero_all_01.dbr,1,Physical|Pierce|Fire|Cold|Lightning|Life,Pierce|Fire|Cold|Lightning|Life,SlowBleeding|SlowFire,SlowTotalSpeed,1,20,chthonianservitor01a_golden
