record,display_name,stratum,slot,skill,skill_class,chance_pct,delay_s,timeout_s,range_band,skill_cooldown_s,skill_active_duration_s,skill_charge_duration_s,instant_cast,allows_warmup,warmup_effect,wave_time_s,wave_distance,camera_shake_dur_s,time_between_attacks_ms,target_interval_s,distance_profile,anim_binding_grade,special_anim_ref,fallback_anm,fallback_anm_dur_s,special_anm,special_anm_frames,special_anm_dur_s,projectile,projectile_velocity,projectile_distance,projectile_launch_angle,damage_types_direct,damage_types_dot,control_effects,n_damage_ranks,skill_radius,skill_max_targets,skill_angle
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,Cyrian Marcan,boss&quest,special4,records/skills/nonplayerskillsgdx1/bossskills/malmouthenclave_aethergeyser.dbr,Skill_CharonGeysers,100.0,13.0,7.0,AnyRange,,6.0,,,,,,,,,,Maximum,DIRECT-REF,Summon,,,aetherialfleshshaper_summon_a01.anm,56,1.8667,records/fx/skillsother/aoe/aethergeyser_projectilefx01.dbr,,18.0,,Fire|Aether,,SlowRunSpeed,60,,,
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,Cyrian Marcan,boss&quest,dying,records/skills/nonplayerskillsgdx1/bossskills/malmouthenclave_deathbuff_02.dbr,Skill_BuffOther,,,,,,,,,,,,,,,,,NO-REF,,aetherialfleshshaper_attack_a02.anm,1.3667,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,special1,records/skills/nonplayerskillsgdx1/bossskills/factoryguardian_firevomit.dbr,Skill_AttackWave,100.0,5.0,2.0,ShortRange,,,,,,,0.5,9.0,2.0,,,Melee,DIRECT-REF,VomitFire,,,aetherialbloater_vomitfire_a01.anm,51,1.7,,,,,Fire,SlowFire,,60,,,
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,special2,records/skills/nonplayerskillsgdx1/bossskills/factoryguardian_firethrash.dbr,Skill_AttackWeapon,100.0,5.0,0.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,ThrashFire,,,aetherialbloater_attack_c01fire.anm,61,2.0333,,,,,Physical|Fire,SlowFire,SlowDefensiveAbility|SlowDefensiveReduction,60,,1,25.0
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,special3,records/skills/nonplayerskillsgdx1/bossskills/factoryguardian_charge.dbr,Skill_AttackWeaponCharge,100.0,4.0,1.0,LongRange,,,,,True,records/fx/skillclass01/blitz1_warmuploop_fx01.dbr,,,0.25,,,Melee,REF-UNSATISFIED-BY-TABLE,Charge,,,,,,,,,,Physical|Poison|Life,,Stun,60,,6,240.0
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,special4,records/skills/nonplayerskillsgdx1/bossskills/factoryguardian_burningroar.dbr,Skill_AttackRadius,100.0,10.0,2.0,MediumRange,,,,,,,,,,,,Short,DIRECT-REF,Roar,,,aetherialbloater_roar_a01.anm,35,1.1667,,,,,Fire,SlowFire,,60,8.0,,
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,special5,records/skills/nonplayerskillsgdx1/bossskills/factoryguardian_bite.dbr,Skill_AttackWeapon,100.0,5.0,2.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,Bite,,,aetherialbloater_bite_a01.anm,31,1.0333,,,,,Physical|Poison,SlowPoison,,60,,3,30.0
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,dying,records/skills/nonplayerskillsgdx1/bossskills/factoryguardian_annihilation.dbr,Skill_AttackRadius,,,,,,,,,,,,,,,,Short,REF-UNSATISFIED-BY-TABLE,NovaHuge,aetherialbloater_roar_a01.anm,1.1667,,,,,,,,Aether,,Stun,60,9.0,,
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,Blugrug the Living Plague,boss&quest,special1,records/skills/nonplayerskillsgdx1/path/aetherialbloater_violentbarf.dbr,Skill_AttackProjectileBurst,100.0,4.0,3.0,MediumRange,,,,,,,,,,,,Moderate,DIRECT-REF,VomitBarrage,,,aetherialbloater_vomittriple_a01.anm,51,1.7,records/fx/skillsothergdx1/projectile/aetherialbloater_gorechunk_projectile.dbr,20.0,20.0,28.0,Physical|Poison,SlowPoison,Confusion,60,,,
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,Blugrug the Living Plague,boss&quest,special2,records/skills/nonplayerskillsgdx1/bossskills/avris_bloodorbnova.dbr,Skill_AttackProjectileRing,100.0,8.0,5.0,MediumRange,,,,,,,,,,,,Long,NO-REF,,aetherialbloater_roar_a01.anm,1.1667,,,,records/fx/skillsothergdx1/projectileboss/bloodorbboomerang_fxprojectile.dbr,12.0,40.0,,Physical|Life,SlowBleeding,,60,,,
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,Blugrug the Living Plague,boss&quest,initial,records/skills/nonplayerskillsgdx2/bossskills/aetherialbloater_plaguepresence.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,aetherialbloater_roar_a01.anm,1.1667,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,special1,records/skills/nonplayerskills/bossskills/possessedcommander_flamethrower.dbr,Skill_AttackWave,100.0,14.0,6.0,ShortRange,,,,,,,0.25,12.0,,,,Short,DIRECT-REF,Flamethrower,,,commander_attackspecial_d01.anm,111,3.7,,,,,Physical|Aether,SlowFire,,60,,,
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,special2,records/skills/nonplayerskills/bossskills/possessedcommander_aetherburst.dbr,Skill_AttackProjectileBurst,100.0,10.0,8.0,LongRange,,,,,,,,,,,,Long,DIRECT-REF,HeavyBlast,,,commander_attackspecial_a01.anm,66,2.2,records/fx/skillsother/itemskills/aethermissile_fxprojectileburstfast_large.dbr,25.0,20.0,,Physical|Fire|Aether,,SlowDefensiveAbility,60,,,
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,special3,records/skills/nonplayerskills/bossskills/possessedcommander_airstrike.dbr,Skill_AttackProjectileDrop,100.0,21.0,12.0,AnyRange,,,,,,,,,,,,Maximum,DIRECT-REF,AirStrikeSunder,,,commander_attackspecial_b01_sunder.anm,35,1.1667,records/fx/skillsother/aoe/aetherializedcommander_airstrike_projectilefx01.dbr,24.0,24.0,0.0,Physical|Aether,,Stun|SlowDamageMult,60,6.0,,
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,special4,records/skills/nonplayerskills/bossskills/possessedcommander_cannonbarrage.dbr,Skill_AttackProjectile,100.0,14.0,3.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,Barrage,,,commander_attackspecial_c01.anm,64,2.1333,records/fx/skillsother/projectile/aether_cannonball_projectilefx01.dbr,20.0,22.0,0.0,Physical|Aether,,,60,,,
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,"Dralgar, the Keeper of Burrwitch",boss&quest,basic,records/skills/nonplayerskillsgdx1/bossskills/dralgar_aetherslam.dbr,Skill_WeaponPool_ChargedFinale,,,,,,,2.5,,,,,,,,,Melee,DIRECT-REF,Slam,,,aetherialcorruption_attack_a01.anm,46,1.5333,,,,,Physical|Aether,,,60,,1,25.0
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,"Dralgar, the Keeper of Burrwitch",boss&quest,special1,records/skills/nonplayerskillsgdx1/bossskills/dralgar_aethernova.dbr,Skill_AttackProjectileRing,100.0,8.0,2.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,Roar,,,aetherialcorruption_roar_a01.anm,71,2.3667,records/fx/skillsothergdx1/projectile/aetherialcolossus_aetherburst_projectilefx01.dbr,8.0,15.0,,Physical|Fire|Aether,SlowFire,,60,,,
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,"Dralgar, the Keeper of Burrwitch",boss&quest,special2,records/skills/nonplayerskillsgdx1/bossskills/dralgar_aetherbursts.dbr,Skill_AttackProjectileFan,100.0,10.0,5.0,LongRange,,,,,,,,,,,,Long,DIRECT-REF,RoarDouble,,,aetherialcorruption_roardouble_a01.anm,71,2.3667,records/fx/skillsothergdx1/projectile/aetherialcolossus_aetherburst_projectilefx01.dbr,8.0,15.0,,Physical|Fire|Aether,SlowFire,,60,,,
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,"Dralgar, the Keeper of Burrwitch",boss&quest,initial,records/skills/nonplayerskillsgdx1/bossskills/dralgar_rotskin.dbr,Skill_BuffAttackRadiusToggled,,,,,,,,False,,,,,,,,Short,NO-REF,,aetherialcorruption_attack_d01.anm,1.6333,,,,,,,,Aether,SlowPoison,,60,3.5,,
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,basic,records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_acidbarf.dbr,Skill_AttackWave,,,,,,,,,,,0.5,3.5,,,,Melee,DIRECT-REF,BreathTriple,,,basilisk_breath_a01.anm,45,1.5,,,,,Physical|Poison,,TotalDamageReductionPercent,60,,,
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,special1,records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_homingspit.dbr,Skill_AttackProjectile,100.0,5.0,2.0,LongRange,,,,,,,,,,,,Long,NO-REF,,basilisk_castattack_a01.anm,1.1667,,,,records/fx/skillsothergdx1/projectileboss/acidorb_homing_projectilefx01.dbr,9.0,20.0,,Physical|Poison,,,60,,,
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,special2,records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_petrifyingglare.dbr,Skill_AttackWave,100.0,12.0,4.0,MediumRange,,,,,,,0.20000000298023224,6.0,,,,Melee,DIRECT-REF,Petrify,,,basilisk_petrifyingglare_a01.anm,45,1.5,,,,,,,Petrify|SlowTotalSpeed,60,,,
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,special3,records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_tailswipe.dbr,Skill_AttackRadius,100.0,5.0,2.0,ShortRange,0.0,,,,,,,,,,,Melee,DIRECT-REF,TailLash,,,basilisk_attackspecial_a01.anm,44,1.4667,,,,,Physical|Poison,,Stun,60,3.799999952316284,,
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,special4,records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_acidprojectilenova.dbr,Skill_AttackProjectileRing,100.0,7.0,2.0,LongRange,2.0,,,,,,,,,,,Short,DIRECT-REF,Roar,,,basilisk_castbuff_a01.anm,55,1.8333,records/fx/skillsothergdx1/projectile/acidorb_burst_projectilefx01.dbr,16.0,20.0,,Physical|Poison,SlowPoison,,60,,,
records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,"Shar'Zul, Harbinger of Chaos",boss&quest,basic,records/skills/nonplayerskills/bossskills/sharzul_flamestrike.dbr,Skill_WeaponPool_ChargedFinale,,,,,,,12.0,,,,,,,,,Melee,DIRECT-REF,CleaveFire,,,dreadguard_sword2h_attackspecial_a01fire.anm,41,1.3667,,,,,Physical|Fire|Chaos,,SlowDefensiveAbility,60,,5,170.0
records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,"Shar'Zul, Harbinger of Chaos",boss&quest,special1,records/skills/nonplayerskills/bossskills/sharzul_firecleave.dbr,Skill_AttackWave,100.0,8.0,3.0,ShortRange,,,,,,,0.20000000298023224,9.0,1.0,,,Moderate,DIRECT-REF,DoubleCleaveFire,,,dreadguard_sword2h_attackspecial_b01fire.anm,60,2.0,,,,,Physical|Fire|Lightning,SlowFire,,60,,,
records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,"Shar'Zul, Harbinger of Chaos",boss&quest,special2,records/skills/nonplayerskills/bossskills/sharzul_orbitingflames.dbr,Skill_AttackProjectileOrbiting,100.0,18.0,7.0,LongRange,,,,,,,,,,,,Long,DIRECT-REF,Roar,,,dreadguard_sword2h_attackroar_a01.anm,43,1.4333,records/fx/skillsother/orbital/sharzul_flameline_projectileorbitalfx01.dbr,,15.0,,Fire,SlowFire,,60,,,
records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,"Shar'Zul, Harbinger of Chaos",boss&quest,special3,records/skills/nonplayerskills/bossskills/sharzul_pyroclasm.dbr,Skill_AttackProjectileFan,100.0,9.0,2.0,MediumRange,1.0,,,,,,,,,,,Maximum,DIRECT-REF,GroundSlam,,,dreadguard_sword2h_attackspecial_c01.anm,61,2.0333,records/fx/skillsother/itemskills/scorchedearth_projectilefx01.dbr,12.0,18.0,,Physical|Fire|Chaos,SlowFire,Stun,60,,,
records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,"Shar'Zul, Harbinger of Chaos",boss&quest,special4,records/skills/nonplayerskills/bossskills/sharzul_summonfiredevil.dbr,Skill_TargetedSpawnPet,100.0,16.0,4.0,AnyRange,3.0,,,,,,,,,,,Moderate,NO-REF,,dreadguard_sword2h_castattack_a01.anm,1.6333,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,"Gabal'Thunn, the Visage of Madness",boss&quest,special1,records/skills/nonplayerskillsgdx1/bossskills/gabbalthunn_doubleswipe.dbr,Skill_AttackWave,100.0,5.0,1.0,ShortRange,,,,,,,0.20000000298023224,9.0,,,,Short,DIRECT-REF,Cleave,,,chthonianrylok_cleave.anm,45,1.5,,,,,Physical|Pierce|Chaos,,,60,,,
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,"Gabal'Thunn, the Visage of Madness",boss&quest,special2,records/skills/nonplayerskillsgdx1/bossskills/gabbalthunn_wingclawimpale.dbr,Skill_AttackWeapon,100.0,7.0,5.0,ShortRange,,,,,,,,,,,,Melee,REF-UNSATISFIED-BY-TABLE,Impale,,,,,,,,,,Physical|Pierce|Chaos,SlowBleeding,SlowDefensiveAbility,60,,1,25.0
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,"Gabal'Thunn, the Visage of Madness",boss&quest,special3,records/skills/nonplayerskillsgdx1/bossskills/gabbalthunn_chaoseruptiondouble.dbr,Skill_AttackProjectileRing,100.0,6.0,3.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,RoarDouble,,,chthonianrylok_roardouble_a01.anm,43,1.4333,records/fx/skillsother/projectile/chthonic_fireball_projectile_burstfx01.dbr,16.0,18.0,,Physical|Fire|Chaos,,,60,,,
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,"Gabal'Thunn, the Visage of Madness",boss&quest,special4,records/skills/nonplayerskillsgdx1/bossskills/gabbalthunn_summonobsidianshard.dbr,Skill_SpawnPetMonster,100.0,12.0,10.0,AnyRange,,,,False,,,,,,,,Moderate,DIRECT-REF,Roar,,,chthonianrylok_roar_a01.anm,43,1.4333,,,,,,,,,,,
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,"Gabal'Thunn, the Visage of Madness",boss&quest,special5,records/skills/nonplayerskillsgdx1/bossskills/gabbalthunn_brutalchaos.dbr,Skill_AttackWeapon,100.0,8.0,1.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,DoubleStrikeFire,,,chthonianrylok_attackspecial_b01_fire.anm,45,1.5,,,,,Physical|Fire|Chaos,,,60,,1,25.0
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,"Gabal'Thunn, the Visage of Madness",boss&quest,initial,records/skills/nonplayerskillsgdx1/bossskills/gabbalthunn_auraofdeath.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,chthonianrylok_castattack_a01.anm,1.1667,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,"Gabal'Thunn, the Visage of Madness",boss&quest,dying,records/skills/nonplayerskills/aoe/chthonicminion_chaosblast.dbr,Skill_AttackRadius,,,,,,,,,,,,,1.25,,,Melee,NO-REF,,chthonianrylok_castattack_a01.anm,1.1667,,,,,,,,Chaos,SlowLife,,60,9.0,,
records/creatures/enemies/boss&quest/chthonianservitor_lunalvalgoth.dbr,"Lunal'Valgoth, Steward of Darkness",boss&quest,special1,records/skills/nonplayerskillsgdx1/bossskills/lunalvalgoth_impale.dbr,Skill_AttackWeapon,100.0,4.0,1.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,ImpaleSunder,,,chthonianservitor_attack_c01_sunder.anm,37,1.2333,,,,,Physical|Pierce|Life,SlowBleeding,SlowDamageMult,60,,1,25.0
records/creatures/enemies/boss&quest/chthonianservitor_lunalvalgoth.dbr,"Lunal'Valgoth, Steward of Darkness",boss&quest,special2,records/skills/nonplayerskillsgdx1/bossskills/lunalvalgoth_spitburst.dbr,Skill_AttackProjectile,100.0,7.0,3.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,SpitTriple,,,chthonianservitor_attackspittriple_a01.anm,36,1.2,records/fx/skillsother/projectile/bloodorb_fxprojectile.dbr,14.0,20.0,,Physical|Life,SlowBleeding,,60,,,
records/creatures/enemies/boss&quest/chthonianservitor_lunalvalgoth.dbr,"Lunal'Valgoth, Steward of Darkness",boss&quest,special3,records/skills/nonplayerskillsgdx1/bossskills/lunalvalgoth_triplechaoswave.dbr,Skill_AttackWave,100.0,6.0,6.0,MediumRange,,,,,,,1.0,16.0,1.0,,,Long,DIRECT-REF,SpitTriple,,,chthonianservitor_attackspittriple_a01.anm,36,1.2,,,,,Physical|Chaos,,TotalDamageReductionPercent,60,,,
records/creatures/enemies/boss&quest/chthonianservitor_lunalvalgoth.dbr,"Lunal'Valgoth, Steward of Darkness",boss&quest,special4,records/skills/nonplayerskillsgdx1/bossskills/lunalvalgoth_summonservitors.dbr,Skill_SpawnPet,100.0,16.0,10.0,AnyRange,,,,True,,,,,,,,Short,REF-UNSATISFIED-BY-TABLE,Summon,chthonianservitor_cast_a01.anm,1.4667,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,Bloodlord Thalonis,boss&quest,basic,records/skills/nonplayerskills/bossskills/cultistleader_chaoswave.dbr,Skill_AttackWave,,,,,,,,,,,1.2000000476837158,20.0,0.30000001192092896,,,Maximum,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,Physical|Fire|Chaos,SlowFire,TotalDamageReductionPercent,60,,,
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,Bloodlord Thalonis,boss&quest,special1,records/skills/nonplayerskills/bossskills/cultist_curse1.dbr,Skill_AttackBuffRadius,100.0,12.0,0.0,AnyRange,,,,,,,,,,,,,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,Bloodlord Thalonis,boss&quest,special2,records/skills/nonplayerskills/bossskills/cultist_novalifedrain01.dbr,Skill_AttackRadius,100.0,8.0,4.0,ShortRange,,,,,,,,,0.0,,,Melee,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,Life,,,60,4.0,,
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,Bloodlord Thalonis,boss&quest,special3,records/skills/nonplayerskills/bossskills/loghorrean_summonvoid.dbr,Skill_TargetedSpawnPet,100.0,9.0,3.0,AnyRange,5.0,,,,,,,,,,,Boss,REF-UNSATISFIED-BY-TABLE,Summon,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,Bloodlord Thalonis,boss&quest,special4,records/skills/nonplayerskills/bossskills/cultist_chaosbarrage.dbr,Skill_AttackProjectileBurst,100.0,6.0,4.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,DoomFast,,,hero01_sword1h_spell_doombolt_long_a01.anm,95,3.1667,records/fx/skillsother/projectile/chthonic_fireball_projectilefx01.dbr,22.0,18.0,35.0,Physical|Fire|Chaos,,,60,,,
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,Bloodlord Thalonis,boss&quest,special5,records/skills/nonplayerskills/bossskills/cultist_summonchthonicshard_a01.dbr,Skill_SpawnPet,100.0,12.0,4.0,AnyRange,8.0,,,False,,,,,,,,Long,REF-UNSATISFIED-BY-TABLE,Summon,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,"Karroz, Sigil of Ch'thon",boss&quest,basic,records/skills/nonplayerskills/bossskills/cultist_chaosorb.dbr,Skill_AttackProjectileBurst,,,,,,,,,,,,,,,,Long,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,records/fx/skillsother/projectile/cultist_chaosbolt_fxprojectile_burst.dbr,9.0,18.0,,Physical|Chaos,,,60,,,
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,"Karroz, Sigil of Ch'thon",boss&quest,special1,records/skills/nonplayerskills/bossskills/cultist_curse1.dbr,Skill_AttackBuffRadius,100.0,14.0,2.0,AnyRange,,,,,,,,,,,,,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,"Karroz, Sigil of Ch'thon",boss&quest,special2,records/skills/nonplayerskills/bossskills/cultist_doombolt.dbr,Skill_AttackRadiusLightning,100.0,10.0,6.0,LongRange,,,,,,,,,0.20000000298023224,,,Long,DIRECT-REF,Doombolt,,,hero01_cultist_spell_doombolt_a01.anm,19,0.6333,,,,,Chaos|Life,,Stun,60,1.5,,
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,"Karroz, Sigil of Ch'thon",boss&quest,special3,records/skills/nonplayerskills/bossskills/cultist_summonvoidfiendsa01.dbr,Skill_SpawnPet,100.0,20.0,8.0,AnyRange,8.0,,,False,,,,,,,,Moderate,DIRECT-REF,Summon,,,hero01_cultist_spell_summon_a01.anm,16,0.5333,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,"Karroz, Sigil of Ch'thon",boss&quest,special4,records/skills/nonplayerskills/bossskills/chthonianabomination_summondevourers_a01.dbr,Skill_SpawnPet,100.0,14.0,2.0,AnyRange,8.0,,,False,,,,,,,,Moderate,DIRECT-REF,Summon,,,hero01_cultist_spell_summon_a01.anm,16,0.5333,,,,,,,,,,,
