record,display_name,stratum,tree_index,skill,status,skill_class,skill_role,skill_level,arz_owners,damage_types_direct,damage_types_dot,control_effects,n_damage_ranks,skill_cooldown_s,skill_active_duration_s,skill_charge_duration_s,skill_radius,skill_max_targets,skill_angle,wave_time_s,wave_distance,time_between_attacks_ms,instant_cast,distance_profile,projectile,spawn_pet,special_anim_ref
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss01.dbr,Dreven Cole,boss&quest,11,records/skills/nonplayerskillsgdx1/bossskills/malmouthenclave_deathbuff_01.dbr,OK,Skill_BuffOther,buff,,gdx1,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss01.dbr,Dreven Cole,boss&quest,12,records/skills/nonplayerskillsgdx1/bossskills/malmouthenclave_aethershard.dbr,OK,Skill_AttackProjectile,attack,,gdx1,Aether,,TotalDamageReductionPercent,60,,5.0,,,,,,,,,Long,records/fx/skillsother/projectile_aoe/aetherconflagration_projectilefx01.dbr,,
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,Cyrian Marcan,boss&quest,1,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,OK,Skill_Passive,passive,,base,,,,25,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,Cyrian Marcan,boss&quest,2,records/skills/nonplayerskills/passive/damagebase_physical02.dbr,OK,Skill_Passive,passive,,base,Physical,,,210,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,Cyrian Marcan,boss&quest,3,records/skills/nonplayerskills/passive/armorbase05.dbr,OK,Skill_Passive,passive,,base,,,,200,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,Cyrian Marcan,boss&quest,4,records/skills/nonplayerskills/passive/resists_heroboss.dbr,OK,Skill_Passive,passive,,base,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,Cyrian Marcan,boss&quest,5,records/skills/nonplayerskillsgdx1/bossskills/passive/malmouthenclave_passiveproperties_02.dbr,OK,Skill_Passive,passive,,gdx1,Aether,,,63,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,Cyrian Marcan,boss&quest,6,records/skills/nonplayerskillsgdx1/bossskills/malmouthenclave_aetherburst.dbr,OK,Skill_AttackProjectileBurst,attack,,gdx1,Aether,SlowLightning,,60,,,,,,,,,,,Long,records/fx/skillsother/itemskills/aethermissile_fxprojectile.dbr,,
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,Cyrian Marcan,boss&quest,7,records/skills/nonplayerskillsgdx1/bossskills/malmouthenclave_fireballfan.dbr,OK,Skill_AttackProjectileFan,attack,,gdx1,Physical|Fire,SlowFire,,60,,,,,,,,,,,Long,records/fx/skillsother/projectile/groble_fireball_projectile_burstfx01.dbr,,CastSlow
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,Cyrian Marcan,boss&quest,8,records/skills/nonplayerskillsgdx1/bossskills/malmouthenclave_councilstorm.dbr,OK,Skill_BuffSelfToggled,buff,,gdx1,,,,60,,,,,,,,,,True,Short,,,Summon
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,Cyrian Marcan,boss&quest,9,records/skills/nonplayerskillsgdx1/bossskills/malmouthenclave_councilstormemote.dbr,OK,Skill_BuffSelfDuration,buff,,gdx1,,,,,1.0,3.0,,,,,,,,False,,,,Summon
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,Cyrian Marcan,boss&quest,10,records/skills/nonplayerskillsgdx1/bossskills/malmouthenclave_aethergeyser.dbr,OK,Skill_CharonGeysers,other,,gdx1,Fire|Aether,,SlowRunSpeed,60,,6.0,,,,,,,,,Maximum,records/fx/skillsother/aoe/aethergeyser_projectilefx01.dbr,,Summon
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,Cyrian Marcan,boss&quest,11,records/skills/nonplayerskillsgdx1/bossskills/malmouthenclave_deathbuff_02.dbr,OK,Skill_BuffOther,buff,,gdx1,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,Cyrian Marcan,boss&quest,12,records/skills/nonplayerskillsgdx1/bossskills/malmouthenclave_aethershard.dbr,OK,Skill_AttackProjectile,attack,,gdx1,Aether,,TotalDamageReductionPercent,60,,5.0,,,,,,,,,Long,records/fx/skillsother/projectile_aoe/aetherconflagration_projectilefx01.dbr,,
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,1,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,OK,Skill_Passive,passive,,base,,,,25,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,2,records/skills/nonplayerskills/passive/damagebase_physical04.dbr,OK,Skill_Passive,passive,,base,Physical,,,210,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,3,records/skills/nonplayerskills/passive/armorbase05.dbr,OK,Skill_Passive,passive,,base,,,,200,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,4,records/skills/nonplayerskills/passive/resists_heroboss.dbr,OK,Skill_Passive,passive,,base,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,5,records/skills/nonplayerskillsgdx1/bossskills/passive/factoryguardian_fleshcollector_passiveproperties_01.dbr,OK,Skill_Passive,passive,,gdx1,,SlowLife,,63,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,6,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,OK,Skill_OnDeathSpawnActor,other,,base|sm_mod,,,,,,,,,,,,,,,,,records/items/lootchests/d03_bosschest_dropped.dbr,
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,7,records/skills/nonplayerskillsgdx1/bossskills/factoryguardian_bite.dbr,OK,Skill_AttackWeapon,attack,,gdx1,Physical|Poison,SlowPoison,,60,,,,,3,30.0,,,,,Melee,,,Bite
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,8,records/skills/nonplayerskillsgdx1/bossskills/factoryguardian_enrage.dbr,OK,Skill_PassiveOnLifeBuffSelf,passive,,gdx1,,,,,60.0,40.0,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,9,records/skills/nonplayerskillsgdx1/bossskills/factoryguardian_firevomit.dbr,OK,Skill_AttackWave,attack,,gdx1,Fire,SlowFire,,60,,,,,,,0.5,9.0,,,Melee,,,VomitFire
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,10,records/skills/nonplayerskillsgdx1/bossskills/factoryguardian_firethrash.dbr,OK,Skill_AttackWeapon,attack,,gdx1,Physical|Fire,SlowFire,SlowDefensiveAbility|SlowDefensiveReduction,60,,,,,1,25.0,,,,,Melee,,,ThrashFire
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,11,records/skills/nonplayerskillsgdx1/bossskills/factoryguardian_burningroar.dbr,OK,Skill_AttackRadius,attack,,gdx1,Fire,SlowFire,,60,,,,8.0,,,,,,,Short,,,Roar
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,12,records/skills/nonplayerskillsgdx1/bossskills/factoryguardian_annihilation.dbr,OK,Skill_AttackRadius,attack,,gdx1,Aether,,Stun,60,,,,9.0,,,,,,,Short,,,NovaHuge
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,13,records/skills/nonplayerskillsgdx1/bossskills/factoryguardian_flamecorruptiongenerator.dbr,OK,Skill_MonsterGenerator,other,,gdx1,,,,,,,,,,,,,,,Short,,records/creatures/enemies/aetherialcorruption_b03_summon.dbr,Summon
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,"Rodalgar, the Flesh Collector",boss&quest,14,records/skills/nonplayerskillsgdx1/bossskills/factoryguardian_charge.dbr,OK,Skill_AttackWeaponCharge,attack,,gdx1,Physical|Poison|Life,,Stun,60,,,,,6,240.0,,,,,Melee,,,Charge
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,Blugrug the Living Plague,boss&quest,1,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,OK,Skill_Passive,passive,,base,,,,25,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,Blugrug the Living Plague,boss&quest,2,records/skills/nonplayerskills/passive/damagebase_physical04.dbr,OK,Skill_Passive,passive,,base,Physical,,,210,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,Blugrug the Living Plague,boss&quest,3,records/skills/nonplayerskills/passive/armorbase05.dbr,OK,Skill_Passive,passive,,base,,,,200,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,Blugrug the Living Plague,boss&quest,4,records/skills/nonplayerskills/passive/resists_heroboss.dbr,OK,Skill_Passive,passive,,base,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,Blugrug the Living Plague,boss&quest,5,records/skills/nonplayerskillsgdx2/bossskills/passives/aetherialbloater_malmouthdocks_passiveproperties_01.dbr,OK,Skill_Passive,passive,,gdx2,Physical,SlowBleeding,,63,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,Blugrug the Living Plague,boss&quest,6,records/skills/nonplayerskills/bossskills/boss_chest_01.dbr,OK,Skill_OnDeathSpawnActor,other,,base|sm_mod,,,,,,,,,,,,,,,,,records/items/lootchests/d02_bosschest_dropped.dbr,
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,Blugrug the Living Plague,boss&quest,7,records/skills/nonplayerskillsgdx1/path/aetherialbloater_violentbarf.dbr,OK,Skill_AttackProjectileBurst,attack,,gdx1,Physical|Poison,SlowPoison,Confusion,60,,,,,,,,,,,Moderate,records/fx/skillsothergdx1/projectile/aetherialbloater_gorechunk_projectile.dbr,,VomitBarrage
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,Blugrug the Living Plague,boss&quest,8,records/skills/nonplayerskillsgdx1/bossskills/avris_bloodorbnova.dbr,OK,Skill_AttackProjectileRing,attack,,gdx1,Physical|Life,SlowBleeding,,60,,,,,,,,,,,Long,records/fx/skillsothergdx1/projectileboss/bloodorbboomerang_fxprojectile.dbr,,
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,Blugrug the Living Plague,boss&quest,9,records/skills/nonplayerskillsgdx2/bossskills/aetherialbloater_plaguepresence.dbr,OK,Skill_BuffRadiusToggled,buff,,gdx2,,,,,,,,,,,,,,True,,,,
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,Blugrug the Living Plague,boss&quest,10,records/skills/nonplayerskillsgdx2/bossskills/aetherialbloater_endlessplague.dbr,OK,Skill_AttackBuff,buff,,gdx2,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,Blugrug the Living Plague,boss&quest,11,records/skills/nonplayerskillsgdx2/bossskills/aetherialbloater_burningfever.dbr,OK,Skill_AttackBuff,buff,,gdx2,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,Blugrug the Living Plague,boss&quest,12,records/skills/nonplayerskillsgdx2/bossskills/aetherialbloater_wormgenerator.dbr,OK,Skill_MonsterGenerator,other,,gdx2,,,,,,,,,,,,,,,Short,,records/creatures/enemies/aetherialworm_b01_summon.dbr,
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,1,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,OK,Skill_Passive,passive,,base,,,,25,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,2,records/skills/nonplayerskills/passive/damagebase_physical04.dbr,OK,Skill_Passive,passive,,base,Physical,,,210,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,3,records/skills/nonplayerskills/passive/armorbase05.dbr,OK,Skill_Passive,passive,,base,,,,200,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,4,records/skills/nonplayerskills/passive/resists_heroboss.dbr,OK,Skill_Passive,passive,,base,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,5,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,OK,Skill_OnDeathSpawnActor,other,,base|sm_mod,,,,,,,,,,,,,,,,,records/items/lootchests/d03_bosschest_dropped.dbr,
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,6,records/skills/nonplayerskills/bossskills/possessedcommander_aetherburst.dbr,OK,Skill_AttackProjectileBurst,attack,,base,Physical|Fire|Aether,,SlowDefensiveAbility,60,,,,,,,,,,,Long,records/fx/skillsother/itemskills/aethermissile_fxprojectileburstfast_large.dbr,,HeavyBlast
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,7,records/skills/nonplayerskills/bossskills/possessedcommander_airstrike.dbr,OK,Skill_AttackProjectileDrop,attack,,base,Physical|Aether,,Stun|SlowDamageMult,60,,,,6.0,,,,,,,Maximum,records/fx/skillsother/aoe/aetherializedcommander_airstrike_projectilefx01.dbr,,AirStrikeSunder
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,8,records/skills/nonplayerskills/bossskills/possessedcommander_cannonbarrage.dbr,OK,Skill_AttackProjectile,attack,,base,Physical|Aether,,,60,,,,,,,,,,,Long,records/fx/skillsother/projectile/aether_cannonball_projectilefx01.dbr,,Barrage
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,9,records/skills/nonplayerskills/bossskills/possessedcommander_enrage.dbr,OK,Skill_PassiveOnLifeBuffSelf,passive,,base,,,,,60.0,60.0,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,10,records/skills/nonplayerskills/bossskills/possessedcommander_flamethrower.dbr,OK,Skill_AttackWave,attack,,base,Physical|Aether,SlowFire,,60,,,,,,,0.25,12.0,,,Short,,,Flamethrower
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,11,records/skills/nonplayerskills/bossskills/possessedcommander_passive.dbr,OK,Skill_Passive,passive,,base,Physical|Aether,,,60,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,Commander Lucius,boss&quest,12,records/skills/nonplayerskills/attackprojectile_aoe/aetherconflagration_obelisk.dbr,OK,Skill_AttackProjectileAreaEffect,attack,,base,Aether,,,60,,3.0,,,,,,,,,Long,records/fx/skillsother/projectile_aoe/aetherconflagration_aoe_projectile01.dbr,,
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,"Dralgar, the Keeper of Burrwitch",boss&quest,1,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,OK,Skill_Passive,passive,,base,,,,25,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,"Dralgar, the Keeper of Burrwitch",boss&quest,2,records/skills/nonplayerskills/passive/damagebase_physical04.dbr,OK,Skill_Passive,passive,,base,Physical,,,210,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,"Dralgar, the Keeper of Burrwitch",boss&quest,3,records/skills/nonplayerskills/passive/armorbase05.dbr,OK,Skill_Passive,passive,,base,,,,200,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,"Dralgar, the Keeper of Burrwitch",boss&quest,4,records/skills/nonplayerskills/passive/resists_heroboss.dbr,OK,Skill_Passive,passive,,base,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,"Dralgar, the Keeper of Burrwitch",boss&quest,5,records/skills/nonplayerskillsgdx1/bossskills/passive/dralgar_passiveproperties_01.dbr,OK,Skill_Passive,passive,,gdx1,Aether,,,63,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,"Dralgar, the Keeper of Burrwitch",boss&quest,6,records/skills/nonplayerskills/bossskills/boss_chest_01.dbr,OK,Skill_OnDeathSpawnActor,other,,base|sm_mod,,,,,,,,,,,,,,,,,records/items/lootchests/d02_bosschest_dropped.dbr,
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,"Dralgar, the Keeper of Burrwitch",boss&quest,7,records/skills/nonplayerskillsgdx1/bossskills/dralgar_aethernova.dbr,OK,Skill_AttackProjectileRing,attack,,gdx1,Physical|Fire|Aether,SlowFire,,60,,,,,,,,,,,Long,records/fx/skillsothergdx1/projectile/aetherialcolossus_aetherburst_projectilefx01.dbr,,Roar
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,"Dralgar, the Keeper of Burrwitch",boss&quest,8,records/skills/nonplayerskillsgdx1/bossskills/dralgar_aetherslam.dbr,OK,Skill_WeaponPool_ChargedFinale,attack,,gdx1,Physical|Aether,,,60,,,2.5,,1,25.0,,,,,Melee,,,Slam
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,"Dralgar, the Keeper of Burrwitch",boss&quest,9,records/skills/nonplayerskillsgdx1/bossskills/dralgar_rotskin.dbr,OK,Skill_BuffAttackRadiusToggled,buff,,gdx1,Aether,SlowPoison,,60,,,,3.5,,,,,,False,Short,,,
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,"Dralgar, the Keeper of Burrwitch",boss&quest,10,records/skills/nonplayerskillsgdx1/bossskills/dralgar_aetherorbitalretaliation.dbr,OK,Skill_AttackProjectileOrbiting,attack,,gdx1,Aether,SlowFire,,60,3.0,,,,,,,,,,Long,records/fx/skillsothergdx1/orbital/aetherialcorruption_flamespiral_projectileorbitalfx01.dbr,,Nova
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,"Dralgar, the Keeper of Burrwitch",boss&quest,11,records/skills/nonplayerskillsgdx1/bossskills/dralgar_aetherbursts.dbr,OK,Skill_AttackProjectileFan,attack,,gdx1,Physical|Fire|Aether,SlowFire,,60,,,,,,,,,,,Long,records/fx/skillsothergdx1/projectile/aetherialcolossus_aetherburst_projectilefx01.dbr,,RoarDouble
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,1,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,OK,Skill_Passive,passive,,base,,,,25,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,2,records/skills/nonplayerskills/passive/damagebase_physical05.dbr,OK,Skill_Passive,passive,,base,Physical,,,210,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,3,records/skills/nonplayerskills/passive/armorbase05.dbr,OK,Skill_Passive,passive,,base,,,,200,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,4,records/skills/nonplayerskills/passive/resists_heroboss.dbr,OK,Skill_Passive,passive,,base,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,5,records/skills/nonplayerskillsgdx1/bossskills/passive/stonebasilisk_passiveproperties_01.dbr,OK,Skill_Passive,passive,,gdx1,Poison,,,63,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,6,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,OK,Skill_OnDeathSpawnActor,other,,base|sm_mod,,,,,,,,,,,,,,,,,records/items/lootchests/d03_bosschest_dropped.dbr,
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,7,records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_acidbarf.dbr,OK,Skill_AttackWave,attack,,gdx1,Physical|Poison,,TotalDamageReductionPercent,60,,,,,,,0.5,3.5,,,Melee,,,BreathTriple
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,8,records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_homingspit.dbr,OK,Skill_AttackProjectile,attack,,gdx1,Physical|Poison,,,60,,,,,,,,,,,Long,records/fx/skillsothergdx1/projectileboss/acidorb_homing_projectilefx01.dbr,,
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,9,records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_petrifyingglare.dbr,OK,Skill_AttackWave,attack,,gdx1,,,Petrify|SlowTotalSpeed,60,,,,,,,0.20000000298023224,6.0,,,Melee,,,Petrify
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,10,records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_tailswipe.dbr,OK,Skill_AttackRadius,attack,,gdx1,Physical|Poison,,Stun,60,0.0,,,3.799999952316284,,,,,,,Melee,,,TailLash
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,11,records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_acidprojectilenova.dbr,OK,Skill_AttackProjectileRing,attack,,gdx1,Physical|Poison,SlowPoison,,60,2.0,,,,,,,,,,Short,records/fx/skillsothergdx1/projectile/acidorb_burst_projectilefx01.dbr,,Roar
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,Stone Basilisk,boss&quest,12,records/skills/nonplayerskillsgdx1/bossskills/stonebasilisk_poisoncloudsecondary.dbr,OK,Skill_AttackProjectileAreaEffect,attack,,gdx1,Physical,SlowPoison,SlowOffensiveAbility,60,2.0,6.0,,,,,,,,,Long,records/fx/skillsother/projectile_aoe/fx_poisoncloud_projectile01.dbr,,
records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,"Shar'Zul, Harbinger of Chaos",boss&quest,1,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,OK,Skill_Passive,passive,,base,,,,25,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,"Shar'Zul, Harbinger of Chaos",boss&quest,2,records/skills/nonplayerskills/passive/damagebonus_physical04.dbr,OK,Skill_Passive,passive,,base,Physical,,,210,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,"Shar'Zul, Harbinger of Chaos",boss&quest,3,records/skills/nonplayerskills/passive/armorbase05.dbr,OK,Skill_Passive,passive,,base,,,,200,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,"Shar'Zul, Harbinger of Chaos",boss&quest,4,records/skills/nonplayerskills/passive/resists_heroboss.dbr,OK,Skill_Passive,passive,,base,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,"Shar'Zul, Harbinger of Chaos",boss&quest,5,records/skills/nonplayerskills/bossskills/sharzul_firecleave.dbr,OK,Skill_AttackWave,attack,,base,Physical|Fire|Lightning,SlowFire,,60,,,,,,,0.20000000298023224,9.0,,,Moderate,,,DoubleCleaveFire
records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,"Shar'Zul, Harbinger of Chaos",boss&quest,6,records/skills/nonplayerskills/bossskills/sharzul_laststand.dbr,OK,Skill_PassiveOnLifeBuffSelf,passive,,base,,,,,40.0,30.0,,,,,,,,,,,,
