skill_record,display_name,mastery,engine_class,arc,rank_allocated,rank_effective,rank_effective_basis,devotion_level,skill_max_level,skill_ultimate_level,bound_on_bar,binding_ordinals,n_bindings,is_item_skill,item_record,equip_location,autocast_devotion_skill,autocast_controller,pristine_rank_allocated,pristine_bound_on_bar,rank_changed_vs_pristine,binding_changed_vs_pristine,source,grade
records/skills/devotion/tier1_01b.dbr,Bat,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_01c.dbr,Bat,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_01d.dbr,Bat,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_01e_skill.dbr,Twin Fangs,devotion,Skill_AttackProjectileBurst,gdx3,0,0,n/a (rank 0),20,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_02a.dbr,Akeron's Scorpion,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_02b.dbr,Akeron's Scorpion,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_02c.dbr,Akeron's Scorpion,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_02d.dbr,Akeron's Scorpion,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_02e_skill.dbr,Scorpion Sting,devotion,Skill_AttackProjectileRing,gdx3,0,0,n/a (rank 0),20,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_03a.dbr,Raven,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_03b.dbr,Raven,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_03c.dbr,Raven,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_03d.dbr,Raven,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_04a.dbr,Hammer,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_04b.dbr,Hammer,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_04c.dbr,Hammer,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_05a.dbr,Anvil,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_05b.dbr,Anvil,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_05c.dbr,Anvil,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_05d.dbr,Anvil,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_05e_skill.dbr,Targo's Hammer,devotion,Skill_AttackProjectileOrbiting,gdx3,0,0,n/a (rank 0),25,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_06a.dbr,Shepherd's Crook,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_06b.dbr,Shepherd's Crook,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_06c.dbr,Shepherd's Crook,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_06d.dbr,Shepherd's Crook,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_06e_skill.dbr,Shepherd's Call,devotion,Skill_BuffSelfDuration,gdx3,0,0,n/a (rank 0),20,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_07a.dbr,Sailor's Guide,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_07b.dbr,Sailor's Guide,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_07c.dbr,Sailor's Guide,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_07d.dbr,Sailor's Guide,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_08a.dbr,Assassin's Blade,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_08b.dbr,Assassin's Blade,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_08c.dbr,Assassin's Blade,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_08d.dbr,Assassin's Blade,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_08e_skill.dbr,,devotion,Skill_AttackBuff,gdx3,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),25,,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_09a.dbr,Eye of the Guardian,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_09b.dbr,Eye of the Guardian,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_09c.dbr,Eye of the Guardian,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_09d.dbr,Eye of the Guardian,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_09e_skill.dbr,Guardian's Gaze,devotion,Skill_AttackProjectileOrbiting,gdx3,0,0,n/a (rank 0),18,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_10a.dbr,Falcon,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_10b.dbr,Falcon,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_10c.dbr,Falcon,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_10d.dbr,Falcon,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_10e_skill.dbr,Falcon Swoop,devotion,Skill_AttackProjectileBurst,gdx3,0,0,n/a (rank 0),1,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_11a.dbr,Eel,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_11b.dbr,Eel,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_11c.dbr,Eel,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_12a.dbr,Owl,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_12b.dbr,Owl,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_12c.dbr,Owl,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_12d.dbr,Owl,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_15a.dbr,Crossroads,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_15b.dbr,Crossroads,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_15c.dbr,Crossroads,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_15d.dbr,Crossroads,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_15e.dbr,Crossroads,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_16a.dbr,Empty Throne,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_16b.dbr,Empty Throne,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_16c.dbr,Empty Throne,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_16d.dbr,Empty Throne,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_20a.dbr,Fiend,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_20b.dbr,Fiend,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_20c.dbr,Fiend,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_20d.dbr,Fiend,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_20e_skill.dbr,Flame Torrent,devotion,Skill_AttackProjectileOrbiting,gdx3,0,0,n/a (rank 0),20,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_21a.dbr,Bull,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_21b.dbr,Bull,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_21c.dbr,Bull,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_21d.dbr,Bull,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_21e_skill.dbr,Bull Rush,devotion,Skill_AttackRadius,gdx3,0,0,n/a (rank 0),25,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_25a.dbr,Ghoul,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_25b.dbr,Ghoul,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_25c.dbr,Ghoul,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_25d.dbr,Ghoul,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_25e_skill.dbr,Ghoulish Hunger,devotion,Skill_BuffSelfDuration,gdx3,0,0,n/a (rank 0),25,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_26a.dbr,Dryad,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_26b.dbr,Dryad,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_27a.dbr,Hawk,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_27b.dbr,Hawk,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_27c.dbr,Hawk,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_28a.dbr,Wolverine,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_28b.dbr,Wolverine,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_28c.dbr,Wolverine,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_28d.dbr,Wolverine,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_28e.dbr,Wolverine,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_29a.dbr,Tortoise,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_29b.dbr,Tortoise,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_29c.dbr,Tortoise,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_29d.dbr,Tortoise,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_29e_skill.dbr,Turtle Shell,devotion,Skill_BuffSelfShield,gdx3,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),25,1,1,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_30a.dbr,Panther,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_30b.dbr,Panther,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_30c.dbr,Panther,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_30d.dbr,Panther,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_31a.dbr,Crane,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_31b.dbr,Crane,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_31c.dbr,Crane,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_31d.dbr,Crane,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_31e.dbr,Crane,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_33a.dbr,Hound,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_33b.dbr,Hound,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_33c.dbr,Hound,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_34a.dbr,Spider,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
