controller,n_monsters,minSwingPause_s,maxSwingPause_s,min_ms,max_ms
records/controllers/enemy/controller_skeletoncaster01_slow.dbr,1,2.0,3.299999952316284,2000,3299
records/controllers/enemy/controller_eldritcharmor_rangedcaster.dbr,1,0.949999988079071,1.7999999523162842,949,1799
records/controllers/enemy/controller_eldritcharmor_firebreath.dbr,1,0.800000011920929,1.2999999523162842,800,1299
records/controllers/enemy/controller_ghost_rangedbasic.dbr,1,1.0499999523162842,1.7000000476837158,1049,1700
records/controllers/enemy/controller_groblescavenger01.dbr,1,0.5,1.0,500,1000
records/controllers/enemy/controller_groblemelee01.dbr,1,0.5,1.0,500,1000
records/controllers/enemy/controller_livingplant.dbr,1,1.600000023841858,2.0,1600,2000
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,0.5,1.0,500,1000
records/controllers/enemy/controller_nemesis_aetherialvanguard.dbr,1,0.6000000238418579,1.0,600,1000
records/controllers/enemy/controller_nemesis_yeti.dbr,1,0.30000001192092896,0.800000011920929,300,800
records/controllers/enemy/controller_nemesis_chthonicrylok.dbr,1,0.4000000059604645,0.6000000238418579,400,600
records/controllers/enemy/controller_boss_chthonicheraldnemesis.dbr,1,0.800000011920929,1.2000000476837158,800,1200
records/controllers/enemy/controller_boss_kymonnemesis_01.dbr,1,0.4000000059604645,1.0,400,1000
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,0.5,0.800000011920929,500,800
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,0.4000000059604645,0.8999999761581421,400,899
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,0.20000000298023224,0.6000000238418579,200,600
records/controllers/enemy/controller_wraith_ranged.dbr,1,0.8999999761581421,1.2999999523162842,899,1299
records/controllers/enemy/controller_zombieberserker.dbr,1,0.15000000596046448,0.75,150,750
records/controllers/enemy/controller_zombiemutantb01.dbr,1,0.5,1.100000023841858,500,1100
