side,subject,record,archive,field,value,wave,level,active_status,basis
player,allocated_skill,records/skills/devotion/tier1_39b.dbr,gdx1,characterRunSpeedModifier,5.0,,,ACTIVE — permanent (equipped / allocated passive),own-record walk of the played character rank 1
player,allocated_skill,records/skills/devotion/tier3_20c.dbr,gdx2,characterRunSpeedModifier,6.0,,,ACTIVE — permanent (equipped / allocated passive),own-record walk of the played character rank 1
player,player_runspeed_COMPOSED,(walk),,characterRunSpeedModifier_permanent_sum,38.0,,,ACTIVE — permanent sources only,sum of ACTIVE rows above; transient movement skills EXCLUDED (MEASURED-INACTIVE). 100+sum exceeds playerRunSpeedCapMax=135 and is clipped; Lap A measured-player-sheet.csv row 35 prints 135 %
monster,aetherialbloater_b01,records/creatures/enemies/aetherialbloater_b01.dbr,sm1,characterRunSpeed,0.8999999761581421,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_b01,records/creatures/enemies/aetherialbloater_b01.dbr,sm1,characterRunSpeedModifier,0.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_b01,records/creatures/enemies/aetherialbloater_b01.dbr,sm1,characterRunSpeedJitter,25.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_b01,records/creatures/enemies/aetherialbloater_b01.dbr,sm1,walkSpeed,1.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_b01,records/creatures/enemies/aetherialbloater_b01.dbr,sm1,maxRotationSpeed,8.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_b01,records/creatures/enemies/aetherialbloater_b01.dbr,sm1,minRotationSpeed,4.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_b01,records/creatures/enemies/aetherialbloater_b01.dbr,sm1,characterRunSpeed,0.8999999761581421,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_b01,records/creatures/enemies/aetherialbloater_b01.dbr,sm1,characterRunSpeedModifier,0.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_b01,records/creatures/enemies/aetherialbloater_b01.dbr,sm1,characterRunSpeedJitter,25.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_b01,records/creatures/enemies/aetherialbloater_b01.dbr,sm1,walkSpeed,1.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_b01,records/creatures/enemies/aetherialbloater_b01.dbr,sm1,maxRotationSpeed,8.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_b01,records/creatures/enemies/aetherialbloater_b01.dbr,sm1,minRotationSpeed,4.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_c01,records/creatures/enemies/aetherialbloater_c01.dbr,sm1,characterRunSpeed,0.8999999761581421,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_c01,records/creatures/enemies/aetherialbloater_c01.dbr,sm1,characterRunSpeedModifier,0.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_c01,records/creatures/enemies/aetherialbloater_c01.dbr,sm1,characterRunSpeedJitter,25.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_c01,records/creatures/enemies/aetherialbloater_c01.dbr,sm1,walkSpeed,1.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_c01,records/creatures/enemies/aetherialbloater_c01.dbr,sm1,maxRotationSpeed,8.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_c01,records/creatures/enemies/aetherialbloater_c01.dbr,sm1,minRotationSpeed,4.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_c01,records/creatures/enemies/aetherialbloater_c01.dbr,sm1,characterRunSpeed,0.8999999761581421,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_c01,records/creatures/enemies/aetherialbloater_c01.dbr,sm1,characterRunSpeedModifier,0.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_c01,records/creatures/enemies/aetherialbloater_c01.dbr,sm1,characterRunSpeedJitter,25.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_c01,records/creatures/enemies/aetherialbloater_c01.dbr,sm1,walkSpeed,1.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_c01,records/creatures/enemies/aetherialbloater_c01.dbr,sm1,maxRotationSpeed,8.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialbloater_c01,records/creatures/enemies/aetherialbloater_c01.dbr,sm1,minRotationSpeed,4.0,166,104,,"creature record, direct read (level-independent scalar)"
monster,aetherialcolossus_a01,records/creatures/enemies/aetherialcolossus_a01.dbr,sm1,characterRunSpeed,1.100000023841858,164,109,,"creature record, direct read (level-independent scalar)"
monster,aetherialcolossus_a01,records/creatures/enemies/aetherialcolossus_a01.dbr,sm1,characterRunSpeedModifier,0.0,164,109,,"creature record, direct read (level-independent scalar)"
monster,aetherialcolossus_a01,records/creatures/enemies/aetherialcolossus_a01.dbr,sm1,characterRunSpeedJitter,10.0,164,109,,"creature record, direct read (level-independent scalar)"
monster,aetherialcolossus_a01,records/creatures/enemies/aetherialcolossus_a01.dbr,sm1,walkSpeed,1.0,164,109,,"creature record, direct read (level-independent scalar)"
monster,aetherialcolossus_a01,records/creatures/enemies/aetherialcolossus_a01.dbr,sm1,maxRotationSpeed,8.0,164,109,,"creature record, direct read (level-independent scalar)"
monster,aetherialcolossus_a01,records/creatures/enemies/aetherialcolossus_a01.dbr,sm1,minRotationSpeed,4.0,164,109,,"creature record, direct read (level-independent scalar)"
monster,aetherialcolossus_c02,records/creatures/enemies/aetherialcolossus_c02.dbr,sm1,characterRunSpeed,0.8999999761581421,164,109,,"creature record, direct read (level-independent scalar)"
monster,aetherialcolossus_c02,records/creatures/enemies/aetherialcolossus_c02.dbr,sm1,characterRunSpeedModifier,0.0,164,109,,"creature record, direct read (level-independent scalar)"
monster,aetherialcolossus_c02,records/creatures/enemies/aetherialcolossus_c02.dbr,sm1,characterRunSpeedJitter,25.0,164,109,,"creature record, direct read (level-independent scalar)"
monster,aetherialcolossus_c02,records/creatures/enemies/aetherialcolossus_c02.dbr,sm1,walkSpeed,1.0,164,109,,"creature record, direct read (level-independent scalar)"
monster,aetherialcolossus_c02,records/creatures/enemies/aetherialcolossus_c02.dbr,sm1,maxRotationSpeed,8.0,164,109,,"creature record, direct read (level-independent scalar)"
monster,aetherialcolossus_c02,records/creatures/enemies/aetherialcolossus_c02.dbr,sm1,minRotationSpeed,4.0,164,109,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,characterRunSpeed,1.149999976158142,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,characterRunSpeedModifier,0.0,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,characterRunSpeedJitter,15.0,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,walkSpeed,0.800000011920929,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,maxRotationSpeed,9.0,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,minRotationSpeed,4.0,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,characterRunSpeed,1.149999976158142,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,characterRunSpeedModifier,0.0,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,characterRunSpeedJitter,15.0,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,walkSpeed,0.800000011920929,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,maxRotationSpeed,9.0,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,minRotationSpeed,4.0,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,characterRunSpeed,1.149999976158142,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,characterRunSpeedModifier,0.0,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,characterRunSpeedJitter,15.0,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,walkSpeed,0.800000011920929,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,maxRotationSpeed,9.0,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_a01,records/creatures/enemies/aetherialcorruption_a01.dbr,sm1,minRotationSpeed,4.0,166,102,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeed,1.149999976158142,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedModifier,0.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedJitter,15.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,walkSpeed,0.800000011920929,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,maxRotationSpeed,9.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,minRotationSpeed,4.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeed,1.149999976158142,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedModifier,0.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedJitter,15.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,walkSpeed,0.800000011920929,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,maxRotationSpeed,9.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,minRotationSpeed,4.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeed,1.149999976158142,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedModifier,0.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedJitter,15.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,walkSpeed,0.800000011920929,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,maxRotationSpeed,9.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,minRotationSpeed,4.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeed,1.149999976158142,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedModifier,0.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedJitter,15.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,walkSpeed,0.800000011920929,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,maxRotationSpeed,9.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,minRotationSpeed,4.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeed,1.149999976158142,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedModifier,0.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedJitter,15.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,walkSpeed,0.800000011920929,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,maxRotationSpeed,9.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,minRotationSpeed,4.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeed,1.149999976158142,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedModifier,0.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedJitter,15.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,walkSpeed,0.800000011920929,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,maxRotationSpeed,9.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,minRotationSpeed,4.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeed,1.149999976158142,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedModifier,0.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedJitter,15.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,walkSpeed,0.800000011920929,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,maxRotationSpeed,9.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,minRotationSpeed,4.0,156,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeed,1.149999976158142,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedModifier,0.0,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,characterRunSpeedJitter,15.0,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,walkSpeed,0.800000011920929,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,maxRotationSpeed,9.0,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b01,records/creatures/enemies/aetherialcorruption_b01.dbr,sm1,minRotationSpeed,4.0,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b02,records/creatures/enemies/aetherialcorruption_b02.dbr,sm1,characterRunSpeed,1.149999976158142,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b02,records/creatures/enemies/aetherialcorruption_b02.dbr,sm1,characterRunSpeedModifier,0.0,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b02,records/creatures/enemies/aetherialcorruption_b02.dbr,sm1,characterRunSpeedJitter,15.0,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b02,records/creatures/enemies/aetherialcorruption_b02.dbr,sm1,walkSpeed,0.800000011920929,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b02,records/creatures/enemies/aetherialcorruption_b02.dbr,sm1,maxRotationSpeed,9.0,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b02,records/creatures/enemies/aetherialcorruption_b02.dbr,sm1,minRotationSpeed,4.0,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b02,records/creatures/enemies/aetherialcorruption_b02.dbr,sm1,characterRunSpeed,1.149999976158142,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b02,records/creatures/enemies/aetherialcorruption_b02.dbr,sm1,characterRunSpeedModifier,0.0,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b02,records/creatures/enemies/aetherialcorruption_b02.dbr,sm1,characterRunSpeedJitter,15.0,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b02,records/creatures/enemies/aetherialcorruption_b02.dbr,sm1,walkSpeed,0.800000011920929,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b02,records/creatures/enemies/aetherialcorruption_b02.dbr,sm1,maxRotationSpeed,9.0,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_b02,records/creatures/enemies/aetherialcorruption_b02.dbr,sm1,minRotationSpeed,4.0,164,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_c01,records/creatures/enemies/aetherialcorruption_c01.dbr,sm1,characterRunSpeed,1.149999976158142,155,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_c01,records/creatures/enemies/aetherialcorruption_c01.dbr,sm1,characterRunSpeedModifier,0.0,155,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_c01,records/creatures/enemies/aetherialcorruption_c01.dbr,sm1,characterRunSpeedJitter,15.0,155,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_c01,records/creatures/enemies/aetherialcorruption_c01.dbr,sm1,walkSpeed,0.800000011920929,155,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_c01,records/creatures/enemies/aetherialcorruption_c01.dbr,sm1,maxRotationSpeed,9.0,155,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_c01,records/creatures/enemies/aetherialcorruption_c01.dbr,sm1,minRotationSpeed,4.0,155,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_c01,records/creatures/enemies/aetherialcorruption_c01.dbr,sm1,characterRunSpeed,1.149999976158142,155,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_c01,records/creatures/enemies/aetherialcorruption_c01.dbr,sm1,characterRunSpeedModifier,0.0,155,103,,"creature record, direct read (level-independent scalar)"
monster,aetherialcorruption_c01,records/creatures/enemies/aetherialcorruption_c01.dbr,sm1,characterRunSpeedJitter,15.0,155,103,,"creature record, direct read (level-independent scalar)"
