chain_id,tick_idx,t_s,frame,gap_frames,magnitude_hp,implied_rate_hp_per_s
28,7,1179.9833,70799,7,11,110.0
28,8,1180.0833,70805,6,11,110.0
28,9,1180.1833,70811,6,11,110.0
28,10,1180.2833,70817,6,11,110.0
28,11,1180.4000,70824,7,11,110.0
28,12,1180.5000,70830,6,11,110.0
28,13,1180.6000,70836,6,11,110.0
28,14,1180.7000,70842,6,11,110.0
28,15,1180.8167,70849,7,11,110.0
28,16,1180.9167,70855,6,11,110.0
28,17,1181.0167,70861,6,11,110.0
28,18,1181.1167,70867,6,11,110.0
28,19,1181.2333,70874,7,10,100.0
28,20,1181.3333,70880,6,9,90.0
28,21,1181.4333,70886,6,11,110.0
28,22,1181.5333,70892,6,11,110.0
28,23,1181.6500,70899,7,11,110.0
28,24,1181.7500,70905,6,11,110.0
28,25,1181.8500,70911,6,11,110.0
29,0,1232.5333,73952,,61,610.0
29,1,1232.6500,73959,7,61,610.0
29,2,1232.7500,73965,6,62,620.0
29,3,1232.8500,73971,6,61,610.0
29,4,1232.9500,73977,6,61,610.0
29,5,1233.0667,73984,7,61,610.0
29,6,1233.1667,73990,6,62,620.0
30,0,1249.7333,74984,,19,190.0
30,1,1249.8333,74990,6,17,170.0
30,2,1249.9333,74996,6,16,160.0
30,3,1250.0333,75002,6,17,170.0
30,4,1250.1500,75009,7,19,190.0
30,5,1250.2500,75015,6,19,190.0
30,6,1250.3500,75021,6,19,190.0
31,0,1261.4333,75686,,9,90.0
31,1,1261.5333,75692,6,9,90.0
31,2,1261.6500,75699,7,9,90.0
31,3,1261.7500,75705,6,9,90.0
31,4,1261.8500,75711,6,9,90.0
31,5,1261.9500,75717,6,9,90.0
31,6,1262.0333,75722,5,1117,11170.0
32,0,1262.0500,75723,,9,90.0
32,1,1262.1667,75730,7,9,90.0
32,2,1262.2667,75736,6,9,90.0
32,3,1262.3667,75742,6,8,80.0
32,4,1262.4667,75748,6,9,90.0
32,5,1262.5833,75755,7,8,80.0
32,6,1262.6833,75761,6,9,90.0
32,7,1262.7833,75767,6,9,90.0
32,8,1262.8833,75773,6,9,90.0
32,9,1263.0000,75780,7,9,90.0
32,10,1263.1000,75786,6,9,90.0
32,11,1263.2000,75792,6,9,90.0
32,12,1263.3000,75798,6,9,90.0
32,13,1263.4000,75804,6,15484,154840.0
32,14,1263.4833,75809,5,15484,154840.0
33,0,1277.5667,76654,,27,270.0
33,1,1277.6667,76660,6,27,270.0
33,2,1277.7833,76667,7,17921,179210.0
33,3,1277.8833,76673,6,27,270.0
33,4,1277.9833,76679,6,27,270.0
33,5,1278.0833,76685,6,27,270.0
33,6,1278.2000,76692,7,27,270.0
33,7,1278.3000,76698,6,27,270.0
33,8,1278.4000,76704,6,27,270.0
33,9,1278.5000,76710,6,27,270.0
33,10,1278.6167,76717,7,27,270.0
33,11,1278.7167,76723,6,27,270.0
33,12,1278.8167,76729,6,27,270.0
34,0,1279.0333,76742,,27,270.0
34,1,1279.1333,76748,6,26,260.0
34,2,1279.2333,76754,6,26,260.0
34,3,1279.3333,76760,6,27,270.0
34,4,1279.4333,76766,6,27,270.0
34,5,1279.5500,76773,7,27,270.0
34,6,1279.6500,76779,6,27,270.0
34,7,1279.7500,76785,6,27,270.0
34,8,1279.8500,76791,6,27,270.0
34,9,1279.9667,76798,7,27,270.0
35,0,1283.6500,77019,,10,100.0
35,1,1283.7667,77026,7,13,130.0
35,2,1283.8667,77032,6,13,130.0
35,3,1283.9667,77038,6,13,130.0
35,4,1284.0667,77044,6,13,130.0
35,5,1284.1833,77051,7,13,130.0
35,6,1284.2833,77057,6,946,9460.0
36,0,1284.4833,77069,,11,110.0
36,1,1284.6000,77076,7,13,130.0
36,2,1284.7000,77082,6,13,130.0
36,3,1284.8000,77088,6,13,130.0
36,4,1284.9000,77094,6,13,130.0
36,5,1285.0167,77101,7,13,130.0
36,6,1285.1167,77107,6,13,130.0
36,7,1285.2167,77113,6,13,130.0
36,8,1285.3167,77119,6,13,130.0
36,9,1285.4333,77126,7,13,130.0
36,10,1285.5333,77132,6,10,100.0
36,11,1285.6333,77138,6,10,100.0
36,12,1285.7333,77144,6,10,100.0
36,13,1285.8500,77151,7,13,130.0
36,14,1285.9500,77157,6,13,130.0
37,0,1286.1500,77169,,13,130.0
37,1,1286.2500,77175,6,13,130.0
37,2,1286.3667,77182,7,13,130.0
37,3,1286.4667,77188,6,13,130.0
37,4,1286.5667,77194,6,13,130.0
37,5,1286.6667,77200,6,10,100.0
37,6,1286.7833,77207,7,12,120.0
37,7,1286.8833,77213,6,10,100.0
37,8,1286.9833,77219,6,11,110.0
38,0,1287.1167,77227,,41,410.0
38,1,1287.2167,77233,6,41,410.0
38,2,1287.3167,77239,6,39,390.0
38,3,1287.4333,77246,7,39,390.0
38,4,1287.5333,77252,6,38,380.0
38,5,1287.6333,77258,6,38,380.0
38,6,1287.7333,77264,6,39,390.0
38,7,1287.8500,77271,7,41,410.0
39,0,1314.1500,78849,,28,280.0
39,1,1314.2500,78855,6,28,280.0
39,2,1314.3500,78861,6,28,280.0
39,3,1314.4500,78867,6,27,270.0
39,4,1314.5667,78874,7,27,270.0
39,5,1314.6667,78880,6,28,280.0
39,6,1314.7667,78886,6,28,280.0
39,7,1314.8667,78892,6,27,270.0
39,8,1314.9833,78899,7,27,270.0
39,9,1315.0833,78905,6,28,280.0
39,10,1315.1833,78911,6,30,300.0
40,0,1317.5333,79052,,25,250.0
40,1,1317.6333,79058,6,25,250.0
40,2,1317.7333,79064,6,28,280.0
40,3,1317.8500,79071,7,26,260.0
40,4,1317.9500,79077,6,26,260.0
40,5,1318.0500,79083,6,26,260.0
41,0,1318.1500,79089,,26,260.0
41,1,1318.2667,79096,7,25,250.0
41,2,1318.3667,79102,6,25,250.0
41,3,1318.4667,79108,6,28,280.0
41,4,1318.5667,79114,6,28,280.0
41,5,1318.6833,79121,7,28,280.0
42,0,1318.8833,79133,,11,110.0
42,1,1318.9833,79139,6,11,110.0
42,2,1319.0833,79145,6,26,260.0
42,3,1319.2000,79152,7,26,260.0
42,4,1319.3000,79158,6,28,280.0
42,5,1319.4000,79164,6,28,280.0
42,6,1319.5000,79170,6,26,260.0
43,0,1321.0333,79262,,1074,10740.0
43,1,1321.1500,79269,7,25,250.0
43,2,1321.2500,79275,6,25,250.0
43,3,1321.3500,79281,6,26,260.0
43,4,1321.4667,79288,7,18712,187120.0
43,5,1321.5667,79294,6,26,260.0
44,0,1322.4000,79344,,28,280.0
44,1,1322.5000,79350,6,28,280.0
44,2,1322.6000,79356,6,28,280.0
44,3,1322.7000,79362,6,28,280.0
44,4,1322.8167,79369,7,28,280.0
44,5,1322.9167,79375,6,28,280.0
44,6,1323.0167,79381,6,28,280.0
44,7,1323.1167,79387,6,26,260.0
44,8,1323.2333,79394,7,26,260.0
44,9,1323.3333,79400,6,25,250.0
45,0,1334.5000,80070,,81,810.0
45,1,1334.6000,80076,6,80,800.0
45,2,1334.7000,80082,6,79,790.0
45,3,1334.8167,80089,7,79,790.0
45,4,1334.9167,80095,6,79,790.0
45,5,1335.0167,80101,6,81,810.0
45,6,1335.1167,80107,6,79,790.0
46,0,1337.4833,80249,,116,1160.0
46,1,1337.5833,80255,6,116,1160.0
46,2,1337.6833,80261,6,116,1160.0
46,3,1337.8000,80268,7,116,1160.0
46,4,1337.9000,80274,6,116,1160.0
46,5,1338.0000,80280,6,116,1160.0
46,6,1338.1000,80286,6,114,1140.0
46,7,1338.2000,80292,6,114,1140.0
46,8,1338.3167,80299,7,113,1130.0
46,9,1338.4167,80305,6,113,1130.0
47,0,1338.6333,80318,,19080,190800.0
47,1,1338.7333,80324,6,114,1140.0
47,2,1338.8333,80330,6,113,1130.0
47,3,1338.9333,80336,6,114,1140.0
47,4,1339.0333,80342,6,113,1130.0
47,5,1339.1333,80348,6,113,1130.0
47,6,1339.2500,80355,7,114,1140.0
47,7,1339.3500,80361,6,114,1140.0
47,8,1339.4500,80367,6,113,1130.0
48,0,1364.3667,81862,,11,110.0
48,1,1364.4833,81869,7,30,300.0
48,2,1364.5833,81875,6,28,280.0
48,3,1364.6833,81881,6,28,280.0
48,4,1364.7833,81887,6,28,280.0
48,5,1364.9000,81894,7,28,280.0
48,6,1365.0000,81900,6,28,280.0
48,7,1365.1000,81906,6,28,280.0
48,8,1365.2000,81912,6,28,280.0
48,9,1365.3167,81919,7,28,280.0
48,10,1365.4167,81925,6,28,280.0
48,11,1365.5167,81931,6,30,300.0
48,12,1365.6167,81937,6,28,280.0
48,13,1365.7333,81944,7,28,280.0
48,14,1365.8333,81950,6,30,300.0
49,0,1373.4167,82405,,19732,197320.0
49,1,1373.5000,82410,5,45,450.0
49,2,1373.6000,82416,6,44,440.0
49,3,1373.7000,82422,6,45,450.0
49,4,1373.8167,82429,7,45,450.0
49,5,1373.9167,82435,6,45,450.0
49,6,1374.0167,82441,6,47,470.0
50,0,1407.9167,84475,,55,550.0
50,1,1408.0167,84481,6,55,550.0
50,2,1408.1333,84488,7,55,550.0
50,3,1408.2167,84493,5,55,550.0
50,4,1408.3167,84499,6,55,550.0
50,5,1408.4333,84506,7,55,550.0
50,6,1408.5500,84513,7,55,550.0
51,0,1420.4833,85229,,152,1520.0
51,1,1420.5833,85235,6,157,1570.0
51,2,1420.6833,85241,6,157,1570.0
51,3,1420.8000,85248,7,159,1590.0
51,4,1420.9000,85254,6,159,1590.0
51,5,1421.0000,85260,6,159,1590.0
51,6,1421.1000,85266,6,159,1590.0
51,7,1421.2167,85273,7,159,1590.0
52,0,1422.3833,85343,,1598,15980.0
52,1,1422.4667,85348,5,120,1200.0
52,2,1422.5667,85354,6,120,1200.0
52,3,1422.6667,85360,6,121,1210.0
52,4,1422.7667,85366,6,120,1200.0
52,5,1422.8833,85373,7,120,1200.0
52,6,1422.9833,85379,6,118,1180.0
53,0,1439.9000,86394,,20,200.0
53,1,1440.0000,86400,6,22,220.0
53,2,1440.1167,86407,7,22,220.0
53,3,1440.2167,86413,6,22,220.0
53,4,1440.3167,86419,6,22,220.0
53,5,1440.4167,86425,6,22,220.0
53,6,1440.5167,86431,6,22,220.0
53,7,1440.6167,86437,6,142,1420.0
53,8,1440.7167,86443,6,22,220.0
53,9,1440.8333,86450,7,20,200.0
53,10,1440.9333,86456,6,20,200.0
53,11,1441.0333,86462,6,22,220.0
53,12,1441.1500,86469,7,22,220.0
53,13,1441.2500,86475,6,20,200.0
53,14,1441.3500,86481,6,22,220.0
53,15,1441.4500,86487,6,10,100.0
53,16,1441.5667,86494,7,22,220.0
53,17,1441.6667,86500,6,22,220.0
53,18,1441.7667,86506,6,20,200.0
53,19,1441.8667,86512,6,20,200.0
53,20,1441.9667,86518,6,21,210.0
53,21,1442.0833,86525,7,20,200.0
53,22,1442.1833,86531,6,20,200.0
53,23,1442.2833,86537,6,20,200.0
53,24,1442.3833,86543,6,22,220.0
53,25,1442.4833,86549,6,18,180.0
53,26,1442.6000,86556,7,20,200.0
53,27,1442.7000,86562,6,20,200.0
53,28,1442.7833,86567,5,21,210.0
53,29,1442.9000,86574,7,20,200.0
54,0,1482.4000,88944,,12,120.0
54,1,1482.5000,88950,6,13,130.0
54,2,1482.6000,88956,6,13,130.0
54,3,1482.7167,88963,7,13,130.0
54,4,1482.8167,88969,6,11,110.0
54,5,1482.9167,88975,6,11,110.0
54,6,1483.0167,88981,6,11,110.0
54,7,1483.1167,88987,6,12,120.0
54,8,1483.2333,88994,7,11,110.0
54,9,1483.3333,89000,6,11,110.0
54,10,1483.4333,89006,6,11,110.0
54,11,1483.5333,89012,6,11,110.0
54,12,1483.6500,89019,7,11,110.0
54,13,1483.7500,89025,6,11,110.0
54,14,1483.8500,89031,6,11,110.0
54,15,1483.9500,89037,6,11,110.0
55,0,1484.5333,89072,,33,330.0
55,1,1484.6500,89079,7,31,310.0
55,2,1484.7500,89085,6,31,310.0
55,3,1484.8500,89091,6,31,310.0
55,4,1484.9500,89097,6,33,330.0
55,5,1485.0667,89104,7,33,330.0
55,6,1485.1667,89110,6,33,330.0
55,7,1485.2500,89115,5,33,330.0
55,8,1485.3667,89122,7,25,250.0
55,9,1485.4667,89128,6,25,250.0
55,10,1485.5667,89134,6,25,250.0
55,11,1485.6833,89141,7,25,250.0
56,0,1485.7833,89147,,318,3180.0
56,1,1485.8833,89153,6,23,230.0
56,2,1485.9833,89159,6,23,230.0
56,3,1486.1000,89166,7,23,230.0
56,4,1486.2000,89172,6,23,230.0
56,5,1486.3000,89178,6,23,230.0
57,0,1486.3167,89179,,562,5620.0
57,1,1486.4167,89185,6,30,300.0
57,2,1486.5167,89191,6,30,300.0
57,3,1486.6167,89197,6,30,300.0
57,4,1486.7333,89204,7,30,300.0
57,5,1486.8500,89211,7,325,3250.0
57,6,1486.9500,89217,6,30,300.0
57,7,1487.0500,89223,6,30,300.0
58,0,1487.3833,89243,,550,5500.0
58,1,1487.4833,89249,6,31,310.0
58,2,1487.5833,89255,6,31,310.0
58,3,1487.6833,89261,6,30,300.0
58,4,1487.8000,89268,7,30,300.0
58,5,1487.9000,89274,6,325,3250.0
58,6,1488.0000,89280,6,30,300.0
58,7,1488.1000,89286,6,30,300.0
58,8,1488.2167,89293,7,30,300.0
58,9,1488.3167,89299,6,30,300.0
58,10,1488.4167,89305,6,30,300.0
59,0,1488.9500,89337,,325,3250.0
59,1,1489.0500,89343,6,30,300.0
59,2,1489.1500,89349,6,30,300.0
59,3,1489.2667,89356,7,30,300.0
59,4,1489.3667,89362,6,30,300.0
59,5,1489.4667,89368,6,31,310.0
60,0,1489.4833,89369,,525,5250.0
60,1,1489.5833,89375,6,30,300.0
60,2,1489.6833,89381,6,30,300.0
60,3,1489.7833,89387,6,30,300.0
60,4,1489.9000,89394,7,30,300.0
