wave,actor_id,record,level_limb,level,is_champion,wave_plus_own_damage_modifier_pct,n_skills_carrying_damage,default_attack_skill,deepest_hitter_skill,grade,run_of_record_source,DEFAULT_direct_perpiece,DEFAULT_direct_aggregate,DEFAULT_direct_perpiece_base70abs,DEFAULT_dot_total,DEFAULT_pct_current_life,MAX_direct_perpiece,MAX_direct_aggregate,MAX_direct_perpiece_base70abs,MAX_dot_total,MAX_pct_current_life,RUNREC_direct_perpiece,RUNREC_direct_aggregate,RUNREC_direct_perpiece_base70abs,RUNREC_dot_total,RUNREC_pct_current_life,SUMALL_direct_perpiece,SUMALL_direct_aggregate,SUMALL_direct_perpiece_base70abs,SUMALL_dot_total,SUMALL_pct_current_life
151,w151_a008,records/creatures/enemies/ghost_b02.dbr,HI,104,False,128.0,3,,records/skills/nonplayerskills/attackmelee/ghost_shadowstrike.dbr,MEASURED,MAX-fallback,0,0,0,0,0,316.46399999999994,316.46399999999994,316.46399999999994,0.0,0.0,316.46399999999994,316.46399999999994,316.46399999999994,0.0,0.0,398.31517919999993,655.00752,655.00752,0.0,2.0
151,w151_a009,records/creatures/enemies/hero/wendigo_h01.dbr,LO,107,True,123.0,8,,records/skills/nonplayerskillsgdx1/attackmelee/wendigo_leechingslam.dbr,MEASURED,MAX-fallback,0,0,0,0,0,598.5319999999998,598.5319999999998,598.5319999999998,0.0,0.0,598.5319999999998,598.5319999999998,598.5319999999998,0.0,0.0,996.1418084799998,1738.9539999999997,1765.1825631999998,554.8239999999998,0.0
151,w151_a009,records/creatures/enemies/hero/wendigo_h01.dbr,HI,108,True,123.0,8,,records/skills/nonplayerskillsgdx1/attackmelee/wendigo_leechingslam.dbr,MEASURED,MAX-fallback,0,0,0,0,0,622.6159999999999,622.6159999999999,622.6159999999999,0.0,0.0,622.6159999999999,622.6159999999999,622.6159999999999,0.0,0.0,1036.5770961599999,1793.5087199999998,1821.9401664,580.2459999999999,0.0
151,w151_a010,records/creatures/enemies/hero/wendigo_h01.dbr,LO,107,True,123.0,8,,records/skills/nonplayerskillsgdx1/attackmelee/wendigo_leechingslam.dbr,MEASURED,MAX-fallback,0,0,0,0,0,598.5319999999998,598.5319999999998,598.5319999999998,0.0,0.0,598.5319999999998,598.5319999999998,598.5319999999998,0.0,0.0,996.1418084799998,1738.9539999999997,1765.1825631999998,554.8239999999998,0.0
151,w151_a010,records/creatures/enemies/hero/wendigo_h01.dbr,HI,108,True,123.0,8,,records/skills/nonplayerskillsgdx1/attackmelee/wendigo_leechingslam.dbr,MEASURED,MAX-fallback,0,0,0,0,0,622.6159999999999,622.6159999999999,622.6159999999999,0.0,0.0,622.6159999999999,622.6159999999999,622.6159999999999,0.0,0.0,1036.5770961599999,1793.5087199999998,1821.9401664,580.2459999999999,0.0
151,w151_a011,records/creatures/enemies/hero/wendigo_h04.dbr,LO,107,True,123.0,7,,records/skills/nonplayerskillsgdx1/attackmelee/wendigo_leechingslam.dbr,MEASURED,MAX-fallback,0,0,0,0,0,598.5319999999998,598.5319999999998,598.5319999999998,0.0,0.0,598.5319999999998,598.5319999999998,598.5319999999998,0.0,0.0,1000.6018084799998,1743.4139999999998,1769.6425631999998,455.3659999999999,0.0
151,w151_a011,records/creatures/enemies/hero/wendigo_h04.dbr,HI,108,True,123.0,7,,records/skills/nonplayerskillsgdx1/attackmelee/wendigo_leechingslam.dbr,MEASURED,MAX-fallback,0,0,0,0,0,622.6159999999999,622.6159999999999,622.6159999999999,0.0,0.0,622.6159999999999,622.6159999999999,622.6159999999999,0.0,0.0,1041.03709616,1797.9687199999998,1826.4001664,476.7739999999999,0.0
151,w151_a012,records/creatures/enemies/hero/swampgolem_h01.dbr,LO,107,True,123.0,5,records/skills/nonplayerskillsgdx1/attackmelee/swampgolem_stonethrash.dbr,records/skills/nonplayerskillsgdx1/path/swampgolem_doubleswipe.dbr,MEASURED,attackSkillName,469.4042067999998,858.0950799999998,858.0950799999998,0.0,5.0,490.0287867199999,921.84632,975.1388767999999,104.80999999999997,0.0,469.4042067999998,858.0950799999998,858.0950799999998,0.0,5.0,1232.7318979999998,2828.3089999999997,2907.8301199999996,204.26799999999997,5.0
151,w151_a012,records/creatures/enemies/hero/swampgolem_h01.dbr,HI,108,True,123.0,5,records/skills/nonplayerskillsgdx1/attackmelee/swampgolem_stonethrash.dbr,records/skills/nonplayerskillsgdx1/path/swampgolem_doubleswipe.dbr,MEASURED,attackSkillName,489.3371064,894.69384,894.69384,0.0,5.0,521.9680598399999,957.4728,1022.7238656,109.26999999999998,0.0,489.3371064,894.69384,894.69384,0.0,5.0,1299.3661711999998,2933.71664,3027.399152,213.18799999999996,5.0
151,w151_a013,records/creatures/enemies/hero/swampgolem_h02.dbr,LO,107,True,123.0,6,records/skills/nonplayerskillsgdx1/attackmelee/swampgolem_stonethrash.dbr,records/skills/nonplayerskillsgdx1/path/swampgolem_doubleswipe.dbr,MEASURED,attackSkillName,469.4042067999998,858.0950799999998,858.0950799999998,0.0,5.0,490.0287867199999,921.84632,975.1388767999999,104.80999999999997,0.0,469.4042067999998,858.0950799999998,858.0950799999998,0.0,5.0,1238.0892499999998,2951.9402,3031.46132,204.26799999999997,5.0
151,w151_a013,records/creatures/enemies/hero/swampgolem_h02.dbr,HI,108,True,123.0,6,records/skills/nonplayerskillsgdx1/attackmelee/swampgolem_stonethrash.dbr,records/skills/nonplayerskillsgdx1/path/swampgolem_doubleswipe.dbr,MEASURED,attackSkillName,489.3371064,894.69384,894.69384,0.0,5.0,521.9680598399999,957.4728,1022.7238656,109.26999999999998,0.0,489.3371064,894.69384,894.69384,0.0,5.0,1304.9670391999998,3062.96744,3156.649952,213.18799999999996,5.0
151,w151_a014,records/creatures/enemies/hero/swampgolem_h05.dbr,LO,107,True,123.0,8,records/skills/nonplayerskillsgdx1/attackmelee/swampgolem_stonethrash.dbr,records/skills/nonplayerskillsgdx3/heroskills/archetypes/infernal_embernova.dbr,MEASURED,attackSkillName,469.4042067999998,858.0950799999998,858.0950799999998,0.0,5.0,792.3032172799998,1223.53856,1274.9429312,0.0,0.0,469.4042067999998,858.0950799999998,858.0950799999998,0.0,5.0,2698.2482988799993,5005.1547199999995,5136.080211199999,204.26799999999997,5.0
151,w151_a014,records/creatures/enemies/hero/swampgolem_h05.dbr,HI,108,True,123.0,8,records/skills/nonplayerskillsgdx1/attackmelee/swampgolem_stonethrash.dbr,records/skills/nonplayerskillsgdx3/heroskills/archetypes/infernal_embernova.dbr,MEASURED,attackSkillName,489.3371064,894.69384,894.69384,0.0,5.0,839.4443468799999,1274.5609599999998,1338.5532352,0.0,0.0,489.3371064,894.69384,894.69384,0.0,5.0,2839.3437884799996,5201.26984,5358.9446272000005,213.18799999999996,5.0
151,w151_a015,records/creatures/enemies/ghost_a01.dbr,LO,102,False,128.0,2,,records/skills/nonplayerskills/passive/passiveproperties_ghost.dbr,MEASURED,MAX-fallback,0,0,0,0,0,67.488,67.488,67.488,0.0,2.0,67.488,67.488,67.488,0.0,2.0,78.04458240000001,311.10144,311.10144,0.0,2.0
151,w151_a015,records/creatures/enemies/ghost_a01.dbr,HI,103,False,128.0,2,,records/skills/nonplayerskills/passive/passiveproperties_ghost.dbr,MEASURED,MAX-fallback,0,0,0,0,0,67.488,67.488,67.488,0.0,2.0,67.488,67.488,67.488,0.0,2.0,78.1441728,313.39968000000005,313.39968000000005,0.0,2.0
151,w151_a016,records/creatures/enemies/ghost_b03.dbr,LO,103,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,485.1459551999999,738.8971199999999,738.8971199999999,0.0,13.0,485.1459551999999,738.8971199999999,738.8971199999999,0.0,13.0,485.1459551999999,738.8971199999999,738.8971199999999,0.0,13.0,918.5946231999999,1564.79992,1564.79992,0.0,15.0
151,w151_a016,records/creatures/enemies/ghost_b03.dbr,HI,104,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,960.6250387999999,1628.87228,1628.8722799999998,0.0,15.0
151,w151_a017,records/creatures/enemies/ghost_a02.dbr,LO,102,False,128.0,2,,records/skills/nonplayerskills/passive/passiveproperties_ghost.dbr,MEASURED,MAX-fallback,0,0,0,0,0,67.488,67.488,67.488,0.0,2.0,67.488,67.488,67.488,0.0,2.0,78.04458240000001,311.10144,311.10144,0.0,2.0
151,w151_a017,records/creatures/enemies/ghost_a02.dbr,HI,103,False,128.0,2,,records/skills/nonplayerskills/passive/passiveproperties_ghost.dbr,MEASURED,MAX-fallback,0,0,0,0,0,67.488,67.488,67.488,0.0,2.0,67.488,67.488,67.488,0.0,2.0,78.1441728,313.39968000000005,313.39968000000005,0.0,2.0
151,w151_a018,records/creatures/enemies/ghost_a01.dbr,LO,102,False,128.0,2,,records/skills/nonplayerskills/passive/passiveproperties_ghost.dbr,MEASURED,MAX-fallback,0,0,0,0,0,67.488,67.488,67.488,0.0,2.0,67.488,67.488,67.488,0.0,2.0,78.04458240000001,311.10144,311.10144,0.0,2.0
151,w151_a018,records/creatures/enemies/ghost_a01.dbr,HI,103,False,128.0,2,,records/skills/nonplayerskills/passive/passiveproperties_ghost.dbr,MEASURED,MAX-fallback,0,0,0,0,0,67.488,67.488,67.488,0.0,2.0,67.488,67.488,67.488,0.0,2.0,78.1441728,313.39968000000005,313.39968000000005,0.0,2.0
151,w151_a019,records/creatures/enemies/ghost_b02.dbr,LO,103,False,128.0,3,,records/skills/nonplayerskills/attackmelee/ghost_shadowstrike.dbr,MEASURED,MAX-fallback,0,0,0,0,0,300.50399999999996,300.50399999999996,300.50399999999996,0.0,0.0,300.50399999999996,300.50399999999996,300.50399999999996,0.0,0.0,379.4946912,633.4387200000001,633.4387200000001,0.0,2.0
151,w151_a019,records/creatures/enemies/ghost_b02.dbr,HI,104,False,128.0,3,,records/skills/nonplayerskills/attackmelee/ghost_shadowstrike.dbr,MEASURED,MAX-fallback,0,0,0,0,0,316.46399999999994,316.46399999999994,316.46399999999994,0.0,0.0,316.46399999999994,316.46399999999994,316.46399999999994,0.0,0.0,398.31517919999993,655.00752,655.00752,0.0,2.0
151,w151_a020,records/creatures/enemies/ghost_a01.dbr,LO,102,False,128.0,2,,records/skills/nonplayerskills/passive/passiveproperties_ghost.dbr,MEASURED,MAX-fallback,0,0,0,0,0,67.488,67.488,67.488,0.0,2.0,67.488,67.488,67.488,0.0,2.0,78.04458240000001,311.10144,311.10144,0.0,2.0
151,w151_a020,records/creatures/enemies/ghost_a01.dbr,HI,103,False,128.0,2,,records/skills/nonplayerskills/passive/passiveproperties_ghost.dbr,MEASURED,MAX-fallback,0,0,0,0,0,67.488,67.488,67.488,0.0,2.0,67.488,67.488,67.488,0.0,2.0,78.1441728,313.39968000000005,313.39968000000005,0.0,2.0
151,w151_a021,records/creatures/enemies/ghost_b03.dbr,LO,103,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,485.1459551999999,738.8971199999999,738.8971199999999,0.0,13.0,485.1459551999999,738.8971199999999,738.8971199999999,0.0,13.0,485.1459551999999,738.8971199999999,738.8971199999999,0.0,13.0,918.5946231999999,1564.79992,1564.79992,0.0,15.0
151,w151_a021,records/creatures/enemies/ghost_b03.dbr,HI,104,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,960.6250387999999,1628.87228,1628.8722799999998,0.0,15.0
151,w151_a022,records/creatures/enemies/ghost_b01.dbr,LO,103,False,128.0,3,,records/skills/nonplayerskills/attackprojectile/ghost_phantomblade.dbr,MEASURED,MAX-fallback,0,0,0,0,0,591.8879999999999,591.8879999999999,591.8879999999999,0.0,0.0,591.8879999999999,591.8879999999999,591.8879999999999,0.0,0.0,850.3537247999999,959.18688,959.18688,0.0,2.0
151,w151_a022,records/creatures/enemies/ghost_b01.dbr,HI,104,False,128.0,3,,records/skills/nonplayerskills/attackprojectile/ghost_phantomblade.dbr,MEASURED,MAX-fallback,0,0,0,0,0,616.968,616.968,616.968,0.0,0.0,616.968,616.968,616.968,0.0,0.0,879.1315199999999,989.064,989.064,0.0,2.0
151,w151_a023,records/creatures/enemies/ghost_b04.dbr,LO,104,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,962.7436279999998,1677.7628,1677.7628,0.0,15.0
151,w151_a023,records/creatures/enemies/ghost_b04.dbr,HI,105,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,962.8897375999999,1681.13456,1681.1345599999997,0.0,15.0
151,w151_a024,records/creatures/enemies/livingplant_a01.dbr,LO,103,False,127.0,4,,records/skills/nonplayerskillsgdx1/attackmelee/livingplant_bite.dbr,MEASURED,MAX-fallback,0,0,0,0,0,398.91499711999995,842.84192,935.4081728000001,90.79999999999998,0.0,398.91499711999995,842.84192,935.4081728000001,90.79999999999998,0.0,829.3487651199998,1284.2207199999998,1376.7869728,195.67399999999998,16.0
151,w151_a024,records/creatures/enemies/livingplant_a01.dbr,HI,104,False,127.0,4,,records/skills/nonplayerskillsgdx1/attackmelee/livingplant_bite.dbr,MEASURED,MAX-fallback,0,0,0,0,0,431.58131407999997,880.0517600000001,987.3537632,96.70199999999997,0.0,431.58131407999997,880.0517600000001,987.3537632,96.70199999999997,0.0,880.6290820799999,1340.0445599999998,1447.3465631999998,206.11599999999996,16.0
151,w151_a025,records/creatures/enemies/swampgolem_a01.dbr,LO,103,False,127.0,3,,records/skills/nonplayerskillsgdx1/path/swampgolem_doubleswipe.dbr,MEASURED,MAX-fallback,0,0,0,0,0,471.06970743999995,900.8722,947.6294895999999,102.14999999999998,0.0,471.06970743999995,900.8722,947.6294895999999,102.14999999999998,0.0,488.81820184,1310.4528400000002,1357.2101296,102.14999999999998,0.0
151,w151_a025,records/creatures/enemies/swampgolem_a01.dbr,HI,106,False,127.0,3,,records/skills/nonplayerskillsgdx1/path/swampgolem_doubleswipe.dbr,MEASURED,MAX-fallback,0,0,0,0,0,504.9246145599999,938.38168,996.9916384,106.68999999999998,0.0,504.9246145599999,938.38168,996.9916384,106.68999999999998,0.0,522.9953581599999,1355.3988399999998,1414.0087984000002,106.68999999999998,0.0
151,w151_a026,records/creatures/enemies/livingplant_a01.dbr,LO,103,False,127.0,4,,records/skills/nonplayerskillsgdx1/attackmelee/livingplant_bite.dbr,MEASURED,MAX-fallback,0,0,0,0,0,398.91499711999995,842.84192,935.4081728000001,90.79999999999998,0.0,398.91499711999995,842.84192,935.4081728000001,90.79999999999998,0.0,829.3487651199998,1284.2207199999998,1376.7869728,195.67399999999998,16.0
151,w151_a026,records/creatures/enemies/livingplant_a01.dbr,HI,104,False,127.0,4,,records/skills/nonplayerskillsgdx1/attackmelee/livingplant_bite.dbr,MEASURED,MAX-fallback,0,0,0,0,0,431.58131407999997,880.0517600000001,987.3537632,96.70199999999997,0.0,431.58131407999997,880.0517600000001,987.3537632,96.70199999999997,0.0,880.6290820799999,1340.0445599999998,1447.3465631999998,206.11599999999996,16.0
151,w151_a027,records/creatures/enemies/swampgolem_a01.dbr,LO,103,False,127.0,3,,records/skills/nonplayerskillsgdx1/path/swampgolem_doubleswipe.dbr,MEASURED,MAX-fallback,0,0,0,0,0,471.06970743999995,900.8722,947.6294895999999,102.14999999999998,0.0,471.06970743999995,900.8722,947.6294895999999,102.14999999999998,0.0,488.81820184,1310.4528400000002,1357.2101296,102.14999999999998,0.0
151,w151_a027,records/creatures/enemies/swampgolem_a01.dbr,HI,106,False,127.0,3,,records/skills/nonplayerskillsgdx1/path/swampgolem_doubleswipe.dbr,MEASURED,MAX-fallback,0,0,0,0,0,504.9246145599999,938.38168,996.9916384,106.68999999999998,0.0,504.9246145599999,938.38168,996.9916384,106.68999999999998,0.0,522.9953581599999,1355.3988399999998,1414.0087984000002,106.68999999999998,0.0
160,w160_a000,records/creatures/enemies/nemesis/nemesis_kymon_01.dbr,LO,109,False,152.0,9,records/skills/nonplayerskillsgdx3/bossskills/nemesis/kymon1_firestrike.dbr,records/skills/nonplayerskillsgdx3/bossskills/nemesis/kymon1_meteor.dbr,MEASURED,attackSkillName,164.22446879999998,229.22927999999996,229.22927999999996,0.0,0.0,4495.235230079999,4454.436,5091.90175872,0.0,0.0,164.22446879999998,229.22927999999996,229.22927999999996,0.0,0.0,8099.474826239999,10655.73264,11462.94035712,215.71199999999993,0.0
160,w160_a000,records/creatures/enemies/nemesis/nemesis_kymon_01.dbr,HI,109,False,152.0,9,records/skills/nonplayerskillsgdx3/bossskills/nemesis/kymon1_firestrike.dbr,records/skills/nonplayerskillsgdx3/bossskills/nemesis/kymon1_meteor.dbr,MEASURED,attackSkillName,164.22446879999998,229.22927999999996,229.22927999999996,0.0,0.0,4495.235230079999,4454.436,5091.90175872,0.0,0.0,164.22446879999998,229.22927999999996,229.22927999999996,0.0,0.0,8099.474826239999,10655.73264,11462.94035712,215.71199999999993,0.0
160,w160_a001,records/creatures/enemies/nemesis/nemesis_wendigo_01.dbr,LO,109,False,192.0,8,records/skills/nonplayerskillsgdx1/bossskills/nemesis/wendigo_frenzyswipes.dbr,records/skills/nonplayerskillsgdx1/bossskills/nemesis/wendigo_necroticnovainverse.dbr,MEASURED,attackSkillName,0.0,0.0,0.0,0.0,0.0,1889.2399999999993,1889.2399999999993,1889.2399999999993,0.0,18.0,0.0,0.0,0.0,0.0,0.0,6331.729715199998,7682.378079999999,8747.550711039998,211.40799999999996,55.0
160,w160_a001,records/creatures/enemies/nemesis/nemesis_wendigo_01.dbr,HI,109,False,192.0,8,records/skills/nonplayerskillsgdx1/bossskills/nemesis/wendigo_frenzyswipes.dbr,records/skills/nonplayerskillsgdx1/bossskills/nemesis/wendigo_necroticnovainverse.dbr,MEASURED,attackSkillName,0.0,0.0,0.0,0.0,0.0,1889.2399999999993,1889.2399999999993,1889.2399999999993,0.0,18.0,0.0,0.0,0.0,0.0,0.0,6331.729715199998,7682.378079999999,8747.550711039998,211.40799999999996,55.0
160,w160_a002,records/creatures/enemies/nemesis/nemesis_aetherialvanguard_01.dbr,LO,109,False,152.0,5,records/skills/nonplayerskillsgdx1/bossskills/nemesis/aetherialvanguard_aetherbreath.dbr,records/skills/nonplayerskillsgdx1/bossskills/nemesis/aetherialvanguard_aethermeteor.dbr,MEASURED,attackSkillName,798.3359999999999,798.3359999999999,798.3359999999999,115.91999999999997,0.0,3939.82723008,3899.0280000000002,4536.49375872,277.19999999999993,0.0,798.3359999999999,798.3359999999999,798.3359999999999,115.91999999999997,0.0,5954.97942144,6317.58288,7131.49323264,393.1199999999999,15.0
