record,level_limb,level,skill,skill_class,rank,depth,rank_grade,via,is_default_attack,own_totalDamageModifier_pct,raw_physical_min,raw_physical_max,raw_physical_index_state,raw_pierce_min,raw_pierce_max,raw_pierce_index_state,raw_fire_min,raw_fire_max,raw_fire_index_state,raw_cold_min,raw_cold_max,raw_cold_index_state,raw_lightning_min,raw_lightning_max,raw_lightning_index_state,raw_poison_min,raw_poison_max,raw_poison_index_state,raw_vitality_min,raw_vitality_max,raw_vitality_index_state,raw_aether_min,raw_aether_max,raw_aether_index_state,raw_chaos_min,raw_chaos_max,raw_chaos_index_state,raw_percentCurrentLife_min,raw_percentCurrentLife_max,raw_percentCurrentLife_index_state,dot_bleeding_min,dot_bleeding_dur_s,dot_burn_min,dot_burn_dur_s,dot_frostburn_min,dot_frostburn_dur_s,dot_electrocute_min,dot_electrocute_dur_s,dot_poison_dot_min,dot_poison_dot_dur_s,dot_vitdecay_min,dot_vitdecay_dur_s,dot_trauma_min,dot_trauma_dur_s,carries_damage,grade,wave
records/creatures/enemies/ghost_a02.dbr,LO,102,(creature record),Monster,1,-1,MEASURED-RECORD,creature-own-fields,False,46.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_a02.dbr,HI,103,records/skills/nonplayerskills/passive/armorbase01.dbr,Skill_Passive,103,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_a02.dbr,HI,103,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,Skill_Passive,4,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_a02.dbr,HI,103,records/skills/nonplayerskills/passive/damagebase_physical01.dbr,Skill_Passive,103,0,MEASURED-RANK,skillName-slot,False,46.0,428.0,561.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
records/creatures/enemies/ghost_a02.dbr,HI,103,records/skills/nonplayerskills/passive/passiveproperties_ghost.dbr,Skill_Passive,26,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,n/a,0.0,0.0,scalar,0.0,0.0,scalar,148.0,148.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,n/a,0.0,0.0,scalar,2.0,7.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
records/creatures/enemies/ghost_a02.dbr,HI,103,(creature record),Monster,1,-1,MEASURED-RECORD,creature-own-fields,False,46.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_b01.dbr,LO,103,records/skills/nonplayerskills/attackprojectile/ghost_phantomblade.dbr,Skill_AttackProjectileBurst,26,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,scalar,624.0,624.0,IN-RANGE,0.0,0.0,scalar,674.0,674.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
records/creatures/enemies/ghost_b01.dbr,LO,103,records/skills/nonplayerskills/passive/armorbase02.dbr,Skill_Passive,103,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_b01.dbr,LO,103,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,Skill_Passive,4,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_b01.dbr,LO,103,records/skills/nonplayerskills/passive/damagebonusranged_physical01.dbr,Skill_Passive,103,0,MEASURED-RANK,skillName-slot,False,46.0,198.0,250.0,IN-RANGE,408.0,408.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
records/creatures/enemies/ghost_b01.dbr,LO,103,records/skills/nonplayerskills/passive/passiveproperties_ghost.dbr,Skill_Passive,26,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,n/a,0.0,0.0,scalar,0.0,0.0,scalar,148.0,148.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,n/a,0.0,0.0,scalar,2.0,7.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
records/creatures/enemies/ghost_b01.dbr,LO,103,(creature record),Monster,1,-1,MEASURED-RECORD,creature-own-fields,False,46.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_b01.dbr,HI,104,records/skills/nonplayerskills/attackprojectile/ghost_phantomblade.dbr,Skill_AttackProjectileBurst,27,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,scalar,651.0,651.0,IN-RANGE,0.0,0.0,scalar,702.0,702.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
records/creatures/enemies/ghost_b01.dbr,HI,104,records/skills/nonplayerskills/passive/armorbase02.dbr,Skill_Passive,104,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_b01.dbr,HI,104,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,Skill_Passive,4,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_b01.dbr,HI,104,records/skills/nonplayerskills/passive/damagebonusranged_physical01.dbr,Skill_Passive,104,0,MEASURED-RANK,skillName-slot,False,46.0,200.0,251.0,IN-RANGE,410.0,410.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
records/creatures/enemies/ghost_b01.dbr,HI,104,records/skills/nonplayerskills/passive/passiveproperties_ghost.dbr,Skill_Passive,27,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,n/a,0.0,0.0,scalar,0.0,0.0,scalar,154.0,154.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,n/a,0.0,0.0,scalar,2.0,7.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
records/creatures/enemies/ghost_b01.dbr,HI,104,(creature record),Monster,1,-1,MEASURED-RECORD,creature-own-fields,False,46.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_b02.dbr,LO,103,records/skills/nonplayerskills/attackmelee/ghost_shadowstrike.dbr,Skill_AttackWeaponBlink,26,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,scalar,0.0,0.0,n/a,0.0,0.0,scalar,659.0,659.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,n/a,0.0,0.0,n/a,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
records/creatures/enemies/ghost_b02.dbr,LO,103,records/skills/nonplayerskills/passive/armorbase02.dbr,Skill_Passive,103,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_b02.dbr,LO,103,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,Skill_Passive,4,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_b02.dbr,LO,103,records/skills/nonplayerskills/passive/damagebonus_physical02.dbr,Skill_Passive,103,0,MEASURED-RANK,skillName-slot,False,46.0,462.0,608.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
records/creatures/enemies/ghost_b02.dbr,LO,103,records/skills/nonplayerskills/passive/passiveproperties_ghost.dbr,Skill_Passive,26,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,n/a,0.0,0.0,scalar,0.0,0.0,scalar,148.0,148.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,n/a,0.0,0.0,scalar,2.0,7.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
records/creatures/enemies/ghost_b02.dbr,LO,103,(creature record),Monster,1,-1,MEASURED-RECORD,creature-own-fields,False,46.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_b02.dbr,HI,104,records/skills/nonplayerskills/attackmelee/ghost_shadowstrike.dbr,Skill_AttackWeaponBlink,27,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,scalar,0.0,0.0,n/a,0.0,0.0,scalar,694.0,694.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,n/a,0.0,0.0,n/a,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
records/creatures/enemies/ghost_b02.dbr,HI,104,records/skills/nonplayerskills/passive/armorbase02.dbr,Skill_Passive,104,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_b02.dbr,HI,104,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,Skill_Passive,4,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_b02.dbr,HI,104,records/skills/nonplayerskills/passive/damagebonus_physical02.dbr,Skill_Passive,104,0,MEASURED-RANK,skillName-slot,False,46.0,467.0,612.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
records/creatures/enemies/ghost_b02.dbr,HI,104,records/skills/nonplayerskills/passive/passiveproperties_ghost.dbr,Skill_Passive,27,0,MEASURED-RANK,skillName-slot,False,46.0,0.0,0.0,n/a,0.0,0.0,scalar,0.0,0.0,scalar,154.0,154.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,n/a,0.0,0.0,scalar,2.0,7.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
records/creatures/enemies/ghost_b02.dbr,HI,104,(creature record),Monster,1,-1,MEASURED-RECORD,creature-own-fields,False,46.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DECODED-ZERO-DAMAGE,151
records/creatures/enemies/ghost_b03.dbr,LO,103,records/skills/nonplayerskills/attackmelee/ghost_bladearc.dbr,Skill_AttackWeapon,26,0,MEASURED-RANK,skillName-slot,False,41.0,268.0,268.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,784.0,784.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
records/creatures/enemies/ghost_b03.dbr,LO,103,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,Skill_WeaponPool_ChargedFinale,26,0,MEASURED-RANK,skillName-slot,True,41.0,472.0,472.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,1062.0,1062.0,IN-RANGE,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,0.0,0.0,scalar,13.0,22.0,scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MEASURED,151
