pool_record,pool_archive_winner,pool_archive_csv,pool_template,family,slot_index,member_record,weight,weight_state,limit,limit_state,min_player_level,min_player_level_state,max_player_level,max_player_level_state,always_spawn,always_spawn_state,level_variance_equation,level_variance_equation_state,spawn_min,spawn_max,champion_min,champion_max,champion_chance,proxy_pool_equation,ignore_game_balance,slot_weight_share,family_weight_total,waves_referencing,pool_kinds
records/proxies/poolsbasic/cultistvitality_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,1,records/creatures/enemies/humanchthonic_cultist_a05.dbr,100,PRESENT,,ABSENT,,ABSENT,,ABSENT,,ABSENT,records/proxies/lv2_normal.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.111111,900,150,trash
records/proxies/poolsbasic/cultistvitality_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,2,records/creatures/enemies/humanchthonic_cultistf_a05.dbr,100,PRESENT,,ABSENT,,ABSENT,,ABSENT,,ABSENT,records/proxies/lv2_normal.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.111111,900,150,trash
records/proxies/poolsbasic/cultistvitality_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,3,records/creatures/enemies/humanchthonic_cultistf_b01.dbr,100,PRESENT,3,PRESENT,10,PRESENT,,ABSENT,,ABSENT,records/proxies/lv3_strong+.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.111111,900,150,trash
records/proxies/poolsbasic/cultistvitality_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,4,records/creatures/enemies/humanchthonic_cultistf_b02.dbr,100,PRESENT,3,PRESENT,12,PRESENT,,ABSENT,,ABSENT,records/proxies/lv3_strong+.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.111111,900,150,trash
records/proxies/poolsbasic/cultistvitality_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,5,records/creatures/enemies/humanchthonic_cultistf_b03.dbr,100,PRESENT,2,PRESENT,16,PRESENT,,ABSENT,,ABSENT,records/proxies/lv3_strong+.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.111111,900,150,trash
records/proxies/poolsbasic/cultistvitality_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,6,records/creatures/enemies/humanchthonic_cultistf_c01.dbr,25,PRESENT,2,PRESENT,25,PRESENT,,ABSENT,,ABSENT,records/proxies/lv5_elitechampion.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.027778,900,150,trash
records/proxies/poolsbasic/cultistvitality_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,7,records/creatures/enemies/humanchthonic_cultistf_c02.dbr,25,PRESENT,2,PRESENT,25,PRESENT,,ABSENT,,ABSENT,records/proxies/lv5_elitechampion.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.027778,900,150,trash
records/proxies/poolsbasic/cultistvitality_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,8,records/creatures/enemies/humanchthonic_cultist_b01.dbr,100,PRESENT,3,PRESENT,10,PRESENT,,ABSENT,,ABSENT,records/proxies/lv3_strong+.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.111111,900,150,trash
records/proxies/poolsbasic/cultistvitality_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,9,records/creatures/enemies/humanchthonic_cultist_b02.dbr,100,PRESENT,3,PRESENT,12,PRESENT,,ABSENT,,ABSENT,records/proxies/lv3_strong+.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.111111,900,150,trash
records/proxies/poolsbasic/cultistvitality_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,10,records/creatures/enemies/humanchthonic_cultist_b03.dbr,100,PRESENT,2,PRESENT,16,PRESENT,,ABSENT,,ABSENT,records/proxies/lv3_strong+.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.111111,900,150,trash
records/proxies/poolsbasic/cultistvitality_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,11,records/creatures/enemies/humanchthonic_cultist_c01.dbr,25,PRESENT,2,PRESENT,25,PRESENT,,ABSENT,,ABSENT,records/proxies/lv5_elitechampion.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.027778,900,150,trash
records/proxies/poolsbasic/cultistvitality_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,12,records/creatures/enemies/humanchthonic_cultist_c02.dbr,25,PRESENT,2,PRESENT,25,PRESENT,,ABSENT,,ABSENT,records/proxies/lv5_elitechampion.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.027778,900,150,trash
records/proxies/poolsbasic/ghost_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,1,records/creatures/enemies/ghost_a01.dbr,100,PRESENT,,ABSENT,,ABSENT,,ABSENT,,ABSENT,records/proxies/lv2_normal.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.166667,600,151,trash
records/proxies/poolsbasic/ghost_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,2,records/creatures/enemies/ghost_a02.dbr,100,PRESENT,,ABSENT,,ABSENT,,ABSENT,,ABSENT,records/proxies/lv2_normal.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.166667,600,151,trash
records/proxies/poolsbasic/ghost_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,3,records/creatures/enemies/ghost_b01.dbr,100,PRESENT,3,PRESENT,15,PRESENT,,ABSENT,,ABSENT,records/proxies/lv3_strong.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.166667,600,151,trash
records/proxies/poolsbasic/ghost_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,4,records/creatures/enemies/ghost_b02.dbr,100,PRESENT,3,PRESENT,15,PRESENT,,ABSENT,,ABSENT,records/proxies/lv3_strong.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.166667,600,151,trash
records/proxies/poolsbasic/ghost_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,5,records/creatures/enemies/ghost_b03.dbr,100,PRESENT,2,PRESENT,20,PRESENT,,ABSENT,,ABSENT,records/proxies/lv3_strong.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.166667,600,151,trash
records/proxies/poolsbasic/ghost_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,6,records/creatures/enemies/ghost_b04.dbr,100,PRESENT,2,PRESENT,20,PRESENT,,ABSENT,,ABSENT,records/proxies/lv4_champion.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.166667,600,151,trash
records/proxies/poolsbasic/necro_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,1,records/creatures/enemies/faction/necro_casterf_a01.dbr,100,PRESENT,,ABSENT,,ABSENT,,ABSENT,,ABSENT,records/proxies/lv2_normal.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.133333,750,150,trash
records/proxies/poolsbasic/necro_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,2,records/creatures/enemies/faction/necro_casterf_b01.dbr,100,PRESENT,3,PRESENT,15,PRESENT,,ABSENT,,ABSENT,records/proxies/lv3_strong.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.133333,750,150,trash
records/proxies/poolsbasic/necro_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,3,records/creatures/enemies/faction/necro_caster_a01.dbr,100,PRESENT,,ABSENT,,ABSENT,,ABSENT,,ABSENT,records/proxies/lv2_normal.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.133333,750,150,trash
records/proxies/poolsbasic/necro_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,4,records/creatures/enemies/faction/necro_caster_b01.dbr,100,PRESENT,3,PRESENT,15,PRESENT,,ABSENT,,ABSENT,records/proxies/lv3_strong.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.133333,750,150,trash
records/proxies/poolsbasic/necro_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,5,records/creatures/enemies/faction/necro_championf_c01.dbr,75,PRESENT,2,PRESENT,30,PRESENT,,ABSENT,,ABSENT,records/proxies/lv5_elitechampion.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.100000,750,150,trash
records/proxies/poolsbasic/necro_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,6,records/creatures/enemies/faction/necro_champion_c01.dbr,75,PRESENT,2,PRESENT,30,PRESENT,,ABSENT,,ABSENT,records/proxies/lv5_elitechampion.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.100000,750,150,trash
records/proxies/poolsbasic/necro_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,7,records/creatures/enemies/faction/necro_meleef_a01.dbr,100,PRESENT,,ABSENT,,ABSENT,,ABSENT,,ABSENT,records/proxies/lv2_normal.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.133333,750,150,trash
records/proxies/poolsbasic/necro_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,8,records/creatures/enemies/faction/necro_melee_a01.dbr,100,PRESENT,,ABSENT,,ABSENT,,ABSENT,,ABSENT,records/proxies/lv2_normal.dbr,PRESENT,7,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.133333,750,150,trash
records/proxies/poolsbasic/skeletalgolem_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,1,records/creatures/enemies/skeletalgolem_b01.dbr,50,PRESENT,2,PRESENT,35,PRESENT,,ABSENT,,ABSENT,records/proxies/lv4_champion.dbr,PRESENT,6,6,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.090909,550,157,trash
records/proxies/poolsbasic/skeletalgolem_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,2,records/creatures/enemies/skeletalgolem_c01.dbr,100,PRESENT,2,PRESENT,40,PRESENT,,ABSENT,True,PRESENT,records/proxies/lv5_elitechampion.dbr,PRESENT,6,6,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.181818,550,157,trash
records/proxies/poolsbasic/skeletalgolem_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,3,records/creatures/enemies/skeleton_b02_knight.dbr,100,PRESENT,,ABSENT,,ABSENT,,ABSENT,,ABSENT,records/proxies/lv4_champion.dbr,PRESENT,6,6,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.181818,550,157,trash
records/proxies/poolsbasic/skeletalgolem_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,4,records/creatures/enemies/skeleton_c01.dbr,100,PRESENT,1,PRESENT,25,PRESENT,,ABSENT,,ABSENT,records/proxies/lv4_champion.dbr,PRESENT,6,6,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.181818,550,157,trash
records/proxies/poolsbasic/skeletalgolem_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,5,records/creatures/enemies/skeleton_c02.dbr,100,PRESENT,1,PRESENT,25,PRESENT,,ABSENT,,ABSENT,records/proxies/lv4_champion.dbr,PRESENT,6,6,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.181818,550,157,trash
records/proxies/poolsbasic/skeletalgolem_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,6,records/creatures/enemies/skeleton_c03.dbr,100,PRESENT,1,PRESENT,25,PRESENT,,ABSENT,,ABSENT,records/proxies/lv4_champion.dbr,PRESENT,6,6,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.181818,550,157,trash
records/proxies/poolsbasic/skeletonrevenant_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,1,records/creatures/enemies/skeleton_c01.dbr,100,PRESENT,,ABSENT,25,PRESENT,,ABSENT,,ABSENT,records/proxies/lv4_champion+.dbr,PRESENT,6,6,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.266667,375,153,trash
records/proxies/poolsbasic/skeletonrevenant_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,2,records/creatures/enemies/skeleton_c02.dbr,100,PRESENT,3,PRESENT,25,PRESENT,,ABSENT,,ABSENT,records/proxies/lv4_champion+.dbr,PRESENT,6,6,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.266667,375,153,trash
records/proxies/poolsbasic/skeletonrevenant_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,3,records/creatures/enemies/skeleton_c03.dbr,100,PRESENT,,ABSENT,25,PRESENT,,ABSENT,,ABSENT,records/proxies/lv4_champion+.dbr,PRESENT,6,6,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.266667,375,153,trash
records/proxies/poolsbasic/skeletonrevenant_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,4,records/creatures/enemies/skeleton_d01.dbr,75,PRESENT,2,PRESENT,45,PRESENT,,ABSENT,,ABSENT,records/proxies/lv5_elitechampion.dbr,PRESENT,6,6,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.200000,375,153,trash
records/proxies/poolsbasic/zealot_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,1,records/creatures/enemies/faction/zealot_casterf_b01.dbr,100,PRESENT,3,PRESENT,15,PRESENT,,ABSENT,,ABSENT,records/proxies/lv3_strong.dbr,PRESENT,7,7,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.148148,675,150,trash
records/proxies/poolsbasic/zealot_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,2,records/creatures/enemies/faction/zealot_caster_b01.dbr,100,PRESENT,3,PRESENT,15,PRESENT,,ABSENT,,ABSENT,records/proxies/lv3_strong.dbr,PRESENT,7,7,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.148148,675,150,trash
records/proxies/poolsbasic/zealot_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,3,records/creatures/enemies/faction/zealot_championf_c01.dbr,75,PRESENT,2,PRESENT,25,PRESENT,,ABSENT,,ABSENT,records/proxies/lv5_elitechampion.dbr,PRESENT,7,7,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.111111,675,150,trash
records/proxies/poolsbasic/zealot_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,4,records/creatures/enemies/faction/zealot_meleef_a01.dbr,100,PRESENT,,ABSENT,,ABSENT,,ABSENT,,ABSENT,records/proxies/lv2_normal.dbr,PRESENT,7,7,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.148148,675,150,trash
records/proxies/poolsbasic/zealot_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,5,records/creatures/enemies/faction/zealot_melee_a01.dbr,100,PRESENT,,ABSENT,,ABSENT,,ABSENT,,ABSENT,records/proxies/lv2_normal.dbr,PRESENT,7,7,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.148148,675,150,trash
records/proxies/poolsbasic/zealot_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,6,records/creatures/enemies/faction/zealot_rangedf_a01.dbr,100,PRESENT,,ABSENT,,ABSENT,,ABSENT,,ABSENT,records/proxies/lv2_normal.dbr,PRESENT,7,7,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.148148,675,150,trash
records/proxies/poolsbasic/zealot_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,7,records/creatures/enemies/faction/zealot_ranged_a01.dbr,100,PRESENT,,ABSENT,,ABSENT,,ABSENT,,ABSENT,records/proxies/lv2_normal.dbr,PRESENT,7,7,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.148148,675,150,trash
records/proxies/poolsbasic/zombies_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,1,records/creatures/enemies/zombieberserker_a01.dbr,75,PRESENT,4,PRESENT,15,PRESENT,,ABSENT,,ABSENT,records/proxies/lv3_strong.dbr,PRESENT,8,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.057034,1315,150,trash
records/proxies/poolsbasic/zombies_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,2,records/creatures/enemies/zombiemutated_a01.dbr,75,PRESENT,3,PRESENT,25,PRESENT,,ABSENT,,ABSENT,records/proxies/lv4_champion+.dbr,PRESENT,8,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.057034,1315,150,trash
records/proxies/poolsbasic/zombies_t3.dbr,sm_mod,sm_mod,database/templates/proxypool.tpl,normal,3,records/creatures/enemies/zombiemutated_b01.dbr,75,PRESENT,3,PRESENT,25,PRESENT,,ABSENT,,ABSENT,records/proxies/lv4_champion+.dbr,PRESENT,8,8,0,0,0.0,records/proxies/proxypoolequation_01.dbr,False,0.057034,1315,150,trash
