record,wave,G_pct,level_lo,level_hi,ehp_lo,ehp_hi,life_grade
records/creatures/anomalies/chthonicvoid_groble.dbr,160,324.0,104,106,59898,61327,MEASURED
records/creatures/anomalies/chthonicvoid_groble.dbr,161,326.0,104,106,60017,61449,MEASURED
records/creatures/anomalies/chthonicvoid_groble.dbr,162,328.0,104,106,60137,61571,MEASURED
records/creatures/anomalies/chthonicvoid_groble.dbr,163,330.0,104,106,60256,61693,MEASURED
records/creatures/anomalies/chthonicvoid_groble.dbr,164,332.0,104,106,60375,61815,MEASURED
records/creatures/anomalies/chthonicvoid_groble.dbr,165,334.0,104,106,60494,61938,MEASURED
records/creatures/anomalies/chthonicvoid_groble.dbr,166,336.0,104,106,60614,62060,MEASURED
records/creatures/anomalies/chthonicvoid_groble.dbr,167,338.0,104,106,60733,62182,MEASURED
records/creatures/anomalies/chthonicvoid_groble.dbr,168,340.0,104,106,60852,62304,MEASURED
records/creatures/anomalies/chthonicvoid_groble.dbr,169,342.0,104,106,60972,62426,MEASURED
records/creatures/anomalies/chthonicvoid_groble.dbr,170,344.0,104,106,61091,62548,MEASURED
records/creatures/anomalies/eldritchground.dbr,151,306.0,105,108,59525,61637,MEASURED
records/creatures/anomalies/eldritchground.dbr,152,308.0,105,108,59646,61762,MEASURED
records/creatures/anomalies/eldritchground.dbr,153,310.0,105,108,59766,61887,MEASURED
records/creatures/anomalies/eldritchground.dbr,154,312.0,105,108,59887,62012,MEASURED
records/creatures/anomalies/eldritchground.dbr,155,314.0,105,108,60008,62137,MEASURED
records/creatures/anomalies/eldritchground.dbr,156,316.0,105,108,60128,62262,MEASURED
records/creatures/anomalies/eldritchground.dbr,157,318.0,105,108,60249,62387,MEASURED
records/creatures/anomalies/eldritchground.dbr,158,320.0,105,108,60370,62512,MEASURED
records/creatures/anomalies/eldritchground.dbr,159,322.0,105,108,60491,62637,MEASURED
records/creatures/anomalies/eldritchground.dbr,160,324.0,105,108,60611,62762,MEASURED
records/creatures/anomalies/eldritchground.dbr,161,326.0,105,108,60732,62887,MEASURED
records/creatures/anomalies/eldritchground.dbr,162,328.0,105,108,60853,63012,MEASURED
records/creatures/anomalies/eldritchground.dbr,163,330.0,105,108,60974,63137,MEASURED
records/creatures/anomalies/eldritchground.dbr,164,332.0,105,108,61094,63262,MEASURED
records/creatures/anomalies/eldritchground.dbr,165,334.0,105,108,61215,63387,MEASURED
records/creatures/anomalies/eldritchground.dbr,166,336.0,105,108,61336,63512,MEASURED
records/creatures/anomalies/eldritchground.dbr,167,338.0,105,108,61457,63637,MEASURED
records/creatures/anomalies/eldritchground.dbr,168,340.0,105,108,61577,63762,MEASURED
records/creatures/anomalies/eldritchground.dbr,169,342.0,105,108,61698,63887,MEASURED
records/creatures/anomalies/eldritchground.dbr,170,344.0,105,108,61819,64012,MEASURED
records/creatures/anomalies/sandstorm.dbr,151,306.0,104,106,58824,60227,MEASURED
records/creatures/anomalies/sandstorm.dbr,152,308.0,104,106,58943,60349,MEASURED
records/creatures/anomalies/sandstorm.dbr,153,310.0,104,106,59063,60472,MEASURED
records/creatures/anomalies/sandstorm.dbr,154,312.0,104,106,59182,60594,MEASURED
records/creatures/anomalies/sandstorm.dbr,155,314.0,104,106,59301,60716,MEASURED
records/creatures/anomalies/sandstorm.dbr,156,316.0,104,106,59421,60838,MEASURED
records/creatures/anomalies/sandstorm.dbr,157,318.0,104,106,59540,60960,MEASURED
records/creatures/anomalies/sandstorm.dbr,158,320.0,104,106,59659,61082,MEASURED
records/creatures/anomalies/sandstorm.dbr,159,322.0,104,106,59779,61205,MEASURED
records/creatures/anomalies/sandstorm.dbr,160,324.0,104,106,59898,61327,MEASURED
records/creatures/anomalies/sandstorm.dbr,161,326.0,104,106,60017,61449,MEASURED
records/creatures/anomalies/sandstorm.dbr,162,328.0,104,106,60137,61571,MEASURED
records/creatures/anomalies/sandstorm.dbr,163,330.0,104,106,60256,61693,MEASURED
records/creatures/anomalies/sandstorm.dbr,164,332.0,104,106,60375,61815,MEASURED
records/creatures/anomalies/sandstorm.dbr,165,334.0,104,106,60494,61938,MEASURED
records/creatures/anomalies/sandstorm.dbr,166,336.0,104,106,60614,62060,MEASURED
records/creatures/anomalies/sandstorm.dbr,167,338.0,104,106,60733,62182,MEASURED
records/creatures/anomalies/sandstorm.dbr,168,340.0,104,106,60852,62304,MEASURED
records/creatures/anomalies/sandstorm.dbr,169,342.0,104,106,60972,62426,MEASURED
records/creatures/anomalies/sandstorm.dbr,170,344.0,104,106,61091,62548,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,151,306.0,103,104,237398,242263,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,152,308.0,103,104,237844,242715,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,153,310.0,103,104,238291,243167,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,154,312.0,103,104,238737,243619,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,155,314.0,103,104,239183,244071,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,156,316.0,103,104,239629,244523,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,157,318.0,103,104,240076,244975,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,158,320.0,103,104,240522,245427,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,159,322.0,103,104,240968,245879,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,160,324.0,103,104,241414,246331,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,161,326.0,103,104,241861,246783,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,162,328.0,103,104,242307,247235,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,163,330.0,103,104,242753,247687,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,164,332.0,103,104,243199,248139,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,165,334.0,103,104,243646,248591,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,166,336.0,103,104,244092,249043,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,167,338.0,103,104,244538,249494,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,168,340.0,103,104,244984,249946,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,169,342.0,103,104,245431,250398,MEASURED
records/creatures/enemies/aetherialbloater_a01.dbr,170,344.0,103,104,245877,250850,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,151,306.0,104,106,415191,432555,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,152,308.0,104,106,415965,433349,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,153,310.0,104,106,416740,434144,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,154,312.0,104,106,417515,434938,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,155,314.0,104,106,418289,435732,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,156,316.0,104,106,419064,436527,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,157,318.0,104,106,419838,437321,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,158,320.0,104,106,420613,438116,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,159,322.0,104,106,421388,438910,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,160,324.0,104,106,422162,439704,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,161,326.0,104,106,422937,440499,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,162,328.0,104,106,423711,441293,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,163,330.0,104,106,424486,442088,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,164,332.0,104,106,425261,442882,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,165,334.0,104,106,426035,443677,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,166,336.0,104,106,426810,444471,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,167,338.0,104,106,427585,445265,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,168,340.0,104,106,428359,446060,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,169,342.0,104,106,429134,446854,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,170,344.0,104,106,429908,447649,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,151,306.0,104,108,415191,450731,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,152,308.0,104,108,415965,451545,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,153,310.0,104,108,416740,452360,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,154,312.0,104,108,417515,453174,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,155,314.0,104,108,418289,453988,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,156,316.0,104,108,419064,454803,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,157,318.0,104,108,419838,455617,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,158,320.0,104,108,420613,456431,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,159,322.0,104,108,421388,457246,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,160,324.0,104,108,422162,458060,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,161,326.0,104,108,422937,458874,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,162,328.0,104,108,423711,459689,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,163,330.0,104,108,424486,460503,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,164,332.0,104,108,425261,461317,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,165,334.0,104,108,426035,462132,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,166,336.0,104,108,426810,462946,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,167,338.0,104,108,427585,463760,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,168,340.0,104,108,428359,464575,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,169,342.0,104,108,429134,465389,MEASURED
records/creatures/enemies/aetherialbloater_b01_summon.dbr,170,344.0,104,108,429908,466203,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,151,306.0,104,106,498612,519473,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,152,308.0,104,106,499542,520427,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,153,310.0,104,106,500472,521381,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,154,312.0,104,106,501403,522335,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,155,314.0,104,106,502333,523289,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,156,316.0,104,106,503263,524243,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,157,318.0,104,106,504193,525197,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,158,320.0,104,106,505124,526151,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,159,322.0,104,106,506054,527105,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,160,324.0,104,106,506984,528060,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,161,326.0,104,106,507914,529014,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,162,328.0,104,106,508845,529968,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,163,330.0,104,106,509775,530922,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,164,332.0,104,106,510705,531876,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,165,334.0,104,106,511635,532830,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,166,336.0,104,106,512566,533784,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,167,338.0,104,106,513496,534738,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,168,340.0,104,106,514426,535692,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,169,342.0,104,106,515356,536646,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,170,344.0,104,106,516287,537600,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,151,306.0,106,108,519473,541310,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,152,308.0,106,108,520427,542288,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,153,310.0,106,108,521381,543266,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,154,312.0,106,108,522335,544244,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,155,314.0,106,108,523289,545222,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,156,316.0,106,108,524243,546200,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,157,318.0,106,108,525197,547178,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,158,320.0,106,108,526151,548156,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,159,322.0,106,108,527105,549134,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,160,324.0,106,108,528060,550112,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,161,326.0,106,108,529014,551090,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,162,328.0,106,108,529968,552068,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,163,330.0,106,108,530922,553046,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,164,332.0,106,108,531876,554024,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,165,334.0,106,108,532830,555002,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,166,336.0,106,108,533784,555980,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,167,338.0,106,108,534738,556958,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,168,340.0,106,108,535692,557936,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,169,342.0,106,108,536646,558914,MEASURED
records/creatures/enemies/aetherialbloater_c01_summon.dbr,170,344.0,106,108,537600,559892,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,151,306.0,104,106,661585,691525,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,152,308.0,104,106,662819,692795,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,153,310.0,104,106,664054,694065,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,154,312.0,104,106,665288,695335,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,155,314.0,104,106,666522,696605,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,156,316.0,104,106,667756,697875,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,157,318.0,104,106,668991,699145,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,158,320.0,104,106,670225,700415,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,159,322.0,104,106,671459,701685,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,160,324.0,104,106,672694,702955,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,161,326.0,104,106,673928,704225,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,162,328.0,104,106,675162,705495,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,163,330.0,104,106,676397,706765,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,164,332.0,104,106,677631,708035,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,165,334.0,104,106,678865,709305,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,166,336.0,104,106,680099,710575,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,167,338.0,104,106,681334,711845,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,168,340.0,104,106,682568,713115,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,169,342.0,104,106,683802,714385,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,170,344.0,104,106,685037,715655,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,151,306.0,105,106,816101,834662,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,152,308.0,105,106,817612,836195,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,153,310.0,105,106,819123,837728,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,154,312.0,105,106,820635,839261,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,155,314.0,105,106,822146,840793,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,156,316.0,105,106,823657,842326,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,157,318.0,105,106,825169,843859,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,158,320.0,105,106,826680,845392,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,159,322.0,105,106,828191,846925,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,160,324.0,105,106,829702,848458,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,161,326.0,105,106,831214,849991,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,162,328.0,105,106,832725,851524,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,163,330.0,105,106,834236,853057,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,164,332.0,105,106,835748,854590,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,165,334.0,105,106,837259,856122,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,166,336.0,105,106,838770,857655,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,167,338.0,105,106,840282,859188,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,168,340.0,105,106,841793,860721,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,169,342.0,105,106,843304,862254,MEASURED
records/creatures/enemies/aetherialcolossus_b01.dbr,170,344.0,105,106,844815,863787,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,151,306.0,105,106,1041488,1065174,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,152,308.0,105,106,1043416,1067130,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,153,310.0,105,106,1045345,1069086,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,154,312.0,105,106,1047274,1071042,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,155,314.0,105,106,1049202,1072999,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,156,316.0,105,106,1051131,1074955,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,157,318.0,105,106,1053060,1076911,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,158,320.0,105,106,1054988,1078867,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,159,322.0,105,106,1056917,1080824,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,160,324.0,105,106,1058846,1082780,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,161,326.0,105,106,1060774,1084736,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,162,328.0,105,106,1062703,1086692,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,163,330.0,105,106,1064632,1088649,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,164,332.0,105,106,1066561,1090605,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,165,334.0,105,106,1068489,1092561,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,166,336.0,105,106,1070418,1094517,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,167,338.0,105,106,1072347,1096473,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,168,340.0,105,106,1074275,1098430,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,169,342.0,105,106,1076204,1100386,MEASURED
records/creatures/enemies/aetherialcolossus_c01.dbr,170,344.0,105,106,1078133,1102342,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,151,306.0,105,106,1041488,1065174,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,152,308.0,105,106,1043416,1067130,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,153,310.0,105,106,1045345,1069086,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,154,312.0,105,106,1047274,1071042,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,155,314.0,105,106,1049202,1072999,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,156,316.0,105,106,1051131,1074955,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,157,318.0,105,106,1053060,1076911,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,158,320.0,105,106,1054988,1078867,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,159,322.0,105,106,1056917,1080824,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,160,324.0,105,106,1058846,1082780,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,161,326.0,105,106,1060774,1084736,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,162,328.0,105,106,1062703,1086692,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,163,330.0,105,106,1064632,1088649,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,164,332.0,105,106,1066561,1090605,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,165,334.0,105,106,1068489,1092561,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,166,336.0,105,106,1070418,1094517,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,167,338.0,105,106,1072347,1096473,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,168,340.0,105,106,1074275,1098430,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,169,342.0,105,106,1076204,1100386,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,170,344.0,105,106,1078133,1102342,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,151,306.0,106,108,1065174,1113506,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,152,308.0,106,108,1067130,1115517,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,153,310.0,106,108,1069086,1117529,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,154,312.0,106,108,1071042,1119541,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,155,314.0,106,108,1072999,1121553,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,156,316.0,106,108,1074955,1123564,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,157,318.0,106,108,1076911,1125576,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,158,320.0,106,108,1078867,1127588,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,159,322.0,106,108,1080824,1129600,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,160,324.0,106,108,1082780,1131611,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,161,326.0,106,108,1084736,1133623,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,162,328.0,106,108,1086692,1135635,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,163,330.0,106,108,1088649,1137647,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,164,332.0,106,108,1090605,1139658,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,165,334.0,106,108,1092561,1141670,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,166,336.0,106,108,1094517,1143682,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,167,338.0,106,108,1096473,1145694,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,168,340.0,106,108,1098430,1147705,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,169,342.0,106,108,1100386,1149717,MEASURED
records/creatures/enemies/aetherialcolossus_c02_summon.dbr,170,344.0,106,108,1102342,1151729,MEASURED
records/creatures/enemies/aetherialcorruption_a01.dbr,151,306.0,102,103,164860,168282,MEASURED
records/creatures/enemies/aetherialcorruption_a01.dbr,152,308.0,102,103,165175,168601,MEASURED
records/creatures/enemies/aetherialcorruption_a01.dbr,153,310.0,102,103,165490,168920,MEASURED
records/creatures/enemies/aetherialcorruption_a01.dbr,154,312.0,102,103,165805,169239,MEASURED
records/creatures/enemies/aetherialcorruption_a01.dbr,155,314.0,102,103,166120,169558,MEASURED
records/creatures/enemies/aetherialcorruption_a01.dbr,156,316.0,102,103,166435,169877,MEASURED
records/creatures/enemies/aetherialcorruption_a01.dbr,157,318.0,102,103,166749,170196,MEASURED
records/creatures/enemies/aetherialcorruption_a01.dbr,158,320.0,102,103,167064,170515,MEASURED
records/creatures/enemies/aetherialcorruption_a01.dbr,159,322.0,102,103,167379,170834,MEASURED
