dim,rank,coordinate,level,loading,abs_loading
6,12,geometry,circle,-0.8245754287821945,0.8245754287821945
7,1,geometry,melee_strike,1.5905774623004312,1.5905774623004312
7,2,function,other-rare,-1.4478702606284555,1.4478702606284555
7,3,economy,other-rare,1.323261165376096,1.323261165376096
7,4,function,taunt,-1.2383236723977893,1.2383236723977893
7,5,economy,self-cost,-1.1492429012993906,1.1492429012993906
7,6,delivery,aura-pulse,1.0830171923996543,1.0830171923996543
7,7,economy,free,-1.0696405284951986,1.0696405284951986
7,8,function,hex,-1.0663471903397932,1.0663471903397932
7,9,function,stun,1.0405271586049696,1.0405271586049696
7,10,activation,triggered,-0.9784647941742635,0.9784647941742635
7,11,geometry,whirlwind,-0.9780840983876445,0.9780840983876445
7,12,defense,absorb,-0.9753659576073839,0.9753659576073839
8,1,geometry,cone,-2.654156814844761,2.654156814844761
8,2,economy,other-rare,-2.652362073588181,2.652362073588181
8,3,commit,wind-up,2.1848832041413617,2.1848832041413617
8,4,delivery,other-rare,1.3109582055005815,1.3109582055005815
8,5,geometry,single_target,-1.310181423979199,1.310181423979199
8,6,economy,self-cost,1.2912524957285314,1.2912524957285314
8,7,delivery,beam,-1.0917636161519186,1.0917636161519186
8,8,proxy,heavy,-0.9266694473940665,0.9266694473940665
8,9,economy,free,-0.8397027422670674,0.8397027422670674
8,10,activation,triggered,-0.7326838434137516,0.7326838434137516
8,11,geometry,totem,-0.6613981217851075,0.6613981217851075
8,12,amp,var,0.6083058332386146,0.6083058332386146
9,1,economy,other-rare,-1.6188327978586978,1.6188327978586978
9,2,function,expose,-1.4255862749213648,1.4255862749213648
9,3,commit,wind-up,1.3938627720117611,1.3938627720117611
9,4,geometry,dash_attack,-1.3836918806234522,1.3836918806234522
9,5,economy,finite,1.344835966127046,1.344835966127046
9,6,geometry,melee_strike,1.1290129397666064,1.1290129397666064
9,7,geometry,circle,1.1114870629270894,1.1114870629270894
9,8,delivery,beam,-1.014018209781411,1.014018209781411
9,9,economy,self-cost,-0.8629676626777413,0.8629676626777413
9,10,function,stun,0.8262958045651374,0.8262958045651374
9,11,economy,free,0.7252185557996772,0.7252185557996772
9,12,function,taunt,0.661819254092523,0.661819254092523
10,1,economy,other-rare,4.090158431832639,4.090158431832639
10,2,geometry,cone,2.303657270532165,2.303657270532165
10,3,geometry,vortex_pull,-1.8188025198290219,1.8188025198290219
10,4,function,other-rare,1.6222437820711149,1.6222437820711149
10,5,geometry,whirlwind,-1.4695489656647762,1.4695489656647762
10,6,delivery,orbit,-1.2736988810510013,1.2736988810510013
10,7,delivery,beam,1.255968299931285,1.255968299931285
10,8,economy,self-cost,1.1595070777724261,1.1595070777724261
10,9,dependency,build→spend,1.0931699421891272,1.0931699421891272
10,10,function,stun,-1.0419553967644877,1.0419553967644877
10,11,geometry,chain,-0.9588923953524932,0.9588923953524932
10,12,economy,generator-spender,0.909466059205156,0.909466059205156
11,1,economy,other-rare,3.186635512892531,3.186635512892531
11,2,function,expose,2.7834358264561616,2.7834358264561616
11,3,geometry,vortex_pull,-2.0072965846165696,2.0072965846165696
11,4,function,other-rare,-1.776594523276991,1.776594523276991
11,5,commit,wind-up,1.7565203787644412,1.7565203787644412
11,6,delivery,other-rare,-1.7001652541355943,1.7001652541355943
11,7,delivery,aura-pulse,1.4417008241896831,1.4417008241896831
11,8,geometry,chain,1.3971685591192127,1.3971685591192127
11,9,geometry,dash_attack,1.0954834413587917,1.0954834413587917
11,10,economy,self-cost,1.0727730897768775,1.0727730897768775
11,11,delivery,orbit,-0.8869839025927008,0.8869839025927008
11,12,amp,var,-0.7715439323809539,0.7715439323809539
12,1,economy,other-rare,-3.9201900285662936,3.9201900285662936
12,2,function,expose,-2.3036020086795457,2.3036020086795457
12,3,delivery,other-rare,-1.8850264377855939,1.8850264377855939
12,4,function,other-rare,-1.85938132486671,1.85938132486671
12,5,economy,self-cost,-1.7049081076899042,1.7049081076899042
12,6,function,taunt,1.3387378638367202,1.3387378638367202
12,7,function,stun,-1.0575230302136815,1.0575230302136815
12,8,function,hard-stop,1.0049851884892507,1.0049851884892507
12,9,geometry,chain,-0.9460157335237093,0.9460157335237093
12,10,geometry,multi_projectile,0.8943661697840428,0.8943661697840428
12,11,delivery,orbit,-0.8683909928625296,0.8683909928625296
12,12,geometry,single_target,0.8658572955042708,0.8658572955042708
13,1,economy,other-rare,3.943360338956128,3.943360338956128
13,2,geometry,dash_attack,-2.1896724375370185,2.1896724375370185
13,3,function,taunt,1.574471774363419,1.574471774363419
13,4,delivery,orbit,-1.3035094936978027,1.3035094936978027
13,5,function,knockback,1.165356484084936,1.165356484084936
13,6,delivery,beam,-1.14060536046906,1.14060536046906
13,7,geometry,melee_strike,1.0357756164750473,1.0357756164750473
13,8,geometry,whirlwind,0.9056461274218058,0.9056461274218058
13,9,geometry,other-rare,-0.8647420790212476,0.8647420790212476
13,10,dependency,apply→detonate,-0.8272230487182877,0.8272230487182877
13,11,function,hex,-0.7266514843978988,0.7266514843978988
13,12,defense,evade,0.712660160869042,0.712660160869042
14,1,economy,finite,1.2751776784226978,1.2751776784226978
14,2,economy,other-rare,1.2622819340952345,1.2622819340952345
14,3,geometry,whirlwind,1.0855010464731245,1.0855010464731245
14,4,defense,glass,1.085388082470063,1.085388082470063
14,5,geometry,single_target,0.9324318384878798,0.9324318384878798
14,6,geometry,melee_strike,-0.9155312063563862,0.9155312063563862
14,7,function,expose,0.8010115321439388,0.8010115321439388
14,8,delivery,aura-pulse,-0.7746727749066609,0.7746727749066609
14,9,movement,rooted,-0.7001764345805991,0.7001764345805991
14,10,geometry,vortex_pull,0.6810435423566281,0.6810435423566281
14,11,defense,absorb,-0.6734767589851011,0.6734767589851011
14,12,geometry,totem,-0.6552515534925891,0.6552515534925891
