kit_id,death_class,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17
poe1-reaper,intrinsic-red,0.36606939944182215,0.09237570521725134,0.6489413916586377,-0.03345853647103031,-0.2693014825207008,-0.3062541906268635,-0.14562305502153952,0.02912262370183329,-0.0518300111584988,-0.0006055826900446121,-0.03336188012324602,0.12513499065630715,0.25792803409019033,0.2107981916987544,0.2776064495683867,0.373816839112321,-0.0316953735140177
poe1-sweep,intrinsic-red,0.1893966355500791,-0.2589372449373774,-0.1915614870706941,-0.4623011230723217,0.028339500165463286,-0.21393213927102345,0.3760618364778569,0.12014022994249832,-0.08379571251478098,-0.28776760270606816,0.1277805097572508,0.19649041679213725,-0.026498140251605448,0.10926848328114787,0.20688674058572012,0.0671468684583374,0.02810896145030127
poe1-wild-strike,extrinsic-no-lever,0.10117361405829185,-0.030696159228956042,-0.05842864706409176,0.209050648747172,-0.07308651959138611,0.05202214192718884,0.02928707381185421,0.46709986140101756,0.2836354761413172,0.0415252965313596,0.19802989263585502,0.11900843217926606,0.057876593999549766,0.22205161200093457,0.1333916288044021,0.0872823784151121,0.0005540363433367834
poe2-chronomancer-01,extrinsic-tuning,0.23427907004562065,0.16312546511854578,0.11977720207850742,0.4109935308425153,-0.12784481266377568,0.1439184796304943,-0.10554892197086288,0.14832370889826366,-0.08002321931851593,0.026039808105588497,0.1468147452217451,0.042011092018765725,-0.017843250255264523,0.11345283429873065,0.31243505581265907,0.09020714120966766,-0.05576794658913761
poe2-concoction,extrinsic-content-mix,0.2785381476761256,0.3964703841430139,-0.15356416427841404,-0.08104995452834224,-0.0784240271142788,0.03559981478330461,0.1436964621956679,-0.07560527539809489,-0.005222052235546865,0.13155881007978487,0.054294595442100156,0.14773428979440745,0.21420855743842915,-0.0009195761628682034,-0.26774442870067255,0.1632793598019965,-0.006250356819041666
poe2-perfect-strike-01,extrinsic-tuning,-1.1709969003167724,0.33209614819781247,0.34594898285549847,0.0034409822311442517,0.03735678912214918,0.10253008751299399,0.07698116611211181,-0.01112958602082047,-0.052654726517020724,0.17978574942090592,0.061557838367831616,0.18283065075860608,-0.25305693098343174,-0.055711113768385556,0.020937961785938944,-0.23140561120601832,-0.15632680456986914
poe2-wall-of-shields,extrinsic-tuning,0.15606510359411463,0.24092028206634544,0.2515932959437678,-0.2054578993660741,-0.12875673055021297,-0.06860600577241886,-0.21216109038231568,0.44217511646846996,0.3679850713209485,0.0023878940512415195,0.32491575834722736,0.21487410225178794,-0.7578137198489905,0.463979876687929,0.10881464005585534,0.06905499727148667,0.16343067554166674
tl2-arc-beam,extrinsic-tuning,-0.306146863031418,-0.9803117552614248,-0.9556518986128373,-0.28813863052826805,0.8240322021410122,-0.04452551551301991,-0.7629157865263327,-0.4064187023856203,0.12047755281965909,1.435965368392919,-0.3432324838836635,-0.6297041156374075,-0.20362813079868394,-0.8382182626635359,0.033214438313689254,-0.018131789717287926,-1.200065082957637
tq-calculated-strike,intrinsic-red,-0.1659214272324729,0.22392870630868628,0.1888600539576769,-0.12484345432633956,-0.058116400646933845,-0.05683839255459905,0.04547087560113665,0.09240199846427119,-0.0038490501652082426,-0.03855330540545951,0.21413382147551915,0.07713040065024522,0.13473552232738262,-0.10701841077758119,0.12867182312970843,-0.11708438388210453,0.05133074502677791
tq-flame-surge,intrinsic-red,-0.17770709466762158,-0.5369599503194966,-0.673264879061609,-0.05576954143617864,0.42840822654176036,0.18727006332779084,-0.848779489089329,-0.39197076479185533,0.37312093481424025,0.6600108817297733,-0.12811109274563642,-0.206240919658812,-0.0020245429368596912,-0.7334727691187235,-0.0269110879404975,0.17826953263623205,-0.8828105378670943
vs-gatti-amari,intrinsic-red,0.8931743263559222,-0.19125211839318115,0.49209079570841174,-0.00229890391913826,0.018026265859559496,0.301234573316214,-0.7599442028295176,-0.0977336006134728,0.23783420141684167,-0.1570732202105992,0.2531447206285047,1.3881852624715274,-0.543986614539823,0.40793733530485565,0.16796924794020784,-0.04037547828125772,-0.2597008070824822
