kit_id,cell_key
d2-charger,full-move|at-target|spiky|dash_attack|damage|none|evade|spend|solo|melee|low|instant|active|one-shot
d2-conc-barb,rooted|at-target|flat|melee_strike|damage|none|tank|spend|solo|melee|med|instant|active|one-shot
d2-daggermancer,rooted|at-target|flat|melee_strike|damage|none|mitigate|spend|light|melee|med|instant|active|one-shot
d2-enchantress,full-move|at-target|flat|melee_strike|damage|none|glass|cooldown|light|melee|med|instant|active|one-shot
d2-fire-druid,rooted|at-target|var|ground_targeted_circle|damage|none|mitigate|spend|light|dual|med|instant|active|one-shot
d2-fire-sorc,full-move|at-target|var|totem|damage|none|glass|spend|solo|ranged|high|instant|active|one-shot
d2-fireclaw-wolf,walk|at-target|flat|melee_strike|damage|none|tank|unknown|light|melee|high|instant|active|one-shot
d2-firewall-sorc,full-move|line|flat|blank|damage|none|glass|spend|solo|dual|low|instant|active|one-shot
d2-fishyzon,rooted|projectile|flat|single_target|damage|none|mitigate|spend|light|ranged|med|instant|active|one-shot
d2-fohdin,full-move|at-target|spiky|ground_targeted_circle|damage|none|mitigate|spend|solo|ranged|med|instant|active|one-shot
d2-frenzy-barb,full-move|at-target|flat|melee_strike|damage|none|tank|free|solo|melee|high|instant|triggered|build→spend
d2-frost-bowazon,rooted|projectile|flat|circle|damage|hard-stop|mitigate|spend|light|ranged|med|instant|active|one-shot
d2-frozen-orb-sorc,full-move|projectile|flat|multi_projectile|damage|hard-stop|glass|spend|solo|ranged|med|instant|active|one-shot
d2-fury-wolf,walk|at-target|flat|single_target|damage|none|tank|unknown|light|melee|high|instant|active|one-shot
d2-ghost-pvp,full-move|at-target|spiky|ground_targeted_circle|damage|stun|evade|spend|light|dual|med|instant|active|apply→detonate
d2-hammerdin,full-move|self-origin|flat|multi_projectile|damage|none|evade|spend|solo|dual|high|instant|active|one-shot
d2-horker,rooted|at-target|flat|single_target|damage|none|tank|free|solo|melee|low|instant|triggered|one-shot
d2-hydra-sorc,full-move|at-target|flat|totem|damage|none|glass|cooldown|heavy|ranged|med|instant|active|one-shot
d2-javazon,rooted|projectile|spiky|chain|damage|none|mitigate|spend|solo|ranged|high|instant|active|one-shot
d2-kicksin,walk|at-target|flat|single_target|damage|none|evade|free|light|melee|high|instant|active|build→spend
d2-lightning-sorc,full-move|projectile|spiky|chain|damage|none|glass|spend|solo|ranged|high|instant|active|one-shot
d2-maul-bear,rooted|at-target|flat|melee_strike|damage|none|tank|free|light|melee|low|wind-up|triggered|one-shot
d2-meteorb,full-move|at-target|spiky|ground_targeted_circle|damage|none|glass|spend|solo|ranged|med|wind-up|active|one-shot
d2-mosaic-sin,walk|at-target|spiky|multi_projectile|damage|none|evade|generator-spender|solo|melee|high|instant|active|build→spend
d2-nova-sorc,full-move|self-origin|flat|ring|damage|none|glass|spend|solo|melee|high|instant|active|one-shot
d2-poison-javazon,rooted|at-target|flat|ground_targeted_circle|damage|none|mitigate|spend|solo|ranged|low|instant|active|apply→detonate
d2-poison-nova-necro,walk|self-origin|flat|ring|damage|none|mitigate|spend|light|dual|med|instant|active|one-shot
d2-rabies-wolf,walk|at-target|flat|chain|damage|none|mitigate|unknown|light|melee|low|instant|active|one-shot
d2-singer,rooted|self-origin|flat|circle|damage|stun|tank|spend|solo|melee|high|instant|active|one-shot
d2-smiter,walk|at-target|flat|melee_strike|damage|stun|mitigate|free|solo|melee|med|instant|active|one-shot
d2-summon-druid,rooted|at-target|flat|single_target|damage|none|tank|reserve|heavy|dual|low|instant|active|one-shot
d2-summonmancer,rooted|at-target|spiky|ground_targeted_circle|damage|none|tank|free|heavy|dual|low|instant|triggered|apply→detonate
d2-throw-barb,walk|projectile|flat|single_target|damage|none|tank|finite|solo|dual|high|instant|active|one-shot
d2-trapsin,walk|at-target|spiky|totem|damage|none|evade|spend|heavy|dual|low|instant|triggered|apply→detonate
d2-wind-druid,rooted|projectile|var|multi_projectile|damage|none|mitigate|spend|light|dual|high|instant|active|one-shot
d2-wl-abyss,walk|at-target|var|ground_targeted_circle|damage|none|mitigate|unknown|solo|ranged|med|instant|active|one-shot
d2-wl-blood-boil,walk|at-target|var|ground_targeted_circle|damage|blind|mitigate|self-cost|light|dual|med|instant|active|one-shot
d2-wl-echoing-strike,walk|at-target|flat|ground_targeted_circle|damage|none|mitigate|unknown|solo|melee|high|instant|active|one-shot
d2-wl-fire,walk|at-target|var|ground_targeted_circle|damage|none|mitigate|unknown|solo|ranged|med|instant|active|one-shot
d2-wl-tainted-summoner,walk|at-target|flat|single_target|damage|blind|glass|free|heavy|dual|low|instant|triggered|build→spend
d2-wl-void-rift,walk|at-target|blank|ground_targeted_circle|damage|none|mitigate|unknown|solo|ranged|med|blank|active|one-shot
d2-ww-barb,full-move|self-origin|flat|whirlwind|damage|none|tank|spend|solo|melee|med|channel|triggered|one-shot
d2-ww-sin,full-move|self-origin|flat|whirlwind|damage|none|evade|spend|light|melee|high|channel|active|one-shot
d2-zealot,rooted|at-target|flat|melee_strike|damage|none|evade|free|solo|melee|high|wind-up|active|one-shot
d3-akkhan-condemn,walk|self-origin|flat|circle|damage|none|tank|spend|solo|melee|high|instant|active|apply→detonate
d3-aov-foth,walk|at-target|flat|ground_targeted_circle|damage|none|tank|spend|solo|ranged|high|instant|active|one-shot
d3-arachyr-firebats,rooted|beam|flat|melee_arc|damage|none|tank|spend|light|melee|high|channel|active|one-shot
d3-call-of-the-ancients,full-move|blank|spiky|totem|blank|unknown|blank|unknown|light|melee|low|blank|unknown|unknown
d3-dashing-strike-monk,full-move|blank|flat|dash_attack|blank|unknown|blank|unknown|solo|melee|high|instant|unknown|unknown
d3-dmo-twister,walk|projectile|var|vortex_pull|damage|none|tank|spend|light|dual|high|instant|active|apply→detonate
d3-firebird,walk|at-target|flat|ground_targeted_circle|damage|none|tank|generator-spender|solo|ranged|med|instant|active|one-shot
d3-frenzy-h90,walk|at-target|flat|single_target|damage|none|tank|free|solo|melee|high|instant|triggered|build→spend
d3-god-hungering,full-move|projectile|flat|single_target|damage|none|tank|generator-spender|solo|ranged|high|channel|active|build→spend
d3-helltooth-garg,walk|at-target|flat|ground_targeted_circle|damage|none|tank|reserve|heavy|dual|med|instant|active|one-shot
d3-ik-hota,walk|at-target|spiky|ground_targeted_circle|damage|none|tank|spend|light|melee|high|instant|active|one-shot
d3-inarius-bonestorm,walk|orbit|flat|blank|damage|none|tank|spend|solo|melee|high|instant|active|one-shot
d3-inna-allies,full-move|at-target|flat|ground_targeted_circle|damage|none|tank|reserve|heavy|melee|med|instant|active|apply→detonate
d3-invoker-thorns,rooted|aura-pulse|flat|melee_strike|damage|none|tank|unknown|solo|melee|med|instant|active|one-shot
d3-jade-harvester,walk|at-target|spiky|ground_targeted_circle|damage|none|tank|generator-spender|solo|dual|med|instant|active|apply→detonate
d3-leapquake,full-move|at-target|spiky|dash_attack|damage|none|tank|cooldown|solo|melee|med|instant|triggered|one-shot
d3-lod-archetype,walk|other|var|circle|damage|none|tank|unknown|solo|ranged|med|instant|active|one-shot
d3-lod-bazooka,full-move|at-target|spiky|ground_targeted_circle|damage|none|tank|spend|solo|ranged|low|wind-up|active|one-shot
d3-lon-bombardment,full-move|at-target|spiky|ground_targeted_circle|damage|none|tank|cooldown|light|ranged|low|instant|active|build→spend
d3-m6-sentries,full-move|at-target|flat|totem|damage|none|tank|spend|heavy|ranged|med|instant|active|build→spend
d3-manald-heal,walk|at-target|var|single_target|damage|stun|tank|free|solo|ranged|high|instant|triggered|one-shot
d3-masquerade-spear,walk|projectile|flat|single_target|damage|none|tank|spend|light|ranged|high|instant|active|one-shot
d3-mundunugu-sb,full-move|at-target|flat|totem|damage|hard-stop|tank|spend|light|dual|med|instant|active|one-shot
d3-natalya-rov,full-move|at-target|spiky|ground_targeted_circle|damage|none|tank|cooldown|light|ranged|med|instant|active|one-shot
d3-pestilence-lance,walk|at-target|spiky|single_target|damage|none|tank|free|solo|ranged|med|instant|triggered|one-shot
d3-poj-tempest-rush,full-move|self-origin|flat|circle|damage|none|tank|spend|solo|melee|high|channel|active|one-shot
d3-raekor-boulder,full-move|at-target|spiky|dash_attack|damage|none|tank|generator-spender|solo|melee|med|instant|active|build→spend
d3-raiment-shenlong,full-move|at-target|var|melee_strike|damage|none|tank|generator-spender|solo|melee|high|instant|active|build→spend
d3-rathma-aotd,walk|at-target|spiky|ground_targeted_circle|damage|none|tank|cooldown|heavy|ranged|low|instant|active|one-shot
d3-rolands,rooted|self-origin|flat|circle|damage|none|tank|spend|solo|melee|high|instant|active|one-shot
d3-s6-impale,full-move|at-target|spiky|melee_strike|damage|none|evade|spend|solo|dual|high|instant|active|one-shot
d3-sotl-hammer,walk|self-origin|flat|multi_projectile|damage|none|tank|spend|solo|dual|high|instant|active|one-shot
d3-sunwuko-wol,full-move|at-target|spiky|ground_targeted_circle|damage|none|tank|spend|light|dual|high|instant|active|one-shot
d3-tal-meteor,full-move|at-target|spiky|ground_targeted_circle|damage|none|tank|cooldown|solo|ranged|med|wind-up|active|one-shot
d3-trag-nova,full-move|self-origin|flat|circle|damage|none|tank|self-cost|solo|melee|high|instant|active|one-shot
d3-typhon-hydra,full-move|at-target|flat|single_target|damage|none|tank|cooldown|heavy|ranged|med|instant|active|one-shot
d3-ue-multishot,full-move|projectile|flat|circle|damage|none|evade|spend|solo|ranged|high|instant|active|one-shot
d3-uliana-ep,full-move|at-target|spiky|dash_attack|damage|none|tank|generator-spender|solo|melee|med|instant|active|apply→detonate
d3-vyr-archon,full-move|self-origin|spiky|circle|damage|none|tank|generator-spender|solo|melee|med|instant|active|apply→detonate
d3-ww-wastes,full-move|self-origin|flat|whirlwind|damage|none|tank|spend|solo|melee|high|channel|triggered|one-shot
d3-zbarb,full-move|at-target|flat|vortex_pull|damage|none|tank|cooldown|solo|melee|med|instant|active|one-shot
d3-zero-dogs,walk|at-target|flat|ground_targeted_circle|damage|none|tank|free|light|dual|high|instant|triggered|build→spend
d3-znec,walk|at-target|flat|ground_targeted_circle|damage|none|tank|cooldown|solo|dual|med|instant|active|one-shot
d3-zuni-carnevil,walk|at-target|flat|single_target|damage|none|tank|spend|heavy|ranged|high|instant|triggered|one-shot
d4-andariel-flurry,full-move|at-target|flat|ground_targeted_circle|damage|none|tank|free|solo|melee|high|instant|active|one-shot
d4-auradin-paladin,walk|aura-pulse|flat|aura|damage|none|tank|reserve|solo|melee|med|instant|active|one-shot
d4-ball-lightning,full-move|orbit|var|blank|damage|none|tank|spend|solo|melee|high|instant|active|one-shot
d4-bash,walk|at-target|flat|ground_targeted_circle|damage|none|tank|generator-spender|solo|melee|high|instant|active|build→spend
d4-blazing-abyss-warlock,walk|at-target|var|ground_targeted_circle|damage|none|tank|unknown|solo|ranged|med|instant|active|one-shot
d4-blood-lance,walk|projectile|flat|chain|damage|none|tank|self-cost|solo|ranged|high|instant|active|one-shot
d4-blood-surge,rooted|self-origin|spiky|circle|damage|none|tank|spend|solo|melee|med|instant|active|one-shot
d4-blood-wave,walk|self-origin|spiky|whirlwind|damage|none|tank|cooldown|solo|ranged|med|instant|active|one-shot
d4-bone-spear,walk|projectile|spiky|single_target|damage|none|tank|spend|solo|ranged|high|instant|active|one-shot
d4-bouldercane,walk|orbit|flat|blank|damage|none|tank|spend|solo|melee|high|instant|active|one-shot
d4-cataclysm,full-move|self-origin|var|circle|damage|none|tank|cooldown|light|dual|high|instant|active|one-shot
d4-chain-lightning,full-move|projectile|var|chain|damage|none|tank|spend|solo|ranged|high|instant|active|one-shot
d4-dance-of-knives,full-move|self-origin|flat|multi_projectile|damage|none|tank|generator-spender|solo|dual|high|channel|active|one-shot
d4-death-trap,full-move|at-target|spiky|totem|damage|blind|tank|cooldown|light|dual|med|instant|active|apply→detonate
d4-dread-claws-warlock,walk|at-target|flat|ground_targeted_circle|damage|blind|tank|unknown|solo|melee|high|instant|active|one-shot
d4-earthquake-barb,full-move|at-target|flat|dash_attack|damage|none|tank|cooldown|solo|melee|med|instant|triggered|one-shot
d4-evade-sb,full-move|self-origin|flat|dash_attack|damage|none|tank|generator-spender|solo|melee|high|instant|active|one-shot
d4-flame-shield-immortal,full-move|self-origin|flat|circle|damage|none|tank|cooldown|solo|melee|med|instant|active|one-shot
d4-frozen-orb,full-move|projectile|flat|multi_projectile|damage|hard-stop|tank|spend|solo|ranged|high|instant|active|one-shot
d4-hammerdin-paladin,walk|self-origin|flat|multi_projectile|damage|none|tank|unknown|solo|dual|high|instant|active|one-shot
d4-heartseeker,full-move|projectile|flat|single_target|damage|none|tank|generator-spender|solo|ranged|high|instant|active|build→spend
d4-hota,walk|at-target|spiky|ground_targeted_circle|damage|none|tank|spend|solo|melee|med|instant|active|one-shot
d4-ice-shards,full-move|projectile|flat|single_target|damage|hard-stop|tank|spend|solo|ranged|high|instant|triggered|one-shot
d4-infinimist,walk|self-origin|flat|circle|damage|blind|tank|cooldown|solo|melee|low|instant|triggered|apply→detonate
d4-lightning-spear,full-move|at-target|var|totem|damage|none|tank|cooldown|light|dual|high|instant|triggered|one-shot
d4-lightning-storm,rooted|self-origin|flat|circle|damage|none|tank|spend|solo|dual|high|channel|active|build→spend
d4-mighty-throw,full-move|at-target|flat|totem|damage|none|tank|spend|light|dual|med|instant|active|apply→detonate
d4-minion-necro,walk|at-target|flat|single_target|damage|none|tank|reserve|heavy|melee|med|instant|triggered|one-shot
d4-payback-sb,walk|self-origin|spiky|circle|damage|none|tank|free|solo|melee|med|instant|triggered|one-shot
d4-pen-shot,full-move|projectile|spiky|line|damage|none|tank|spend|solo|ranged|med|instant|active|one-shot
d4-pulverize,rooted|at-target|spiky|ground_targeted_circle|damage|none|tank|spend|solo|melee|med|instant|active|one-shot
d4-quill-volley,full-move|projectile|flat|multi_projectile|damage|none|tank|spend|solo|ranged|high|instant|active|one-shot
d4-rabies-lacerate,full-move|at-target|flat|chain|damage|none|tank|unknown|solo|melee|low|instant|active|one-shot
d4-rapid-fire,full-move|projectile|flat|single_target|damage|none|tank|generator-spender|solo|ranged|high|instant|active|one-shot
d4-shadowblight,walk|at-target|flat|ground_targeted_circle|damage|blind|tank|spend|light|ranged|low|instant|active|apply→detonate
d4-thorns-barb,rooted|aura-pulse|flat|single_target|damage|none|tank|unknown|solo|melee|med|instant|active|build→spend
d4-tornado-werewolf,full-move|projectile|var|multi_projectile|damage|none|tank|spend|light|dual|high|instant|active|one-shot
d4-touch-of-death,full-move|at-target|flat|totem|damage|none|tank|spend|solo|melee|low|instant|active|apply→detonate
d4-twisting-blades,full-move|at-target|flat|single_target|damage|none|tank|spend|solo|melee|high|instant|active|one-shot
d4-wing-strike-arbiter,walk|at-target|flat|ground_targeted_circle|damage|none|tank|cooldown|solo|melee|high|instant|active|one-shot
d4-ww-dust-devils,full-move|self-origin|flat|multi_projectile|damage|none|tank|spend|light|melee|high|channel|active|one-shot
di-blood-knight,full-move|at-target|flat|ground_targeted_circle|damage|fear|tank|generator-spender|solo|dual|high|instant|active|one-shot
di-bombardment-wizard-pvp,rooted|at-target|spiky|ground_targeted_circle|damage|none|glass|cooldown|solo|ranged|med|instant|active|one-shot
di-bone-wall-necro-pvp,rooted|at-target|flat|blank|control|hard-stop|absorb|spend|solo|dual|med|instant|active|one-shot
di-corpse-explosion-necro,rooted|at-target|spiky|ground_targeted_circle|damage|none|absorb|finite|solo|dual|high|instant|active|apply→detonate
di-crusader-banner-support,walk|at-target|flat|totem|damage|none|evade|cooldown|solo|melee|med|instant|active|one-shot
di-cyclone-monk-pvp,walk|self-origin|flat|vortex_pull|control|knockback|evade|cooldown|solo|melee|med|instant|active|one-shot
di-draw-quarter-crusader,full-move|self-origin|flat|dash_attack|control|knockback|tank|cooldown|solo|melee|med|instant|active|one-shot
di-druid-bear,full-move|self-origin|flat|ground_slam|damage|taunt|tank|cooldown|light|melee|med|instant|active|one-shot
di-frenzy-barb,full-move|at-target|flat|vortex_pull|damage|none|tank|spend|solo|melee|high|instant|active|build→spend
di-hota-wotb-barb,rooted|at-target|spiky|ground_targeted_circle|damage|stun|tank|spend|solo|melee|med|instant|active|apply→detonate
di-meteor-wizard,rooted|at-target|spiky|ground_targeted_circle|damage|none|glass|cooldown|solo|ranged|med|wind-up|active|one-shot
di-minion-necro,full-move|self-origin|flat|circle|damage|taunt|absorb|reserve|heavy|ranged|med|instant|active|one-shot
di-monk-sss,rooted|at-target|spiky|teleport|damage|stun|evade|cooldown|solo|melee|high|instant|active|one-shot
di-multishot-dh,rooted|projectile|flat|cone|damage|none|evade|spend|solo|ranged|high|instant|active|one-shot
di-ray-of-frost-wizard,rooted|beam|flat|beam_channel|control|hard-stop|glass|reserve|solo|dual|high|channel|active|apply→detonate
di-spiritform-druid-pvp,full-move|self-origin|flat|circle|control|none|tank|cooldown|solo|dual|med|instant|active|one-shot
di-tempest,full-move|self-origin|flat|fork|damage|none|evade|cooldown|light|dual|high|instant|active|one-shot
di-vengeance-strafe-dh,full-move|projectile|flat|cone|damage|none|evade|cooldown|solo|ranged|high|instant|active|one-shot
di-warlock-launch,full-move|at-target|spiky|ground_targeted_circle|damage|none|absorb|cooldown|light|ranged|med|instant|active|one-shot
di-whirlwind-barb,full-move|self-origin|flat|whirlwind|damage|knockback|tank|reserve|solo|melee|high|channel|active|one-shot
gd-aar-spellbinder,rooted|beam|flat|beam_channel|damage|none|tank|spend|solo|ranged|high|channel|active|one-shot
gd-aegis-paladin,walk|projectile|flat|chain|damage|none|tank|spend|solo|dual|med|instant|triggered|one-shot
gd-belgothian-blademaster,full-move|at-target|flat|melee_strike|damage|none|evade|generator-spender|solo|melee|high|instant|active|one-shot
gd-berserker-wereforms,walk|at-target|flat|ground_targeted_circle|damage|hard-stop|tank|unknown|solo|melee|high|instant|active|one-shot
gd-blade-arc-warder,walk|self-origin|flat|circle|damage|none|tank|spend|solo|melee|med|instant|triggered|one-shot
gd-blight-fiend-ritualist,walk|at-target|spiky|ground_targeted_circle|damage|none|tank|free|heavy|dual|med|instant|triggered|one-shot
gd-bloody-pox-conjurer,full-move|at-target|flat|chain|damage|expose|tank|cooldown|solo|ranged|low|instant|active|one-shot
gd-bwc-demolitionist,full-move|at-target|flat|ground_targeted_circle|damage|none|tank|cooldown|solo|dual|low|instant|triggered|one-shot
gd-cadence-witchblade,walk|at-target|spiky|melee_strike|damage|none|tank|finite|solo|melee|med|instant|active|apply→detonate
gd-callidors-tempest-templar,rooted|self-origin|flat|circle|damage|none|tank|spend|solo|melee|high|instant|active|one-shot
gd-canister-saboteur,full-move|at-target|spiky|ground_targeted_circle|damage|stun|tank|cooldown|solo|dual|med|instant|active|apply→detonate
gd-dee-witch-hunter,full-move|projectile|flat|circle|damage|none|tank|spend|solo|ranged|low|instant|active|build→spend
gd-devastation-sorcerer,walk|at-target|spiky|ground_targeted_circle|damage|none|tank|cooldown|solo|ranged|med|instant|active|one-shot
gd-doom-bolt-sentinel,walk|at-target|spiky|single_target|damage|hex|tank|cooldown|solo|ranged|low|instant|active|one-shot
gd-drain-essence-spellbinder,rooted|beam|flat|chain|damage|expose|tank|spend|solo|ranged|high|channel|active|one-shot
gd-eor-warlord,full-move|self-origin|flat|whirlwind|damage|none|tank|spend|solo|melee|high|channel|active|one-shot
gd-fire-strike-purifier,walk|projectile|flat|circle|damage|none|tank|generator-spender|solo|ranged|high|instant|active|one-shot
gd-flames-of-ignaffar-purifier,rooted|beam|flat|cone|damage|none|tank|spend|solo|dual|high|channel|active|build→spend
gd-forcewave-warlord,rooted|self-origin|flat|line|damage|none|tank|spend|solo|dual|high|instant|active|one-shot
gd-krieg-death-knight,walk|at-target|spiky|ground_targeted_circle|damage|none|tank|finite|solo|melee|med|instant|active|one-shot
gd-mortar-purifier,full-move|at-target|spiky|totem|damage|none|tank|cooldown|heavy|ranged|med|instant|triggered|apply→detonate
gd-panettis-mage-hunter,walk|projectile|flat|chain|damage|none|tank|spend|solo|ranged|high|instant|active|one-shot
gd-pet-conjurer,full-move|at-target|flat|single_target|damage|none|tank|unknown|heavy|melee|med|instant|active|one-shot
gd-phantasmal-blades-witch-hunter,full-move|projectile|flat|multi_projectile|damage|expose|tank|spend|solo|ranged|high|instant|active|one-shot
gd-primal-strike-vindicator,walk|at-target|flat|ground_targeted_circle|damage|none|tank|spend|light|melee|high|instant|triggered|one-shot
gd-ravenous-earth-oppressor,walk|at-target|flat|ground_targeted_circle|damage|expose|tank|cooldown|solo|dual|low|instant|triggered|one-shot
gd-retaliation-warlord,rooted|aura-pulse|flat|melee_strike|damage|none|tank|unknown|solo|melee|med|instant|active|one-shot
gd-righteous-fervor-dervish,full-move|at-target|flat|melee_strike|damage|none|tank|generator-spender|solo|melee|high|instant|active|build→spend
gd-roh-infiltrator,full-move|at-target|spiky|ground_targeted_circle|damage|hard-stop|evade|cooldown|light|dual|med|instant|active|apply→detonate
gd-savagery-warder,walk|at-target|flat|melee_strike|damage|none|tank|generator-spender|solo|melee|med|instant|active|build→spend
gd-shadow-strike-infiltrator,full-move|at-target|spiky|dash_attack|damage|hard-stop|tank|cooldown|solo|melee|med|instant|active|one-shot
gd-skeleton-ritualist,walk|at-target|flat|totem|damage|none|tank|reserve|heavy|melee|med|instant|active|apply→detonate
gd-stormbox-elementalist,full-move|at-target|flat|chain|damage|none|tank|cooldown|light|ranged|low|instant|active|one-shot
gd-trozan-druid,walk|at-target|spiky|ground_targeted_circle|damage|hard-stop|tank|spend|solo|ranged|med|instant|active|one-shot
gd-vires-might-shieldbreaker,full-move|at-target|flat|dash_attack|damage|none|tank|generator-spender|solo|melee|med|instant|active|one-shot
gd-vitality-conjurer,walk|at-target|flat|ground_targeted_circle|damage|expose|tank|cooldown|light|dual|low|instant|active|one-shot
gd-wendigo-totem-ritualist,full-move|at-target|flat|totem|damage|none|tank|cooldown|heavy|dual|low|instant|triggered|apply→detonate
gd-word-of-pain-tactician,walk|at-target|flat|ground_targeted_circle|damage|none|tank|cooldown|solo|dual|low|instant|triggered|one-shot
hades1-ares-doom,full-move|at-target|spiky|single_target|control|hex|glass|free|solo|melee|med|wind-up|triggered|one-shot
hades1-aspect-chiron,full-move|projectile|flat|melee_strike|damage|none|glass|finite|solo|ranged|high|instant|triggered|build→spend
hades1-aspect-guan-yu,full-move|self-origin|flat|whirlwind|damage|none|tank|self-cost|solo|melee|med|instant|active|one-shot
hades1-athena-dash,full-move|self-origin|flat|dash_attack|damage|stun|evade|cooldown|solo|melee|high|instant|active|one-shot
hades1-beowulf-cast,full-move|projectile|spiky|melee_strike|damage|stun|evade|finite|solo|dual|med|instant|triggered|one-shot
hades1-merciful-end,full-move|self-origin|spiky|dash_attack|control|expose|evade|cooldown|solo|melee|high|instant|triggered|apply→detonate
hades1-zeus-chain,full-move|projectile|flat|chain|damage|stun|glass|free|solo|ranged|high|instant|triggered|one-shot
hades2-glorious-disaster,walk|at-target|flat|totem|damage|stun|glass|generator-spender|light|ranged|med|channel|active|one-shot
hades2-hail-storm,full-move|at-target|flat|ground_targeted_circle|control|hard-stop|glass|free|solo|ranged|med|instant|triggered|one-shot
hades2-hephaestus-blast,full-move|at-target|spiky|ground_targeted_circle|damage|none|glass|free|solo|melee|low|wind-up|triggered|apply→detonate
hades2-medea-skull-cast,full-move|projectile|spiky|circle|damage|none|glass|finite|solo|dual|low|wind-up|active|apply→detonate
hot-archer,full-move|projectile|flat|multi_projectile|damage|none|glass|spend|solo|ranged|high|instant|active|one-shot
hot-astronomer-orbs,full-move|orbit|flat|ring|damage|stun|glass|reserve|solo|melee|med|instant|active|one-shot
hot-cleric-radiant,full-move|aura-pulse|flat|aura|damage|stun|tank|reserve|solo|melee|high|instant|active|one-shot
hot-dragons-breath,full-move|beam|flat|cone|control|none|glass|free|solo|dual|high|instant|triggered|one-shot
hot-exterminator-burn,full-move|beam|flat|cone|control|none|glass|spend|solo|dual|high|instant|active|one-shot
hot-kugelblitz,full-move|other|flat|circle|damage|stun|glass|reserve|light|dual|med|instant|active|one-shot
hot-landsknecht-grenades,full-move|projectile|spiky|circle|damage|knockback|glass|free|solo|ranged|med|instant|triggered|one-shot
hot-meteor-strike,full-move|at-target|spiky|ground_targeted_circle|damage|knockback|glass|reserve|solo|ranged|low|instant|active|one-shot
hot-norseman-frost-avalanche,full-move|at-target|spiky|ground_targeted_circle|control|hard-stop|tank|unknown|solo|dual|med|instant|active|one-shot
hot-phantom-needles,full-move|projectile|flat|line|damage|none|glass|reserve|solo|ranged|high|instant|active|one-shot
hot-sage-ring-blades,full-move|orbit|flat|ring|damage|none|glass|spend|solo|dual|high|instant|active|one-shot
hot-shieldmaiden-block,full-move|self-origin|flat|circle|damage|knockback|evade|free|solo|melee|med|instant|triggered|one-shot
hot-sorceress-splinters,full-move|projectile|flat|multi_projectile|damage|none|glass|spend|solo|ranged|high|instant|active|one-shot
hot-spirit-warrior,full-move|at-target|flat|ground_targeted_circle|damage|none|glass|reserve|light|melee|med|instant|active|one-shot
