kit_id,death_class,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14
d3-spectral-blade,,0.4369198072493075,-0.2542112126490418,-0.18514627035047412,0.6407968738299223,0.10284481656393527,-0.19001990625073917,0.09736152180544495,-0.12458881588577288,0.1375701696656704,0.5040615519547154,-0.23568141021964928,-0.05994937316509397,-0.22347004563405787,-0.1600586031986068
d3-wave-of-force,extrinsic-itemization,0.19977149766546362,-0.49953577651562775,-0.09584794257102888,0.21275752996534622,0.2783295652850707,-0.2688864513744544,-0.07798247517918777,0.22022198074637486,0.06636570874828548,0.06966837511321916,0.04491780469221947,0.07462063346570724,0.13394044909278718,-0.059776483719809106
d4-blade-shift,,0.434142233328806,-0.36351750333564065,-0.15516739480029187,0.3282904261757477,0.2386324503826553,-0.2621955285455596,-0.05789700242942212,0.10607204862352088,-0.029650423268741323,0.017757982115185013,0.10771933712503114,-0.05524890533358095,0.07289004750954496,-0.11392844539755069
d4-incinerate,,1.6247802307867973,-0.5651323503550233,0.768301065848343,-0.42263762366749313,-0.9951881318463671,0.8835776118019261,0.19422510008045504,-0.3961723110483789,-0.7680119891566463,0.38653987854255983,-0.29979621155379144,-0.04586219759783689,-0.5644966623093752,0.18760082215673396
d4-kick,extrinsic-itemization,-0.383033916156251,-0.15172931623082359,0.14957786239839685,0.2028593718480153,0.11618285434259773,-0.06692180023639054,0.29034167791512716,0.2822113686319647,0.07158047161712111,0.07547919387693622,0.00972213724140306,0.14452714181175624,0.17311923826727704,0.1798815753119592
d4-wind-shear,extrinsic-itemization,0.40235754964945797,0.6229087451210739,-0.29797872492910216,0.14683731279869458,-0.06804548934655612,-0.3037001516290222,0.21288434823356084,-0.31990103467911263,0.2724483022412064,0.4206560636708572,-0.1361370428463349,0.19146133809072127,-0.23741193893769064,0.18752327780642344
gd-blade-trap,extrinsic-content-mix,-0.12871794278620416,0.1433317168400655,0.14218349529882507,-0.08424429592909331,0.28656236276572733,0.08699769042686628,-0.07600907774606577,-0.006841098970539271,-0.2973667339174634,0.004939112968399155,-0.027295186667191232,-0.24651080575927084,0.09416749409331512,-0.018378958053022684
gd-reap-spirit,extrinsic-split-scaling,-0.49990511734201903,0.058430436987680925,0.01676423190696667,-0.2459825824540916,-0.10350953165425107,-0.08398405173255732,0.19494329077603442,0.2682321630463699,-0.007300702375685409,-0.14360572286561213,-0.3356749307888964,0.00516572157095372,0.33868893776265235,0.1865294334718232
gd-stun-jacks,extrinsic-no-lever,-0.13251084312352882,-0.00016263259858227133,0.031443262932192004,-0.10176617298212305,0.22922041790363623,-0.01659503658528662,0.08088175956073426,-0.00645445862022264,-0.23022389992029393,0.0644811911244528,-0.1632891345108134,-0.03166187700083572,0.2102477075049097,0.05891752971841013
hot-blood-catcher,system-evidence,0.05127460087570683,-0.010692428264941134,0.21495560055867594,-0.9547421738437751,0.825851677443844,-0.013090843570939276,-0.023744648575985686,1.3987032591786888,0.5651897959434865,0.07898961674577767,-1.2901081727661992,-1.3643757367070977,0.017606309355235217,0.22184354233771025
le-shield-bash-le,extrinsic-itemization,-0.383033916156251,-0.15172931623082359,0.14957786239839685,0.2028593718480153,0.11618285434259773,-0.06692180023639054,0.29034167791512716,0.2822113686319647,0.07158047161712111,0.07547919387693622,0.00972213724140306,0.14452714181175624,0.17311923826727704,0.1798815753119592
le-soul-feast,extrinsic-split-scaling,-0.4135422786857115,0.18990170631511893,0.2095914354580977,0.18268180322485927,0.001486090896108877,0.0731257554768686,-0.25270030349512856,-0.08593845069244777,0.2810631344655799,-0.1255706978044319,0.09481393573345455,0.1297959809442675,0.07868954609243857,0.202501700898238
le-tempest-strike,extrinsic-no-lever,-0.007088347134841778,0.24876366427579055,-0.19697457636506205,0.5075803904136389,0.13691794041800004,0.191489838048594,-0.16031705382046796,-0.11264626552520685,-0.23871485218528854,-0.22304897523436462,-0.06004959448895009,-0.10682580001390232,0.23508163091206769,-0.2650820710897819
poe1-charged-dash,intrinsic-red,0.9361747123662264,-0.9087201121017238,-0.030187011671644042,0.1952913801620035,-0.7929698903828019,0.21139294202785677,-0.18402693028490294,0.553077419142305,-0.27542246289956385,-0.03077678477331547,-0.34473429266707944,0.2194106061641506,0.08013236029944011,0.05056575373445128
poe1-cleave,,0.05192888167146037,-0.050860701920985574,-0.12743518677624083,0.29174880087311006,0.23844006358772785,-0.014726487381958434,0.2539422960292264,-0.06107491968164366,-0.20587021358020355,-0.009635350376026641,0.1457271245418444,0.021193739772953225,0.1710843933178526,-0.013125531891880343
poe1-glacial-hammer,extrinsic-content-mix,-0.18244185399188198,-0.18687897510097262,-0.06811573454697786,0.17621590466270856,0.2781371784901433,-0.02141741021085318,0.2338568232794608,0.05307501244121035,-0.10985408156317676,0.04227504262200752,0.08292559210903272,0.15106327857224142,0.23213479490109482,0.041026429785861226
poe1-reaper,intrinsic-red,-0.5922210240263726,-0.2323380263319294,-0.43241504003618975,-0.276513838764587,0.09846692398246601,-0.0312551575135768,0.015496907817574013,-0.042612270037527954,-0.2696811176781651,0.07914664645488953,-0.17475061651062868,0.2418838159060693,0.3893842371841538,-0.030528552766680775
poe1-sweep,,0.19977149766546362,-0.49953577651562775,-0.09584794257102888,0.21275752996534622,0.2783295652850707,-0.2688864513744544,-0.07798247517918777,0.22022198074637486,0.06636570874828548,0.06966837511321916,0.04491780469221947,0.07462063346570724,0.13394044909278718,-0.059776483719809106
poe1-wild-strike,extrinsic-no-lever,0.01946753810948368,0.17451780986359944,-0.2944598156398417,0.21996194758467233,0.132278390202247,-0.03775378838514258,0.2521143451628155,0.2131071571833106,-0.37356367915192273,-0.03636822813475257,-0.16196221391843812,0.011422273566204122,0.32217016397165604,-0.06589564908861222
poe2-chronomancer-01,extrinsic-tuning,-0.2188556748389937,0.30588470481736374,-0.2726120296256575,-0.20336696007785174,0.052639191442420526,-0.1336407819345148,0.10141828998607766,0.2848606926902696,-0.20291371125307142,0.0011730202815255011,-0.24158456728868632,0.24480872507811,0.3758794064396482,0.21006286017657783
poe2-concoction,,-0.1590667283678543,0.07408322181360884,0.12892850220697163,0.18585226984684344,0.23385996811938925,0.21264858984844998,-0.3315496394225493,-0.33220788132874013,-0.0953750729536597,-0.12219955597515922,-0.061376515081325383,-0.14990995058094217,0.12315917444532132,-0.14026889228275952
poe2-perfect-strike-01,,-0.8179814282056498,0.31588383934420616,1.124392303471481,0.5945569620932907,-0.5789119674472982,0.7176782084287913,0.40099577236513373,1.210117628990635,0.9084034826005154,0.44833201761285496,0.7828958169966445,0.23564180573927032,-0.5953914102220439,0.17486401198578216
poe2-wall-of-shields,extrinsic-tuning,-0.29156767755519036,-0.10061004057757177,-0.052717466456696185,0.05269183886575399,0.23512305101762748,0.15430913602561033,0.11217818126054013,0.08110556312119388,-0.3305119254349772,-0.2219828076948384,-0.10965670714020799,-0.3066639831396139,0.28896544010012565,-0.25142874741315596
tl2-arc-beam,extrinsic-tuning,1.6275578047072987,-0.45582605966842454,0.738322190298161,-0.11013117601331862,-1.1309757656650872,0.9557532340967468,0.34948362431532204,-0.6268331755576727,-0.6007913962222347,0.8728434483820902,-0.643196958898472,-0.050562665429349944,-0.8608567554529781,0.1414706643556779
tq-calculated-strike,,-0.383033916156251,-0.15172931623082359,0.14957786239839685,0.2028593718480153,0.11618285434259773,-0.06692180023639054,0.29034167791512716,0.2822113686319647,0.07158047161712111,0.07547919387693622,0.00972213724140306,0.14452714181175624,0.17311923826727704,0.1798815753119592
tq-flame-surge,,0.8586932464445591,0.17873678770225654,0.5056366305351753,-0.16445187949841372,-0.1658379833826955,0.45244653969125137,0.45370012855462627,-0.6855065370886486,-0.42669669014610445,0.9465557305098988,-0.5612341999994556,-0.2051241043345424,-0.6559628960058276,-0.021641690295314413
vs-gatti-amari,intrinsic-red,-0.22790261967801095,0.09656729546710498,-0.2735219575079996,-1.0109899466612113,0.5792837898789315,0.06928217326288091,-0.4659576280691818,0.369985171790678,-0.20013495546368273,0.06179172729227828,-0.8839572802189681,-0.8615270985350874,0.12140592606580337,-0.19905811201860102
