record_path,in_338_NO_DATA,pool_family,monster_classification,archive_winner,verdict,offense_attack_slots_upstream,offense_attack_slots_offense_bearing,offense_tree_skills_upstream,offense_tree_attack_skills,offense_damage_present,oa_da_present,swing_timing_present,n_attack_anim_weights,bio_record,bio_OA_equation,bio_DA_equation,n_unresolved_skill_refs,numAttackSlots_declared,caveat_edition_II_vs_III_CHANGED,caveat_merged_vs_winner_DIVERGENT
records/creatures/enemies/boss&quest/direwolf_frozenwastes_01.dbr,True,normal,Quest,sm3,CONFIRMED-PRESENT-NAMED-SKILL,3,2,10,2,True,True,True,24,records/creatures/enemies/bios/bio_boss_icewolf_01.dbr,(charLevel*7)+100,(charLevel*6.3)+50,0,8,False,False
records/creatures/enemies/boss&quest/fatherkymon.dbr,True,normal,Quest,sm2,CONFIRMED-PRESENT-NAMED-SKILL,5,4,14,5,True,True,True,24,records/creatures/enemies/bios/bio_boss_fatherkymon.dbr,(charLevel*7)+100,(charLevel*6.3)+50,0,8,False,False
records/creatures/enemies/boss&quest/ghoul_necropolis_01.dbr,True,normal,Quest,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,5,11,3,True,True,True,24,records/creatures/enemies/bios/bio_boss_ghoul_necropolis_01.dbr,(charLevel*7)+100,(charLevel*6.5)+50,0,8,False,False
records/creatures/enemies/boss&quest/humanascendant_mindthief_01.dbr,True,normal,Quest,sm1,CONFIRMED-PRESENT-NAMED-SKILL,5,5,10,3,True,True,True,24,records/creatures/enemies/bios/bio_boss_aetherial_mindthief_01.dbr,(charLevel*7)+100,(charLevel*6.3)+50,0,8,False,False
records/creatures/enemies/boss&quest/korvaak_lieutenant_01.dbr,True,normal,Quest,sm2,CONFIRMED-PRESENT-NAMED-SKILL,4,4,11,5,True,True,True,24,records/creatures/enemies/bios/bio_boss_kymonlieutenant_01.dbr,(charLevel*7)+100,(charLevel*6.3)+50,0,8,False,True
records/creatures/enemies/boss&quest/korvaakmessenger_02.dbr,True,normal,Quest,sm2,CONFIRMED-PRESENT-NAMED-SKILL,4,4,12,4,True,True,True,24,records/creatures/enemies/bios/bio_boss_themessenger.dbr,(charLevel*7.8)+100,(charLevel*7.0)+50,0,8,False,True
records/creatures/enemies/boss&quest/manticore_jaggedwaste_01.dbr,True,normal,Quest,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,10,3,True,True,True,24,records/creatures/enemies/bios/bio_boss_jaggedwaste_manticore_01.dbr,(charLevel*7)+100,(charLevel*6.7)+50,0,8,False,False
records/creatures/enemies/boss&quest/rokwind_01.dbr,True,normal,Quest,sm3,CONFIRMED-PRESENT-NAMED-SKILL,4,4,12,4,True,True,True,24,records/creatures/enemies/bios/bio_boss_rok_wind_01.dbr,(charLevel*7)+100,(charLevel*6.3)+50,0,4,False,False
records/creatures/enemies/boss&quest/statue_templeguardian_02.dbr,True,normal,Quest,sm2,CONFIRMED-PRESENT-NAMED-SKILL,4,4,9,4,True,True,True,24,records/creatures/enemies/bios/bio_boss_statue_templeguardian_02.dbr,(charLevel*7)+100,(charLevel*6.3)+50,0,8,False,False
records/creatures/enemies/boss&quest/statue_templeguardian_03.dbr,True,normal,Quest,sm2,CONFIRMED-PRESENT-NAMED-SKILL,4,4,9,4,True,True,True,24,records/creatures/enemies/bios/bio_boss_statue_templeguardian_02.dbr,(charLevel*7)+100,(charLevel*6.3)+50,0,8,False,False
records/creatures/enemies/boss&quest/stonegryphon_templeguardian_01.dbr,True,normal,Quest,sm2,CONFIRMED-PRESENT-NAMED-SKILL,3,3,11,3,True,True,True,24,records/creatures/enemies/bios/bio_boss_gryphonstone_01.dbr,(charLevel*7)+100,(charLevel*6.3)+50,0,8,False,False
records/creatures/enemies/boss&quest/wendigocannibal_packla.dbr,True,normal,Quest,sm1,CONFIRMED-PRESENT-NAMED-SKILL,6,6,12,3,True,True,True,24,records/creatures/enemies/bios/bio_boss_wendigocannibal.dbr,(charLevel*7)+100,(charLevel*6.3)+50,0,8,False,False
records/creatures/enemies/boss&quest/witch_larria.dbr,True,normal,Quest,sm1,CONFIRMED-PRESENT-NAMED-SKILL,6,5,12,5,True,True,True,24,records/creatures/enemies/bios/bio_boss_witch_larria.dbr,(charLevel*7)+100,(charLevel*6.3)+50,0,8,False,False
records/creatures/enemies/boss&quest/yeti_rimehorn_01.dbr,True,normal,Quest,sm3,CONFIRMED-PRESENT-NAMED-SKILL,2,2,10,2,True,True,True,24,records/creatures/enemies/bios/bio_boss_yeti_rimehorn_01.dbr,(charLevel*7)+100,(charLevel*6.3)+50,0,8,False,False
records/creatures/enemies/bounties/bl_bounty08.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,12,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/bl_bounty09.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,5,11,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/bl_bounty10.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,9,1,True,True,True,42,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/bl_bounty17.dbr,True,champion,Quest,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,3,2,10,2,True,True,True,24,records/creatures/enemies/bios/bio_boss_homestead_corruptedtroll_01.dbr,(charLevel*7)+100,(charLevel*6.5)+50,0,8,False,False
records/creatures/enemies/bounties/bl_bounty18.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,10,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/bl_bounty19.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,3,3,9,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/bl_bounty20.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,10,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/cu_bounty05.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,5,5,13,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/cu_bounty06.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,7,6,15,6,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/cu_bounty09.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,5,4,12,3,True,True,True,42,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/cw_bounty05.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,6,5,14,4,True,True,True,42,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/cw_bounty06.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,5,4,12,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/cw_bounty07.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,5,5,12,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/cw_bounty08.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,7,6,17,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/dc_bounty06.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,5,13,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/dc_bounty07.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,10,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/dc_bounty08.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,12,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_support_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/dc_bounty09.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,11,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/dc_bounty10.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,10,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/dc_bounty11.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,10,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/dc_bounty15.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,11,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/dc_bounty17.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,2,12,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/exile_bounty12.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,7,4,14,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/exile_bounty13.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,10,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/exile_bounty14.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,4,12,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/exile_bounty15.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,10,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/hs_bounty09.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,11,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/hs_bounty10.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,10,2,True,True,True,42,records/creatures/enemies/bios/bio_hero_regenerator_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/hs_bounty11.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,3,3,10,2,True,True,True,42,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/hs_bounty12.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,3,3,9,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/hs_bounty13.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,8,6,13,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/kc_bounty07.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,13,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/kc_bounty08.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,10,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/kc_bounty09.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,12,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_tank_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/kc_bounty10.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,3,2,9,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/kc_bounty11.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,3,2,10,1,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/kc_bounty13.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,4,12,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/kc_bounty19.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,6,5,12,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/ku_bounty_05.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,2,1,10,1,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/bounties/ku_bounty_06.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,3,2,11,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_support_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/bounties/ku_bounty_07.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,3,1,10,1,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,2,4,True,False
records/creatures/enemies/bounties/ku_bounty_08.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,3,3,11,1,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/bounties/ku_bounty_09.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,5,4,14,5,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/bounties/ku_bounty_10.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,4,3,11,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/odv_bounty06.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,11,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/odv_bounty08.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,10,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/odv_bounty09.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,12,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/odv_bounty10.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,7,4,13,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/odv_bounty11.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,10,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/odv_bounty12.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,3,3,10,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/odv_bounty13.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,2,11,1,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/pm_bounty05.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,7,6,14,6,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/pm_bounty07.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,8,7,15,5,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/pm_bounty08.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,7,5,17,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/bounties/ro_bounty10.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,3,2,10,2,True,True,True,24,records/creatures/enemies/bios/bio_boss_oligarch_03.dbr,(charLevel*7)+100,(charLevel*6.5)+50,0,8,False,False
records/creatures/enemies/bounties/ro_bounty12.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,13,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_tank_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/chthonianherald_a01.dbr,True,normal,Common,sm3,CONFIRMED-PRESENT-NAMED-SKILL,2,2,7,2,True,True,True,24,records/creatures/enemies/bios/bio_chthonianherald_a01.dbr,(charLevel*6)+50,(charLevel*4.8)+25,0,4,False,False
records/creatures/enemies/chthonianleech_a01.dbr,True,normal,Common,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,1,1,5,1,True,True,True,24,records/creatures/enemies/bios/bio_chthonianleech_a01.dbr,(charLevel*6)+50,(charLevel*4.5)+12,0,4,False,False
records/creatures/enemies/chthonianleech_b01.dbr,True,normal,Champion,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,2,2,6,2,True,True,True,24,records/creatures/enemies/bios/bio_chthonianleech_b01.dbr,(charLevel*6.8)+75,(charLevel*4.8)+12,0,4,False,False
records/creatures/enemies/chthonianleech_b02.dbr,True,normal,Champion,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,3,2,7,2,True,True,True,24,records/creatures/enemies/bios/bio_chthonianleech_b01.dbr,(charLevel*6.8)+75,(charLevel*4.8)+12,0,4,False,False
records/creatures/enemies/chthonianservitor_a01.dbr,True,normal,Champion,sm1,CONFIRMED-PRESENT-NAMED-SKILL,2,2,5,2,True,True,True,24,records/creatures/enemies/bios/bio_chthonianservitor_a01.dbr,(charLevel*6)+40,(charLevel*4.5)+30,0,4,False,False
records/creatures/enemies/chthonianservitor_b01.dbr,True,normal,Champion,sm1,CONFIRMED-PRESENT-NAMED-SKILL,2,2,6,2,True,True,True,24,records/creatures/enemies/bios/bio_chthonianservitor_b01.dbr,(charLevel*6.6)+55,(charLevel*5)+35,0,4,False,False
records/creatures/enemies/chthonianservitor_b02.dbr,True,normal,Champion,sm1,CONFIRMED-PRESENT-NAMED-SKILL,4,4,8,2,True,True,True,24,records/creatures/enemies/bios/bio_chthonianservitor_b02.dbr,(charLevel*6.6)+55,(charLevel*5)+35,0,4,False,False
records/creatures/enemies/chthonianservitor_c01.dbr,True,normal,Champion,sm1,CONFIRMED-PRESENT-NAMED-SKILL,4,3,10,4,True,True,True,24,records/creatures/enemies/bios/bio_chthonianservitor_c01.dbr,(charLevel*7.0)+75,(charLevel*5.5)+50,0,4,False,False
records/creatures/enemies/devotion/aetherialbloater_h01.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,6,5,12,5,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/aetherialbloater_h02.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,7,6,13,6,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/aetherialbloater_h03.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,6,5,13,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
