record,display_name,stratum,level_used,bio_record,offensive_ability_base,defensive_ability_base,base_life,creature_own_oa_flat,creature_own_da_flat,creature_oa_modifier_pct,creature_da_modifier_pct,tree_oa_flat_sum,tree_da_flat_sum,tree_oa_sources,tree_da_sources,grade
records/creatures/enemies/boss&quest/dermapteran_madqueen.dbr,"Rashalga, the Mad Queen",boss&quest,109,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,884.8,746.7,329752,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/dravis.dbr,"Dravis, Son of Uroboruuk",boss&quest,109,records/creatures/enemies/bios/bio_boss_dravis.dbr,863.0,736.7,187491,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/eldritcharmor_dreegmindreaper_01.dbr,"Ishtal, the Mind Reaper",boss&quest,109,records/creatures/enemies/bios/bio_boss_mindreaper_01.dbr,863.0,736.7,187491,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/ghost_stepsoftorment_01.dbr,"Alkamos, Lord Executioner",boss&quest,106,records/creatures/enemies/bios/bio_boss_stepsoftorment_ghost_01.dbr,842.0,770.8,207185,0.0,0.0,0.0,0.0,0.0,125.0,,alkamos_laststand=125,MEASURED
records/creatures/enemies/boss&quest/giant_tempesttotem_02.dbr,Tempest Spawn,boss&quest,109,records/creatures/enemies/bios/bio_boss_gianttotem_01.dbr,863.0,736.7,187491,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/giant_tempesttotem_06.dbr,Tempest Spawn,boss&quest,109,records/creatures/enemies/bios/bio_boss_gianttotem_01.dbr,863.0,736.7,187491,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/human_chthonickurn_shaman_01.dbr,Yurra Voideye,boss&quest,109,records/creatures/enemies/bios/bio_boss_chthonicoracle_01.dbr,863.0,736.7,216230,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/humanascendant_terrnox.dbr,Terrnox,boss&quest,106,records/creatures/enemies/bios/bio_boss_humanascendant_terrnox.dbr,842.0,717.8,136917,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/humanwendigo_darkwood_01.dbr,Avris Marrowill,boss&quest,109,records/creatures/enemies/bios/bio_boss_humanwendigo_darkwood.dbr,863.0,736.7,142749,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/korvaak_lieutenant_03.dbr,Astros the Sunherald,boss&quest,109,records/creatures/enemies/bios/bio_boss_korvaakchosen_sunspire_01.dbr,863.0,736.7,187491,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,"Manifestation of Korvaak, the Eldritch Sun",boss&quest,109,records/creatures/enemies/bios/bio_boss_korvaakfinal_02.dbr,863.0,704.0,216230,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/korvaakmessenger_02b.dbr,"Okaloth ~ ""The Messenger""",boss&quest,109,records/creatures/enemies/bios/bio_boss_themessenger.dbr,950.2,813.0,216230,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,"Ilgorr, the Eternal",boss&quest,106,records/creatures/enemies/bios/bio_boss_stepsoftorment_golem_phase01.dbr,842.0,739.0,105104,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,boss&quest,108,records/creatures/enemies/bios/bio_boss_tombguardian.dbr,856.0,730.4,213268,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,106,records/creatures/enemies/bios/bio_boss_swampcrab_darkwood01.dbr,842.0,717.8,207385,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,106,records/creatures/enemies/bios/bio_boss_swampgolem_bargoll.dbr,842.0,717.8,207385,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,109,records/creatures/enemies/bios/bio_boss_theoutcast_03.dbr,863.0,758.5,268572,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,106,records/creatures/enemies/bios/bio_boss_wendigo_ancient.dbr,842.0,717.8,179825,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,109,records/creatures/enemies/bios/bio_boss_wendigo_turned.dbr,863.0,736.7,310252,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,109,records/creatures/enemies/bios/bio_boss_witch_jaanxia.dbr,863.0,736.7,187491,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,109,records/creatures/enemies/bios/bio_boss_witchgodguardian_temple.dbr,863.0,791.2,187091,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/bounties/cu_bounty04.dbr,Vanoxxis Bile,bounties,107,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,841.0,742.6,51899,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/bounties/cu_bounty07.dbr,Sllancar the Tainted,bounties,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,841.0,742.6,40360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/bounties/cu_bounty08.dbr,Chillpincer,bounties,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,841.0,742.6,40360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/bounties/cw_bounty04.dbr,Dar'Vagol the Mageclaw ~ Arcane,bounties,107,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,841.0,742.6,51899,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,107,records/creatures/enemies/bios/bio_hero_regenerator_01.dbr,841.0,742.6,29864,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,841.0,742.6,40360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/bounties/pm_bounty06.dbr,Stormtitan ~ Electrified,bounties,107,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,841.0,742.6,51899,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/bounties/ro_bounty11.dbr,Rixna Plaguefeather,bounties,107,records/creatures/enemies/bios/bio_hero_support_01.dbr,841.0,742.6,25024,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/bounties/ro_bounty19.dbr,Grum ~ Diseased,bounties,107,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,841.0,742.6,51899,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/aetherialcolossus_h04.dbr,Speldrakus ~ Arcane,devotion,109,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,855.0,756.2,53360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/aetherialcorruption_h01.dbr,Chillian,devotion,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/aetherialcorruption_h03.dbr,Peuglis ~ Diseased,devotion,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/aetherialcorruption_h04.dbr,Tirendal ~ Timewarped,devotion,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/chthonianherald_h04.dbr,Barl'Zoth ~ Thundering,devotion,109,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,855.0,756.2,53360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/chthonianservitor_h01.dbr,Ishthu'Gal the Dreadblood,devotion,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/chthonianservitor_h02.dbr,Lank'Zuul the Torturer,devotion,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/dranghoul_h02.dbr,Fariim ~ Bramble,devotion,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,5.0,5.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/fleshhulk_h03.dbr,Kollus ~ Burning,devotion,107,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,841.0,742.6,51899,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/ghost_h01.dbr,Odellia Lanos,devotion,107,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,841.0,742.6,40360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/ghost_h02.dbr,Marden Thal ~ Burning,devotion,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,841.0,742.6,40360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/rhino_h02.dbr,Starhorn ~ Celestial,devotion,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/skeleton_h06.dbr,Rimelord ~ Frozen,devotion,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,841.0,742.6,40360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/skeleton_h08.dbr,Alladon the Flamewatcher,devotion,107,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,841.0,742.6,51899,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/devotion/skeleton_h09.dbr,Elagorian Darkmarrow,devotion,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,841.0,742.6,40360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/aetherialcorruption_h01.dbr,Challdrus the Coldheart,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/aetherialimp_h02.dbr,Phanolg the Iceborn,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/aetherialimp_h03.dbr,Wourble ~ Reflective,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/aetherialimp_h04.dbr,Ghalbar ~ Regenerator,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/basilisk_h01.dbr,Stormslither,hero,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,841.0,742.6,40360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/basilisk_h02.dbr,Rotmouth,hero,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,841.0,742.6,40360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/basilisk_h03.dbr,Aregos ~ Corrupted,hero,107,records/creatures/enemies/bios/bio_hero_standard_01.dbr,841.0,742.6,40360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/gargoyle_h01.dbr,Hudsar ~ Frozen,hero,109,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,855.0,756.2,53360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/gargoyle_h04.dbr,Xanatan ~ Electrified,hero,109,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,855.0,756.2,53360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/gargoyle_h05.dbr,Spiron ~ Thundering,hero,109,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,855.0,756.2,53360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/human_ascended_h02.dbr,Hagras Aetherflame,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/human_ascended_h05.dbr,Numia Stormeater ~ Thundering,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/hypporaven_h01.dbr,Covull ~ Swift,hero,109,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/hypporaven_h03.dbr,Corvunox ~ Vampiric,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/rhino_h01.dbr,Brimhorn ~ Bramble,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/rhino_h02.dbr,Shadowhorn ~ Celestial,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/rhino_h03.dbr,Blazehorn ~ Infernal,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/springscrab_h01.dbr,Sparkmucker ~ Thundering,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/springscrab_h02.dbr,Magecruncher ~ Arcane,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/springscrab_h04.dbr,Muckclaw ~ Unstoppable,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/swampgolem_h01.dbr,Ferrosius ~ Swift,hero,109,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,855.0,756.2,53360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/swampgolem_h02.dbr,Titanius Steelskin ~ Defender,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/swampgolem_h05.dbr,Frulgar ~ Infernal,hero,109,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,855.0,756.2,53360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/viper_h02.dbr,Arashor,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/hero/viper_h04.dbr,Cespal ~ Arcane,hero,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,855.0,756.2,41497,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/hero/wendigo_h01.dbr,Vollarius ~ Arcane,hero,109,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,855.0,756.2,53360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/hero/wendigo_h04.dbr,Ravagrad ~ Unstoppable,hero,109,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,855.0,756.2,53360,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/nemesis/nemesis_aetherial_01.dbr,"Valdaran, the Storm Scourge",nemesis,109,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,884.8,746.7,329752,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/nemesis/nemesis_aetherialvanguard_01.dbr,Archmage Aleksander,nemesis,109,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,884.8,746.7,329752,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/nemesis/nemesis_beast_01_p1.dbr,"Kubacabra, the Endless Menace",nemesis,109,records/creatures/enemies/bios/bio_boss_nemesis3phase_01.dbr,884.8,746.7,261807,0.0,0.0,0.0,0.0,160.0,0.0,beast_frenzyswipes=160,,MEASURED
records/creatures/enemies/nemesis/nemesis_chthonianvoidborn_01.dbr,"Grava'Thul, the Voiddrinker",nemesis,109,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,884.8,746.7,329752,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/nemesis/nemesis_chthonickurn_01.dbr,"Nyarlathon, Herald of Annihilation",nemesis,109,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,884.8,746.7,329752,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/nemesis/nemesis_kymon_01.dbr,Curate Ignus,nemesis,109,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,884.8,746.7,329752,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01.dbr,"Zantarin, the Immortal",nemesis,109,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,884.8,746.7,329752,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/nemesis/nemesis_outlaw_01.dbr,"Fabius ""the Unseen"" Gonzar",nemesis,109,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,884.8,746.7,329752,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/nemesis/nemesis_wendigo_01.dbr,Reaper of the Lost,nemesis,109,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,884.8,746.7,329752,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/aetherialbloater_b01.dbr,Aetherial Bileeater,trash,104,records/creatures/enemies/bios/bio_aetherialbloater_b01.dbr,736.4,570.8,38731,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/aetherialbloater_c01.dbr,Aetherial Regurgitator,trash,104,records/creatures/enemies/bios/bio_aetherialbloater_c01.dbr,803.0,580.8,46512,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/aetherialcolossus_a01.dbr,Aetherial Behemoth,trash,109,records/creatures/enemies/bios/bio_aetherialcolossus_a01.dbr,758.5,596.8,66211,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/aetherialcolossus_c02.dbr,Aetherial Stormbearer,trash,109,records/creatures/enemies/bios/bio_aetherialcolossus_c01.dbr,798.5,596.8,101985,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/aetherialcorruption_a01.dbr,Fleshwarped Corruption,trash,102,records/creatures/enemies/bios/bio_aetherialcorruption_a01.dbr,637.0,428.0,15746,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical01=-4,,MEASURED
records/creatures/enemies/aetherialcorruption_b01.dbr,Fleshwarped Chilled One,trash,103,records/creatures/enemies/bios/bio_aetherialcorruption_b01.dbr,678.6,467.9,25603,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/aetherialcorruption_b02.dbr,Fleshwarped Stormwalker,trash,103,records/creatures/enemies/bios/bio_aetherialcorruption_b01.dbr,678.6,467.9,25603,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/aetherialcorruption_c01.dbr,Fleshwarped Aberration,trash,103,records/creatures/enemies/bios/bio_aetherialcorruption_c01.dbr,729.5,498.5,40025,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/avian_a01.dbr,Kaw'Hranaak Ruiner,trash,109,records/creatures/enemies/bios/bio_avian_a01.dbr,689.0,575.0,41617,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/avian_b01.dbr,Kaw'Hranaak Iconoclast,trash,109,records/creatures/enemies/bios/bio_avian_b01.dbr,769.4,596.8,66311,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/avian_c01.dbr,Kaw'Hranaak Despoiler,trash,109,records/creatures/enemies/bios/bio_avian_c01.dbr,838.0,606.8,79965,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/basilisk_a01.dbr,Juvenile Basilisk,trash,109,records/creatures/enemies/bios/bio_basilisk_a01.dbr,674.0,434.2,9546,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical01=-4,,MEASURED
records/creatures/enemies/basilisk_b01.dbr,Venomgaze Basilisk,trash,109,records/creatures/enemies/bios/bio_basilisk_b01.dbr,689.0,485.8,23994,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/basilisk_c01.dbr,Stonegaze Basilisk,trash,109,records/creatures/enemies/bios/bio_basilisk_c01.dbr,758.5,558.2,35172,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/chthoniandevourer_a01.dbr,Chthonian Hungerer,trash,102,records/creatures/enemies/bios/bio_chthoniandevourer_a01.dbr,713.0,346.6,3705,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical00=-4,,MEASURED
records/creatures/enemies/chthoniandevourer_b01.dbr,Chthonian Devourer,trash,103,records/creatures/enemies/bios/bio_chthoniandevourer_b01.dbr,775.4,427.0,9104,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical00=-4,,MEASURED
records/creatures/enemies/chthoniandevourer_b02.dbr,Chthonian Gorger,trash,103,records/creatures/enemies/bios/bio_chthoniandevourer_b01.dbr,775.4,427.0,9104,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical00=-4,,MEASURED
