global_wave,tier,tier_wave,spawn_point,proxy_class,proxy_record,proxy_archive,legendary_override,pool_record,pool_archive,pool_weight,pool_kind,spawn_min,spawn_max,champion_chance,champion_min,champion_max,roster_n,champ_roster_n,roster_names,roster_records,champ_names,champ_records,ignore_game_balance,igb_field_state,igb_provenance
3,1,3,3,Proxy,records/proxies/tier01waves/proxy_w03_p03a.dbr,sm_mod,False,records/proxies/poolsbasic/gazer_t1.dbr,sm_mod,100.0,trash,4.0,5.0,0.0,0.0,0.0,4,0,Corruption | Overseer | Overmind | Mindrager,records/creatures/enemies/gazer_a01.dbr | records/creatures/enemies/gazer_b01.dbr | records/creatures/enemies/gazer_c01.dbr | records/creatures/enemies/gazer_d01.dbr,,,False,PRESENT,DB-CITED
3,1,3,6,Proxy,records/proxies/tier01waves/proxy_w03_p06a.dbr,sm_mod,False,records/proxies/poolsbasic/gazer_t1.dbr,sm_mod,100.0,trash,4.0,5.0,0.0,0.0,0.0,4,0,Corruption | Overseer | Overmind | Mindrager,records/creatures/enemies/gazer_a01.dbr | records/creatures/enemies/gazer_b01.dbr | records/creatures/enemies/gazer_c01.dbr | records/creatures/enemies/gazer_d01.dbr,,,False,PRESENT,DB-CITED
4,1,4,3,Proxy,records/proxies/tier01waves/proxy_w04_p03a.dbr,sm_mod,True,records/proxies/poolsbasic/aetherialhorror_t1.dbr,sm_mod,100.0,trash,4.0,4.0,0.0,0.0,0.0,3,0,Aetherthorn Horror | Tainted Hound | Tainted Pack Leader,records/creatures/enemies/aetherhorrora_a01.dbr | records/creatures/enemies/zombiehound_a01.dbr | records/creatures/enemies/zombiehound_b01.dbr,,,False,PRESENT,DB-CITED
4,1,4,3,Proxy,records/proxies/tier01waves/proxy_w04_p03a.dbr,sm_mod,True,records/proxies/poolsbasic/aetherialwisps_t1.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,4,0,Aetherial Watcher | Aetherial Wraith | Tainted Hound | Tainted Pack Leader,records/creatures/enemies/aetherialwisp_a01.dbr | records/creatures/enemies/aetherialphantom_a01.dbr | records/creatures/enemies/zombiehound_a01.dbr | records/creatures/enemies/zombiehound_b01.dbr,,,False,PRESENT,DB-CITED
4,1,4,3,Proxy,records/proxies/tier01waves/proxy_w04_p03a.dbr,sm_mod,True,records/proxies/poolsbasic/thornedhorror_t1.dbr,sm_mod,100.0,trash,4.0,4.0,0.0,0.0,0.0,4,0,Briarthorn Horror | Briarthorn Terror | Briarthorn Monstrosity | Rifthound,records/creatures/enemies/thornedhorrora_a01.dbr | records/creatures/enemies/thornedhorrora_b01.dbr | records/creatures/enemies/thornedhorrora_c01.dbr | records/creatures/enemies/rifthound_swamp_a01.dbr,,,False,PRESENT,DB-CITED
4,1,4,4,Proxy,records/proxies/tier01waves/proxy_w04_p04a.dbr,sm_mod,True,records/proxies/poolsbasic/aetherialhorror_t1.dbr,sm_mod,100.0,trash,4.0,4.0,0.0,0.0,0.0,3,0,Aetherthorn Horror | Tainted Hound | Tainted Pack Leader,records/creatures/enemies/aetherhorrora_a01.dbr | records/creatures/enemies/zombiehound_a01.dbr | records/creatures/enemies/zombiehound_b01.dbr,,,False,PRESENT,DB-CITED
4,1,4,4,Proxy,records/proxies/tier01waves/proxy_w04_p04a.dbr,sm_mod,True,records/proxies/poolsbasic/aetherialwisps_t1.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,4,0,Aetherial Watcher | Aetherial Wraith | Tainted Hound | Tainted Pack Leader,records/creatures/enemies/aetherialwisp_a01.dbr | records/creatures/enemies/aetherialphantom_a01.dbr | records/creatures/enemies/zombiehound_a01.dbr | records/creatures/enemies/zombiehound_b01.dbr,,,False,PRESENT,DB-CITED
4,1,4,4,Proxy,records/proxies/tier01waves/proxy_w04_p04a.dbr,sm_mod,True,records/proxies/poolsbasic/thornedhorror_t1.dbr,sm_mod,100.0,trash,4.0,4.0,0.0,0.0,0.0,4,0,Briarthorn Horror | Briarthorn Terror | Briarthorn Monstrosity | Rifthound,records/creatures/enemies/thornedhorrora_a01.dbr | records/creatures/enemies/thornedhorrora_b01.dbr | records/creatures/enemies/thornedhorrora_c01.dbr | records/creatures/enemies/rifthound_swamp_a01.dbr,,,False,PRESENT,DB-CITED
4,1,4,5,ProxyAmbush,records/proxies/tier01waves/proxy_w04_p05a.dbr,sm_mod,False,records/proxies/poolsbasic/prawn_t1.dbr,sm_mod,100.0,trash,5.0,5.0,0.0,0.0,0.0,5,0,Scrapheap Rift Scourge | Acidbile Rift Scourge | Stormscale Rift Scourge | Bladespine Rift Scourge | Infested Rift Scourge,records/creatures/enemies/prawn_a01.dbr | records/creatures/enemies/prawn_a02.dbr | records/creatures/enemies/prawn_b01.dbr | records/creatures/enemies/prawn_b02.dbr | records/creatures/enemies/prawn_c01.dbr,,,False,PRESENT,DB-CITED
4,1,4,5,ProxyAmbush,records/proxies/tier01waves/proxy_w04_p05a.dbr,sm_mod,False,records/proxies/poolsbasic/spiderambush_t1.dbr,sm_mod,100.0,trash,5.0,5.0,0.0,0.0,0.0,5,0,Dreadweave Arachnid | Dreadweave Spitter | Dreadweave Leaper | Dreadweave Widow | Dreadweave Matriarch,records/creatures/enemies/spidergianta_a01a.dbr | records/creatures/enemies/spidergianta_a02a.dbr | records/creatures/enemies/spidergianta_b01a.dbr | records/creatures/enemies/spidergianta_b02a.dbr | records/creatures/enemies/spidergianta_c01a.dbr,,,False,PRESENT,DB-CITED
4,1,4,5,ProxyAmbush,records/proxies/tier01waves/proxy_w04_p05a.dbr,sm_mod,False,records/proxies/poolsbasic/zombiespoison_t1.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,2,0,Wretcher | Plague Walker,records/creatures/enemies/zombie_b01_lowresist.dbr | records/creatures/enemies/zombie_g01_lowresist.dbr,,,False,PRESENT,DB-CITED
5,1,5,1,Proxy,records/proxies/tier01waves/proxy_w05_p01a.dbr,sm_mod,True,records/proxies/poolshero/boar_hero.dbr,sm3,100.0,HERO,0.0,0.0,100.0,1.0,1.0,0,9,,,"Dreadtusk, the Hunter's Bane | Ragesnout ~ Swift | Hellmane ~ Burning | Rotmane ~ Diseased | Aetherean ~ Corrupted | Riftsnout ~ Voidtouched | Mutallor ~ Regenerator | Stonemane ~ Defender | Thundersnout ~ Thundering",records/creatures/enemies/hero/boar_h01.dbr | records/creatures/enemies/hero/boar_h02.dbr | records/creatures/enemies/hero/boar_h03.dbr | records/creatures/enemies/hero/boar_h04.dbr | records/creatures/enemies/hero/boar_h05.dbr | records/creatures/enemies/hero/boar_h06.dbr | records/creatures/enemies/hero/boarfrost_h01.dbr | records/creatures/enemies/hero/boarfrost_h02.dbr | records/creatures/enemies/hero/boar_h07.dbr,False,PRESENT,DB-CITED
5,1,5,1,Proxy,records/proxies/tier01waves/proxy_w05_p01a.dbr,sm_mod,True,records/proxies/poolshero/raptor_hero.dbr,sm3,100.0,HERO,0.0,0.0,100.0,1.0,1.0,0,7,,,"Soulrend | Aragonax, the Spirit Eater | Baldim, the Chaosbringer | Bonesnarl ~ Unstoppable | Idran, the Anomaly ~ Regenerator | Balra ~ Voidtouched | Thadrra ~ Bramble",records/creatures/enemies/hero/raptor_h01.dbr | records/creatures/enemies/hero/raptor_h02.dbr | records/creatures/enemies/hero/raptor_h03.dbr | records/creatures/enemies/hero/raptor_h04.dbr | records/creatures/enemies/hero/raptor_h05.dbr | records/creatures/enemies/hero/raptor_h06.dbr | records/creatures/enemies/hero/raptor_h07.dbr,False,PRESENT,DB-CITED
5,1,5,1,Proxy,records/proxies/tier01waves/proxy_w05_p01a.dbr,sm_mod,True,records/proxies/poolshero/rifthound_hero.dbr,sm3,100.0,HERO,0.0,0.0,100.0,1.0,1.0,0,7,,,"Charrus | Plaguelord | Voidrage | Wolvin, the Inferno | Jarlax, Rage of the Swamp ~ Charger | Garn, the Packhunter ~ Defender | Stromnar ~ Thundering",records/creatures/enemies/hero/rifthound_h01.dbr | records/creatures/enemies/hero/rifthound_h02.dbr | records/creatures/enemies/hero/rifthound_h03.dbr | records/creatures/enemies/hero/rifthound_h04.dbr | records/creatures/enemies/hero/rifthound_h05.dbr | records/creatures/enemies/hero/rifthound_h06.dbr | records/creatures/enemies/hero/rifthound_h07.dbr,False,PRESENT,DB-CITED
5,1,5,2,Proxy,records/proxies/tier01waves/proxy_w05_p02a.dbr,sm_mod,False,records/proxies/poolsbasic/zombiesmutants_t1.dbr,sm_mod,100.0,trash,3.0,3.0,0.0,0.0,0.0,3,0,Fleshwarped Butcher | Fleshwarped Thrasher | Rotting Soldier,records/creatures/enemies/zombiemutated_a01.dbr | records/creatures/enemies/zombiemutated_b01.dbr | records/creatures/enemies/zombie_soldiera01.dbr,,,False,PRESENT,DB-CITED
5,1,5,3,Proxy,records/proxies/tier01waves/proxy_w05_p03a.dbr,sm_mod,False,records/proxies/poolsbasic/zombiesfire_t1.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,2,0,Burning Dead | Rotting Emberguard,records/creatures/enemies/zombie_f01_lowresist.dbr | records/creatures/enemies/zombie_soldierfirea01_lowresist.dbr,,,False,PRESENT,DB-CITED
6,1,6,4,Proxy,records/proxies/tier01waves/proxy_w06_p04a.dbr,sm_mod,False,records/proxies/poolsbasic/zombiesfire_t2.dbr,sm_mod,100.0,trash,7.0,7.0,0.0,0.0,0.0,2,0,Burning Dead | Rotting Emberguard,records/creatures/enemies/zombie_f01.dbr | records/creatures/enemies/zombie_soldierfirea01.dbr,,,False,PRESENT,DB-CITED
6,1,6,3,Proxy,records/proxies/tier01waves/proxy_w06_p03a.dbr,sm_mod,False,records/proxies/poolsbasic/zombiesice_t2.dbr,sm_mod,100.0,trash,7.0,7.0,0.0,0.0,0.0,1,0,Cold One,records/creatures/enemies/zombie_d01.dbr,,,False,PRESENT,DB-CITED
6,1,6,5,ProxyAmbush,records/proxies/tier01waves/proxy_w06_p05a.dbr,sm_mod,False,records/proxies/poolsbasic/ghost_t1.dbr,sm_mod,100.0,trash,5.0,6.0,0.0,0.0,0.0,6,0,Apparition | Apparition | Haunted Noble | Haunted Noble | Haunted Champion | Haunted Champion,records/creatures/enemies/ghost_a01.dbr | records/creatures/enemies/ghost_a02.dbr | records/creatures/enemies/ghost_b01.dbr | records/creatures/enemies/ghost_b02.dbr | records/creatures/enemies/ghost_b03.dbr | records/creatures/enemies/ghost_b04.dbr,,,False,PRESENT,DB-CITED
6,1,6,5,ProxyAmbush,records/proxies/tier01waves/proxy_w06_p05a.dbr,sm_mod,False,records/proxies/poolsbasic/skeletonranged_t1.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,6,0,Skeletal Archer | Skeletal Deathbolt Archer | Flame Revenant | Frost Revenant | Storm Revenant | Skeletal Warlock,records/creatures/enemies/skeleton_a02_archer.dbr | records/creatures/enemies/skeleton_b01_archer.dbr | records/creatures/enemies/skeleton_c01.dbr | records/creatures/enemies/skeleton_c02.dbr | records/creatures/enemies/skeleton_c03.dbr | records/creatures/enemies/skeleton_b04_warlock.dbr,,,False,PRESENT,DB-CITED
7,1,7,3,Proxy,records/proxies/tier01waves/proxy_w07_p03a.dbr,sm_mod,False,records/proxies/poolsbasic/skeletonwarlocks_t2.dbr,sm_mod,100.0,trash,5.0,5.0,0.0,0.0,0.0,1,0,Skeletal Warlock,records/creatures/enemies/skeleton_b04_warlock.dbr,,,False,PRESENT,DB-CITED
7,1,7,1,Proxy,records/proxies/tier01waves/proxy_w07_p01a.dbr,sm_mod,True,records/proxies/poolshero/bonerat_hero.dbr,sm3,100.0,HERO,0.0,0.0,100.0,1.0,1.0,0,14,,,"Maledictus | Razorback | Bilewart ~ Swift | Rimeclaw ~ Frozen | Wrathclaw ~ Corrupted | Rotbite ~ Diseased | Scarsnout, the Cannibal | Bloodclaw | Whitemane, the Thunderstruck | Ernol Carrioneater ~ Diseased | Crimsontail ~ Supporter | Rav ~ Voidtouched | Thornclaw ~ Bramble | <MISSING RECORD>",records/creatures/enemies/hero/bonerat_melee_h01.dbr | records/creatures/enemies/hero/bonerat_melee_h02.dbr | records/creatures/enemies/hero/bonerat_melee_h04.dbr | records/creatures/enemies/hero/bonerat_melee_h05.dbr | records/creatures/enemies/hero/bonerat_melee_h06.dbr | records/creatures/enemies/hero/bonerat_ranged_h01.dbr | records/creatures/enemies/hero/scavenger_h01.dbr | records/creatures/enemies/hero/scavenger_h02.dbr | records/creatures/enemies/hero/scavenger_h03.dbr | records/creatures/enemies/hero/scavenger_h04.dbr | records/creatures/enemies/hero/scavenger_h05.dbr | records/creatures/enemies/hero/scavenger_h06.dbr | records/creatures/enemies/hero/bonerat_melee_h07.dbr | records/creatures/enemies/hero/scavenger_h075.dbr,False,PRESENT,DB-CITED
7,1,7,1,Proxy,records/proxies/tier01waves/proxy_w07_p01a.dbr,sm_mod,True,records/proxies/poolshero/dranghoul_hero.dbr,sm3,100.0,HERO,0.0,0.0,100.0,1.0,1.0,0,13,,,"Ralture, the Untouchable | Rugaru, the Houndmaster | Ooglar ~ Unstoppable | Reeve ~ Burning | Wovaar ~ Frozen | Ravadaar ~ Corrupted | Vinaldaar ~ Voidtouched | Torgru, the Flametouched | Arbagol, the Shank | Uldagu Flame-Eater | Molbagdal Stormcaller | Holborack ~ Defender | Pukesnot the Unwashed",records/creatures/enemies/hero/dranghoul_warrior_h01.dbr | records/creatures/enemies/hero/dranghoul_warrior_h02.dbr | records/creatures/enemies/hero/dranghoul_warrior_h03.dbr | records/creatures/enemies/hero/dranghoul_warrior_h04.dbr | records/creatures/enemies/hero/dranghoul_warrior_h05.dbr | records/creatures/enemies/hero/dranghoul_warrior_h06.dbr | records/creatures/enemies/hero/dranghoul_warrior_h07.dbr | records/creatures/enemies/hero/groble_h01.dbr | records/creatures/enemies/hero/groble_h02.dbr | records/creatures/enemies/hero/groble_h03.dbr | records/creatures/enemies/hero/groble_h04.dbr | records/creatures/enemies/hero/groble_h05.dbr | records/creatures/enemies/hero/groble_h06.dbr,False,PRESENT,DB-CITED
7,1,7,1,Proxy,records/proxies/tier01waves/proxy_w07_p01a.dbr,sm_mod,True,records/proxies/poolshero/harvestman_hero.dbr,sm3,100.0,HERO,0.0,0.0,100.0,1.0,1.0,0,7,,,"Nemedian, the Reaper | Effigus, the Infested | Asper ~ Swift | Crowfiend ~ Bruiser | Issk, the Hive Mind | Avarix ~ Electrified | Omnol, the Blight ~ Diseased",records/creatures/enemies/hero/harvestman_h01.dbr | records/creatures/enemies/hero/harvestman_h02.dbr | records/creatures/enemies/hero/harvestman_h03.dbr | records/creatures/enemies/hero/harvestman_h04.dbr | records/creatures/enemies/hero/insectswarm_h01.dbr | records/creatures/enemies/hero/insectswarm_h02.dbr | records/creatures/enemies/hero/insectswarm_h03.dbr,False,PRESENT,DB-CITED
7,1,7,2,Proxy,records/proxies/tier01waves/proxy_w07_p02a.dbr,sm_mod,False,records/proxies/poolsbasic/dermapteran_t1.dbr,sm_mod,100.0,trash,5.0,6.0,0.0,0.0,0.0,5,0,Dermapteran Weavil | Dermapteran Sentinel | Dermapteran Reaver | Dermapteran Vizier | Dermapteran Progenitor,records/creatures/enemies/dermapteranweavil_a01.dbr | records/creatures/enemies/dermapteran_b01.dbr | records/creatures/enemies/dermapteran_b02.dbr | records/creatures/enemies/dermapteran_c01.dbr | records/creatures/enemies/dermapteran_c02.dbr,,,False,PRESENT,DB-CITED
7,1,7,2,Proxy,records/proxies/tier01waves/proxy_w07_p02a.dbr,sm_mod,False,records/proxies/poolsbasic/harpy_t1.dbr,sm_mod,100.0,trash,3.0,4.0,0.0,0.0,0.0,7,0,Harpy Flesh Ripper | Harpy Flesh Ripper | Harpy Death Wind | Harpy Death Wind | Harpy Accursed Oracle | Arkovian Rocktalon | Arkovian Plaguebeak,records/creatures/enemies/harpy_a01.dbr | records/creatures/enemies/harpy_a01.dbr | records/creatures/enemies/harpy_b01.dbr | records/creatures/enemies/harpy_b01.dbr | records/creatures/enemies/harpy_c01.dbr | records/creatures/enemies/vulture_a01.dbr | records/creatures/enemies/vulture_b01.dbr,,,False,PRESENT,DB-CITED
7,1,7,6,Proxy,records/proxies/tier01waves/proxy_w07_p06a.dbr,sm_mod,False,records/proxies/poolsbasic/skeletonwarlocks_t1.dbr,sm_mod,100.0,trash,3.0,3.0,0.0,0.0,0.0,1,0,Skeletal Warlock,records/creatures/enemies/skeleton_b04_warlock.dbr,,,False,PRESENT,DB-CITED
8,1,8,1,Proxy,records/proxies/tier01waves/proxy_w08_p01a.dbr,sm_mod,False,records/proxies/poolsbasic/chthoniandevourer_t1.dbr,sm_mod,100.0,trash,5.0,6.0,0.0,0.0,0.0,3,0,Chthonian Hungerer | Chthonian Devourer | Chthonian Gorger,records/creatures/enemies/chthoniandevourer_a01.dbr | records/creatures/enemies/chthoniandevourer_b01.dbr | records/creatures/enemies/chthoniandevourer_b02.dbr,,,False,PRESENT,DB-CITED
