pool_record,pool_archive,pool_family,pool_kind,ignore_game_balance,field_state,raw_value,provenance,spawn_min,spawn_max,champion_chance,champion_min,champion_max,proxy_pool_equation
records/proxies/poolsbasic/cultistchaos_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/cultistchaos_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/cultistfire_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/cultistfire_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/cultistfire_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/cultistmelee_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/cultistmelee_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/cultistpoison_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/cultistpoison_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/cultistpoison_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/cultistvitality_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/cultistvitality_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/cultistvitality_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/dermapteran_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/dermapteran_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,10.0,10.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/dermapteran_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,12.0,13.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/dranghoul_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/dranghoul_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/fleshhulk_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,2.0,2.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/fleshhulk_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,3.0,3.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/fleshhulk_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/gazer_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/gazer_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/gazer_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/ghost_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/ghost_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/ghost_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/ghoul_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/ghoul_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/ghoul_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/golem_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,2.0,3.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/golem_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,3.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/golem_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/groble_a_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/groble_a_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/groble_a_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/groble_b_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/groble_b_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/groble_b_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/groble_c_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/groble_d_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/groble_d_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/groble_e_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/groble_e_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/harpy_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,3.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/harpy_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/harpy_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/harpyambush_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/harpyambush_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/harvestman_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/humanpossessed_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/humanpossessed_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/manticore_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,3.0,3.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/manticore_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/manticore_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/manticoreaether_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/manticoreaether_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/mosquito_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/mosquito_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,8.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/mosquito_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,9.0,9.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/necro_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/necro_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/necro_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/outlawaether_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,3.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/outlawaether_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/outlawmelee_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/outlawmelee_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/outlawmelee_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/outlawrange_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/outlawrange_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/prawn_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/prawn_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/prawn_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,8.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/prawndeeps_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,3.0,3.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/prawndeeps_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/prawndeeps_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/raptor_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/raptor_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/raptor_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,8.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/rifthound_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/rifthound_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeletalgolem_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,2.0,2.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeletalgolem_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeletalgolem_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeleton_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeleton_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeleton_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,8.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeletonmelee_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeletonmelee_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,8.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeletonranged_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeletonranged_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeletonranged_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,8.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeletonrevenant_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,3.0,3.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeletonrevenant_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeletonrevenant_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeletonwarlocks_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,3.0,3.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
