record,mesh,mesh_arc,half_x,half_z,height,actor_radius,actor_scale
records/creatures/enemies/aetherialcorruption_b01_summon.dbr,creatures/enemies/aetherialcorruption/aetherialcorruption01a.msh,gdx1/resources/Creatures.arc,1.27014,0.59174,2.98132,0.44999998807907104,1.4800000190734863
records/creatures/enemies/aetherialcorruption_b02.dbr,creatures/enemies/aetherialcorruption/aetherialcorruption01a.msh,gdx1/resources/Creatures.arc,1.27014,0.59174,2.98132,0.44999998807907104,1.4800000190734863
records/creatures/enemies/aetherialcorruption_b02_summon.dbr,creatures/enemies/aetherialcorruption/aetherialcorruption01a.msh,gdx1/resources/Creatures.arc,1.27014,0.59174,2.98132,0.44999998807907104,1.4800000190734863
records/creatures/enemies/aetherialcorruption_b03_summon.dbr,creatures/enemies/aetherialcorruption/aetherialcorruption01a.msh,gdx1/resources/Creatures.arc,1.27014,0.59174,2.98132,0.44999998807907104,1.4800000190734863
records/creatures/enemies/aetherialcorruption_c01.dbr,creatures/enemies/aetherialcorruption/aetherialcorruption01a.msh,gdx1/resources/Creatures.arc,1.27014,0.59174,2.98132,0.44999998807907104,1.600000023841858
records/creatures/enemies/aetherialcorruption_c01_summon.dbr,creatures/enemies/aetherialcorruption/aetherialcorruption01a.msh,gdx1/resources/Creatures.arc,1.27014,0.59174,2.98132,0.44999998807907104,1.600000023841858
records/creatures/enemies/aetherialimp_a00_summon.dbr,creatures/enemies/aetherialimp/aetherialimp01a.msh,gdx1/resources/Creatures.arc,1.77725,0.64924,3.71979,0.800000011920929,0.6000000238418579
records/creatures/enemies/aetherialworm_b01_summon.dbr,creatures/enemies/aetherialworm/aetherialworm01a_poison.msh,gdx1/resources/Creatures.arc,1.19151,2.30879,7.13964,0.5199999809265137,1.2000000476837158
records/creatures/enemies/aetherialworm_b02_summon.dbr,creatures/enemies/aetherialworm/aetherialworm01a_fire.msh,gdx1/resources/Creatures.arc,1.19151,2.30879,7.13964,0.5199999809265137,1.2000000476837158
records/creatures/enemies/aetherialworm_b03_summon.dbr,creatures/enemies/aetherialworm/aetherialworm01a_cold.msh,gdx1/resources/Creatures.arc,1.19151,2.30879,7.13964,0.5199999809265137,1.2000000476837158
records/creatures/enemies/aetherialworm_b04_summon.dbr,creatures/enemies/aetherialworm/aetherialworm01a_lightning.msh,gdx1/resources/Creatures.arc,1.19151,2.30879,7.13964,0.5199999809265137,1.2000000476837158
records/creatures/enemies/avian_a01.dbr,creatures/enemies/avian/avian01a.msh,gdx3/resources/Creatures.arc,2.42373,2.74068,4.4024,0.550000011920929,0.8999999761581421
records/creatures/enemies/avian_b01.dbr,creatures/enemies/avian/avian01b.msh,gdx3/resources/Creatures.arc,2.42373,2.74068,4.63861,0.550000011920929,1.0
records/creatures/enemies/avian_c01.dbr,creatures/enemies/avian/avian01c.msh,gdx3/resources/Creatures.arc,2.42373,2.74068,5.17214,0.550000011920929,1.2000000476837158
records/creatures/enemies/basilisk_a01.dbr,creatures/enemies/basilisk/basilisk01a.msh,gdx1/resources/Creatures.arc,1.50241,2.61744,3.77742,0.6000000238418579,1.0
records/creatures/enemies/basilisk_b01.dbr,creatures/enemies/basilisk/basilisk01a.msh,gdx1/resources/Creatures.arc,1.50241,2.61744,3.77742,0.6000000238418579,1.2200000286102295
records/creatures/enemies/basilisk_c01.dbr,creatures/enemies/basilisk/basilisk01c.msh,gdx1/resources/Creatures.arc,1.50241,2.61744,3.77742,0.6000000238418579,1.350000023841858
records/creatures/enemies/beetle_a01_summon.dbr,creatures/enemies/sandbeetle/sandbeetle01a.msh,gdx2/resources/Creatures.arc,3.04658,2.28391,2.62466,0.5,0.8500000238418579
records/creatures/enemies/bonerat_witchgod_a01_summon.dbr,creatures/enemies/rat/bonerat01b.msh,resources/Creatures.arc,0.60333,1.89686,2.57138,0.4000000059604645,0.75
records/creatures/enemies/bonerat_witchgod_b01_summon.dbr,creatures/enemies/rat/bonerat01c.msh,resources/Creatures.arc,0.60333,1.89686,2.57138,0.4000000059604645,0.949999988079071
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss01.dbr,creatures/enemies/aetherialfleshshaper/aetherialfleshshaper01g.msh,gdx1/resources/Creatures.arc,1.29643,0.86118,3.97772,0.3799999952316284,1.649999976158142
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,creatures/enemies/aetherialfleshshaper/aetherialfleshshaper01g.msh,gdx1/resources/Creatures.arc,1.29643,0.86118,3.97772,0.3799999952316284,1.4500000476837158
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,creatures/enemies/aetherialbloater/aetherialbloater01a_fire.msh,gdx1/resources/Creatures.arc,1.96967,2.03658,4.15771,0.75,1.4500000476837158
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,creatures/enemies/aetherialbloater/aetherialbloater01a_vitality.msh,gdx1/resources/Creatures.arc,1.96967,2.03658,4.15771,0.75,1.5299999713897705
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,creatures/enemies/aetherializedcommander/aetherializedcommander01a.msh,resources/Creatures.arc,2.91599,3.59192,7.6434,2.0,1.0
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,creatures/enemies/aetherialcorruption/aetherialcorruption01g.msh,gdx1/resources/Creatures.arc,1.27014,0.59174,2.98132,0.44999998807907104,2.049999952316284
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,creatures/enemies/basilisk/basilisk01a.msh,gdx1/resources/Creatures.arc,1.50241,2.61744,3.77742,0.6000000238418579,1.350000023841858
records/creatures/enemies/boss&quest/beetle_maggot01_maggotsummon.dbr,creatures/enemies/maggot/maggot01a.msh,gdx2/resources/Creatures.arc,0.39171,1.09263,0.78629,0.20000000298023224,1.100000023841858
records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,creatures/enemies/chthonian/dreadguard01b_fire.msh,resources/Creatures.arc,1.97049,1.31378,4.96599,0.6499999761581421,1.350000023841858
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,creatures/enemies/chthonianrylok/chthonianrylok01b_chaos.msh,gdx1/resources/Creatures.arc,5.06503,1.60216,8.36902,0.800000011920929,1.440000057220459
records/creatures/enemies/boss&quest/chthonianservitor_lunalvalgoth.dbr,creatures/enemies/chthonianservitor/chthonianservitor01a_chaos.msh,gdx1/resources/Creatures.arc,3.68989,4.39522,7.61801,1.0,1.0
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,creatures/npcs/humanmale12a.msh,resources/Creatures.arc,0.12107,0.16499,0.42178,0.3799999952316284,1.100000023841858
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,creatures/npcs/humanmale03a_cultistleader.msh,resources/Creatures.arc,0.13331,0.15524,0.41535,0.3799999952316284,1.100000023841858
records/creatures/enemies/boss&quest/dermapteran_madqueen.dbr,creatures/enemies/insects/dermapteranqueen_phase02.msh,resources/Creatures.arc,3.59242,4.21464,5.31962,1.0,0.8999999761581421
records/creatures/enemies/boss&quest/dravis.dbr,creatures/npcs/humanmale19a_riggs.msh,gdx2/resources/Creatures.arc,0.13295,0.16442,0.41827,0.4000000059604645,1.149999976158142
records/creatures/enemies/boss&quest/eldritcharmor_dreegmindreaper_01.dbr,creatures/enemies/eldritcharmor/eldritcharmor02a_fireboss.msh,gdx2/resources/Creatures.arc,0.82134,0.51485,2.9163,0.4000000059604645,1.899999976158142
records/creatures/enemies/boss&quest/ghost_stepsoftorment_01.dbr,creatures/enemies/ghost/ghost_m_a01.msh,resources/Creatures.arc,0.1392,0.15802,0.41746,0.5,1.2000000476837158
records/creatures/enemies/boss&quest/giant_tempesttotem_02.dbr,creatures/enemies/giant/giantboss01a_fire.msh,gdx3/resources/Creatures.arc,2.57826,1.191,5.7238,0.800000011920929,1.149999976158142
records/creatures/enemies/boss&quest/giant_tempesttotem_06.dbr,creatures/enemies/giant/giantboss01a_ice.msh,gdx3/resources/Creatures.arc,2.57826,1.191,5.7238,0.800000011920929,1.149999976158142
records/creatures/enemies/boss&quest/human_chthonickurn_shaman_01.dbr,creatures/npcs/humanfemale13e.msh,gdx3/resources/Creatures.arc,0.11687,0.13623,0.35376,0.4000000059604645,1.2999999523162842
records/creatures/enemies/boss&quest/humanascendant_terrnox.dbr,creatures/enemies/possessed/possessed_a01.msh,gdx1/resources/Creatures.arc,0.12251,0.15807,0.43265,0.4000000059604645,1.2000000476837158
records/creatures/enemies/boss&quest/humanwendigo_darkwood_01.dbr,creatures/npcs/humanfemale04a.msh,resources/Creatures.arc,0.11131,0.13743,0.34887,0.4000000059604645,1.2000000476837158
records/creatures/enemies/boss&quest/korvaak_lieutenant_03.dbr,creatures/enemies/korvaakschosen/korvaakschosen01a_m.msh,gdx2/resources/Creatures.arc,0.12182,0.15094,0.41541,0.4000000059604645,1.25
records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,creatures/enemies/boss_korvaak/boss_korvaak01a_p02.msh,gdx2/resources/Creatures.arc,5.0565,2.47046,11.27581,1.0,1.0
records/creatures/enemies/boss&quest/korvaakmessenger_02b.dbr,creatures/enemies/eldritchgargoyle/eldritchgargoyle02b_fire.msh,gdx2/resources/Creatures.arc,5.07817,1.51546,8.09956,0.8999999761581421,1.75
records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,creatures/enemies/golem/golembonebossa01.msh,resources/Creatures.arc,2.40091,1.18506,5.48675,0.75,1.399999976158142
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,creatures/enemies/possessedstatue/possessedstatue_m_01a_celestial.msh,gdx2/resources/Creatures.arc,1.34176,0.42153,3.10547,0.75,3.0
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,creatures/enemies/crabmonstrosity/crabmonstrosity01e.msh,gdx1/resources/Creatures.arc,1.49238,1.50761,2.24589,0.4000000059604645,2.799999952316284
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,creatures/enemies/golem/golemswamp01f_phase01.msh,gdx1/resources/Creatures.arc,2.5014,1.80599,6.29999,0.75,1.399999976158142
records/creatures/enemies/boss&quest/theoutcast_03.dbr,creatures/pc/heroine_00_head.msh,gdx3/resources/Creatures.arc,0.11133,0.13391,0.3554,0.3799999952316284,1.0
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,creatures/enemies/wendigo/wendigo01c.msh,gdx1/resources/Creatures.arc,2.11521,1.72146,4.75911,0.699999988079071,1.25
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,creatures/enemies/wendigo/wendigo01c.msh,gdx1/resources/Creatures.arc,2.11521,1.72146,4.75911,0.699999988079071,1.25
records/creatures/enemies/boss&quest/witch_janaxia.dbr,creatures/npcs/humanfemale04a.msh,resources/Creatures.arc,0.11131,0.13743,0.34887,0.4000000059604645,1.149999976158142
records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,creatures/npcs/humanmale01a.msh,resources/Creatures.arc,0.14873,0.16012,0.41686,0.699999988079071,1.399999976158142
records/creatures/enemies/bounties/cu_bounty04.dbr,creatures/enemies/aetherialbloater/aetherialbloater01a.msh,gdx1/resources/Creatures.arc,1.96967,2.03658,4.15771,0.75,1.3300000429153442
records/creatures/enemies/bounties/cu_bounty07.dbr,creatures/enemies/basilisk/basilisk01f.msh,gdx1/resources/Creatures.arc,1.50241,2.61744,3.77742,0.7200000286102295,1.4199999570846558
records/creatures/enemies/bounties/cu_bounty08.dbr,creatures/enemies/crabmonstrosity/crabmonstrosity01d.msh,gdx1/resources/Creatures.arc,1.49238,1.50761,2.24589,0.5,1.4500000476837158
records/creatures/enemies/bounties/cw_bounty04.dbr,creatures/enemies/chthonianrylok/chthonianrylok01b_arcane.msh,gdx1/resources/Creatures.arc,5.06503,1.60216,8.36902,0.800000011920929,1.399999976158142
records/creatures/enemies/bounties/cw_bounty09.dbr,creatures/enemies/yeti/yetiswamp01a_vitality.msh,gdx1/resources/Creatures.arc,2.4277,2.1184,5.61126,1.2999999523162842,1.1200000047683716
records/creatures/enemies/bounties/odv_bounty07.dbr,creatures/npcs/humanmale03b.msh,resources/Creatures.arc,0.13331,0.16226,0.42607,0.3499999940395355,1.0
records/creatures/enemies/bounties/pm_bounty06.dbr,creatures/enemies/aetherialcolossus/aetherialcolossus03b.msh,gdx1/resources/Creatures.arc,1.97547,1.15295,5.73577,0.75,1.600000023841858
records/creatures/enemies/bounties/ro_bounty11.dbr,creatures/enemies/harpy/harpya01.msh,resources/Creatures.arc,2.29901,1.46031,3.01504,0.5,1.25
records/creatures/enemies/bounties/ro_bounty19.dbr,creatures/enemies/golem/golembonea01_diseased.msh,resources/Creatures.arc,2.40091,1.18506,5.48675,0.75,1.5
records/creatures/enemies/chthonianabomination_tentacles_a01.dbr,creatures/enemies/chthonian/chthonianabomination01_tentacles.msh,resources/Creatures.arc,0.30032,0.25908,3.96506,0.3499999940395355,1.2000000476837158
records/creatures/enemies/chthoniandevourer_a00_summon.dbr,creatures/enemies/chthonian/chthoniandevourer01a.msh,resources/Creatures.arc,1.33833,1.46727,2.09696,0.36000001430511475,0.6499999761581421
records/creatures/enemies/chthoniandevourer_a01.dbr,creatures/enemies/chthonian/chthoniandevourer01a.msh,resources/Creatures.arc,1.33833,1.46727,2.09696,0.36000001430511475,0.8999999761581421
records/creatures/enemies/chthoniandevourer_a01_summon.dbr,creatures/enemies/chthonian/chthoniandevourer01a.msh,resources/Creatures.arc,1.33833,1.46727,2.09696,0.36000001430511475,0.8999999761581421
records/creatures/enemies/chthoniandevourer_b01.dbr,creatures/enemies/chthonian/chthoniandevourer01a.msh,resources/Creatures.arc,1.33833,1.46727,2.09696,0.36000001430511475,1.2000000476837158
records/creatures/enemies/chthoniandevourer_b01_summon.dbr,creatures/enemies/chthonian/chthoniandevourer01a.msh,resources/Creatures.arc,1.33833,1.46727,2.09696,0.36000001430511475,1.2000000476837158
records/creatures/enemies/chthoniandevourer_b02.dbr,creatures/enemies/chthonian/chthoniandevourer01a.msh,resources/Creatures.arc,1.33833,1.46727,2.09696,0.36000001430511475,1.2000000476837158
records/creatures/enemies/chthoniandevourer_b02_summon.dbr,creatures/enemies/chthonian/chthoniandevourer01a.msh,resources/Creatures.arc,1.33833,1.46727,2.09696,0.36000001430511475,1.2000000476837158
records/creatures/enemies/chthoniandreadguard_a01_summon.dbr,creatures/enemies/chthonian/dreadguard01a.msh,resources/Creatures.arc,1.97049,1.31378,4.96599,0.800000011920929,1.0
records/creatures/enemies/chthoniandreadguard_b01_summon.dbr,creatures/enemies/chthonian/dreadguard01a.msh,resources/Creatures.arc,1.97049,1.31378,4.96599,0.800000011920929,1.100000023841858
records/creatures/enemies/chthoniandreadguard_c01_summon.dbr,creatures/enemies/chthonian/dreadguard01b.msh,resources/Creatures.arc,1.97049,1.31378,4.96599,0.800000011920929,1.1799999475479126
records/creatures/enemies/chthonianfiend_a01_summon.dbr,creatures/enemies/voidfiend/voidfiend01.msh,resources/Creatures.arc,1.4983,1.37068,2.62352,0.36000001430511475,1.100000023841858
records/creatures/enemies/chthonianfiend_a02_summon.dbr,creatures/enemies/voidfiend/voidfiend01.msh,resources/Creatures.arc,1.4983,1.37068,2.62352,0.36000001430511475,1.100000023841858
records/creatures/enemies/chthonianfiend_c01_summon.dbr,creatures/enemies/voidfiend/voidfiend01.msh,resources/Creatures.arc,1.4983,1.37068,2.62352,0.36000001430511475,1.2000000476837158
records/creatures/enemies/chthonianherald_a01_summon.dbr,creatures/enemies/chthonianherald/chthonianherald01a.msh,gdx3/resources/Creatures.arc,1.83521,0.54297,5.62864,0.800000011920929,1.0
records/creatures/enemies/chthonianherald_b01.dbr,creatures/enemies/chthonianherald/chthonianherald02a.msh,gdx3/resources/Creatures.arc,1.95864,0.54297,6.3012,0.800000011920929,1.2000000476837158
records/creatures/enemies/chthonianherald_b01_summon.dbr,creatures/enemies/chthonianherald/chthonianherald02a.msh,gdx3/resources/Creatures.arc,1.95864,0.54297,6.3012,0.800000011920929,1.2000000476837158
records/creatures/enemies/chthonianherald_c01.dbr,creatures/enemies/chthonianherald/chthonianherald02a.msh,gdx3/resources/Creatures.arc,1.95864,0.54297,6.3012,0.800000011920929,1.3200000524520874
records/creatures/enemies/chthonianleech_a01_summon.dbr,creatures/enemies/chthonian/leech01a.msh,resources/Creatures.arc,2.71688,2.62739,4.38517,0.800000011920929,0.8999999761581421
records/creatures/enemies/chthonianminion_b01_summon.dbr,creatures/enemies/chthonian/chthonianminion01.msh,resources/Creatures.arc,1.66347,1.34574,4.2423,0.5,1.0
records/creatures/enemies/chthonianmonstrosity_summon.dbr,creatures/enemies/chthonian/chthonianabomination01.msh,resources/Creatures.arc,2.23625,0.86965,6.40438,0.5,1.2999999523162842
records/creatures/enemies/chthonianrylok_a01.dbr,creatures/enemies/chthonianrylok/chthonianrylok01a.msh,gdx1/resources/Creatures.arc,1.9235,1.52754,5.30188,0.800000011920929,1.0
records/creatures/enemies/chthonianrylok_b01.dbr,creatures/enemies/chthonianrylok/chthonianrylok01b.msh,gdx1/resources/Creatures.arc,5.06503,1.60216,8.36902,0.800000011920929,1.2000000476837158
records/creatures/enemies/chthonianrylok_b01_summon.dbr,creatures/enemies/chthonianrylok/chthonianrylok01b.msh,gdx1/resources/Creatures.arc,5.06503,1.60216,8.36902,0.800000011920929,1.2000000476837158
records/creatures/enemies/chthonianrylok_c01.dbr,creatures/enemies/chthonianrylok/chthonianrylok01b.msh,gdx1/resources/Creatures.arc,5.06503,1.60216,8.36902,0.800000011920929,1.3200000524520874
records/creatures/enemies/chthonianrylok_c01_summon.dbr,creatures/enemies/chthonianrylok/chthonianrylok01b.msh,gdx1/resources/Creatures.arc,5.06503,1.60216,8.36902,0.800000011920929,1.3200000524520874
records/creatures/enemies/chthonianservitor_a01_summon.dbr,creatures/enemies/chthonianservitor/chthonianservitor01a.msh,gdx1/resources/Creatures.arc,3.68989,4.39522,7.61801,1.0,0.5
records/creatures/enemies/chthonianwretch_a01.dbr,creatures/enemies/voidfiend/voidfiend01.msh,resources/Creatures.arc,1.4983,1.37068,2.62352,0.36000001430511475,1.100000023841858
records/creatures/enemies/chthonianwretch_b01.dbr,creatures/enemies/voidfiend/voidfiend01.msh,resources/Creatures.arc,1.4983,1.37068,2.62352,0.36000001430511475,1.100000023841858
records/creatures/enemies/chthonianwretch_c01.dbr,creatures/enemies/voidfiend/voidfiend10_poison.msh,gdx1/resources/Creatures.arc,1.4983,1.37068,2.62352,0.36000001430511475,1.2000000476837158
records/creatures/enemies/devotion/aetherialcolossus_h04.dbr,creatures/enemies/aetherialcolossus/aetherialcolossus03d.msh,gdx1/resources/Creatures.arc,1.97547,1.15295,5.73577,0.75,1.600000023841858
records/creatures/enemies/devotion/aetherialcorruption_h01.dbr,creatures/enemies/aetherialcorruption/aetherialcorruption01c.msh,gdx1/resources/Creatures.arc,1.27014,0.59174,2.98132,0.550000011920929,1.649999976158142
records/creatures/enemies/devotion/aetherialcorruption_h03.dbr,creatures/enemies/aetherialcorruption/aetherialcorruption01e.msh,gdx1/resources/Creatures.arc,1.27014,0.59174,2.98132,0.550000011920929,1.649999976158142
records/creatures/enemies/devotion/aetherialcorruption_h04.dbr,creatures/enemies/aetherialcorruption/aetherialcorruption01f.msh,gdx1/resources/Creatures.arc,1.27014,0.59174,2.98132,0.550000011920929,1.649999976158142
records/creatures/enemies/devotion/chthonianherald_h04.dbr,creatures/enemies/chthonianherald/chthonianherald02a.msh,gdx3/resources/Creatures.arc,1.95864,0.54297,6.3012,0.800000011920929,1.3200000524520874
records/creatures/enemies/devotion/chthonianservitor_h01.dbr,creatures/enemies/chthonianservitor/chthonianservitor01a_golden.msh,gdx1/resources/Creatures.arc,3.68989,4.39522,7.61801,1.0,0.949999988079071
records/creatures/enemies/devotion/chthonianservitor_h02.dbr,creatures/enemies/chthonianservitor/chthonianservitor01a_chaos.msh,gdx1/resources/Creatures.arc,3.68989,4.39522,7.61801,1.0,0.949999988079071
records/creatures/enemies/devotion/chthonianservitor_h03.dbr,creatures/enemies/chthonianservitor/chthonianservitor01a_lightning.msh,gdx1/resources/Creatures.arc,3.68989,4.39522,7.61801,1.0,0.949999988079071
records/creatures/enemies/devotion/dranghoul_h02.dbr,creatures/enemies/dranghoul/dranghoul_b02.msh,gdx3/resources/Creatures.arc,2.82272,0.87787,3.73952,0.47999998927116394,1.25
records/creatures/enemies/devotion/fleshhulk_h03.dbr,creatures/enemies/fleshhulk/fleshhulk03.msh,resources/Creatures.arc,1.62026,0.69022,4.46936,0.75,1.4500000476837158
records/creatures/enemies/devotion/ghost_h01.dbr,creatures/enemies/ghost/ghost_f_a01.msh,resources/Creatures.arc,0.11008,0.12689,0.35532,0.3499999940395355,1.1200000047683716
records/creatures/enemies/devotion/ghost_h02.dbr,creatures/enemies/ghost/ghost_m_a01.msh,resources/Creatures.arc,0.1392,0.15802,0.41746,0.3499999940395355,1.1200000047683716
records/creatures/enemies/devotion/rhino_h02.dbr,creatures/enemies/woollyrhino/woollyrhino01b.msh,gdx3/resources/Creatures.arc,1.57318,4.00586,4.46192,0.75,1.2000000476837158
records/creatures/enemies/devotion/skeleton_h06.dbr,creatures/enemies/skeleton/skeleton_baseheavy_ice_01a.msh,resources/Creatures.arc,0.84189,0.25314,2.53576,0.3499999940395355,1.2000000476837158
records/creatures/enemies/devotion/skeleton_h08.dbr,creatures/enemies/skeleton/skeleton_basecaster_01a.msh,resources/Creatures.arc,0.84189,0.25314,2.53576,0.3499999940395355,1.2000000476837158
records/creatures/enemies/devotion/skeleton_h09.dbr,creatures/enemies/skeleton/skeleton_baseheavy_deathly_01a.msh,resources/Creatures.arc,0.84189,0.25314,2.53576,0.3499999940395355,1.159999966621399
records/creatures/enemies/dranghoul_a01.dbr,creatures/enemies/dranghoul/dranghoul_a01.msh,gdx3/resources/Creatures.arc,2.82272,0.78691,3.41087,0.47999998927116394,1.149999976158142
records/creatures/enemies/dranghoul_b02.dbr,creatures/enemies/dranghoul/dranghoul_c01.msh,gdx3/resources/Creatures.arc,1.96464,0.67315,3.57967,0.47999998927116394,1.25
records/creatures/enemies/dranghoul_c01.dbr,creatures/enemies/dranghoul/dranghoul_b02.msh,gdx3/resources/Creatures.arc,2.82272,0.87787,3.73952,0.47999998927116394,1.25
records/creatures/enemies/dranghoul_c02.dbr,creatures/enemies/dranghoul/dranghoul_c02.msh,gdx3/resources/Creatures.arc,1.96464,0.72388,4.12694,0.47999998927116394,1.25
records/creatures/enemies/eldritcharmor_a01.dbr,creatures/enemies/eldritcharmor/eldritcharmor01a.msh,gdx2/resources/Creatures.arc,0.82134,0.51485,2.9163,0.3499999940395355,1.350000023841858
records/creatures/enemies/eldritcharmor_a01_summon.dbr,creatures/enemies/eldritcharmor/eldritcharmor01a.msh,gdx2/resources/Creatures.arc,0.82134,0.51485,2.9163,0.3499999940395355,1.350000023841858
records/creatures/enemies/eldritcharmor_a02.dbr,creatures/enemies/eldritcharmor/eldritcharmor01a.msh,gdx2/resources/Creatures.arc,0.82134,0.51485,2.9163,0.3499999940395355,1.350000023841858
records/creatures/enemies/eldritcharmor_a02_summon.dbr,creatures/enemies/eldritcharmor/eldritcharmor01a.msh,gdx2/resources/Creatures.arc,0.82134,0.51485,2.9163,0.3499999940395355,1.350000023841858
records/creatures/enemies/eldritcharmor_a03_summon.dbr,creatures/enemies/eldritcharmor/eldritcharmor01a.msh,gdx2/resources/Creatures.arc,0.82134,0.51485,2.9163,0.3499999940395355,1.350000023841858
records/creatures/enemies/eldritcharmor_b01.dbr,creatures/enemies/eldritcharmor/eldritcharmor02a_lightning.msh,gdx2/resources/Creatures.arc,0.82134,0.51485,2.9163,0.3499999940395355,1.5
records/creatures/enemies/eldritcharmor_b01_summon.dbr,creatures/enemies/eldritcharmor/eldritcharmor02a_lightning.msh,gdx2/resources/Creatures.arc,0.82134,0.51485,2.9163,0.3499999940395355,1.5
records/creatures/enemies/eldritcharmor_c01.dbr,creatures/enemies/eldritcharmor/eldritcharmor02a_fire.msh,gdx2/resources/Creatures.arc,0.82134,0.51485,2.9163,0.3499999940395355,1.649999976158142
records/creatures/enemies/faction/skeleton_a01_summon.dbr,creatures/enemies/skeleton/skeleton_01a.msh,resources/Creatures.arc,0.84189,0.25314,2.53576,0.3499999940395355,1.0
records/creatures/enemies/faction/skeleton_a02_summon.dbr,creatures/enemies/skeleton/skeleton_basedefault_01a.msh,resources/Creatures.arc,0.84189,0.25314,2.53576,0.3499999940395355,1.0
records/creatures/enemies/faction/skeleton_b02_knight_summon.dbr,creatures/enemies/skeleton/skeleton_baseheavy_01a.msh,resources/Creatures.arc,0.84189,0.25314,2.53576,0.3499999940395355,1.1200000047683716
records/creatures/enemies/fleshhulk_c01.dbr,creatures/enemies/fleshhulk/fleshhulk03.msh,resources/Creatures.arc,1.62026,0.69022,4.46936,0.75,1.5199999809265137
records/creatures/enemies/ghost_a01.dbr,creatures/enemies/ghost/ghost_f_a01.msh,resources/Creatures.arc,0.11008,0.12689,0.35532,0.3499999940395355,1.0
