record,population,radius_m,radius_m_hi,radius_source_field,radius_source_template,grade,grade_hi,collision_flag,body_kind,actor_radius_raw,actor_scale,actor_height,collision_shape,pathing_size,path_mass,physics_mass,force_collision,force_no_collision,monster_class,template_name,archive,mesh,mesh_aabb_half_x,mesh_aabb_half_z,mesh_aabb_height,mesh_arc,basis
records/creatures/enemies/aetherialcorruption_b02_summon.dbr,SUMMON-128,0.44999998807907104,0.6659999909400938,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.44999998807907104,1.4800000190734863,2.0,,Small,1.0,5.0,,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/aetherialcorruption/aetherialcorruption01a.msh,1.27014,0.59174,2.98132,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/aetherialcorruption_b03_summon.dbr,SUMMON-128,0.44999998807907104,0.6659999909400938,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.44999998807907104,1.4800000190734863,2.0,,Small,1.0,5.0,,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/aetherialcorruption/aetherialcorruption01a.msh,1.27014,0.59174,2.98132,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/aetherialcorruption_c01.dbr,ROSTER-169,0.44999998807907104,0.7199999916553494,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.44999998807907104,1.600000023841858,2.0,,Small,1.0,5.0,,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/aetherialcorruption/aetherialcorruption01a.msh,1.27014,0.59174,2.98132,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/aetherialcorruption_c01_summon.dbr,SUMMON-128,0.44999998807907104,0.7199999916553494,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.44999998807907104,1.600000023841858,2.0,,Small,1.0,5.0,,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/aetherialcorruption/aetherialcorruption01a.msh,1.27014,0.59174,2.98132,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/aetherialimp_a00_summon.dbr,SUMMON-128,0.800000011920929,0.480000026226044,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.800000011920929,0.6000000238418579,2.0,,Small,1.0,5.0,,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/aetherialimp/aetherialimp01a.msh,1.77725,0.64924,3.71979,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/aetherialworm_b01_summon.dbr,SUMMON-128,0.5199999809265137,0.6240000019073477,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,FORCE-COLLISION,PHYSICAL,0.5199999809265137,1.2000000476837158,2.0,,Small,1.0,5.0,True,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/aetherialworm/aetherialworm01a_poison.msh,1.19151,2.30879,7.13964,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/aetherialworm_b02_summon.dbr,SUMMON-128,0.5199999809265137,0.6240000019073477,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,FORCE-COLLISION,PHYSICAL,0.5199999809265137,1.2000000476837158,2.0,,Small,1.0,5.0,True,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/aetherialworm/aetherialworm01a_fire.msh,1.19151,2.30879,7.13964,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/aetherialworm_b03_summon.dbr,SUMMON-128,0.5199999809265137,0.6240000019073477,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,FORCE-COLLISION,PHYSICAL,0.5199999809265137,1.2000000476837158,2.0,,Small,1.0,5.0,True,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/aetherialworm/aetherialworm01a_cold.msh,1.19151,2.30879,7.13964,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/aetherialworm_b04_summon.dbr,SUMMON-128,0.5199999809265137,0.6240000019073477,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,FORCE-COLLISION,PHYSICAL,0.5199999809265137,1.2000000476837158,2.0,,Small,1.0,5.0,True,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/aetherialworm/aetherialworm01a_lightning.msh,1.19151,2.30879,7.13964,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/avian_a01.dbr,ROSTER-169,0.550000011920929,0.4949999976158139,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,FORCE-COLLISION,PHYSICAL,0.550000011920929,0.8999999761581421,2.0,,Medium,1.0,5.0,True,,Monster,database/templates/monster.tpl,sm3,creatures/enemies/avian/avian01a.msh,2.42373,2.74068,4.4024,gdx3/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm3 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/avian_b01.dbr,ROSTER-169,0.550000011920929,0.550000011920929,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,FORCE-COLLISION,PHYSICAL,0.550000011920929,1.0,2.0,,Medium,1.0,5.0,True,,Monster,database/templates/monster.tpl,sm3,creatures/enemies/avian/avian01b.msh,2.42373,2.74068,4.63861,gdx3/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm3 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/avian_c01.dbr,ROSTER-169,0.550000011920929,0.660000040531159,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,FORCE-COLLISION,PHYSICAL,0.550000011920929,1.2000000476837158,2.0,,Medium,1.0,5.0,True,,Monster,database/templates/monster.tpl,sm3,creatures/enemies/avian/avian01c.msh,2.42373,2.74068,5.17214,gdx3/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm3 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/basilisk_a01.dbr,ROSTER-169,0.6000000238418579,0.6000000238418579,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.6000000238418579,1.0,2.0,,Medium,1.0,5.0,,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/basilisk/basilisk01a.msh,1.50241,2.61744,3.77742,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/basilisk_b01.dbr,ROSTER-169,0.6000000238418579,0.732000046253205,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.6000000238418579,1.2200000286102295,2.0,,Medium,1.0,5.0,,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/basilisk/basilisk01a.msh,1.50241,2.61744,3.77742,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/basilisk_c01.dbr,ROSTER-169,0.6000000238418579,0.8100000464916235,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.6000000238418579,1.350000023841858,2.0,,Medium,1.0,5.0,,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/basilisk/basilisk01c.msh,1.50241,2.61744,3.77742,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/beetle_a01_summon.dbr,SUMMON-128,0.5,0.42500001192092896,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.5,0.8500000238418579,1.5,,Medium,1.0,5.0,,,Monster,database/templates/monster.tpl,sm2,creatures/enemies/sandbeetle/sandbeetle01a.msh,3.04658,2.28391,2.62466,gdx2/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm2 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/bonerat_witchgod_a01_summon.dbr,SUMMON-128,0.4000000059604645,0.30000000447034836,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.4000000059604645,0.75,1.5,,Medium,1.0,5.0,,,Monster,database/templates/monster.tpl,sm_mod,creatures/enemies/rat/bonerat01b.msh,0.60333,1.89686,2.57138,resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm_mod | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/bonerat_witchgod_b01_summon.dbr,SUMMON-128,0.4000000059604645,0.3800000008940696,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.4000000059604645,0.949999988079071,1.5,,Medium,1.0,5.0,,,Monster,database/templates/monster.tpl,sm_mod,creatures/enemies/rat/bonerat01c.msh,0.60333,1.89686,2.57138,resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm_mod | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss01.dbr,ROSTER-169,0.3799999952316284,0.626999983072281,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.3799999952316284,1.649999976158142,2.0,,Medium,1.0,5.0,,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/aetherialfleshshaper/aetherialfleshshaper01g.msh,1.29643,0.86118,3.97772,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/boss&quest/aetherial_enclave_sideboss02.dbr,ROSTER-169,0.3799999952316284,0.551000011205673,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.3799999952316284,1.4500000476837158,2.0,,Medium,1.0,5.0,,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/aetherialfleshshaper/aetherialfleshshaper01g.msh,1.29643,0.86118,3.97772,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/boss&quest/aetherial_guardian02.dbr,ROSTER-169,0.75,1.0875000357627869,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.75,1.4500000476837158,2.0,,Medium,1.0,5.0,,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/aetherialbloater/aetherialbloater01a_fire.msh,1.96967,2.03658,4.15771,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/boss&quest/aetherialbloater_malmouthdocks_01.dbr,ROSTER-169,0.75,1.1474999785423279,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.75,1.5299999713897705,2.0,,Medium,1.0,5.0,,,Monster,database/templates/monster.tpl,sm2,creatures/enemies/aetherialbloater/aetherialbloater01a_vitality.msh,1.96967,2.03658,4.15771,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm2 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/boss&quest/aetherialcommander_01.dbr,ROSTER-169,2.0,2.0,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,2.0,1.0,2.0,,Small,1.0,5.0,,,Monster,database/templates/monster.tpl,sm_mod,creatures/enemies/aetherializedcommander/aetherializedcommander01a.msh,2.91599,3.59192,7.6434,resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm_mod | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/boss&quest/aetherialcorruption_intro.dbr,ROSTER-169,0.44999998807907104,0.9224999541044241,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.44999998807907104,2.049999952316284,2.0,,Small,1.0,5.0,,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/aetherialcorruption/aetherialcorruption01g.msh,1.27014,0.59174,2.98132,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/boss&quest/basilisk_witchritual.dbr,ROSTER-169,0.6000000238418579,0.8100000464916235,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.6000000238418579,1.350000023841858,2.0,,Medium,1.0,5.0,,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/basilisk/basilisk01a.msh,1.50241,2.61744,3.77742,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/boss&quest/beetle_maggot01_maggotsummon.dbr,SUMMON-128,0.20000000298023224,0.22000000804662712,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.20000000298023224,1.100000023841858,2.0,,Small,1.0,5.0,,,Monster,database/templates/monster.tpl,sm2,creatures/enemies/maggot/maggot01a.msh,0.39171,1.09263,0.78629,gdx2/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm2 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,ROSTER-169,0.6499999761581421,0.8774999833106989,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.6499999761581421,1.350000023841858,2.0,,Small,1.0,1.0,,,Monster,database/templates/monster.tpl,sm_mod,creatures/enemies/chthonian/dreadguard01b_fire.msh,1.97049,1.31378,4.96599,resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm_mod | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,ROSTER-169,0.800000011920929,1.1520000629425056,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.800000011920929,1.440000057220459,2.0,,Small,1.0,1.0,,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/chthonianrylok/chthonianrylok01b_chaos.msh,5.06503,1.60216,8.36902,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/boss&quest/chthonianservitor_lunalvalgoth.dbr,ROSTER-169,1.0,1.0,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,1.0,1.0,2.0,,Large,1.0,5.0,,,Monster,database/templates/monster.tpl,sm1,creatures/enemies/chthonianservitor/chthonianservitor01a_chaos.msh,3.68989,4.39522,7.61801,gdx1/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm1 | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,ROSTER-169,0.3799999952316284,0.41800000381469715,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.3799999952316284,1.100000023841858,2.0,,Small,1.0,5.0,,,Monster,database/templates/monster.tpl,sm_mod,creatures/npcs/humanmale12a.msh,0.12107,0.16499,0.42178,resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm_mod | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,ROSTER-169,0.3799999952316284,0.41800000381469715,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.3799999952316284,1.100000023841858,2.0,,Small,1.0,5.0,,,Monster,database/templates/monster.tpl,sm_mod,creatures/npcs/humanmale03a_cultistleader.msh,0.13331,0.15524,0.41535,resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm_mod | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/boss&quest/dermapteran_madqueen.dbr,ROSTER-169,1.0,0.8999999761581421,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,1.0,0.8999999761581421,2.0,,Large,1.0,5.0,,,Monster,database/templates/monster.tpl,sm_mod,creatures/enemies/insects/dermapteranqueen_phase02.msh,3.59242,4.21464,5.31962,resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm_mod | HI = x scale (DERIVED, F4 undecided)"
records/creatures/enemies/boss&quest/dravis.dbr,ROSTER-169,0.4000000059604645,0.45999999731779084,actorRadius,database/templates/actor.tpl,MEASURED,DERIVED,DEFAULT-HOSTILITY-DEPENDENT-UNDECODABLE,PHYSICAL,0.4000000059604645,1.149999976158142,2.0,,Small,1.0,5.0,,,Monster,database/templates/monster.tpl,sm2,creatures/npcs/humanmale19a_riggs.msh,0.13295,0.16442,0.41827,gdx2/resources/Creatures.arc,"MEASURED:actor.tpl actorRadius @Edition-III/sm2 | HI = x scale (DERIVED, F4 undecided)"
